M_musculus.pep P_Mucros.pep
ENSMUSG00000014767.17 XP_015674530.1
ENSMUSG00000061809.8 XP_015687614.2
ENSMUSG00000033327.18 XP_015677833.1
ENSMUSG00000015468.14 XP_029141994.1
ENSMUSG00000056050.13 XP_015687407.1
ENSMUSG00000034285.15 XP_015672935.1
ENSMUSG00000029432.12 XP_015672686.1
ENSMUSG00000073422.11 XP_015683836.1
ENSMUSG00000020114.12 XP_015667958.1
ENSMUSG00000009545.14 XP_015681396.1
ENSMUSG00000022671.13 XP_015675247.1
ENSMUSG00000044117.12 XP_015682367.1
ENSMUSG00000030835.6 XP_029140488.1
ENSMUSG00000025967.16 XP_015674735.1
ENSMUSG00000045005.9 XP_015669951.1
ENSMUSG00000036904.6 XP_015667497.1
ENSMUSG00000042734.6 XP_015679004.1
ENSMUSG00000028656.14 XP_015686271.1
ENSMUSG00000022685.9 XP_015667461.1
ENSMUSG00000039771.13 XP_015682395.1
ENSMUSG00000035509.17 XP_015678672.1
ENSMUSG00000022124.15 XP_015687811.1
ENSMUSG00000028825.7 XP_015677736.1
ENSMUSG00000039801.7 XP_029140160.1
ENSMUSG00000068794.7 XP_029139101.1
ENSMUSG00000061607.15 XP_029141861.1
ENSMUSG00000026556.15 XP_015672883.1
ENSMUSG00000034908.16 XP_029139349.1
ENSMUSG00000027907.4 XP_015668861.1
ENSMUSG00000113949.1 XP_015665559.1
ENSMUSG00000040722.7 XP_015678024.1
ENSMUSG00000002524.17 XP_015672597.1
ENSMUSG00000033703.9 XP_015667658.1
ENSMUSG00000028194.15 XP_015668901.1
ENSMUSG00000039298.16 XP_029139573.1
ENSMUSG00000003429.11 XP_015683398.2
ENSMUSG00000000693.10 XP_015677076.1
ENSMUSG00000022419.16 XP_015679784.1
ENSMUSG00000047492.5 XP_015671840.2
ENSMUSG00000009092.5 XP_015681755.1
ENSMUSG00000021273.11 XP_015673530.1
ENSMUSG00000041633.14 XP_015687896.1
ENSMUSG00000098557.1 XP_015687833.1
ENSMUSG00000025283.15 XP_015683269.1
ENSMUSG00000079834.2 XP_015680210.1
ENSMUSG00000003154.15 XP_015682285.1
ENSMUSG00000020736.12 XP_015670531.1
ENSMUSG00000032615.14 XP_015673314.1
ENSMUSG00000049550.17 XP_015670898.1
ENSMUSG00000005142.10 XP_029139856.1
ENSMUSG00000025854.15 XP_029140867.1
ENSMUSG00000056413.16 XP_015676419.1
ENSMUSG00000038664.16 XP_015666501.1
ENSMUSG00000022568.17 XP_015672596.1
ENSMUSG00000070330.2 XP_029140503.1
ENSMUSG00000022715.3 XP_015677132.1
ENSMUSG00000025464.15 XP_029140774.1
ENSMUSG00000028245.15 XP_015667859.1
ENSMUSG00000042439.13 XP_015682481.1
ENSMUSG00000024513.16 XP_015681640.1
ENSMUSG00000029491.7 XP_029140935.1
ENSMUSG00000092083.4 XP_015672648.1
ENSMUSG00000050556.9 XP_015681459.1
ENSMUSG00000036256.13 XP_015670843.1
ENSMUSG00000094483.2 XP_029140079.1
ENSMUSG00000043991.5 XP_015667638.1
ENSMUSG00000028138.8 XP_015672890.1
ENSMUSG00000061787.15 XP_015673942.1
ENSMUSG00000022185.19 XP_015678805.1
ENSMUSG00000097886.2 XP_015677120.1
ENSMUSG00000055368.14 XP_015671674.2
ENSMUSG00000022415.12 XP_015672206.1
ENSMUSG00000007021.5 XP_015671737.1
ENSMUSG00000038056.15 XP_029138786.1
ENSMUSG00000021027.17 XP_015668495.1
ENSMUSG00000030226.12 XP_015675907.1
ENSMUSG00000036111.8 XP_015667716.1
ENSMUSG00000029211.11 XP_015677812.1
ENSMUSG00000031290.14 XP_029138776.1
ENSMUSG00000021612.15 XP_015676659.1
ENSMUSG00000021565.16 XP_015676661.1
ENSMUSG00000028495.14 XP_015680585.1
ENSMUSG00000042419.8 XP_015669808.1
ENSMUSG00000029158.9 XP_015682852.1
ENSMUSG00000024487.5 XP_015686040.1
ENSMUSG00000058503.11 XP_015667024.1
ENSMUSG00000029146.14 XP_015670297.1
ENSMUSG00000013611.14 XP_015669004.1
ENSMUSG00000079055.10 XP_015675513.1
ENSMUSG00000053399.9 XP_015670243.1
ENSMUSG00000049538.14 XP_029140010.1
ENSMUSG00000018707.13 XP_015679535.1
ENSMUSG00000025364.13 XP_015668459.1
ENSMUSG00000039985.14 XP_015671163.1
ENSMUSG00000027820.12 XP_015672104.1
ENSMUSG00000068154.5 XP_029142226.1
ENSMUSG00000045440.4 XP_029141753.1
ENSMUSG00000029924.12 XP_015679567.1
ENSMUSG00000019936.10 XP_029139360.1
ENSMUSG00000034645.14 XP_015666378.1
ENSMUSG00000034636.9 XP_015666380.1
ENSMUSG00000037935.16 XP_015687765.1
ENSMUSG00000020913.3 XP_015687767.1
ENSMUSG00000034165.16 XP_015678642.1
ENSMUSG00000031250.8 XP_015676064.1
ENSMUSG00000052146.16 XP_015675910.1
ENSMUSG00000055865.8 XP_029141490.1
ENSMUSG00000061517.8 XP_015682094.1
ENSMUSG00000053747.9 XP_015669651.1
ENSMUSG00000033228.8 XP_015672389.1
ENSMUSG00000029084.5 XP_015677037.1
ENSMUSG00000018666.13 XP_015680169.1
ENSMUSG00000027840.5 XP_015685376.1
ENSMUSG00000021643.15 XP_015674031.2
ENSMUSG00000020205.8 XP_015675171.1
ENSMUSG00000041801.5 XP_015671829.1
ENSMUSG00000024039.15 XP_015683626.1
ENSMUSG00000041132.11 XP_015670719.1
ENSMUSG00000029655.17 XP_029139846.1
ENSMUSG00000028081.6 XP_015671928.1
ENSMUSG00000006262.15 XP_015674079.1
ENSMUSG00000061474.11 XP_015685415.1
ENSMUSG00000021638.12 XP_015674036.1
ENSMUSG00000046550.8 XP_015678498.1
ENSMUSG00000056829.4 XP_015669961.1
ENSMUSG00000059246.4 XP_015666518.1
ENSMUSG00000024878.9 XP_015673514.1
ENSMUSG00000037996.17 XP_015680582.1
ENSMUSG00000001924.15 XP_015680764.1
ENSMUSG00000023051.11 XP_015687769.1
ENSMUSG00000075707.5 XP_015680165.1
ENSMUSG00000031142.17 XP_029139226.1
ENSMUSG00000037887.11 XP_015675182.1
ENSMUSG00000038611.17 XP_015677368.1
ENSMUSG00000039307.16 XP_029140305.1
ENSMUSG00000037477.8 XP_015678270.1
ENSMUSG00000009097.10 XP_015684134.1
ENSMUSG00000036309.14 XP_015679684.1
ENSMUSG00000051056.5 XP_015672868.1
ENSMUSG00000030082.14 XP_015678987.1
ENSMUSG00000025816.15 XP_015682039.1
ENSMUSG00000028865.14 XP_015670659.1
ENSMUSG00000024462.17 XP_015681423.1
ENSMUSG00000007038.5 XP_015683115.1
ENSMUSG00000007034.15 XP_015679604.1
ENSMUSG00000024939.6 XP_015673169.1
ENSMUSG00000043068.6 XP_015674534.1
ENSMUSG00000052525.14 XP_029142265.1
ENSMUSG00000109941.1 XP_015677155.1
ENSMUSG00000039959.13 XP_029139769.1
ENSMUSG00000015377.10 XP_015673393.2
ENSMUSG00000060791.15 XP_015676168.1
ENSMUSG00000062014.13 XP_015678800.1
ENSMUSG00000062203.15 XP_015683395.1
ENSMUSG00000046093.9 XP_015667168.1
ENSMUSG00000032399.8 XP_015667377.1
ENSMUSG00000022680.14 XP_015682369.1
ENSMUSG00000040746.15 XP_015668675.2
ENSMUSG00000030996.8 XP_029142347.1
ENSMUSG00000060657.8 XP_015682366.1
ENSMUSG00000051220.2 XP_029141458.1
ENSMUSG00000034342.9 XP_015669059.1
ENSMUSG00000013662.6 XP_015668749.1
ENSMUSG00000026021.15 XP_015675087.1
ENSMUSG00000066621.12 XP_015676259.1
ENSMUSG00000033526.16 XP_015674092.1
ENSMUSG00000031333.7 XP_015666258.1
ENSMUSG00000035506.16 XP_015674616.1
ENSMUSG00000029255.8 XP_015680322.1
ENSMUSG00000029423.10 XP_015681878.1
ENSMUSG00000025511.15 XP_015676692.1
ENSMUSG00000032098.13 XP_015668401.2
ENSMUSG00000043909.16 XP_029140454.1
ENSMUSG00000005803.14 XP_015666242.1
ENSMUSG00000022136.8 XP_015674716.1
ENSMUSG00000037373.12 XP_015684837.2
ENSMUSG00000005107.13 XP_015679327.1
ENSMUSG00000041241.12 XP_015675873.1
ENSMUSG00000060034.5 XP_029140542.1
ENSMUSG00000042340.6 XP_015674588.1
ENSMUSG00000051855.15 XP_015684271.1
ENSMUSG00000038550.10 XP_015674245.2
ENSMUSG00000049739.10 XP_029141423.1
ENSMUSG00000028760.16 XP_015682374.1
ENSMUSG00000040761.16 XP_015681272.1
ENSMUSG00000045374.18 XP_015673829.1
ENSMUSG00000032120.11 XP_029139350.1
ENSMUSG00000022122.15 XP_015678531.1
ENSMUSG00000004069.17 XP_015667441.1
ENSMUSG00000031993.7 XP_029140342.1
ENSMUSG00000018559.16 XP_015680216.1
ENSMUSG00000030655.15 XP_015681907.1
ENSMUSG00000000171.5 XP_015668057.1
ENSMUSG00000027386.9 XP_015681141.1
ENSMUSG00000033543.17 XP_015666517.1
ENSMUSG00000044950.7 XP_015670801.1
ENSMUSG00000035284.10 XP_029138979.1
ENSMUSG00000032212.10 XP_015666504.1
ENSMUSG00000058600.13 XP_015668960.1
ENSMUSG00000078486.3 XP_029142643.1
ENSMUSG00000032228.16 XP_015666507.1
ENSMUSG00000024338.15 XP_015683848.1
ENSMUSG00000028218.19 XP_015687079.1
ENSMUSG00000046714.7 XP_015682233.1
ENSMUSG00000050295.4 XP_015668584.1
ENSMUSG00000033416.15 XP_029140458.1
ENSMUSG00000007564.15 XP_015679853.1
ENSMUSG00000031310.16 XP_029138773.1
ENSMUSG00000034327.17 XP_015673984.1
ENSMUSG00000028223.8 XP_015669468.1
ENSMUSG00000079278.1 XP_015672956.1
ENSMUSG00000067274.10 XP_015672928.1
ENSMUSG00000022201.16 XP_015672499.1
ENSMUSG00000045493.4 XP_015679297.1
ENSMUSG00000019189.13 XP_015682937.1
ENSMUSG00000024990.13 XP_015666767.1
ENSMUSG00000047714.14 XP_015676213.1
ENSMUSG00000027861.13 XP_015673564.1
ENSMUSG00000065954.11 XP_029141828.1
ENSMUSG00000009115.5 XP_029141854.1
ENSMUSG00000049653.5 XP_015679421.1
ENSMUSG00000029179.14 XP_015682619.2
ENSMUSG00000014633.15 XP_015672265.1
ENSMUSG00000034424.5 XP_015677203.1
ENSMUSG00000021156.17 XP_015678925.1
ENSMUSG00000004285.12 XP_015683243.1
ENSMUSG00000038346.18 XP_029139580.1
ENSMUSG00000108367.2 XP_029140428.1
ENSMUSG00000023084.11 XP_029142308.1
ENSMUSG00000015217.11 XP_015676589.1
ENSMUSG00000070426.12 XP_015684723.1
ENSMUSG00000050410.15 XP_015682478.1
ENSMUSG00000026674.9 XP_029143149.1
ENSMUSG00000024734.8 XP_015677241.1
ENSMUSG00000048154.17 XP_015670234.1
ENSMUSG00000040225.15 XP_015687509.1
ENSMUSG00000041720.14 XP_029141255.1
ENSMUSG00000024660.9 XP_029141461.1
ENSMUSG00000025794.9 XP_015678759.1
ENSMUSG00000026271.15 XP_015681661.1
ENSMUSG00000001783.3 XP_015668318.1
ENSMUSG00000042406.8 XP_015672202.1
ENSMUSG00000045394.9 XP_015667639.1
ENSMUSG00000051397.5 XP_015687049.1
ENSMUSG00000022471.14 XP_015669092.2
ENSMUSG00000024386.9 XP_015669214.2
ENSMUSG00000020019.4 XP_029139305.1
ENSMUSG00000034667.8 XP_015676274.1
ENSMUSG00000036422.10 XP_015666539.1
ENSMUSG00000023089.12 XP_015677735.1
ENSMUSG00000038482.11 XP_015674802.1
ENSMUSG00000066877.11 XP_015672978.1
ENSMUSG00000031295.13 XP_015680781.1
ENSMUSG00000074892.9 XP_015686747.1
ENSMUSG00000022956.11 XP_015678564.1
ENSMUSG00000029651.16 XP_029141520.1
ENSMUSG00000029647.15 XP_015671136.2
ENSMUSG00000053199.13 XP_015680714.1
ENSMUSG00000029291.11 XP_029141482.1
ENSMUSG00000033114.11 XP_015681734.1
ENSMUSG00000038578.15 XP_029140560.1
ENSMUSG00000031706.7 XP_015682943.1
ENSMUSG00000028132.15 XP_015684743.1
ENSMUSG00000027176.8 XP_015687011.1
ENSMUSG00000025498.15 XP_015677366.1
ENSMUSG00000090173.8 XP_015680986.1
ENSMUSG00000027346.15 XP_015671458.1
ENSMUSG00000048332.13 XP_015674186.1
ENSMUSG00000004642.13 XP_015683721.2
ENSMUSG00000009828.15 XP_015676711.1
ENSMUSG00000054204.6 XP_015668135.1
ENSMUSG00000028248.15 XP_015675650.1
ENSMUSG00000039220.16 XP_015682578.1
ENSMUSG00000024436.16 XP_015682579.2
ENSMUSG00000024426.17 XP_029142212.1
ENSMUSG00000050705.15 XP_015682577.2
ENSMUSG00000014426.9 XP_029140909.1
ENSMUSG00000024403.16 XP_015683109.1
ENSMUSG00000040356.16 XP_015683105.1
ENSMUSG00000013787.15 XP_015679812.1
ENSMUSG00000004677.17 XP_029138801.1
ENSMUSG00000073423.10 XP_029138810.1
ENSMUSG00000040940.18 XP_029140429.1
ENSMUSG00000001419.17 XP_015675329.1
ENSMUSG00000062006.12 XP_015667143.1
ENSMUSG00000052584.10 XP_029139409.1
ENSMUSG00000027808.8 XP_015685239.1
ENSMUSG00000078784.8 XP_015679155.1
ENSMUSG00000040706.4 XP_015675838.1
ENSMUSG00000036402.13 XP_015684184.1
ENSMUSG00000048240.14 XP_015681688.1
ENSMUSG00000042306.11 XP_015668876.1
ENSMUSG00000042312.9 XP_015668877.1
ENSMUSG00000035547.14 XP_015680962.1
ENSMUSG00000015165.16 XP_015680284.1
ENSMUSG00000017376.15 XP_015682776.1
ENSMUSG00000025980.14 XP_015668523.1
ENSMUSG00000031932.14 XP_015668189.1
ENSMUSG00000020471.11 XP_015670044.1
ENSMUSG00000038712.16 XP_015677509.1
ENSMUSG00000024054.14 XP_015678680.1
ENSMUSG00000026924.17 XP_015681066.1
ENSMUSG00000059273.9 XP_029139550.1
ENSMUSG00000040488.17 XP_029139554.1
ENSMUSG00000055670.14 XP_015679790.2
ENSMUSG00000020063.16 XP_015672141.2
ENSMUSG00000020064.9 XP_015672142.1
ENSMUSG00000049643.15 XP_015669391.1
ENSMUSG00000030583.16 XP_029139555.1
ENSMUSG00000021259.5 XP_015675829.1
ENSMUSG00000049323.8 XP_015673307.1
ENSMUSG00000027185.15 XP_015671504.1
ENSMUSG00000037469.10 XP_015676149.1
ENSMUSG00000031822.20 XP_015672323.1
ENSMUSG00000026915.16 XP_015683265.1
ENSMUSG00000029518.15 XP_015672940.1
ENSMUSG00000074665.11 XP_015682508.1
ENSMUSG00000004948.12 XP_015685623.1
ENSMUSG00000030525.8 XP_015683205.1
ENSMUSG00000020728.17 XP_015672444.1
ENSMUSG00000020899.16 XP_015683798.1
ENSMUSG00000021248.9 XP_015677706.1
ENSMUSG00000027404.15 XP_015680957.1
ENSMUSG00000005442.13 XP_015680840.1
ENSMUSG00000028452.7 XP_015684035.1
ENSMUSG00000007050.17 XP_015681092.2
ENSMUSG00000007030.8 XP_029141360.1
ENSMUSG00000052516.19 XP_029141589.1
ENSMUSG00000031766.4 XP_015680044.1
ENSMUSG00000024182.16 XP_015667434.1
ENSMUSG00000046556.7 XP_029139201.1
ENSMUSG00000006289.14 XP_015676885.1
ENSMUSG00000030779.16 XP_015668737.1
ENSMUSG00000019854.17 XP_015677659.1
ENSMUSG00000046447.3 XP_015675854.1
ENSMUSG00000039384.8 XP_015687406.1
ENSMUSG00000030138.8 XP_029142217.1
ENSMUSG00000038916.7 XP_029139981.1
ENSMUSG00000040430.18 XP_015668447.1
ENSMUSG00000051648.13 XP_015667657.1
ENSMUSG00000023043.7 XP_015672253.1
ENSMUSG00000013833.15 XP_015665551.1
ENSMUSG00000025544.13 XP_015683463.1
ENSMUSG00000031951.8 XP_015666909.1
ENSMUSG00000029095.17 XP_029142744.1
ENSMUSG00000047098.18 XP_029141152.1
ENSMUSG00000070880.10 XP_015667359.1
ENSMUSG00000037993.8 XP_015666937.1
ENSMUSG00000000301.16 XP_015673329.1
ENSMUSG00000011306.7 XP_015668946.1
ENSMUSG00000026567.16 XP_029143152.1
ENSMUSG00000028717.12 XP_015668047.1
ENSMUSG00000029056.13 XP_015678542.1
ENSMUSG00000003848.14 XP_029139079.1
ENSMUSG00000026824.11 XP_015681706.1
ENSMUSG00000005677.14 XP_015676977.2
ENSMUSG00000042709.15 XP_015673319.1
ENSMUSG00000033047.5 XP_015672751.1
ENSMUSG00000071708.11 XP_015669907.1
ENSMUSG00000033458.17 XP_015666516.1
ENSMUSG00000028557.10 XP_015666396.1
ENSMUSG00000001666.8 XP_015676362.1
ENSMUSG00000020841.5 XP_015683284.1
ENSMUSG00000031788.14 XP_029139200.1
ENSMUSG00000032066.9 XP_029139286.1
ENSMUSG00000032231.14 XP_015666490.1
ENSMUSG00000021124.13 XP_015669586.1
ENSMUSG00000022565.15 XP_029140206.1
ENSMUSG00000073982.11 XP_015683278.1
ENSMUSG00000073434.12 XP_015680133.1
ENSMUSG00000022487.14 XP_015672256.2
ENSMUSG00000072720.9 XP_015671254.1
ENSMUSG00000036270.16 XP_029140286.1
ENSMUSG00000067567.12 XP_015687922.1
ENSMUSG00000051065.9 XP_015684283.1
ENSMUSG00000029714.11 XP_015668630.1
ENSMUSG00000022035.6 XP_015675468.1
ENSMUSG00000025925.14 XP_015672652.1
ENSMUSG00000079658.9 XP_015682125.1
ENSMUSG00000034235.17 XP_029141719.1
ENSMUSG00000037098.18 XP_015674669.1
ENSMUSG00000031556.6 XP_015685275.1
ENSMUSG00000027466.15 XP_029142706.1
ENSMUSG00000032840.7 XP_015680400.1
ENSMUSG00000053286.11 XP_015680215.1
ENSMUSG00000024087.4 XP_015671488.1
ENSMUSG00000032743.15 XP_029139173.1
ENSMUSG00000021966.7 XP_015668654.1
ENSMUSG00000034623.14 XP_029139535.1
ENSMUSG00000004655.5 XP_029139259.1
ENSMUSG00000009549.14 XP_015675230.1
ENSMUSG00000030744.13 XP_015674055.1
ENSMUSG00000029475.17 XP_015670901.1
ENSMUSG00000022214.15 XP_015677728.1
ENSMUSG00000043923.8 XP_029139351.1
ENSMUSG00000001566.9 XP_015688033.1
ENSMUSG00000021149.8 XP_015666980.1
ENSMUSG00000024027.8 XP_015675113.1
ENSMUSG00000006711.15 XP_015673867.1
ENSMUSG00000026869.12 XP_015682560.1
ENSMUSG00000028873.16 XP_029142232.1
ENSMUSG00000052934.14 XP_015677497.1
ENSMUSG00000035597.19 XP_015674495.1
ENSMUSG00000022272.17 XP_029139374.1
ENSMUSG00000003382.18 XP_015683063.1
ENSMUSG00000039198.8 XP_015666115.1
ENSMUSG00000029036.18 XP_015671544.1
ENSMUSG00000026712.3 XP_015666709.1
ENSMUSG00000048612.16 XP_015666778.1
ENSMUSG00000073639.6 XP_015666139.1
ENSMUSG00000027195.10 XP_015673951.1
ENSMUSG00000030751.18 XP_015679799.1
ENSMUSG00000066151.11 XP_029143135.1
ENSMUSG00000015652.9 XP_015667339.1
ENSMUSG00000057230.14 XP_015666587.1
ENSMUSG00000027677.17 XP_015676961.1
ENSMUSG00000030980.17 XP_029142083.1
ENSMUSG00000019179.10 XP_015674357.1
ENSMUSG00000045078.12 XP_029143161.1
ENSMUSG00000021281.15 XP_029139425.1
ENSMUSG00000032757.6 XP_015667058.1
ENSMUSG00000043432.7 XP_015665743.1
ENSMUSG00000027879.9 XP_015676949.1
ENSMUSG00000024663.20 XP_029142772.1
ENSMUSG00000029754.13 XP_029139100.1
ENSMUSG00000040797.16 XP_015669665.1
ENSMUSG00000019256.17 XP_015666275.1
ENSMUSG00000029916.11 XP_015674507.1
ENSMUSG00000029911.14 XP_015674512.1
ENSMUSG00000033805.12 XP_015666395.1
ENSMUSG00000026288.14 XP_029139526.1
ENSMUSG00000022450.6 XP_015669011.1
ENSMUSG00000046733.7 XP_015673151.1
ENSMUSG00000087260.5 XP_015670088.1
ENSMUSG00000058589.14 XP_015673644.1
ENSMUSG00000025172.3 XP_029141626.1
ENSMUSG00000020691.13 XP_015687702.1
ENSMUSG00000034163.10 XP_015667278.1
ENSMUSG00000029798.11 XP_015675430.2
ENSMUSG00000061414.8 XP_015667147.1
ENSMUSG00000041684.11 XP_015678536.1
ENSMUSG00000038398.8 XP_015671960.1
ENSMUSG00000042207.17 XP_015671064.1
ENSMUSG00000050122.19 XP_015685971.1
ENSMUSG00000029106.14 XP_029141938.1
ENSMUSG00000030357.10 XP_015682856.2
ENSMUSG00000032834.11 XP_015670352.1
ENSMUSG00000020648.3 XP_029142435.1
ENSMUSG00000022965.8 XP_015674841.1
ENSMUSG00000025612.5 XP_015674884.1
ENSMUSG00000031592.10 XP_015686366.1
ENSMUSG00000031590.8 XP_015686336.1
ENSMUSG00000051451.6 XP_015678242.2
ENSMUSG00000021639.17 XP_015674035.1
ENSMUSG00000001542.7 XP_015687427.1
ENSMUSG00000014867.9 XP_015682318.1
ENSMUSG00000028484.16 XP_015675525.1
ENSMUSG00000039126.10 XP_029139693.1
ENSMUSG00000045232.4 XP_015682853.1
ENSMUSG00000035021.13 XP_015674569.1
ENSMUSG00000035247.16 XP_015671633.1
ENSMUSG00000037679.9 XP_015670109.1
ENSMUSG00000033713.12 XP_015676960.1
ENSMUSG00000007670.10 XP_029142302.1
ENSMUSG00000021242.9 XP_015677695.1
ENSMUSG00000048191.15 XP_015679972.1
ENSMUSG00000054662.8 XP_015675551.1
ENSMUSG00000026383.14 XP_015681203.1
ENSMUSG00000055322.15 XP_029139390.1
ENSMUSG00000057948.12 XP_015674548.1
ENSMUSG00000020766.4 XP_029140561.1
ENSMUSG00000039450.11 XP_015673011.1
ENSMUSG00000002885.14 XP_029140532.1
ENSMUSG00000022000.11 XP_029140464.1
ENSMUSG00000047495.15 XP_015676270.1
ENSMUSG00000052144.8 XP_015680093.1
ENSMUSG00000034973.16 XP_015687568.1
ENSMUSG00000001524.14 XP_015680762.1
ENSMUSG00000023861.17 XP_015673836.1
ENSMUSG00000015467.14 XP_015681517.1
ENSMUSG00000034786.17 XP_029141997.1
ENSMUSG00000012296.16 XP_015673558.1
ENSMUSG00000053293.9 XP_015670275.1
ENSMUSG00000032860.5 XP_015679296.1
ENSMUSG00000050608.11 XP_015680226.1
ENSMUSG00000038370.6 XP_015676976.1
ENSMUSG00000035431.4 XP_015680775.2
ENSMUSG00000027371.10 XP_015667003.1
ENSMUSG00000076441.9 XP_015675825.1
ENSMUSG00000029575.17 XP_015671248.1
ENSMUSG00000005373.13 XP_015668293.1
ENSMUSG00000022620.14 XP_015683409.1
ENSMUSG00000043259.15 XP_015675054.1
ENSMUSG00000005864.7 XP_015687880.1
ENSMUSG00000004896.16 XP_015683065.1
ENSMUSG00000034168.7 XP_015680904.1
ENSMUSG00000001472.17 XP_015666948.1
ENSMUSG00000018974.7 XP_029139943.1
ENSMUSG00000034579.17 XP_015669114.2
ENSMUSG00000031967.15 XP_015685616.1
ENSMUSG00000024527.10 XP_015672239.1
ENSMUSG00000055980.2 XP_015670548.1
ENSMUSG00000031216.13 XP_029139315.1
ENSMUSG00000029776.11 XP_015666080.1
ENSMUSG00000020476.14 XP_029139721.1
ENSMUSG00000028649.21 XP_015667116.1
ENSMUSG00000036555.14 XP_029140616.1
ENSMUSG00000054676.15 XP_015677340.1
ENSMUSG00000010914.10 XP_015674787.1
ENSMUSG00000004937.6 XP_015681682.1
ENSMUSG00000052920.16 XP_015675544.1
ENSMUSG00000021263.11 XP_015675853.1
ENSMUSG00000022518.16 XP_015667442.1
ENSMUSG00000057110.15 XP_029141667.1
ENSMUSG00000057278.8 XP_015666619.1
ENSMUSG00000026874.10 XP_015683531.2
ENSMUSG00000035949.15 XP_015675491.1
ENSMUSG00000022221.14 XP_029139797.1
ENSMUSG00000059447.13 XP_015675467.1
ENSMUSG00000047284.14 XP_029141707.1
ENSMUSG00000026027.13 XP_015681814.1
ENSMUSG00000025204.10 XP_015677595.1
ENSMUSG00000054199.17 XP_029142583.1
ENSMUSG00000042423.9 XP_029142167.1
ENSMUSG00000005575.16 XP_015665646.1
ENSMUSG00000040428.19 XP_015685495.1
ENSMUSG00000049897.14 XP_015682312.1
ENSMUSG00000015357.10 XP_015674641.1
ENSMUSG00000022971.18 XP_029140650.1
ENSMUSG00000031545.6 XP_015672003.1
ENSMUSG00000061410.6 XP_015677501.1
ENSMUSG00000041959.14 XP_015668862.1
ENSMUSG00000035686.8 XP_029142100.1
ENSMUSG00000028901.13 XP_015687629.1
ENSMUSG00000032269.8 XP_029139341.1
ENSMUSG00000032267.8 XP_029139346.1
ENSMUSG00000027363.15 XP_015678234.1
ENSMUSG00000061981.14 XP_015684144.1
ENSMUSG00000055720.10 XP_015676458.1
ENSMUSG00000022801.13 XP_029141276.1
ENSMUSG00000034940.15 XP_029141369.1
ENSMUSG00000021745.14 XP_015666691.1
ENSMUSG00000032215.15 XP_015666536.1
ENSMUSG00000032897.17 XP_015687168.1
ENSMUSG00000031672.8 XP_015667664.1
ENSMUSG00000034311.3 XP_015681936.1
ENSMUSG00000052707.8 XP_029139431.1
ENSMUSG00000035829.13 XP_015676627.1
ENSMUSG00000001173.15 XP_029140796.1
ENSMUSG00000026955.13 XP_029141359.1
ENSMUSG00000024515.13 XP_015667626.1
ENSMUSG00000030802.14 XP_029141422.1
ENSMUSG00000026192.13 XP_015677140.1
ENSMUSG00000014837.15 XP_029139215.1
ENSMUSG00000043903.4 XP_029139049.1
ENSMUSG00000037455.16 XP_015684051.1
ENSMUSG00000020832.14 XP_015683253.1
ENSMUSG00000030534.13 XP_015674075.1
ENSMUSG00000028437.14 XP_015679532.1
ENSMUSG00000028438.16 XP_015683821.2
ENSMUSG00000024940.11 XP_015677855.1
ENSMUSG00000039262.16 XP_029141784.1
ENSMUSG00000038195.6 XP_015673831.1
ENSMUSG00000038188.17 XP_015673832.1
ENSMUSG00000020790.14 XP_015676550.1
ENSMUSG00000032126.16 XP_015668394.2
ENSMUSG00000037486.18 XP_029141223.1
ENSMUSG00000000916.15 XP_015670325.1
ENSMUSG00000021356.10 XP_015668804.1
ENSMUSG00000061313.8 XP_015680193.1
ENSMUSG00000036057.11 XP_015685357.1
ENSMUSG00000031730.18 XP_015666903.1
ENSMUSG00000039849.6 XP_015683952.1
ENSMUSG00000029073.9 XP_015671549.1
ENSMUSG00000029034.9 XP_015671534.1
ENSMUSG00000027479.14 XP_015687391.1
ENSMUSG00000029434.12 XP_015670936.1
ENSMUSG00000046761.13 XP_015672600.1
ENSMUSG00000031919.6 XP_015666962.2
ENSMUSG00000031924.4 XP_015666963.1
ENSMUSG00000031930.11 XP_029139069.1
ENSMUSG00000038335.13 XP_015666612.1
ENSMUSG00000061136.15 XP_015675802.1
ENSMUSG00000022560.9 XP_015681698.1
ENSMUSG00000021911.16 XP_015685447.1
ENSMUSG00000041479.14 XP_029141427.1
ENSMUSG00000037366.14 XP_015680465.1
ENSMUSG00000020415.16 XP_015670825.1
ENSMUSG00000049721.14 XP_015669159.2
ENSMUSG00000027580.17 XP_029142304.1
ENSMUSG00000041762.16 XP_029139959.1
ENSMUSG00000050812.18 XP_015674700.1
ENSMUSG00000026858.18 XP_029141847.1
ENSMUSG00000032232.14 XP_029138985.1
ENSMUSG00000031543.18 XP_029140081.1
ENSMUSG00000012017.4 XP_029142508.1
ENSMUSG00000034022.8 XP_015682353.1
ENSMUSG00000029866.13 XP_015670834.1
ENSMUSG00000022574.7 XP_015678848.1
ENSMUSG00000090626.9 XP_015666474.1
ENSMUSG00000018776.10 XP_015680236.1
ENSMUSG00000060681.15 XP_015687990.1
ENSMUSG00000029863.13 XP_029140485.1
ENSMUSG00000034850.15 XP_015667112.1
ENSMUSG00000021520.4 XP_015675120.1
ENSMUSG00000041354.16 XP_029142484.1
ENSMUSG00000026042.16 XP_015672544.1
