"","gene","description","Pm_1_liver","Pm_10_liver","Pm_3_liver","Pm_5_liver","Pm_8_liver","Mus_livr_1","Mus_livr_2","Mus_livr_3","Mus_livr_4","Homo_livr_1","Homo_livr_2","Homo_livr_3","Canis_livr_1","Canis_livr_2","Canis_livr_3"
"891",107285970,"biliverdin reductase A",44,18,49,58,162,5.990672,7.61246919,6.718755,7.090307,3.8543,3.47753,2.613515,98.711549,51.279857,32.217973
"892",107285975,"NSF attachment protein gamma",705,303,606,441,395,7.2526897,10.209854,9.383631,9.372125,6.739009,5.304441,4.934551,0,0,12.6024
"893",107285977,"adenomatosis polyposis coli down-regulated 1",9,4,4,4,7,0.144986,0.216778,0.156709,0.267378,3.4983036,0.1657464,1.363574455,0,0,0.363082
"894",107285980,"protein phosphatase 4 regulatory subunit 1",123,205,177,197,234,17.690102,20.275366,15.856051,18.150527,16.79340811,3.435841742,4.9745618,0.0754208,0.05229,1.888955
"895",107285981,"ralA binding protein 1",262,225,176,283,194,9.722888,8.6522578,9.197438,9.333462,17.071794,2.8683919,6.079251,0,0,9.73956
"896",107285982,"twisted gastrulation BMP signaling modulator 1",4,2,6,21,13,15.78859,13.264487,12.750779,12.2872,1.576047,1.8138785,1.75732,0,0.115507,13.3943
"897",107285984,"NADH:ubiquinone oxidoreductase core subunit V2",1132.7,1027,1427,739,973,92.6115,90.727924,77.668004,87.690406,182.3241,237.1322,232.6268,0.254099,0.395238,129.908
"898",107285986,"microtubule crosslinking factor 1",1,0,0,0,0,0.142270506,0.0613304,0.044529747,0.027847588,2.339333,0.2592863,0.4917669,0,0,0.644249
"899",107285987,"protein tyrosine phosphatase, receptor type M",29,65,52,47,66,0.7361466,0.6883974,0.791845,0.7278772,5.873299,10.18928,8.606431,0,0,6.470394
"900",107285988,"laminin subunit alpha 1",5,0,5,0,1,3.678859,3.75451,3.61744,4.7729,0.3381608,0.1213884,0.06504582,0,0,1.17391
"901",107285989,"Rho GTPase activating protein 28",17,24,20,8,11,0.0903548,0.1604401,0.0712213,0.132964001,0.3447164,0.0683935,0.2096931,0.0242777,0,0.166289
"902",107285990,"RAB31, member RAS oncogene family",3,5,7,4,0,1.60959,2.81946,2.582728,3.313337,2.008952,0.538786,1.19673,0.13829,0,1.948654
"903",107285991,"leucine rich repeat containing 30",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904",107285999,"synaptosome associated protein 47kDa",0,1,1,1,4,69.043695,62.129577,58.6024057,65.564504,22.800427,5.612135711,15.838509,6.715486,11.3133,10.431
"905",107286005,"SET domain containing 2",47,95,93,124,165,9.365789,11.54062,14.016772,14.350458,8.455324,1.911782,7.390638,13.72477464,14.205709,7.141332104
"906",107286006,"kinesin family member 9",1,0,0,1,2,1.045002,0.3907231,0.2209971,0.2584178,2.061668,2.5013495,4.6353863,0.142015,0.202426,0.459590653
"907",107286012,"mitochondrial ribosomal protein L55",14,8,19,24,24,27.71526,40.00093,38.40146,38.041319,79.482834,35.2358618,46.59292746,92.94427,60.43861,55.17572
"908",107286013,"chromosome unknown open reading frame, human C1orf35",7,26,34,39,45,7.00204,8.10109,8.34797,7.98394,11.72978004,2.618484,4.8634469,12.5603,10.2566,16.4585
"909",107286035,"immunoglobulin superfamily member 10",23,26,13,13,41,0.197748043,0.242461376,0.208138404,0.29496629,0.45270198,0.01834595,0.3335314,0.0175156,0.0247271,0.0157636
"910",107286037,"clarin 1",0,0,0,0,0,0.108208,0.2310428,0.164793,0.175755,0.0288272,0,0,0.192305,0,0
"911",107286041,"folliculin interacting protein 2",70,275,92,104,296,4.640854707,5.236393,5.108179,7.409858,6.8924336,3.0494704,13.9392103,21.7086788,26.94743001,22.581015
"912",107286043,"peptidylprolyl isomerase D",356,292,229,104,224,5.021815,6.577554,5.912603,6.973105,17.26422,42.8785,48.02269,123.739,70.5874,36.7276
"913",107286059,"toll interacting protein",44,140,77,152,142,44.745983,48.73118,52.415425,48.328115,248.224126,22.066802,48.109685,41.9659,67.3499,34.253917
"914",107286060,"mitochondrial ribosomal protein L3",247,310,387,442,575,27.025903,21.9589039,24.1611331,18.392316,44.89064,30.960829,35.598507,18.0264,14.688425,12.761715
"915",107286063,"ADP ribosylation factor like GTPase 5A",73,52,55,81,50,18.4872,15.2638,15.8773,16.3621,12.326819,3.131257,5.538136,34.7235,29.5779,19.0445
"916",107286065,"phosphoinositide-3-kinase regulatory subunit 4",100,156,220,235,475,6.2479759,10.81435596,7.932217,8.291795,11.07908,14.77504,25.51843,5.2131,5.817460009,2.715549
"917",107286072,"ATPase phospholipid transporting 9A (putative)",151,336,114,192,426,34.8041825,39.5775478,39.161316,41.7326909,10.54485,0.629788,2.191306,1.115435,6.19703,5.865906
"918",107286076,"spalt-like transcription factor 4",0,0,0,0,1,0,0,0,0,2.206727,0.0603548,0.5764787,0.7702187,0.921035,1.036346
"919",107286085,"signal transducing adaptor molecule 2",616,995,439,615,962,3.3042528,3.8710602,3.386032,3.625436,2.668231,2.46775,3.5186839,13.0249,14.799,10.4847
"920",107286096,"phospholipase A1 member A",488,928,428,397,452,39.2273,46.596,45.7733,45.405725,6.05067,6.613052807,8.585618,79.04303,92.993762,54.891756
"921",107286110,"large tumor suppressor kinase 2",125,111,78,119,140,0,0,0,0,2.06013,0.595736,1.64833,8.6344,10.38,3.6128
"922",107286111,"Sin3A associated protein 18kDa",664,721,553,565,552,3.952776,17.74762,28.40673,21.338119,92.5733584,96.69735,86.83940828,84.531,75.9014,37.194
"923",107286112,"dynein, axonemal, heavy chain 14",5,6,2,0,4,0,0.187912,0.137176,0.0695705,2.406603,3.265951,2.955128,0,0,0
"924",107286114,"zinc finger DHHC-type containing 20",4,23,16,27,31,1.25275,1.859162,2.055538,2.8234895,3.482517,4.799039,5.388728,6.625726,4.846188,4.135817
"925",107286115,"mitochondrial calcium uptake 2",34,49,38,48,57,8.8918211,10.17608,11.8814842,9.926816,8.148802,12.22582,11.78783,84.64103722,51.685289,40.12694
"926",107286119,"SH3 domain containing ring finger 1",7,24,11,20,7,1.246176,1.437159,1.550301,1.472392,2.930233129,0.87216,1.821882,2.27938,2.398615,1.75725
"927",107286120,"crystallin lambda 1",122,125,43,71,74,26.9829,29.378199,28.547182,33.47059,106.3455,73.55939,144.6385,27.76676,27.99289,16.616175
"928",107286124,"phosphate regulating endopeptidase homolog, X-linked",5,3,1,1,0,0.0150276,0.0347489,0.101132,0.147934,0,0.00548696,0,0.0789671,0,0.080379
"929",107286125,"spermine synthase",3095,1455,2301,2618,1702,2.5436449,2.34779,2.269886,2.219997,15.08622,7.905642,15.67196,24.0566,33.2015,20.2443
"930",107286126,"membrane bound transcription factor peptidase, site 2",123,136,117,147,142,5.7065746,8.1148661,6.1347967,5.925535,3.679183,2.5619224,5.0565855,0,0.041022304,2.848729
"931",107286130,"kelch like family member 34",0,4,0,3,0,0,0,0,0,0.123113,0,0.0300095,0,0,0.250421
"932",107286132,"WW domain binding protein 11",88,128,99,114,124,10.799324,19.196403,17.547963,16.991248,12.46142,4.37371,8.351486,31.6007,40.9275,16.7677
"933",107286143,"ATP/GTP binding protein-like 3",0,0,0,0,0,2.0650329,2.103697,1.8364755,2.8522896,1.1891498,0.67839756,1.267765,0.354622,0.115758,0.0927251
"934",107286144,"stimulated by retinoic acid 8",0,2,0,1,2,1.27337,1.8877,1.18557,1.42204,0,0,0.086146,11.5714,10.9788,7.03762
"935",107286148,"endoplasmic reticulum protein 27",3,0,2,6,1,0.4496951,0.760608,1.0390711,0.8370481,0,0.2035118,0.123955,0.314949,0.386248,0.276617
"936",107286150,"phosphodiesterase 6H",0,0,0,0,0,0.4517783,0.5960349,0.6133304,0.5432061,0,0,0,0.677491,0.908338,1.03666
"937",107286161,"nicotinamide riboside kinase 1",488,265,360,93,324,13.007515,20.0114,19.08528,21.77832,17.148913,19.944919,38.388748,84.2249,43.70539,36.150856
"938",107286166,"transient receptor potential cation channel subfamily M member 6",0,0,0,1,2,0.0760242,0.128,0.0578708,0.0463042,0.118345059,0.008251724,0.015813553,0.011591973,0.010854676,0.03487412
"939",107286174,"eukaryotic translation initiation factor 2D",188,193,168,109,161,20.716687,24.1521654,24.941558,25.882169,12.878958,8.3408813,12.194196,12.497319,14.198953,14.10431827
"940",107286197,"ATP binding cassette subfamily E member 1",5181,6300,3702,2461,3855,8.08099,8.947474,8.21234,8.622589,18.1290295,6.1975411,7.8411785,34.2822,27.2964,12.9202
"941",107286199,"zinc finger protein 827",3,10,4,12,19,0.1983661,0.1608915,0.2076265,0.1349615,0.4656142,0.0356974,0.06489597,0.0590004,0.2409168,0.1383682
"942",107286200,"hedgehog interacting protein",45,33,17,17,143,0.156627,0.3253497,0.2452048,0.490178,0.938612,1.2454925,1.7702373,22.57608,32.12025,3.167489
"943",107286204,"zinc finger C2HC-type containing 1A",16,7,8,2,17,0.224133,0.329546,0.176445,0.2102189,0.2195353,0.357601,0.200212,2.211388,0.892214,0.92291756
"944",107286207,"DnaJ heat shock protein family (Hsp40) member C17",66,84,46,69,82,2.194211,2.06599,2.425592,2.230149,16.027169,12.656577,12.448879,3.8478,5.76604,7.4584547
"945",107286209,"GTP cyclohydrolase I feedback regulator",610,424,348,164,398,571.58,595.724,569.515,573.162,104.861656,134.1097,121.86002,150.7976,183.7579,71.2308
"946",107286210,"regulator of microtubule dynamics 3",288,310,235,286,315,30.059705,23.949678,25.759361,25.33315,53.981452,13.6545955,17.5144162,46.725789,52.460343,31.252817
"947",107286213,"NIMA related kinase 1",119,116,79,66,179,2.780764091,1.599805,2.073580049,1.555324704,1.0162454,0.9396502,1.46756,2.194584,4.148185007,1.246723
"948",107286217,"bromo adjacent homology domain containing 1",3,10,3,6,23,5.07448,5.356043,5.935179,5.25465,5.828828,1.107170129,3.118176,3.085900738,6.174511893,2.471900008
"949",107286222,"RAD51 recombinase",2,13,9,7,15,0.603764,0.614571197,0.438889945,0.7782023,0.2565729,0.2084721,0.35357403,1.005036,1.28182,0.29016
"950",107286223,"cytochrome c oxidase copper chaperone",169,58,66,47,97,39.021585,38.747822,35.045259,35.921671,60.5576,49.40068,58.471849,547.107,108.261,94.6242
"951",107286233,"popeye domain containing 2",14,46,20,41,51,0.644168,0.0813597,0.201868,0.542532,0.3535517,0.0681235,0.5502851,0.098975,0.561319,0.39154
"952",107286244,"QKI, KH domain containing, RNA binding",773,936,561,641,872,48.58221,43.938107,40.476415,42.828357,20.785572,4.3661784,6.872082,70.6882,42.591,36.3198
"953",107286252,"tectorin beta",4,3,1,4,7,0.0221661,0.0256888,0.0580757,0.0696856,0.184113,0.0401864,1.029168,0,0,0
"954",107286253,"PARK2 co-regulated",93,23,16,2,18,0,0,0.0470422,0.0376225,1.733415085,0.4851473,2.346319,0.130498,0.111523,0.0829923
"955",107286255,"acyl-CoA synthetase long-chain family member 5",28,13,10,14,1,206.049577,184.051054,158.00596,176.589648,28.92348,8.73539,38.1948,166.01893,118.675458,127.511325
"956",107286256,"vesicle transport through interaction with t-SNAREs 1A",27,45,12,44,46,4.8172538,5.996552,6.3231427,5.8518651,4.490246,1.404864,1.6392997,16.5829,14.007,12.4364
"957",107286257,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",202,544,178,518,587,43.69427,36.71794,38.28532,42.48992,98.012199,71.46204651,59.78758905,0.453773,2.22414,134.852
"958",107286266,"potassium voltage-gated channel subfamily C member 4",0,8,8,6,9,0.0266644,0.0464434,0.0174987,0.0559995,0.46927077,0.02504953,0.34853871,0,0,0.820178
"959",107286267,"solute carrier family 6 member 17",0,0,0,0,0,0.14886453,0.22546956,0.19038286,0.07909915,0.07666,0.0161053,0.0447327,0,0,0.0425998
"960",107286272,"ETS variant 6",5,0,7,7,13,8.137909,6.148221,7.396861,7.866302,3.103974,1.6527885,1.17598,5.978506,8.63403,5.106854
"961",107286273,"LDL receptor related protein 6",13,12,4,7,23,17.592086,14.604372,18.24121,16.4448858,4.114981,0.977952,2.386877,3.611075,4.623400102,1.765226002
"962",107286292,"denticleless E3 ubiquitin protein ligase homolog",2,7,6,4,5,0.140896605,0.125705477,0.233926045,0.183911565,0.057029901,0.0321151,0.2154055,0,0,0.128226
"963",107286293,"dephospho-CoA kinase domain containing",16,26,28,67,67,40.133933,37.5126758,39.35727,39.011246,21.98383,3.165412,10.27555,0.78713,1.21754,4.64746
"964",107286302,"integrator complex subunit 7",33,103.69,79,54,76,10.095253,9.405473,8.96586,9.317247,2.80583843,5.425091,3.824322601,0,0.0254234,3.462162
"965",107286307,"ATP binding cassette subfamily A member 1",321,468,345,295,276,14.815911,18.133568,16.673949,18.498159,6.726314,8.489612,6.917848,70.67876427,67.83066147,24.214521
"966",107286315,"acyl-CoA thioesterase 12",32,20,16,18,14,75.3803,76.713,66.4505,73.2686,23.25239,3.82068,26.20834,208.58375,176.07891,111.171294
"967",107286318,"Ras protein specific guanine nucleotide releasing factor 2",1,0,1,0,0,0.1829742,0.336382,0.4946945,0.6860841,0.631702,0.02158614,0.1976226,1.8894839,0.789408,1.3605244
"968",107286320,"jagged 1",32,53,37,47,78,0.461835,0.749644,0.818713,0.719264,2.378924,0.5282398,0.8598758,1.23921,1.4436,0.985629
"969",107286322,"tubulin gamma complex associated protein 6",56,97,83.48,82,126,8.544018,11.620046,10.3399268,11.409311,10.453128,2.592330267,7.379429,2.002464,3.159015,2.628123
"970",107286323,"transmembrane protein 206",90,90,58,89,86,1.08154,1.51443,1.15108,1.67631,0.591573,0.534743,0.321263,0,0,1.11404
"971",107286324,"histone deacetylase 10",31,33,52,42,87,13.9526728,17.813813,18.402082,18.690224,16.9914281,2.722347721,6.090663,3.074934,3.85423,5.112479464
"972",107286327,"zinc finger protein 800",564,320,255,266,314,1.7237891,1.8596111,1.951177,1.898322,4.150747,2.339096,2.8577492,7.854764,7.532433231,2.94459
"973",107286329,"plexin B2",404,499,291,345,604,89.34,108.328817,106.735827,110.876514,76.54206,19.50572,45.09881,18.9752,30.6471,26.762
"974",107286331,"selenoprotein O",102,131,179,154,206,88.22547,103.86804,115.94129,101.7789,76.95821,25.58022,29.720219,42.08687,83.882878,43.116994
"975",107286334,"protein phosphatase 2 regulatory subunit B', alpha",553,436,486,357,402,74.253278,78.224751,84.0419691,83.279289,9.67799,15.6967,15.0037,0.0674088,0.63146,99.0146
"976",107286336,"myosin regulatory light chain interacting protein",99,230,254,205,227,2.799448,3.830421,4.63915,4.507916,1.38242,0.453208,1.292453,9.97823,17.18689,5.526906
"977",107286339,"RAN binding protein 9",661,557,369,337,649,8.354113,14.914681,14.115958,12.55419,13.0455,8.59195,12.99126,21.61664,17.16478,12.66012
"978",107286342,"thiopurine S-methyltransferase",404,647,622,897,478,19.566358,15.30614,14.945903,20.78006,9.8733,8.96638,21.0228,44.976178,50.592185,25.117982
"979",107286343,"transforming growth factor beta receptor III",7,11,0,19,17,2.800538,3.94553,3.48617,4.600702,2.098327,6.13107,3.952701,0,0,3.44493
"980",107286344,"lysine demethylase 1B",78,175,168,81,134,8.29547,6.339403,6.1534433,6.3958499,2.905028,0.9533579,1.025792,7.962944449,15.30216701,10.9336803
"981",107286350,"NHL repeat containing E3 ubiquitin protein ligase 1",7,17,15,4,23,2.35601,1.30147,1.47114,1.86907,2.83534,0.447122,1.64948,2.13485,1.58604,0.969641
"982",107286353,"chromosome unknown open reading frame, human C11orf70",9,2,5,3,8,0.297635,0.454602,0.22793,0.9579999,0.285094,0.0397055,0.0134695,0,0,1.88119
"983",107286361,"defective in cullin neddylation 1 domain containing 5",161,148,156,122,106,8.5502,10.249218,9.301663,8.328867,10.108561,9.547114,6.005618,29.7558,19.56037,9.98765
"984",107286362,"dynein, cytoplasmic 2, heavy chain 1",62,78,119.56,82,201.78,0.166251,0.134254,0.0807536,0.289216,0.1632004,0.862535,0.5913555,0,0.005088353,0.45639
"985",107286376,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",38,91,64,60,140,1.425951427,2.874188952,3.0258551,2.7457424,0.9568858,2.10368641,1.1258735,0.803341701,1.283509242,0.752558789
"986",107286380,"ORMDL sphingolipid biosynthesis regulator 2",7,18,19,45,33,76.726783,74.83986,73.967642,76.544099,39.3368243,25.218192,21.380519,75.1975,73.4158,55.7953
"987",107286381,"limb development membrane protein 1-like",6,48,25,30,24,23.848893,38.644857,44.392663,41.36787,6.995622717,4.979357,9.916476,14.13870454,10.76219,9.27358
"988",107286388,"growth differentiation factor 11",0,0,0,0,0,0.0478931,0.0834441,0.0314394,0.0628843,0.702847,0.145106027,0.292464,0.577808,0.825623,0.193591
"989",107286391,"desert hedgehog",0,0,0,0,0,0.365834,0.137983,0.21533,0.1161,0.106961,0.00753517,0.040631,0.0799147,0.333512,0.206508
"990",107286393,"peripherin",0,1,4,1,2,0.604655,0.102568,0.115943,0.0309122,0,0,0.1250778,0.256495,0.2003758,1.1117565
"991",107286394,"PYM homolog 1, exon junction complex associated factor",14,20,15,16,7,13.81008,13.119283,13.035899,12.803109,27.64534,15.8277,21.76885,70.2028,85.9058,51.4542
"992",107286403,"proteasome subunit beta 3",917,1159,1256,1922,2035,272.40307,238.97579,237.2517,247.14561,0.8003023,96.10908,74.91725,142.446,146.105,121.108
"993",107286404,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",17.46,33.01,22,18,31,8.933021,9.018441,8.751886,9.788477,3.988172,0.553741,2.5237,0,0.111233,12.4336
"994",107286410,"heat shock transcription factor 2 binding protein",8,1,11,1,2,0.0717554,0.1061076,0.28117,0.191838,0.22428,0,0.0797262,6.805614,5.718441,3.833083
"995",107286413,"peripherin 2 (retinal degeneration, slow)",0,0,0,0,0,0,0,0.0736352,0,0.0873532,0,0.0279468,0.0274514,0,0.0167847
"996",107286420,"synaptotagmin 14",11,5,1,2,0,0.0120593,0,0,0.0151922,0.209034,0.022919,0.0308862,0.19164,0.0865822,0.241554
"997",107286422,"hedgehog acyltransferase",3,4,1,0,2,3.285351,2.975468,3.105599,3.068775,0.402048807,0.268956,0.3653011,0,0,2.771324
"998",107286428,"SRY-box 6",44,114,40,57,167,9.289288926,12.746247,13.111612,14.5428818,1.415541482,0.55077413,0.308031311,0.898363317,0.947391369,1.045605
"999",107286439,"nuclear receptor binding protein 1",29,64,34,63,55,74.495387,77.735146,88.411869,90.795092,33.370726,15.247694,25.1982883,19.6681,28.335452,17.0758
"1000",107286449,"solute carrier family 5 member 6",693,547,931,186,302,16.17626701,15.83958925,15.780789,14.06543711,45.3683988,108.830544,11.9003207,51.1875,46.1268,33.8278
"1001",107286462,"FK506 binding protein 6",0,5,1,0,12,0.0840904,0.0984478,0.0553471,0,0.8818774,0.0297926,0.956407,0,0,0.163021
"1002",107286465,"NOP2/Sun RNA methyltransferase family member 5",163,345,292,134,357,15.2808391,27.342111,20.839692,22.255666,13.235788,2.630936,4.953782,0,0.0515969,6.87307
"1003",107286481,"elastin microfibril interfacer 1",3,11,4,10,17,17.704255,22.224418,21.760757,22.701273,16.74855,5.40708,4.96541,24.35573336,22.31879,3.934
"1004",107286483,"PX domain containing 1",39,437,40,76,57,75.6737,78.9071,75.8449,76.6809,82.123,60.09857,46.37806,13.8346,19.8565,21.3114
"1005",107286499,"transmembrane BAX inhibitor motif containing 4",1312,759,1089,671,778,282.484376,310.1266629,321.4121196,298.9299194,48.29973,57.27645,94.927773,141.10194,129.78078,105.85364
"1006",107286507,"sacsin molecular chaperone",4,6,2,17,12,0.0493261,0.0401237,0.0851235,0.0706335,0.13298925,0.334961,0.1606712,0.882785,0.355154029,0.1373966
"1007",107286511,"Sin3A associated protein 30kDa",65,70,64,45,83,3.13614,3.93866,3.7817,3.80431,3.700371,23.63758,2.142084,14.0773,7.66358,8.67025
"1008",107286513,"glycine receptor alpha 3",0,0,0,0,0,0.0545995,0.0335424,0.0537433,0.09311523,0.0470987,0.00390282,0.0221837,0,0,0
"1009",107286520,"ribosomal protein L8",21520,29394,14764,16068,22060,418.713448,514.663097,502.922295,485.658917,1554.984251,490.8305932,679.6323327,1850.55,1871.89,1074.79
"1010",107286522,"mediator complex subunit 14",109,148,110,102,207,3.948027,3.749829,4.624546,4.013732083,4.72606,1.795384,3.731417,0,0,6.78126
"1011",107286523,"ATPase H+ transporting accessory protein 2",2776,1782,1704,1382,1448,9.18204,10.16605,9.71856,9.84917,24.28889,30.68695,33.47607,0,0.202167,40.769307
"1012",107286528,"tetraspanin 7",208,289,51,92,260,15.25147,22.818106,20.3820904,24.08751,10.6519704,1.360908,13.10003,0,0.384592,6.73075
"1013",107286531,"ornithine carbamoyltransferase",11,11,5,5,7,105.64518,100.44869,95.98047,102.5667,68.57013,12.446081,87.99675,0.499416,3.2601,385.75674
"1014",107286534,"mitogen-activated protein kinase kinase kinase kinase 4",19,49,51,38,63,10.407805,8.157122,6.807533592,8.234745,32.49881488,1.938305209,7.169821,10.327128,10.567295,5.958103
"1015",107286540,"paired like homeodomain 1",0,0,0,0,0,0,0,0.0537092,0,0.204028,0,0.0248665,0.0671752,0,0.299583
"1016",107286542,"phospholipase D1",15,84,15,42,91,2.6233786,3.188580002,3.307744,3.365516859,6.0922818,1.1955753,10.836144,3.61162,8.622771,4.888671
"1017",107286544,"fibronectin type III domain containing 3B",35,125,47,130,108,3.97529,3.233576,3.173401,3.137701012,6.8193487,11.9539685,5.1790203,21.84228833,19.98447,13.81716
"1018",107286546,"tumor necrosis factor superfamily member 10",563,1555,1863,922,2248,0.960257,1.928624,2.22523,2.162625,53.375543,4.411696,95.671188,396,233.8812,445.53391
"1019",107286549,"epithelial cell transforming 2",0,1,0,4,2,0.185476317,0.423323032,0.6796371,0.47815,0.6219731,0.43246133,0.5722443,0.323145,0.2877605,0.183511758
"1020",107286571,"methyltransferase like 3",12,9,9,9,14,7.542795959,8.515761,10.063021,11.8997389,14.85276,6.672841,12.14647,9.27044,9.79775,5.90011
"1021",107286576,"KIAA1715 ortholog",69,132,77,56,73,1.5054171,2.471241,3.1758019,2.389755869,4.910920241,3.3324639,3.26925701,7.509268,5.695413,4.321608
"1022",107286577,"metaxin 2",252,201,155,137,205,41.6719,39.31476,38.65761,37.30966,15.66338,17.640937,18.412119,76.688994,44.85134,30.68945
"1023",107286579,"heterogeneous nuclear ribonucleoprotein A3",3426,2966,1412,1234,2330,11.40334,12.777074,14.03290001,13.653874,135.9442,40.74322,75.87993,158.992,148.022,81.0635
"1024",107286580,"nuclear factor, erythroid 2 like 2",1150.74,1466.65,786.79,1160.78,1860.69,31.60929,34.23134,33.66689,36.03175,17.41930208,16.63303697,26.40555659,90.07234,50.8873,65.35535
"1025",107286583,"alkylglycerone phosphate synthase",732,942,851,793,1097,1.740973,1.971127,2.499165,2.74856,8.2170422,2.356522,3.2355716,18.09692,13.76555,7.117497
"1026",107286603,"SPT16 homolog, facilitates chromatin remodeling subunit",20,24,23,21,24,2.543077,3.05786,2.80452,2.821104,10.40247,7.49859663,11.4972077,8.84327,9.49541,5.41258
"1027",107286634,"protein kinase AMP-activated catalytic subunit alpha 2",0,0,0,0,0,6.99965,8.98021,9.03719,9.48885,0.06514754,0.10578965,0.099482388,0.171844,0.232329,3.40358
"1028",107286637,"barttin CLCNK type accessory beta subunit",0,0,0,1,0,0,0,0,0,0.0530733,0.00346261,0.00524536,0,0,0
"1029",107286640,"phospholipid phosphatase 3",98,114,68,86,201,69.1092,65.7682,68.0119,68.5177,55.815989,8.38133,42.9143592,0.0847528,0.140401,39.28023
"1030",107286641,"complement component 8 alpha subunit",36343,74283,27450,47086,29588,49.4374,59.36815,57.74695,61.9472,147.21,168.577,230.667,0.221542,0.46332,197.4432
"1031",107286642,"complement component 8, beta polypeptide",19683,54629,18047,23650,30679,49.358741,62.427492,60.90076,62.756514,136.12042,223.430216,295.88691,0.120003,0.679979,115.552
"1032",107286645,"small ubiquitin-like modifier 2",1237,681,876,595,555,20.493985,19.967931,19.788081,20.29073,128.3674,100.8282,139.6398,99.5058,90.2416,69.80076
"1033",107286653,"cerebellar degeneration-related protein 2-like",1,3,4,6,8,2.02067,2.24078,2.6157,2.26353,1.74411,0.194385,0.286745,0,0,0.711282
"1034",107286654,"HID1 domain containing",0,1,0,0,7,1.323029083,3.117864,2.506496,2.055218214,2.972609,0.8196558,1.465872,0,0,0.705147
"1035",107286655,"ferredoxin reductase",13,22,6,18,33,22.827481,24.1548094,26.422098,23.111534,5.55215245,3.261872708,5.517151541,0,0.042208,8.054738
"1036",107286657,"potassium channel tetramerization domain containing 2",28,62,27,21,58,20.43275,21.712479,26.433015,23.86138,6.423502,1.66403,3.08331,0,0,17.42799
"1037",107286660,"fatty acid desaturase 6",7,7,1,3,9,54.84301,48.58121,49.11893,47.70999,3.466525,0.614385,3.076663,1.2177,0.548157,57.9896
"1038",107286661,"glutamate ionotropic receptor NMDA type subunit 2C",0,0,0,1,2,0.0788394,0.0572609,0.1165,0.1072053,0.0524919,0.0358508,0.05257129,0,0,1.25336
"1039",107286665,"tweety family member 2",0,3,2,1,3,61.24787,63.06114,60.68406,61.183,0.78015149,0.0422916,0.390622,0,0.0198352,10.3909
"1040",107286668,"rhomboid domain containing 1",506,317,250,242,356,9.025734,8.855592,8.815415,9.7633,3.89103173,2.017514,2.703095,5.260719,4.20865,2.96311
"1041",107286677,"carbohydrate (chondroitin 4) sulfotransferase 11",1,6,2,2,6,0.165084,0.111094,0.1484,0.155271,0.5081536,0.2700792,0.4626112,1.002772,1.860278,0.459964
"1042",107286680,"calsyntenin 2",0,0,0,0,0,0.356487,0.340602,0.4150752,0.4150767,0.110092,0.177379,0.119457,0.831944,1.24546,0.239992
"1043",107286687,"alpha kinase 1",3,25,18,9,36,0.168692,0.448776,0.4579909,0.4824883,1.319548524,3.0928445,1.95478008,1.18792,1.82645,0.864813
"1044",107286688,"adaptor related protein complex 1 associated regulatory protein",80,171,83,35,165,30.5094655,9.925683,9.810594,19.14302829,7.52562,3.4190563,7.149521,20.866628,18.15324,14.871
"1045",107286690,"ankyrin 2, neuronal",3,3,1,7,0,2.03203665,3.1881257,3.4127204,3.192098,0.75880309,0.06950803,0.7260822,0.66762191,0.784403441,0.35887828
"1046",107286691,"zinc finger GRF-type containing 1",8,11,5,4,12,0.105842501,0.1982707,0.1325442,0.3523161,0.1790909,0.114700194,0.7309311,0.221742,0.155868,0.0734174
"1047",107286694,"arylsulfatase family member J",0,6,0,1,0,0,0,0,0,0.4384478,0.808405,0.174127,0.76561,0.994304,0.421631
"1048",107286707,"family with sequence similarity 58 member A",227,333,202,143,354,18.9665,21.8721,21.577,22.6168,12.77382,8.292224,11.09861,0,0,15.82709
"1049",107286723,"ADAM metallopeptidase with thrombospondin type 1 motif 1",93,66,63,54,64,5.311678,8.386095,9.156061,8.275272,2.889537,2.77198,1.330558,5.37047,5.66512,1.11009
"1050",107286728,"polo like kinase 2",529,974,562,170,517,2.9341261,2.6295016,3.1177916,2.834927,8.969495,6.560004248,5.720432201,173.29291,62.175784,15.40806
"1051",107286735,"cytochrome c oxidase protein 20 homolog",289,260,224,196,186,10.268686,8.0343,8.0345,7.89222,19.75421,24.10256,35.16293,39.6774,24.1445,29.6613
"1052",107286740,"EF-hand calcium binding domain 2",1,0,0,3,1,0.328176,0.584643,0.143568,0.330227,2.470006,3.078374,3.674341,11.9504,7.13567,5.02445
"1053",107286753,"actin gamma 1",85068,135571,103862.21,49522,71052,149.664498,139.70731,124.92897,130.55823,336.1567,367.1838,134.9616,13.8108,24.8493,303.852
"1054",107286754,"CD164 molecule like 2",0,0,0,0,1,0.0902137,0.0667507,0,0.0749519,0,0,0,0.115388,0,0.309652
"1055",107286758,"integrin subunit alpha 2",9096.89,5595.1,10524.54,3557.2,3486.42,0.0201316,0.0315561,0.0264437,0.0565247,0.100932,0.0486774,0.112243,0.6418386,0,1.115921
