"","gene","description","Pm_1","Pm_10","Pm_11","Pm_12","Pm_13","Pm_14","Pm_15","Pm_16","Pm_17","Pm_18","Pm_19","Pm_2","Pm_20","Pm_21","Pm_22","Pm_23","Pm_24","Pm_25","Pm_26","Pm_27","Pm_28","Pm_29","Pm_3","Pm_30","Pm_4","Pm_5","Pm_6","Pm_7","Pm_8","Pm_9","Mus_kidn_1","Mus_kidn_2","Mus_kidn_3","Homo_kidn_1","Homo_kidn_2","Homo_kidn_3","Canis_kidn_1","Canis_kidn_2","Canis_kidn_3"
"270",107283607,"family with sequence similarity 133 member B",32,48,49,86,21,57,17,28,69,30,27,61,36,23,28,16,16,39,64,20,43,58,56,46,33,93,37,49,69,40,5.8448054,5.9618877,4.921364,4.059975,4.936484,14.72779,11.0527,31.9772,22.212
"271",107283608,"HEPACAM family member 2",0,5,1,0,1,4,3,3,3,2,4,5,1,3,3,0,0,3,5,0,1,4,12,5,3,8,0,1,6,0,12.62819,13.729993,12.90455,14.85735,2.809966,35.42134,4.50364,4.42409,0.237864
"272",107283613,"distal-less homeobox 6",1,0,0,0,1,0,1,1,24,0,1,14,2,1,1,0,0,0,2,3,0,1,23,0,1,1,0,0,0,1,2.17599,2.17705,2.29769,0.109414,0.254898,0.0958273,3.233293,12.29081,4.901371
"273",107283616,"DND microRNA-mediated repression inhibitor 1",0,2,0,0,0,3,1,0,0,1,0,1,0,4,2,0,0,0,5,1,0,5,2,4,2,2,3,0,0,0,1.138306,0.992421,1.4280477,0,0,0.0727345,1.88344,4.45535,1.79516
"274",107283630,"DnaJ heat shock protein family (Hsp40) member C1",786,111,165,618,292,174,181,285,250,240,126,294,79,277,243,187,249,388,140,110,284,178,352,129,369,248,306,556,176,493,8.667828,7.204924,12.678851,22.387724,4.98984,29.108505,11.15211,19.96868,6.116624
"275",107283635,"sperm associated antigen 6",66,354,297,358,79,397,28,342,188,185,322,250,370,75,50,353,47,72,552,178,491,1644,489,544,97,786,106,7,353,89,0.1910035,0.1705212,0.2050974,0.3424695,0.872111,0.8542294,0.318734,2.395623,1.067893
"276",107283636,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha",28,43,48,53,8,63,9,40,36,31,60,63,27,31,28,22,10,44,44,15,33,71,144,44,30,51,39,8,62,24,5.36667,5.771916,4.92326,16.99171,12.491284,15.17868,12.0903633,20.78151,13.822365
"277",107283643,"VPS50 EARP/GARPII complex subunit",329,534,600,541,242,600,183,490,308,312,486,489,365,235,270,297,283,503,503,306,338,844,1607,553,533,607,338,44,877,224,3.148453201,3.7374042,3.088462,5.295801676,4.339624,15.3433007,4.46038,4.77846,3.42581
"278",107283646,"CAS1 domain containing 1",173,160,94,161,60,178,44,75,74,161,68,72,53,46,50,70,67,226,92,83,60,195,361,40,226,148,117,14,206,32,10.9881,10.763605,10.045167,3.9640692,1.284238,11.88119,3.71208,7.53934,4.30446
"279",107283647,"sarcoglycan epsilon",49,207,211,78,29,177,21,52,154,59,88,331,155,39,34,58,43,45,237,52,94,276,364,159,67,295,51,18,199,35,5.811692,4.7595623,5.6141548,17.6471165,6.857632069,26.34165682,1.527708,3.902146,5.7793495
"280",107283649,"ankyrin repeat and SOCS box containing 4",78,782,294,240,107,1085,16,105,134,148,308,181,96,103,83,50,15,36,303,77,56,348,318,282,289,1498,41,16,1027,8,0.424319,0.4914213,0.468479,0.544593,0.142474,0.698975,0.0470615,0.352672,0.0178782
"281",107283658,"collagen type XXVIII alpha 1",76,27,33,111,29,63,76,142,79,126,24,96,20,64,94,121,186,114,58,84,192,57,58,71,81,18,135,20,39,68,0.065023,0.1946253,0.205634,3.432502,3.139631,2.560004,0.1736105,0.413245,0.986058
"282",107283662,"glucocorticoid induced 1",161.35,498.95,411.71,480.59,175.95,579.03,74.28,273.15,348.44,149.4,249.71,362.39,225.27,108.99,141.37,152.57,142.16,168.81,449.25,121.22,255.85,567.64,689.97,330.9,237.31,635.21,182.01,133.06,522.66,176.94,5.418894,7.005392,8.01897,4.023944,1.723105,3.7390768,1.3007575,4.527517,1.693102
"283",107283663,"islet cell autoantigen 1",601,346,519,880,232,411,157,252,416,333,187,466,187,227,311,224,333,541,410,242,394,286,604,343,355,532,339,191,436,464,4.8943049,4.3202294,5.0099471,25.01173975,11.8280436,24.80470238,7.364645,17.26872,10.38585
"284",107283664,"IK cytokine, down-regulator of HLA II",2477,1973,2541,1462,1063,1363,589,942,1859,828,2004,2601,1647,1008,951,1089,1018,935,2554,836,1109,1851,3101,2670,2723,1603,1519,776,2299,1290,20.02401401,19.9951643,19.525355,96.55866,49.450202,86.32079,34.8905,18.6692,54.4815
"285",107283665,"transmembrane and coiled-coil domains 6",520,527,664,566,412,367,136,334,533,196,478,458,375,240,183,299,360,232,690,152,297,622,550,497,577,680,403,307,628,363,15.095426,15.086591,15.411293,11.0073452,9.935180158,7.307208,7.80847,6.33378,8.39433
"286",107283666,"NADH:ubiquinone oxidoreductase subunit A2",992,928,1118,1345,682,866,311,754,993,424,889,889,754,596,417,634,508,396,1349,346,697,1143,871,1127,1017,1399,801,2511,1078,801,366.747,345.434,385.009,238.80065,190.99616,144.05012,225.416,289.963,372.504
"287",107283670,"zinc finger matrin-type 2",583,378,563,519,326,270,196,272,542,231,433,501,318,297,251,291,321,221,580,202,358,437,574,646,440,469,358,693,397,431,15.558522,14.859206,15.093453,119.0887,50.8645,132.9282,28.9758,345.839,124.417
"288",107283678,"protein phosphatase 1 regulatory subunit 9A",1,10,29,11,2,13,0,6,26,0,4,16,7,2,0,3,2,2,4,2,3,13,33,4,2,11,4,1,33,3,2.0455261,2.138858603,2.1174725,3.797844033,1.940694933,4.678952,4.481253,5.334800222,1.3043403
"289",107283679,"distal-less homeobox 5",16,13,24,14,16,37,11,5,126,11,7.46,209,50,9,7,7.66,10,8,31,6,4,65,772,20,10,17,9.89,11,17,12,0.033141,0,0,0.199256,0.152991,0.067396,0,0.143643,0
"290",107283686,"UTP11, small subunit processome component homolog (S. cerevisiae)",78,68,96,81,46,48,25,36,74,29,79,88,45,28,52,38,66,33,106,28,52,56,101,75,85,77,31,192,67,80,5.580354,5.62159,5.1066,8.94663,5.121322,26.808,12.4709,8.01903,16.0039
"291",107283692,"zinc finger CCCH-type containing 12A",1,2,1,1,0,4,0,1,2,0,4,3,3,1,2,4,1,1,5,2,3,4,0,2,3,2,0,2,2,2,4.95143,3.944294,4.642727,4.196386,3.134022,2.102442,2.291864,4.521273,2.443453
"292",107283693,"IQ motif containing C",27,22,44,21,8,26,9,35,20,18,55,44,24,6,11,41,11,17,53,24,27,78,47,34,24,44,27,18,27,21,50.066449,49.656507,53.551981,1.243313,2.222467,1.9410558,1.507399,3.978875,1.884696
"293",107283704,"four and a half LIM domains 3",57,311,288,100,144,346,48,112,90,213,341,288,233,98,47,78,96,43,316,106,70,364,762,565,516,236,75,172,403,67,9.808959,9.050015,9.749741,3.021736,11.64979,2.135554,2.698,7.96606,6.77257
"294",107283706,"guanine nucleotide binding protein-like 2 (nucleolar)",975,566,646,593,429,514,175,262,518,352,598,587,311,388,359,331,378,323,940,294,282,475,720,768,1109,572,503,1457,785,755,9.721644,9.736328,11.195356,17.254428,3.01062,24.465505,8.2165935,10.57998,9.00159
"295",107283709,"coiled-coil domain containing 28B",3,3,8,5,2,3,3,2,1,4,2,12,6,5,0,1,0,2,4,4,4,5,14,5,7,2,5,1,3,2,16.813011,17.53706,18.793832,18.7719509,8.199728,16.600896,9.36661,29.9161,26.2666
"296",107283717,"peptidylprolyl isomerase E",408,278,300,219,175,218,77,127,245,84,183,375,155,133,147,113,169,135,302,113,129,166,442,201,352,257,183,295,221,230,11.925546,12.893472,10.822573,42.7627335,47.451713,44.871819,16.41741,27.73486,25.817416
"297",107283725,"yrdC N(6)-threonylcarbamoyltransferase domain containing",249,81,105,175,119,42,50,56,131,45,63,83,55,90,48,99,73,58,96,34,77,89,117,106,147,165,98,528,85,341,23.86732,26.23767,23.33877,7.19098,6.30011,10.6213,18.0616,20.746531,17.4228
"298",107283727,"splicing factor 3a subunit 3",312,268,361,218,334,287,119,196,180,179,415,266,224,206,148,249,158,155,355,186,152,470,559,427,618,192,218,406,305,235,10.85441,9.875505,10.970672,26.85401,23.05059,33.45832,19.9648,76.8002,25.6636
"299",107283729,"MYST/Esa1-associated factor 6",112,81,74,79,48,88,26,47,96,41,70,89,56,37,38,44,32,28,137,22,48,57,79,114,92,83,54,145,112,59,13.82643,14.730643,14.88536,21.88126,18.889555,40.777702,42.1516,38.9125,62.701
"300",107283732,"taxilin alpha",21,17,39,27,15,17,6,13,21,11,33,13,17,14,15,29,13,11,42,12,16,24,17,34,20,27,17,20,19,29,15.956692,16.044105,16.747812,18.98384,17.5138,18.16973,7.74891,18.8305,10.7573
"301",107283733,"karyopherin subunit alpha 6",15,12,40,10,15,12,5,3,19,6,27,25,22,9,0,6,10,11,31,1,3,19,37,28,41,11,9,6,23,13,24.7816215,24.8250626,26.2739652,9.646502,8.786795,14.528831,5.68026,12.6812,9.70268
"302",107283746,"v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog",0,0,1,0,1,2,0,1,0,0,2,0,3,0,0,0,0,0,4,0,0,2,3,2,0,1,0,0,1,0,1.023733,0.98617,1.193147,0.606193,2.0154285,0.5793912,0.2517352,1.169875,0.2883953
"303",107283749,"LSM10, U7 small nuclear RNA associated",113,77,100,94,38,70,36,38,100,57,111,90,44,94,65,74,58,75,94,57,68,86,140,82,92,72,67,167,62,83,26.4315,25.526364,22.29657,83.41562,66.74975,44.32208,259.375,420.12,221.241
"304",107283750,"NIMA related kinase 10",49,249,267,302,71,325,32,221,139,117,131,77,126,49,69,86,94,122,241,113,177,560,346,253,79,566,90,27,280,48,0.0299161,0.0321412,0.030427,1.19403,0.5216812,0.8732468,0.232494115,0.3335139,0.20640416
"305",107283757,"ribosomal protein L15",3006,3242,3947,9228,2773,5829,1380,2421,3575,3088,1307,4644,1566,2559,1741,1526,1019,1273,3786,1551,3761,4287,4474,1130,2350,6143,2759,8950,2545,2238,214.21308,204.78548,207.17752,654.0676,1325.888,1226.241,369.724,474.921,329.301
"306",107283758,"nuclear receptor subfamily 1 group D member 2",63,214,255,166,96,264,76,199,79,221,193,129,105,79,126,128,169,158,91,100,137,281,373,127,133,110,178,28,376,64,12.155738,13.44045,13.52692,6.437659,4.453691,14.6132,19.6864,20.7483,11.9547
"307",107283759,"thyroid hormone receptor, beta",41.73,24,38,67,26,37,21,38,21,32,11,40,17,27,25,23,19,46,26,25,51,35,74,28,24,41,26,17,85,40,15.691011,13.952925,13.070016,5.977201318,2.776512855,7.930728,18.005254,13.95982,23.80598
"308",107283762,"topoisomerase (DNA) II beta",163.98,416.06,449.63,359,87.76,272,97.59,269,308.17,181,351.72,288,285.59,154.02,216.73,179.57,147.12,184,289.9,132.81,266,561,1023,270.52,192.85,524,200.49,44.42,456,160.12,8.7201924,8.378081,5.6860357,22.14955,10.04781,61.739276,22.208231,26.319291,35.6991395
"309",107283763,"N-glycanase 1",339,456,516,637,197,590,139,395,358,305,321,550,250,145,137,216,206,328,435,152,312,674,928,370,371,952,316,47,836,195,32.041929,32.322834,33.371932,11.44066624,7.153441,23.211467,12.5849,19.38982,10.3954
"310",107283766,"5-azacytidine induced 2",73,230,252,201,79,179,61,208,153,89,149,379,79,37,94,74,41,141,223,130,95,265,350,164,271,375,182,40,219,104,21.729319,20.814643,19.69355,18.947392,3.890159,36.563902,14.1945,35.6145,19.4875
"311",107283770,"ring finger protein 139",180,70,94,153,82,47,48,58,117,58,66,78,57,76,99,90,86,68,87,47,36,72,124,71,103,117,74,277,96,206,11.657547,12.192879,11.761852,6.6187,4.63711,15.0638,9.470155,34.37054,8.736983
"312",107283772,"NFKB inhibitor interacting Ras-like 1",4,2,0,1,0,0,1,5,0,0,2,1,1,1,0,0,3,3,0,1,1,3,7,0,3,1,1,1,2,0,12.639447,13.210055,11.406465,7.535765,2.256521,14.20252,9.07573,14.7466,12.7016
"313",107283773,"3-oxoacyl-ACP synthase, mitochondrial",6,18,24,16,9,28,7,34,9,25,39,10,31,12,7,17,10,12,18,6,13,82,107,33,17,21,8,5,25,0,12.760975,13.934957,12.7108916,11.343568,7.641881,18.862287,6.60517,24.5809,3.95562
"314",107283774,"leucine rich repeat containing 3B",1,19,5,16,8,17,1,1,13,6,5,16,3,5,1,4,1,2,10,1,3,23,39,12,8,45,3,0,18,2,2.4818405,1.8674731,1.8776122,0,0,0.0405628,0.433444,0.565635,1.89954
"315",107283775,"transmembrane protein 65",71,69,45,85,51,30,44,31,64,33,53,50,33,40,44,34,73,40,52,14,28,43,70,60,80,46,64,72,46,53,12.871359,12.2753052,12.689202,2.52111,0.64256,5.31287,9.401653,20.07697,17.43284
"316",107283781,"Bardet-Biedl syndrome 9",22,39,50,78,14,86,2,55,45,23,45,28,41,28,15,36,12,29,64,38,45,143,120,56,19,84,36,18,76,21,9.0149584,9.54549,8.8116098,4.722287065,5.41707,12.46691988,2.504635003,3.74833814,2.419767
"317",107283785,"cyclin O",1,5,13,32,4,43,15,49,19,7,49,6,82,7,11,38,5,6,40,1,37,96,20,34,4,46,19,5,5,5,0.2723195,0.239486,0.33130055,1.574307,2.020524,1.301619,0.131959,0.176585,0.0886306
"318",107283786,"multiciliate differentiation and DNA synthesis associated cell cycle protein",1,3,5,3,1,12,1,6,1,0,8,0,6,5,1,9,1,1,0,0,2,20,1,7,1,7,3,0,0,1,0.211313,0.146385,0.0497231,0.3025012,0.0468755,0.083881,0,0,0
"319",107283789,"mutL homolog 1",55,193,187,152,54,285,30,122,92,91,215,169,106,79,71,48,46,88,119,62,88,338,476,164,126,258,99,15,313,55,10.4268026,11.903732,13.135641,13.622674,17.20926828,27.13887355,12.7412,14.6009,16.9765
"320",107283790,"leucine rich repeat (in FLII) interacting protein 2",578,1329,1149,2016,440,1931,169,786,649,752,1043,959,745,367,563,350,326,497,1122,391,674,1610,1445,1066,1066,2132,567,198,2331,344,11.189646,11.276697,11.77093117,28.901759,13.203507,33.274071,28.734252,13.123253,24.0336504
"321",107283792,"golgin A4",1284,768,957,1751,542,857,403,856,1155,573,484,1032,430,631,632,467,555,1108,829,370,925,715,989,682,970,1219,880,728,1334,1221,20.342081,23.283189,20.624884,17.6452189,3.76030711,38.161629,6.687436,21.36623,10.45754
"322",107283794,"AVL9 cell migration associated",301,173,152,229,132,170,71,171,104,173,110,201,82,102,77,90,114,230,174,125,84,185,586,133,202,216,140,30,194,105,5.549964,5.558788,5.4771011,7.833593,4.13875654,12.770874,10.000622,13.1837,4.89054
"323",107283800,"5'-nucleotidase, cytosolic IIIA",110,467,405,496,137,489,42,271,188,181,223,328,232,128,134,69,71,110,227,80,164,552,385,318,226,564,116,99,798,90,11.20182,12.6936703,11.862092,4.390288553,1.156193424,22.47789994,10.23894,31.023644,36.93248
"324",107283801,"BMP binding endothelial regulator",105,16,12,100,113,98,70,119,80,103,14,126,5,111,130,62,106,226,78,130,138,19,18,63,174,12,172,82,10,143,0.156332,0.235183,0.190768,0.2743567,0.472953,0.5951822,0.88079623,1.572749,0.889345
"325",107283802,"dpy-19 like 1 (C. elegans)",247,638,793,277,118,463,46,199,445,97,516,267,323,178,122,84,123,190,441,235,217,736,1690,287,333,716,308,17,809,117,4.1891529,5.212609,4.599326,3.68541,0.724652,6.762508,19.6148,17.1479,4.85629
"326",107283803,"HERPUD family member 2",727,800,776,1125,364,1278,255,639,428,733,445,999,363,365,444,492,436,624,837,380,795,943,1325,688,843,1426,438,270,1507,314,17.573264,16.8852,18.448968,12.756748,8.091818,17.673217,41.7288,53.682727,37.9157
"327",107283806,"KIAA0895 ortholog",54,156,189,202,53,202,20,151,95,101,182,82,101,66,63,61,51,104,154,62,145,436,332,100,108,302,90,9,203,36,0.851943,1.009428,1.072023,5.95081,1.431089,11.72378,1.8341539,3.475519,2.564245
"328",107283807,"anillin actin binding protein",24,131,177,73,38,273,27,186,153,46,544,86,295,99,75,85,24,25,208,82,169,757,620,188,57,150,55,4,267,15,0.3531524,0.4534227,0.4332296,0.1482776,0.2278415,0.3380524,0.063157,0.585331,0.587477
"329",107283809,"glutathione peroxidase 8 (putative)",272.75,377.7,658.22,283.13,217,518.07,86.04,183.52,993.62,169,463.12,438.89,371.91,142.68,154.15,202.47,163.04,193,1377.12,111.99,178.52,412.42,574.14,575,327.38,411.87,283.68,233,668.64,324,5.977321,6.63026,6.585427,1.0222394,1.390645,4.62445,3.45089,37.2734,10.958
"330",107283816,"T-box 20",0,1,0,0,1,2,0,2,1,0,1,1,1,0,1,0,1,0,1,0,2,1,2,2,0,0,0,0,3,1,0.0932577,0.0922974,0.1453355,0,0,0,0.166323,0.607039,0.0910561
"331",107283817,"endothelial cell specific molecule 1",35,34,41,63,35,41,24,31,40,15,29,99,25,24,32,13,14,35,59,10,39,68,82,46,77,66,52,9,53,45,10.6572,11.285,11.2711,9.18099,1.351974,9.71874,0.3939,3.2683,14.87699
"332",107283818,"thyrotropin releasing hormone degrading enzyme",3,13,9,0,0,0,2,3,2,1,3,2,2,1,1,3,3,0,2,1,0,0,4,8,8,5,4,3,7,2,0.190013,0.2936537,0.11043,2.328397,2.31317,2.99508501,0.0463407,0.061885,0.4134444
"333",107283821,"leucine-rich repeat containing G protein-coupled receptor 5",23,153,78,47,18,67,7,16,90,13,25,13,24,8,17,14,28,15,109,19,13,35,49,82,37,66,23,6,38,24,0.8697099,1.0088018,0.9474546,0,0.2663526,0.0420558,0.0809035,0.0111767,0.0495398
"334",107283827,"RAB21, member RAS oncogene family",1240,1132,1235,1480,827,709,495,627,981,620,1103,702,739,714,523,594,847,793,1226,699,625,881,1034,1243,1283,1180,774,1279,1337,1414,25.2863,23.21845,23.66256,37.43876,19.10201,38.45458,53.90667,104.17137,58.11624
"335",107283830,"protein tyrosine phosphatase, receptor type R",10,47,49,21,14,20,5,13,32,15,45,14,30,11,6,10,9,1,29,8,14,48,33,55,40,52,19,8,37,7,0.9825116,0.892155,1.039869,0.277447,0.15999087,0.105948,0.8173143,3.708337,5.143354
"336",107283836,"chaperonin containing TCP1 subunit 2",7415,3059,3844,3318,2544,2260,670,1243,2652,1013,2551,3476,2700,1472,1030,1529,1273,1250,3396,1031,1163,3077,5474,3407,5442,4405,2181,1486,4234,2788,55.705539,60.43219,57.249837,54.71283,26.85631,79.22756,109.3511,46.294431,93.15942
"337",107283837,"fibroblast growth factor receptor substrate 2",129,175,214,104,84,77,19,42,87,45,112,86,92,66,52,42,102,68,140,67,49,125,235,97,131,96,133,24,79,71,8.912527,9.166591,9.1054,5.228154,1.970458,8.614418,2.9737,8.77649,3.39341
"338",107283841,"tryptophan hydroxylase 2",0,3,2,0,0,1,2,2,1,1,3,2,0,0,0,0,0,0,1,0,0,2,3,1,1,6,0,0,3,0,0,0,0,0.831412,1.799936,0.5199669,0.0388381,0.149633,0.0240226
"339",107283843,"tetraspanin 8",3,19,18.99,7,6,12,0,34,13,5,45,7,40,10,1,8,0,4,46,6,12,93,8,52,2,27,8,0,6,2,21.63833,26.193905,22.92439,5.58432,14.07899,14.78755,57.3873,106.317,505.501
"340",107283850,"Rho guanine nucleotide exchange factor 7",139,175,243,112,86,72,49,41,166,61,179,203,134,95,90,77,126,85,177,63,78,113,332,147,202,130,103,30,159,100,36.46227334,34.890293,35.9576008,21.2356183,19.9608878,15.59612263,24.414778,19.428843,22.535111
"341",107283853,"inhibitor of growth family member 1",155,318,365,164,111,190,56,107,234,98,244,200,243,102,102,134,64,90,412,130,145,217,395,392,239,203,188,68,243,75,12.1258,11.809146,14.635972,13.127989,6.440402,7.41356,23.69113,70.13706,38.72127
"342",107283858,"thrombospondin type 1 domain containing 7A",38,123,158,78,35,118,12,49,57,36,62,83,35,22,33,42,36,59,123,34,47,71,80,73,122,151,94,43,152,59,2.963761,3.3745554,4.626616,3.38039,1.996617244,5.622515068,1.9208,2.78696,2.98364
"343",107283866,"repulsive guidance molecule family member a",6,15,29,8,10,13,4,6,10,8,26,8,16,3,3,4,7,7,23,6,2,22,74,19,48,17,5,11,30,4,4.5585381,4.7885435,5.3905961,1.903107,3.87664,0.688993,1.00617,3.85579,0.553457
"344",107283867,"leucine rich repeat containing 28",74,73,91,45,80,96,18,55,76,45,110,48,37,27,47,48,34,40,161,50,18,123,175,174,89,63,72,12,151,25,29.21784,30.94679,27.1974425,19.23736,33.82499,35.16387,25.44166,31.42604,30.28666
"345",107283868,"myocyte enhancer factor 2A",248.79,941.14,535.73,199.36,221.86,393.13,143.97,262.66,233.13,228.22,842.77,251.06,239.53,237.85,144.44,217.59,163.96,146.96,336.1,234.63,128.43,547.11,579.81,274.58,868.58,364.51,257.68,141.76,577.44,128.25,16.4492319,17.403582,16.0565981,17.4098504,7.961033,22.89102,9.32257002,13.024585,12.701572
"346",107283872,"chondroitin sulfate synthase 1",32,1003,1296,51,124,136,12,23,482,10,402,298,512,67,112,66,19,30,332,201,50,712,2048,673,92,66,28,8,801,47,4.17081,4.38064,4.29868,6.041151,5.53681,7.93009,3.12488,16.1268,11.5886
"347",107283874,"small nuclear ribonucleoprotein polypeptide A'",1031,492,641,687,488,444,137,264,488,223,425,681,395,281,215,255,351,299,562,198,244,598,909,443,715,822,402,988,523,503,8.383598,10.024029,9.19019,47.917358,15.08675489,41.782996,15.0692,82.3867,26.4546
"348",107283875,"proprotein convertase subtilisin/kexin type 6",28,151,91,19,26,34,15,23,79,27,31,90,38,26,32,27,29,44,217,27,18,38,229,42,108,42.99,51,3,59,10,16.7091631,16.9932383,16.754166,5.262631409,6.295585,3.3657636,2.992874,0.729418,5.28524
"349",107283876,"cilia and flagella associated protein 69",17,188,112,210,23,205,8,313,86,87,180,121,214,34,31,152,26,33,259,130,321,947,363,245,59,583,56,2,231,9,4.3617601,4.0610913,3.8000927,5.905056,0.943944,7.527721,1.039436,1.88453,1.060977
"350",107283877,"STEAP2 metalloreductase",4,104,74,10,16,43,0,6,37,4,54,34,28,6,4,2,0,7,86,15,12,99,325,18,12,50,3,0,76,6,51.0108264,51.93075941,50.959957,2.7542115,0.9094824,5.682628013,21.66614,71.5791,1.404664
"351",107283881,"ankyrin repeat and SOCS box containing 7",1,1,0,1,0,1,1,1,0,0,0,3,1,1,0,1,3,0,0,0,1,5,0,4,2,1,0,4,4,1,4.083338,3.388654,3.993963,5.21498,1.215046,5.629027,8.01287,27.26367,6.9395
"352",107283883,"VCP interacting membrane selenoprotein",657,187,308,472,417,233,264,202,388,276,249,198,91,465,283,339,420,400,473,375,218,162,209,320,363,180,290,1193,178,1088,55.150107,57.226149,55.968083,38.762502,19.186892,60.45391,82.344901,132.6887,101.965069
"353",107283888,"dynein, cytoplasmic 1, intermediate chain 2",1297,801,989,558,494,499,419,279,612,318,585,826,493,484,498,319,532,526,802,538,379,610,1605,838,968,677,635,512,536,613,19.9692272,21.170948,19.4933179,61.90981363,24.80924679,120.669029,25.423284,23.64228,37.16821401
"354",107283891,"tousled like kinase 1",502,468,416,505,211,228,251,249,498,192,343,291,206,281,376,237,333,296,416,282,283,289,447,290,468,329,419,322,272,468,10.1393204,10.574379,9.3757448,20.233,5.62192,22.48205,14.986086,19.88727439,14.670332
"355",107283892,"golgi reassembly stacking protein 2",3159,569,632,1693,1800,833,990,723,1154,999,611,1043,341,1229,669,918,1382,1684,899,964,738,481,1262,645,1868,620,1437,2428,657,1598,56.696994,55.216445,58.976135,46.612204,46.911983,50.540328,36.7768,51.1016,35.0888
"356",107283895,"distal-less homeobox 2",0,3,1,0,0,1,0,0,5,0,0,8,4,0,0,1,0,1,3,0,0,1,12,0,1,0,1,0,0,0,0,0.0176702,0.0167237,0,0,0,0.0169909,0,0.0209807
"357",107283896,"distal-less homeobox 1",0,4,3,1,0,3,0,3,2,0,2,5,7,3,3,3,0,1,8,1,1,6,12,12,8,3,1,5,7,1,0.178282,0.06596371,0.1874409,0,0,0.0726341,0,0,0.0268557
"358",107283899,"IQ motif containing H",1,7,7,6,1,4,0,6,8,1,5,3,1,1,1,4,0,1,6,2,1,6,13,12,1,2.99,0,2,5,0,0.179733052,0.1114259,0.1383455,2.4121467,2.953587,4.739333,0.7483738,1.1494113,0.411313
"359",107283900,"chromosome unknown open reading frame, human C15orf61",250,229,407,123,50,192,41,74,147,113,132,197,133,141,77,110,124,58,353,54,86,184,204,341,279,253,220,242,450,99,71.911492,68.097605,74.202885,2.318092,2.32629,6.81121,20.5461,21.8842,9.35952
"360",107283906,"family with sequence similarity 96 member A",146,71,101,122,48,47,67,55,75,49,59,81,30,65,64,52,43,29,86,25,66,58,59,75,77,91,69,213,65,185,27.5516,27.9211,26.457,62.96159,14.30939,152.7731,123.0215,418.816,93.1976
"361",107283907,"spastic paraplegia 11 (autosomal recessive)",78.24,80.33,111.37,70.31,70.11,50.19,34.12,38,108.11,45.13,87.14,114.23,65,62.12,65.27,54.17,52,44,134.65,40,48.06,98.38,210.44,109.29,207.44,71.23,61.06,97.44,110.38,102.23,5.116216,4.667464,4.6028195,42.86456708,43.37611895,43.017147,10.6272,9.05784691,3.43568088
"362",107283908,"WD repeat domain 76",7,36,45,18,10,14,2,8,34,2,45,13,21,5,3,14,8,7,39,5,14,27,41,55,11,23,17,5,34,5,2.168333,2.060657,1.857476,0.613529,1.201168,0.98694,0.922274,2.30181,1.89958
"363",107283913,"ribosomal protein L4",10860,5417,5838,6854,4389,4906,3643,2831,6486,2855,3245,9349,2398,4283,5586,3343,3168,2900,6242,3319,2975,3473,5825,4100,7325,3843,5492,13705,4221,7118,299.63636,299.741772,288.47044,816.1152,1039.205,924.7201,671.902,1532.72655,902.3494365
"364",107283915,"EPS8 like 2",359,340,468,165,237,227,288,140,361,284,289,309,179,220,210,196,234,187,239,302,233,274,473,263,369,159,250,101,317,277,161.536719,157.046173,163.844325,370.4307,337.4672,181.7388,34.7399,13.19323,15.17337
"365",107283921,"eukaryotic translation initiation factor 3 subunit J",410.76,257.67,259.76,322.69,233.89,140.81,99.88,139,340.89,119.87,224.86,254.76,169,184.88,165.73,164.83,144,143,323.35,102,140.57,174.62,316.56,326.71,311.56,330.77,164.94,520.11,253.62,389.77,2.148127,2.582384,2.80068,36.832925,6.993173,50.126454,26.769202,62.11932,41.597482
"366",107283922,"cancer susceptibility candidate 4",124,190,207,167,65,87,55,90,129,60,126,170,87,97,126,77,91,70,154,54,97,114,189,172,134,147,105,199,112,170,8.921360037,8.161258042,8.7303975,37.06879,8.989697,63.98843,41.98386,58.00215,29.79646
"367",107283923,"alanyl aminopeptidase, membrane",182,130,293,199,476,141,521,309,334,563,155,353,60,338,224,309,429,446,220,360,132,104,297,408,833,110,222,466,158,534,82.96951,91.11018,90.128726,1113.518,635.1852,843.7342,225.439964,308.201986,7.59171
"368",107283924,"zinc finger protein 710",11,14,35,20,17,11,6,12,12,16,22,30,11,12,6,23,16,7,21,11,15,26,41,45,51,14,15,35,23,14,21.93761,18.25317,21.4241,17.058422,13.28462,13.23711,4.109040744,7.660500003,3.180109
"369",107283925,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",421.23,348.52,240.02,182.9,226.13,443.31,143.09,130.55,243.62,135.86,203.94,348.24,146.03,149.84,163.6,117.29,93.41,66.64,201.87,152.49,83.56,220.79,272.8,188.11,292.54,172.19,104.77,1066.31,474.5,178.45,458.41945,461.41987,465.2299,682.2347,363.6605,496.5977,269.34433,98.45387,217.28849
