Orthogroup,Genes.1,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,Genes.2,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies,copies
OG0000331,P_Mucros_pep_XP_015673116.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673115.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000331,N_naja_pep_Nana13337-RA, P_troglodytes_pep_ENSPTRG00000044788.1, P_troglodytes_pep_ENSPTRG00000043106.1, H_sapiens_pep_ENSG00000101152.11, M_musculus_pep_ENSMUSG00000000826.16, P_Mucros_pep_XP_015678114.1, G_gallus_pep_ENSGALG00000035378.2, A_carolinensis_pep_ENSACAG00000006841.3, C_familiaris_pep_ENSCAFG00000013084.6,,,,,,,,,,,,,C_familiaris_pep_ENSCAFG00000032365.2, P_troglodytes_pep_ENSPTRG00000011758.6, H_sapiens_pep_ENSG00000163793.13, M_musculus_pep_ENSMUSG00000053856.7, G_gallus_pep_ENSGALG00000034137.2, X_tropicalis_pep_ENSXETG00000003716.1, N_naja_pep_Nana00675-RA, P_Mucros_pep_XP_015670302.1, P_Mucros_pep_XP_029139764.1, P_Mucros_pep_XP_015670301.1,,,,,,,,,,,,,,,,,,,,,
OG0000331,P_Mucros_pep_XP_015670302.1, P_Mucros_pep_XP_029139764.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015670301.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000331,P_Mucros_pep_XP_015670302.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_029139764.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,P_troglodytes_pep_ENSPTRG00000012432.6, H_sapiens_pep_ENSG00000072163.19, M_musculus_pep_ENSMUSG00000024395.9, G_gallus_pep_ENSGALG00000029970.3, P_Mucros_pep_XP_015675313.1, C_familiaris_pep_ENSCAFG00000002015.5, G_gallus_pep_ENSGALG00000001995.6, G_gallus_pep_ENSGALG00000052731.1, G_gallus_pep_ENSGALG00000045815.2, G_gallus_pep_ENSGALG00000053379.1, G_gallus_pep_ENSGALG00000044258.2, N_naja_pep_Nana19999-RA, P_Mucros_pep_XP_015680103.1, A_carolinensis_pep_ENSACAG00000005359.2,,,,,,,,A_carolinensis_pep_ENSACAG00000002316.2, N_naja_pep_Nana26170-RC, N_naja_pep_Nana26170-RB, N_naja_pep_Nana26170-RA, P_Mucros_pep_XP_015675311.1, P_Mucros_pep_XP_015675312.1, P_troglodytes_pep_ENSPTRG00000012342.6, H_sapiens_pep_ENSG00000169756.16, H_sapiens_pep_ENSG00000257207.5, H_sapiens_pep_ENSG00000284337.1, H_sapiens_pep_ENSG00000256671.6, H_sapiens_pep_ENSG00000256977.12, P_troglodytes_pep_ENSPTRG00000012329.6, M_musculus_pep_ENSMUSG00000019920.18,,,,,,,,,,,,,,,,,
OG0000334,G_gallus_pep_ENSGALG00000001995.6, G_gallus_pep_ENSGALG00000052731.1, G_gallus_pep_ENSGALG00000045815.2,,,,,,,,,,,,,,,,,,,G_gallus_pep_ENSGALG00000053379.1, G_gallus_pep_ENSGALG00000044258.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,G_gallus_pep_ENSGALG00000001995.6, G_gallus_pep_ENSGALG00000052731.1,,,,,,,,,,,,,,,,,,,,G_gallus_pep_ENSGALG00000045815.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,G_gallus_pep_ENSGALG00000001995.6,,,,,,,,,,,,,,,,,,,,,G_gallus_pep_ENSGALG00000052731.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,G_gallus_pep_ENSGALG00000053379.1,,,,,,,,,,,,,,,,,,,,,G_gallus_pep_ENSGALG00000044258.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,N_naja_pep_Nana26170-RC, N_naja_pep_Nana26170-RB,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana26170-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,N_naja_pep_Nana26170-RC,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana26170-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,P_Mucros_pep_XP_015675311.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675312.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,P_troglodytes_pep_ENSPTRG00000012342.6, H_sapiens_pep_ENSG00000169756.16, H_sapiens_pep_ENSG00000257207.5, H_sapiens_pep_ENSG00000284337.1,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000256671.6, H_sapiens_pep_ENSG00000256977.12, P_troglodytes_pep_ENSPTRG00000012329.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,H_sapiens_pep_ENSG00000169756.16,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000257207.5, H_sapiens_pep_ENSG00000284337.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,H_sapiens_pep_ENSG00000257207.5,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000284337.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000334,H_sapiens_pep_ENSG00000256671.6,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000256977.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000398,H_sapiens_pep_ENSG00000079805.16, M_musculus_pep_ENSMUSG00000033335.17, P_troglodytes_pep_ENSPTRG00000034439.3, C_familiaris_pep_ENSCAFG00000017651.4, X_tropicalis_pep_ENSXETG00000005783.1, P_Mucros_pep_XP_015683022.1, P_Mucros_pep_XP_015683028.1, A_carolinensis_pep_ENSACAG00000015436.3, G_gallus_pep_ENSGALG00000040741.2,,,,,,,,,,,,,M_musculus_pep_ENSMUSG00000040265.16, H_sapiens_pep_ENSG00000197959.14, P_troglodytes_pep_ENSPTRG00000001684.6, C_familiaris_pep_ENSCAFG00000014805.5, A_carolinensis_pep_ENSACAG00000007003.3, X_tropicalis_pep_ENSXETG00000014296.1, N_naja_pep_Nana10942-RA, G_gallus_pep_ENSGALG00000003164.6, P_Mucros_pep_XP_015684534.1, N_naja_pep_Nana36542-RA, X_tropicalis_pep_ENSXETG00000017779.1, C_familiaris_pep_ENSCAFG00000020082.4, H_sapiens_pep_ENSG00000106976.20, M_musculus_pep_ENSMUSG00000026825.17, G_gallus_pep_ENSGALG00000004852.6, P_Mucros_pep_XP_015682506.1, P_troglodytes_pep_ENSPTRG00000051673.1, P_troglodytes_pep_ENSPTRG00000021418.6,,,,,,,,,,,,,
OG0000398,P_Mucros_pep_XP_015683022.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015683028.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000398,P_troglodytes_pep_ENSPTRG00000051673.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000021418.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000418,C_familiaris_pep_ENSCAFG00000004069.5, H_sapiens_pep_ENSG00000146963.18, G_gallus_pep_ENSGALG00000036238.2, N_naja_pep_Nana27192-RA, P_Mucros_pep_XP_015669007.1, P_Mucros_pep_XP_015669005.1, P_Mucros_pep_XP_015669006.1, H_sapiens_pep_ENSG00000269955.2, P_troglodytes_pep_ENSPTRG00000019755.6, P_Mucros_pep_XP_015669003.1, A_carolinensis_pep_ENSACAG00000003455.3, M_musculus_pep_ENSMUSG00000029823.16, X_tropicalis_pep_ENSXETG00000011545.1,,,,,,,,,X_tropicalis_pep_ENSXETG00000011756.1, M_musculus_pep_ENSMUSG00000024188.16, H_sapiens_pep_ENSG00000007392.16, P_troglodytes_pep_ENSPTRG00000007533.5, C_familiaris_pep_ENSCAFG00000019689.4, N_naja_pep_Nana33979-RE, N_naja_pep_Nana33979-RD, N_naja_pep_Nana33979-RC, N_naja_pep_Nana33979-RA, N_naja_pep_Nana33979-RF, P_Mucros_pep_XP_015674733.1, A_carolinensis_pep_ENSACAG00000001606.3, G_gallus_pep_ENSGALG00000037983.2,,,,,,,,,,,,,,,,,,
OG0000418,P_Mucros_pep_XP_015669007.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015669005.1, P_Mucros_pep_XP_015669006.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000418,P_Mucros_pep_XP_015669005.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015669006.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000418,N_naja_pep_Nana33979-RE, N_naja_pep_Nana33979-RD, N_naja_pep_Nana33979-RC,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana33979-RA, N_naja_pep_Nana33979-RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000418,N_naja_pep_Nana33979-RE, N_naja_pep_Nana33979-RD,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana33979-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000418,N_naja_pep_Nana33979-RE,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana33979-RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000418,N_naja_pep_Nana33979-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana33979-RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000505,P_troglodytes_pep_ENSPTRG00000003457.5, H_sapiens_pep_ENSG00000148943.12, C_familiaris_pep_ENSCAFG00000048732.1, M_musculus_pep_ENSMUSG00000027162.7, G_gallus_pep_ENSGALG00000012170.7, N_naja_pep_Nana04660-RA, P_Mucros_pep_XP_015670868.1, X_tropicalis_pep_ENSXETG00000004047.1, A_carolinensis_pep_ENSACAG00000015739.3,,,,,,,,,,,,,C_familiaris_pep_ENSCAFG00000005817.4, M_musculus_pep_ENSMUSG00000003872.9, H_sapiens_pep_ENSG00000104863.12, P_troglodytes_pep_ENSPTRG00000011278.5, X_tropicalis_pep_ENSXETG00000005262.1, A_carolinensis_pep_ENSACAG00000013247.3, P_Mucros_pep_XP_015665631.1, N_naja_pep_Nana23323-RA, M_musculus_pep_ENSMUSG00000019906.15, H_sapiens_pep_ENSG00000111052.7, P_troglodytes_pep_ENSPTRG00000005262.5, X_tropicalis_pep_ENSXETG00000018813.1, N_naja_pep_Nana26997-RA, P_Mucros_pep_XP_015667533.1, A_carolinensis_pep_ENSACAG00000014452.3,,,,,,,,,,,,,,,,
OG0000505,M_musculus_pep_ENSMUSG00000003872.9, H_sapiens_pep_ENSG00000104863.12, P_troglodytes_pep_ENSPTRG00000011278.5, X_tropicalis_pep_ENSXETG00000005262.1, A_carolinensis_pep_ENSACAG00000013247.3, P_Mucros_pep_XP_015665631.1, N_naja_pep_Nana23323-RA,,,,,,,,,,,,,,,M_musculus_pep_ENSMUSG00000019906.15, H_sapiens_pep_ENSG00000111052.7, P_troglodytes_pep_ENSPTRG00000005262.5, X_tropicalis_pep_ENSXETG00000018813.1, N_naja_pep_Nana26997-RA, P_Mucros_pep_XP_015667533.1, A_carolinensis_pep_ENSACAG00000014452.3,,,,,,,,,,,,,,,,,,,,,,,,
OG0000586,P_Mucros_pep_XP_015677690.2, N_naja_pep_Nana05337-RA, A_carolinensis_pep_ENSACAG00000016795.3, M_musculus_pep_ENSMUSG00000004791.7, H_sapiens_pep_ENSG00000119630.14, P_troglodytes_pep_ENSPTRG00000006545.6, C_familiaris_pep_ENSCAFG00000016995.4, G_gallus_pep_ENSGALG00000047771.1, P_Mucros_pep_XP_015676137.1,,,,,,,,,,,,,H_sapiens_pep_ENSG00000112715.23, P_troglodytes_pep_ENSPTRG00000043213.1, C_familiaris_pep_ENSCAFG00000001938.5, M_musculus_pep_ENSMUSG00000023951.17, G_gallus_pep_ENSGALG00000010290.6, A_carolinensis_pep_ENSACAG00000001612.3, N_naja_pep_Nana01393-RA, N_naja_pep_Nana01393-RD, N_naja_pep_Nana01393-RC, N_naja_pep_Nana01393-RB, P_Mucros_pep_XP_015673452.1, P_Mucros_pep_XP_015673445.1, P_Mucros_pep_XP_015673435.1,,,,,,,,,,,,,,,,,,
OG0000586,N_naja_pep_Nana01393-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana01393-RD, N_naja_pep_Nana01393-RC, N_naja_pep_Nana01393-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000586,N_naja_pep_Nana01393-RD, N_naja_pep_Nana01393-RC,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana01393-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000586,N_naja_pep_Nana01393-RD,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana01393-RC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000586,P_Mucros_pep_XP_015673452.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673445.1, P_Mucros_pep_XP_015673435.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000586,P_Mucros_pep_XP_015673445.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015673435.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000624,G_gallus_pep_ENSGALG00000012462.7, P_Mucros_pep_XP_015677540.1, P_Mucros_pep_XP_015677557.1, P_Mucros_pep_XP_015677549.1, A_carolinensis_pep_ENSACAG00000002862.2, N_naja_pep_Nana03592-RA, H_sapiens_pep_ENSG00000168280.17, P_troglodytes_pep_ENSPTRG00000012521.6, C_familiaris_pep_ENSCAFG00000005610.4, H_sapiens_pep_ENSG00000276734.4, M_musculus_pep_ENSMUSG00000026764.15, X_tropicalis_pep_ENSXETG00000001084.1,,,,,,,,,,X_tropicalis_pep_ENSXETG00000017691.1, G_gallus_pep_ENSGALG00000007215.6, A_carolinensis_pep_ENSACAG00000007071.3, N_naja_pep_Nana21350-RA, P_Mucros_pep_XP_015667512.1, P_Mucros_pep_XP_015667511.1, H_sapiens_pep_ENSG00000170759.11, P_troglodytes_pep_ENSPTRG00000002408.4, C_familiaris_pep_ENSCAFG00000004076.4, M_musculus_pep_ENSMUSG00000006740.14,,,,,,,,,,,,,,,,,,,,,
OG0000624,P_Mucros_pep_XP_015677540.1, P_Mucros_pep_XP_015677557.1,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677549.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000624,P_Mucros_pep_XP_015677540.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677557.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000624,P_Mucros_pep_XP_015667512.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015667511.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000663,P_troglodytes_pep_ENSPTRG00000044981.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000022405.6, P_troglodytes_pep_ENSPTRG00000043055.1, P_troglodytes_pep_ENSPTRG00000042890.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000663,P_troglodytes_pep_ENSPTRG00000022405.6,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000043055.1, P_troglodytes_pep_ENSPTRG00000042890.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000663,P_troglodytes_pep_ENSPTRG00000043055.1,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000042890.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000663,P_Mucros_pep_XP_015670598.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015670597.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000663,P_troglodytes_pep_ENSPTRG00000048840.1,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000273554.4, P_troglodytes_pep_ENSPTRG00000051137.1, P_troglodytes_pep_ENSPTRG00000050829.1, H_sapiens_pep_ENSG00000130821.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000663,H_sapiens_pep_ENSG00000273554.4, P_troglodytes_pep_ENSPTRG00000051137.1,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000050829.1, H_sapiens_pep_ENSG00000130821.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000693,N_naja_pep_Nana14320-RA, P_Mucros_pep_XP_015670091.1, P_Mucros_pep_XP_015670090.1, A_carolinensis_pep_ENSACAG00000012027.3, H_sapiens_pep_ENSG00000168710.18, M_musculus_pep_ENSMUSG00000027893.14, G_gallus_pep_ENSGALG00000000329.7, C_familiaris_pep_ENSCAFG00000019796.5, P_troglodytes_pep_ENSPTRG00000001067.7, X_tropicalis_pep_ENSXETG00000014873.1,,,,,,,,,,,,N_naja_pep_Nana27858-RB, N_naja_pep_Nana27858-RA, G_gallus_pep_ENSGALG00000032868.2, X_tropicalis_pep_ENSXETG00000018258.1, H_sapiens_pep_ENSG00000158467.16, P_troglodytes_pep_ENSPTRG00000051713.1, C_familiaris_pep_ENSCAFG00000001524.4, P_troglodytes_pep_ENSPTRG00000019681.5, M_musculus_pep_ENSMUSG00000029772.17, A_carolinensis_pep_ENSACAG00000014330.3, P_troglodytes_pep_ENSPTRG00000052110.1,,,,,,,,,,,,,,,,,,,,
OG0000693,P_Mucros_pep_XP_015670091.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015670090.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000693,N_naja_pep_Nana27858-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana27858-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000748,A_carolinensis_pep_ENSACAG00000002279.3, A_carolinensis_pep_ENSACAG00000027163.2, P_Mucros_pep_XP_015681350.1, N_naja_pep_Nana29412-RA, G_gallus_pep_ENSGALG00000017291.6, H_sapiens_pep_ENSG00000064763.11, P_troglodytes_pep_ENSPTRG00000004796.5, C_familiaris_pep_ENSCAFG00000010901.4, M_musculus_pep_ENSMUSG00000030303.15,,,,,,,,,,,,,A_carolinensis_pep_ENSACAG00000004307.3, N_naja_pep_Nana04583-RA, N_naja_pep_Nana04583-RB, P_Mucros_pep_XP_015675535.1, P_Mucros_pep_XP_015675534.1, P_Mucros_pep_XP_015675536.1, G_gallus_pep_ENSGALG00000005353.6, P_troglodytes_pep_ENSPTRG00000024190.5, H_sapiens_pep_ENSG00000197601.13, M_musculus_pep_ENSMUSG00000030759.16, C_familiaris_pep_ENSCAFG00000008245.4,,,,,,,,,,,,,,,,,,,,
OG0000748,A_carolinensis_pep_ENSACAG00000002279.3,,,,,,,,,,,,,,,,,,,,,A_carolinensis_pep_ENSACAG00000027163.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000748,N_naja_pep_Nana04583-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana04583-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000748,P_Mucros_pep_XP_015675535.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675534.1, P_Mucros_pep_XP_015675536.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000748,P_Mucros_pep_XP_015675534.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015675536.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000750,N_naja_pep_Nana23010-RA, P_Mucros_pep_XP_015687727.1, N_naja_pep_Nana23010-RB, P_Mucros_pep_XP_015687726.1, A_carolinensis_pep_ENSACAG00000017306.3, G_gallus_pep_ENSGALG00000042894.3, H_sapiens_pep_ENSG00000013306.16, P_troglodytes_pep_ENSPTRG00000009272.6, M_musculus_pep_ENSMUSG00000018677.9, C_familiaris_pep_ENSCAFG00000014180.4, X_tropicalis_pep_ENSXETG00000019687.1,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000016238.1, P_Mucros_pep_XP_015666711.1, N_naja_pep_Nana21460-RA, A_carolinensis_pep_ENSACAG00000028482.1, G_gallus_pep_ENSGALG00000019662.5, M_musculus_pep_ENSMUSG00000054099.11, C_familiaris_pep_ENSCAFG00000001841.4, H_sapiens_pep_ENSG00000075303.13, P_troglodytes_pep_ENSPTRG00000019371.5, P_troglodytes_pep_ENSPTRG00000050572.1,,,,,,,,,,,,,,,,,,,,,
OG0000750,N_naja_pep_Nana23010-RA, P_Mucros_pep_XP_015687727.1,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana23010-RB, P_Mucros_pep_XP_015687726.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000750,P_troglodytes_pep_ENSPTRG00000019371.5,,,,,,,,,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000050572.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000755,H_sapiens_pep_ENSG00000101310.17, P_troglodytes_pep_ENSPTRG00000013290.6, C_familiaris_pep_ENSCAFG00000005405.4, M_musculus_pep_ENSMUSG00000027429.16, G_gallus_pep_ENSGALG00000008793.5, N_naja_pep_Nana15512-RA, N_naja_pep_Nana15512-RB, P_Mucros_pep_XP_015668009.1, P_Mucros_pep_XP_015668008.1, A_carolinensis_pep_ENSACAG00000007168.3, X_tropicalis_pep_ENSXETG00000000327.1,,,,,,,,,,,X_tropicalis_pep_ENSXETG00000019204.1, A_carolinensis_pep_ENSACAG00000015751.3, N_naja_pep_Nana05285-RA, P_Mucros_pep_XP_015680778.1, P_Mucros_pep_XP_015680779.1, G_gallus_pep_ENSGALG00000010150.6, C_familiaris_pep_ENSCAFG00000013826.5, H_sapiens_pep_ENSG00000100934.15, P_troglodytes_pep_ENSPTRG00000006290.4, M_musculus_pep_ENSMUSG00000020986.13,,,,,,,,,,,,,,,,,,,,,
OG0000755,N_naja_pep_Nana15512-RA,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana15512-RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000755,P_Mucros_pep_XP_015668009.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015668008.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000755,P_Mucros_pep_XP_015680778.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015680779.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000758,H_sapiens_pep_ENSG00000171097.14, H_sapiens_pep_ENSG00000286112.1, P_troglodytes_pep_ENSPTRG00000021442.7, C_familiaris_pep_ENSCAFG00000020030.4, M_musculus_pep_ENSMUSG00000039648.14, X_tropicalis_pep_ENSXETG00000000350.1, G_gallus_pep_ENSGALG00000004604.6, P_Mucros_pep_XP_015684174.1, P_Mucros_pep_XP_015686308.1,,,,,,,,,,,,,P_troglodytes_pep_ENSPTRG00000041247.2, H_sapiens_pep_ENSG00000137944.18, C_familiaris_pep_ENSCAFG00000020207.4, M_musculus_pep_ENSMUSG00000040213.13, X_tropicalis_pep_ENSXETG00000020631.1, G_gallus_pep_ENSGALG00000006188.7, A_carolinensis_pep_ENSACAG00000001299.3, P_Mucros_pep_XP_015683055.1, P_Mucros_pep_XP_015683056.1, P_Mucros_pep_XP_015683057.1, N_naja_pep_Nana14843-RB, N_naja_pep_Nana14843-RA,,,,,,,,,,,,,,,,,,,
OG0000758,H_sapiens_pep_ENSG00000171097.14,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000286112.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000758,P_Mucros_pep_XP_015684174.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015686308.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000758,P_Mucros_pep_XP_015683055.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015683056.1, P_Mucros_pep_XP_015683057.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000758,P_Mucros_pep_XP_015683056.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015683057.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000758,N_naja_pep_Nana14843-RB,,,,,,,,,,,,,,,,,,,,,N_naja_pep_Nana14843-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000959,P_Mucros_pep_XP_015679746.1, P_Mucros_pep_XP_015679747.1, G_gallus_pep_ENSGALG00000014711.6, X_tropicalis_pep_ENSXETG00000012836.1, A_carolinensis_pep_ENSACAG00000015109.3, H_sapiens_pep_ENSG00000067113.17, P_troglodytes_pep_ENSPTRG00000016880.6, M_musculus_pep_ENSMUSG00000021759.14, C_familiaris_pep_ENSCAFG00000006838.4,,,,,,,,,,,,,H_sapiens_pep_ENSG00000284686.1, M_musculus_pep_ENSMUSG00000052151.12, H_sapiens_pep_ENSG00000141934.10, P_troglodytes_pep_ENSPTRG00000010141.5, C_familiaris_pep_ENSCAFG00000019734.4, X_tropicalis_pep_ENSXETG00000009530.1, N_naja_pep_Nana06354-RA, G_gallus_pep_ENSGALG00000026834.3, A_carolinensis_pep_ENSACAG00000008865.3, P_Mucros_pep_XP_015680125.1,,,,,,,,,,,,,,,,,,,,,
OG0000959,P_Mucros_pep_XP_015679746.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015679747.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000962,H_sapiens_pep_ENSG00000100889.12, H_sapiens_pep_ENSG00000285241.2, P_troglodytes_pep_ENSPTRG00000006191.3, C_familiaris_pep_ENSCAFG00000011868.4, M_musculus_pep_ENSMUSG00000040618.7, A_carolinensis_pep_ENSACAG00000001158.3, P_Mucros_pep_XP_015677722.1, P_Mucros_pep_XP_015677721.2, N_naja_pep_Nana24253-RA, X_tropicalis_pep_ENSXETG00000013175.1,,,,,,,,,,,,P_Mucros_pep_XP_015676694.1, N_naja_pep_Nana13556-RA, A_carolinensis_pep_ENSACAG00000016298.3, G_gallus_pep_ENSGALG00000007636.7, M_musculus_pep_ENSMUSG00000027513.11, P_troglodytes_pep_ENSPTRG00000013664.4, H_sapiens_pep_ENSG00000124253.11, C_familiaris_pep_ENSCAFG00000012065.4, X_tropicalis_pep_ENSXETG00000003207.1,,,,,,,,,,,,,,,,,,,,,,
OG0000962,H_sapiens_pep_ENSG00000100889.12,,,,,,,,,,,,,,,,,,,,,H_sapiens_pep_ENSG00000285241.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG0000962,P_Mucros_pep_XP_015677722.1,,,,,,,,,,,,,,,,,,,,,P_Mucros_pep_XP_015677721.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
