"","gene","description","Pm_1_heart","Pm_10_heart","Pm_3_heart","Pm_5_heart","Pm_8_heart","Mus_hrt_1","Mus_hrt_2","Mus_hrt_3","Homo_hrt_1","Homo_hrt_2","Homo_hrt_3","Canis_hrt_1","Canis_hrt_2","Canis_hrt_3"
"772",107285500,"MARCKS-like 1",2,1,0,7,3,2.27682,2.81174,2.45066,22.0506,19.7814,17.7983,2.44631,4.36063,9.37527
"773",107285501,"histone deacetylase 1",18,10,34,37,29,15.2889108,10.96867645,10.147225,30.445537,33.666113,28.951427,5.7095473,6.566931,7.36595
"774",107285508,"family with sequence similarity 167 member B",11,6,8,9,19,0.602224,1.119156,1.07871,11.27,2.80119,3.55742,27.9954,16.0614,115.316
"775",107285516,"S-antigen; retina and pineal gland (arrestin)",0,0,0,3,1.28,1.7692362,0.8717208,0.8360802,0.1365334,0.1611772,0.2469862,0,0,0
"776",107285518,"neuronal guanine nucleotide exchange factor",17,2,15,22,5,0.2527639,0.4810079,0.304107,0.6384374,1.841163,0.0520613,2.01622,8.08333,2.80348
"777",107285520,"potassium voltage-gated channel subfamily J member 13",32,13,17,12,28,0.106341,1.667097,0.824091,0.1347001,0,0.296974,0,0,0
"778",107285524,"kelch like family member 30",891,380,752,121,1191,25.8915,33.0325,32.5566,4.45858,15.8797,17.6165,1.55435,10.5933,13.8667
"779",107285545,"tubulin folding cofactor E-like",31,14,34,38,27,4.98032658,4.764957,4.7149937,3.0930961,5.41654,4.355217,0.753902,2.76467,7.59951
"780",107285550,"protein tyrosine phosphatase domain containing 1",3,3,7,0,7,1.392265,0.86692202,1.221394,1.854507,3.07708421,2.8194552,0.0958349,0.660609,1.251879
"781",107285551,"BARX homeobox 1",0,0,0,0,0,0,0.0940828,0.0742234,0,0,0,0.0149112,0.0901667,0.0935091
"782",107285559,"Rh-associated glycoprotein",131,684,87,267,268,0.0744863,0.0533953,0.099571,0.8045539,0.364514,0.648107,0.173033,0.374778,0.311078
"783",107285560,"translocation associated membrane protein 2",42,49,67,125,55,2.70644,2.60805,2.39361,4.04857,4.32022,4.28669,18.9270604,20.963342,9.58229
"784",107285561,"EF-hand domain (C-terminal) containing 1",5,12,5,17,5,0.525122,1.399205,1.471142,3.571395113,3.615337954,2.346651,1.246903,2.4565314,5.426464
"785",107285564,"minichromosome maintenance complex component 3",9,17,20,143,28,2.865975,1.7302512,1.507571,15.1442985,15.69251699,15.82572348,0.7692362,1.180179,2.712566
"786",107285571,"TBC/LysM-associated domain containing 2",0,0,1,0,0,0.0811454,0,0.278812,2.65113,0.993872,1.293359,0.395294,0.74211,1.46206
"787",107285576,"Ral GTPase activating protein non-catalytic beta subunit",354.23,202.26,184,328.02,262.48,9.836999,6.7299075,6.5667183,4.497371,4.860905,4.954909,1.2441845,12.1008275,11.1200656
"788",107285581,"transient receptor potential cation channel subfamily C member 4 associated protein",287,145,185,126,382,42.302427,61.150222,58.90968,16.2656,24.38927,24.03962,8.066129,19.799352,22.427132
"789",107285583,"TOX high mobility group box family member 2",165,225,169,820,221,0.775572,1.017481,0.817662,1.53775,2.306995235,1.534674507,0.0866496,0.397567,2.107279
"790",107285584,"suppressor of glucose, autophagy associated 1",5,26,15,43,19,2.26907,2.779007,2.70726,4.72386,8.336979,7.328531,0.701326,6.26636,8.66776
"791",107285585,"chromosome unknown open reading frame, human C10orf76",161.03,71.75,239,59.32,125.51,8.86217,8.6660634,8.1867456,15.29368,20.44551,24.32867,2.4758863,5.5730252,9.1710326
"792",107285591,"ATPase phospholipid transporting 8B1",1,2,3,43,0,0.863987,0.850675,0.867513,2.09908,2.094549,1.878102,0.79211,1.3969,2.20213
"793",107285592,"slit guidance ligand 1",0,4,0,0,2,0.030093,0.04670661,0.0435015,0.08030192,0.0718511,0.0528903,0.2364491,0.332762,0.786369
"794",107285595,"heat shock protein family A (Hsp70) member 13",503,429,505,739,448,3.6498716,2.1833551,1.6834946,1.88274,3.236035,5.36119,4.2786,8.33279,36.8703
"795",107285598,"dual specificity tyrosine phosphorylation regulated kinase 1A",226,178,285,326,249,19.8926696,18.8628739,22.1179537,11.01955,20.0263942,24.5571741,2.38849,11.534561,24.7241
"796",107285601,"ETS proto-oncogene 2, transcription factor",361,342,377,353,171,23.201595,26.171307,27.727081,44.156286,13.926259,14.554679,10.95646901,16.70628,31.02957
"797",107285602,"HBS1 like translational GTPase",1068,920,1031,736,1377,9.1460092,9.5273648,8.616200297,22.523971,24.32681809,32.1466347,13.89049947,27.611588,62.8272756
"798",107285608,"coronin 2A",2,11,8,27,8,0.374639334,1.7351445,1.70088,0.19057,0.208081,0.14723,0.186721,0.170875,0.355059
"799",107285611,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein",2686,1159,1743,135,894,9.04801,7.609733,8.924099,13.21227,8.692903,8.99053,2.160409,6.907314,6.8355909
"800",107285613,"DnaJ heat shock protein family (Hsp40) member A1",3189,1075,2606,799,1982,5.279188,4.198018,4.5443256,47.16252,40.55722,38.2548,81.2152,33.1697,342.655
"801",107285614,"smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)",692,414,838,550,846,13.333698,8.208522,7.604943,3.95496,4.24845,4.69946,7.877438,12.4872,25.2862
"802",107285615,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",119,101,77,126,45,22.264997,23.86783,23.91055,25.5853728,22.0309,23.6422,8.22793,36.9372,25.2827
"803",107285616,"glutathione reductase",228,234,189,168,228,4.9156257,8.82679,9.05643,18.565575,21.251568,22.39106,2.390458,9.0888726,17.16523
"804",107285617,"MYB proto-oncogene, transcription factor",0,2,2,165,5,0.2506569,0.2857564,0.2666984,0.0990086,0.12437319,0.1473328,0,0.06610508,0
"805",107285618,"protein phosphatase 2 catalytic subunit beta",1096,1459,1111,819,1191,28.3577,21.5613,20.9968,30.6882042,45.336671,44.283083,28.0704,57.6021,103.499
"806",107285619,"purine-rich element binding protein G",26,21,35,65,47,0.9934031,0.886417,0.925538,0.202304,0.1293,0.0860128,0.513949,2.70155,9.64116
"807",107285620,"Werner syndrome RecQ like helicase",50,54,69,100,145,0.7648618,0.6722975,0.6195978,2.689931,2.04273,0.838631,0.220389,0.535853,0.644312
"808",107285626,"exoribonuclease 1",608,533,483,475,512,1.2463528,0.9496022,0.9867718,1.962614,1.9614122,1.757556,0.228096,1.24318,3.81069
"809",107285627,"Abelson helper integration site 1",344,388,377,326,343,0.8323776,0.5412913,0.5306954,5.375369,4.5836864,3.511699,2.2447459,6.5318397,4.88054
"810",107285629,"tankyrase",31,47,38,82,37,7.979989,5.4038081,5.3532231,3.671256,5.62805,3.670287,0.395817,5.25278,4.53281
"811",107285632,"ADP ribosylation factor like GTPase 9",123,112,174,25,61,0.0992446,0.417778,0.0878773,0.0639366,0.23528,0.104663,17.906,20.1948,16.0749
"812",107285634,"leptin receptor overlapping transcript-like 1",286,176,361,96,235,11.4151,11.9744,11.4535,30.115645,24.776377,23.047234,8.94321,9.32581,53.6253
"813",107285638,"serine peptidase inhibitor, Kazal type 2",356,293,108,73,244,0.307171,1.29922,1.16153,0,3.3207,1.840831,7.65651,6.07503,24.0142
"814",107285639,"HOP homeobox",5,2,0,18,8,113.64954,166.96349,163.09167,3.125981,6.408716,5.772048,0.825365,0.4911145,2.257772
"815",107285643,"CLOCK-interacting pacemaker",0,1,2,9,4,20.202209,22.212532,22.16100828,7.361343,16.85682,18.7176,2.136914,14.07719,26.459749
"816",107285673,"DEAD-box helicase 23",185,431,266,401,236,10.730306,10.346626,11.0050489,53.12702,19.21884,23.91051,4.70218,8.37475,17.068
"817",107285682,"coiled-coil domain containing 65",1,1,2,17,0,0.0775755,0.249129,0.192181,0.429748,0.436971,0.81105679,0,0.26141,0.0739774
"818",107285694,"ferredoxin 1-like",193,115,194,45,246,17.423269,26.2616697,31.481197,15.63006,22.7573,23.33975,8.12773,10.8055,21.8153
"819",107285696,"mitochondrial ribosomal protein L4",292,224,299,82,268,61.114375,123.225087,121.807364,35.856812,87.157303,94.481788,24.709433,88.13545,51.98356
"820",107285698,"exocyst complex component 2",384,367,553,290,491,4.350962,3.5622997,3.703711,4.36144,5.65019,4.53002,2.86746,5.84804,3.81888
"821",107285703,"zinc finger matrin-type 3",20,18,21,19,17,2.95588,2.483093,2.5368271,1.731782,4.355752,4.878027,0.166199,1.82785,1.6586
"822",107285705,"nei like DNA glycosylase 3",3,4,7,21,5,0.703054479,0.0982236,0.1588257,0,0.0752637,0.0871739,0.1699169,1.193999,0.461388
"823",107285706,"vascular endothelial growth factor C",424,291,271,54,171,1.99308,1.57037,1.820513,4.604325,2.96997,2.79833,6.62868,6.84833,21.1162
"824",107285708,"ankyrin repeat and SOCS box containing 5",316,81,385,75,222,21.5497,15.22663,16.63461,0.775971,3.461573001,1.91533,11.2953,49.6616437,116.32844
"825",107285711,"WD repeat domain 17",0,3,7,8,0,0,0.0510284,0.16072,0.1752605,0.349517,0.311479,0.048542968,0.100379046,0.38267273
"826",107285712,"glycoprotein M6A",377,1663,248,970,492,4.50272,3.69424,2.94919,1.1897296,0.671868,1.3441206,0.767381,1.46434,2.6786
"827",107285715,"kelch like ECH associated protein 1",1,4,5,24.36,7,19.46283,24.36272,25.899266,48.976496,94.90061,112.282151,18.72034,29.2901,98.9043
"828",107285716,"SPC24, NDC80 kinetochore complex component",4,11,4,16.64,6,3.753388,4.603978,3.7585218,1.4333622,1.241677,2.982571,5.87378,6.68987,5.99886
"829",107285719,"calcium voltage-gated channel auxiliary subunit beta 3",4,9,3,9,4,3.13203103,3.7913098,3.868769,5.065934,2.793825,3.828626,7.4672,8.698585,15.05774
"830",107285720,"chromosome unknown open reading frame, human C19orf53",1155,1581,1065,353,712,59.0458,87.1898,91.7046,134.16135,110.43696,113.773,64.496,85.6339,308.737
"831",107285730,"limb and CNS expressed 1",0,0,0,38,0,1.2408152,0.8494522,1.10598,0.025378,0.266029,0.118362,0.0172796,0.174825,0.271841
"832",107285742,"BMP/retinoic acid inducible neural specific 1",1,0,0,0,0,0,0.112627,0.108607,0.0525045,0.053684,0.312524,0.0628676,0.0156591,0.292682
"833",107285743,"receptor interacting serine/threonine kinase 2",63,118,58,55,50,1.224236,1.53094,1.508986,3.736662,5.664161,5.023884,1.4686052,2.6498942,4.749767
"834",107285745,"oxidative stress induced growth inhibitor family member 2",37,56,13,133,44,2.652763,1.7794685,1.827309,1.20902,2.022946,2.69142,9.02373,15.5455,69.4445
"835",107285747,"calbindin 1",4,3,2,13,3,0.0659553,0,0.169573,0.9970811,1.0784167,2.134519,0,0.0924335,0
"836",107285749,"transmembrane protein 64",105,175,64,76,110,9.9639,7.32728,7.17568,1.704659,2.94808,3.222597,1.73728,4.82435,16.4654
"837",107285751,"solute carrier family 26 member 7",10,6,6,329,9,0.2921147,0.0544646,0.0572874,0.0357159,0.132411312,0.2161854,0.00752603,0.0599545,0.0700418
"838",107285753,"nibrin",337,328,301,188,364,3.39936,2.27344,2.44887,2.815410983,2.943073451,5.798389,16.6712,17.99922,26.76103
"839",107285754,"transmembrane protein 55A",188,122,152,77,130,10.0777,10.6057,10.8092,15.22515,31.6115,30.56978,4.43749,18.9233,29.5574
"840",107285756,"N-terminal EF-hand calcium binding protein 1",0,0,1,4,0,0.337031,0.1859575,0.17424598,1.083567,0.600524,0.404005,0.00970204,0.0376093,0
"841",107285758,"non-SMC condensin I complex subunit D2",22,31,17,97,40,15.828491,20.136713,18.317957,6.755106,13.157005,8.631805,0.657326,2.23546,1.5698
"842",107285760,"glyceraldehyde-3-phosphate dehydrogenase",84367,55389,54476,9464,48333,2386.490405,3750.42771,3999.38637,1852.011406,4342.88036,4418.71963,6093.85,15377.7,16205.7
"843",107285762,"NOP2 nucleolar protein",129,90,115,82,60,5.19722,4.98667,4.8365,13.05962324,8.978715402,12.30008,2.39181,3.86403,5.37711
"844",107285774,"inner mitochondrial membrane peptidase subunit 2",9,9,23,6,23,7.856271,10.62568,11.06927,6.040895,10.61975,9.46923,1.0787466,0.864077,3.709125
"845",107285775,"triosephosphate isomerase 1",24901,15483,34769,2083,26157,426.689037,446.3016168,452.523534,349.481882,564.74452,537.82098,563.952,514.07,483.306
"846",107285778,"prohibitin 2",1450,1272,1556,525,1879,77.855222,111.77185,110.79535,91.0449,128.3147,139.8432,113.5159504,251.245316,264.167909
"847",107285782,"calsyntenin 3",5,19,2,28,3,4.15281,10.5546669,13.427482,4.265274,3.96114835,4.476854,0.0509324,0.121246,0.787629
"848",107285784,"dedicator of cytokinesis 4",116,167,101,112,145,3.0714183,2.65685539,2.52435066,5.607249003,5.92810528,6.383188,0.4197143,1.05346473,0.2781223
"849",107285786,"mannosidase alpha class 1A member 2",122,240,83,135,73,3.2038173,2.22908,1.86987,8.146014,2.376733,4.696588,1.19713,7.388722,16.049001
"850",107285787,"hydroxyacid oxidase 2 (long chain)",67,25,131,10,10,0.0178292,0.0305473,0.0321338,0.0635575,0,0.40941,0,0.0904904,0
"851",107285788,"T-box 15",1,2,1,7,5,0.102361,0.146703,0.208315,1.134395,0.674719,0.352658,0.00984181,0.0196743,0.0867302
"852",107285802,"calcium sensing receptor",0,0,0,15,0,0.00952517,0,0,0.110807,0.201277,0.178577,0,0.011568,0
"853",107285804,"sperm associated antigen 17",6,8,9,11,4,0.00429861,0.1863325,0.0278553,0.0197456,0,0,0,0.0411839,0.0481547
"854",107285807,"sodium channel epithelial 1 alpha subunit",0,10,1,102,1,0.354269,1.771932,1.95794169,0.2786546,2.276959,0.224716,15.378594,57.2235,98.3612
"855",107285808,"mitochondrial ribosomal protein L51",284,403,244,117,534,67.56396,97.03498,94.68429,115.00708,68.4387,68.6773,82.27297,84.15998,220.1988
"856",107285811,"leucine rich repeat containing 23",1,1,0,0,1,0.3638069,2.832159,2.8042,10.45618596,4.4316445,5.55455079,0.0361494,0.0725246,0.218369
"857",107285817,"tryptophanyl tRNA synthetase 2, mitochondrial",26,24,31,10,38,2.200944,1.911694,2.247299,4.49543,5.8021427,5.658871,1.814909,2.279635,9.057
"858",107285819,"GRAM domain containing 3",37,15,65,51,129,5.432579226,4.848176,4.605786,6.5399265,9.620569,9.559488,8.747615,22.609115,21.254027
"859",107285820,"zinc finger protein 608",82,101,148,128,113,1.889769,2.150592,1.9881724,2.988324,3.410089,3.323062,0.34738,1.92193,3.43318
"860",107285825,"RAB11 family interacting protein 2 (class I)",100,81,90,75,110,1.987631,1.254991,1.315362,0.961967,1.15101,1.01536,1.4967796,5.5482496,22.045918
"861",107285831,"DDB1 and CUL4 associated factor 5",536,280,491,307,433,9.20708,8.67807,8.776481,12.91723717,17.98797,20.00017,3.01267,10.5907,19.3483
"862",107285832,"actinin alpha 1",532,1019,687,634,678,11.949301,17.388169,16.976683,58.325959,79.028556,76.645552,2.5507124,8.10561839,7.12579
"863",107285838,"phosphatidylinositol glycan anchor biosynthesis class H",104,74,98,45,122,2.80634,2.895405,3.225434,7.380973,11.12218174,7.221353567,14.3098,22.7795,77.762
"864",107285839,"arginase 2",14,28,29,24,26,0.0805853,0.183739,0.24209,3.20796,4.44186,2.5789,2.971645,7.85009,32.31693
"865",107285846,"membrane protein, palmitoylated 5",25,29,50,36,42,3.075259,1.2378185,1.2469517,2.1384679,1.7654191,2.449782,1.26553,6.31144,13.084649
"866",107285847,"gephyrin",216,200,186,137,191,7.66603,7.125864,7.533461,7.371164,6.37924,6.089091,1.843468625,7.644115438,7.152180413
"867",107285853,"family with sequence similarity 196 member B",0,2,3,26,0,0.0318512,0.0547055,0.0554362,0,0.5851596,0.037537,0.07924073,0.140343,0.147577
"868",107285868,"chondrolectin",0,0,0,6,13,0.0639585,0.276168,0.3153488,0.678741,0.414089,0.36728,0.0227901,0.0988285,0.2168639
"869",107285869,"transmembrane protease, serine 15",1,13,2,18,1,0,0,0,0,0,0.0270309,0,0,0
"870",107285871,"DnaJ heat shock protein family (Hsp40) member B11",632,741,794,357,579,7.785841,7.379611,7.558642,20.228898,7.441715,10.299261,14.88992465,18.27970046,24.13055226
"871",107285876,"ubiquitin conjugating enzyme E2G 2",1124,2235,772,681,1665,27.437791,28.306038,30.786713,54.34566,53.27249,52.00637,49.6806,99.8444,187.1405
"872",107285887,"enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase",121,107,125,69,88,3.91025,3.66914,3.67804,1.35764,2.9147093,4.740404,3.514565,16.5943,51.9164
"873",107285888,"VPS8, CORVET complex subunit",159,173,151,225,170,7.139696175,7.168666635,5.8887201,5.284397304,9.50765793,10.1518083,1.913974739,4.123720122,3.373847
"874",107285889,"propionyl-CoA carboxylase beta subunit",942,668,913,208,1164,73.830339,71.75869,70.247012,25.36916,87.382442,80.68296307,38.422172,69.4348036,47.771095
"875",107285890,"solute carrier family 35 member G2",178,169,251,27,211,2.96576,2.02999,1.96453,3.218218,1.472663,1.984246,0.256718,0.371693,5.9518
"876",107285893,"mitogen-activated protein kinase kinase kinase 13",20,25,46,70,48,0.627993,0.468481,0.4476715,2.1248717,6.291773,2.416937,0.22963,0.658923001,0.97273
"877",107285894,"chromosome unknown open reading frame, human C3orf70",179,381,173,72,192,8.2175089,6.183219,6.255995,0.511655,0.619964,0.70316,0.191313,3.19417,2.09806
"878",107285905,"lysine demethylase 5A",162,163,161,285,135,2.924516,2.2475066,2.049357,7.045808,11.22059,13.67899,0.805342,3.05039,4.60426
"879",107285906,"coiled-coil domain containing 77",26,9,38,47,27,3.4124759,1.984065,2.544654,2.2280064,1.815268,2.447778,0.4470025,0.659952,2.023961
"880",107285910,"beta-1,4-N-acetyl-galactosaminyltransferase 3",0,2,6,111,2,0.144932034,0.0717391,0.1832767,8.385328,10.447195,14.78712,0.758372,1.635421,2.91084
"881",107285913,"RAD52 homolog, DNA repair protein",1,1,0,1,0,6.291277,8.7453901,7.1413611,4.51683,7.347697,12.283523,2.88014,6.99376,8.56045
"882",107285922,"RUN domain containing 1",86,132,212,240,190,5.67423,6.62283,7.07128,5.079968,6.506677,7.776571,1.2578,4.45963,11.9752
"883",107285924,"vesicle amine transport 1",10,10,31,56,29,12.5851,16.8506,16.7535,98.3946003,95.314208,93.249638,21.7362,55.3439,49.5935
"884",107285925,"breast cancer 1",1,1,0,16,1,0.0258458,0.1293265,0.0906819,4.4497174,3.766841797,3.12984835,0.49556922,1.0917312,3.549096
"885",107285936,"interferon induced protein 35",95,94,172,184,155,11.57177,14.87929,14.63591,16.512253,14.90255,15.150924,3.57979,2.10981,10.3849
"886",107285954,"odd-skipped related transciption factor 1",53,925,77,227,83,2.137093,7.73845,8.85012,7.14503,8.1939,7.587437,0.225684,1.16183,7.57451
"887",107285955,"FBJ murine osteosarcoma viral oncogene homolog",26,6,2,13,1,4.77759,4.997786,5.15056,99.91587,319.5773,301.3072,6.836983,23.8599,40.46057
"888",107285959,"tubulin tyrosine ligase like 5",45.77,22,42.25,46,25.82,3.38193104,6.065119127,5.7870537,7.5975411,13.45814531,7.9128531,0.8993104,3.173891001,3.094254
"889",107285961,"intraflagellar transport 43",60,158,50,26,84,14.878709,18.6544541,19.033447,18.483141,32.221384,29.673633,8.12099,9.229293,12.9742
"890",107285965,"feline leukemia virus subgroup C cellular receptor family member 2",2,4,2,9,2,2.395901,2.34439,1.666094,0.869042,1.315905,2.014841,0.269264,0.9383111,1.6312517
"891",107285970,"biliverdin reductase A",134,278,212,87,204,7.597998,5.519051,6.032625,25.3781,22.5927,21.2988,4.66172,4.21157,14.499695
"892",107285975,"NSF attachment protein gamma",800,515,869,335,687,10.5032994,9.4277951,8.063505355,6.963059,11.963313,9.365024,4.36727,11.1614,25.4021
"893",107285977,"adenomatosis polyposis coli down-regulated 1",101,108,65,67,166,2.570217,5.501932,4.901379,22.551641,55.383279,49.85520759,1.00267,11.649,13.6107
"894",107285980,"protein phosphatase 4 regulatory subunit 1",182,258,268,225,234,19.751726,22.55528,21.77750151,17.63216918,16.021236,25.690516,1.018116,1.898094,4.81942
"895",107285981,"ralA binding protein 1",262,281,244,166,283,8.464822,9.305697,9.841487,26.732741,25.91105,22.999257,5.406241,16.25665,43.9778
"896",107285982,"twisted gastrulation BMP signaling modulator 1",15,53,6,27,16,29.597055,20.988114,21.998406,3.461251,4.204571,4.329178,7.72054,16.21248,58.55442
"897",107285984,"NADH:ubiquinone oxidoreductase core subunit V2",5491.98,3014,5719.08,720.16,6230.99,293.94104,290.070529,307.231882,85.81375,114.2434,121.6349,239.269,362.561,112.986
"898",107285986,"microtubule crosslinking factor 1",6,23,7,28,2,0.7875574,1.4994807,0.9930739,0.9905055,5.55867,2.199403,0.15232,0.9511304,0.6946799
"899",107285987,"protein tyrosine phosphatase, receptor type M",160,264,110,103,147,20.290504,23.2534449,23.342652,57.32349,77.36733,83.63655,12.37451,35.85211,49.28087
"900",107285988,"laminin subunit alpha 1",13,25,8,8,22,0,0.00606904,0.00957698,0.274892859,0.1580719,0.1640417,0.306798,0.386322,0.0695028
"901",107285989,"Rho GTPase activating protein 28",40,37,49,12,78,1.453052,0.99411,1.1482895,1.068464301,1.257358903,0.505361881,0.0697983,0.110948,0.17286
"902",107285990,"RAB31, member RAS oncogene family",8,8,12,11,12,8.387615,6.989056,7.01531,5.683476,3.51025,4.256322,24.16603,126.8349,167.474
"903",107285991,"leucine rich repeat containing 30",0,4,2,0,13,0.33819,0.217134,0.0951697,0,0.265366,0,0.0285405,0.352746,0.182489
"904",107285999,"synaptosome associated protein 47kDa",0,0,3,2,2,38.178729,29.1963134,29.007439,29.04609569,30.246107,27.4392763,12.91174,13.23448,24.9201
"905",107286005,"SET domain containing 2",48,130,112,445,103,9.542495,9.2121667,8.8563596,8.070274,8.459441,4.794181,1.9173559,6.1329141,13.214833
"906",107286006,"kinesin family member 9",0,3,2,3,2,0.1646183,0.2224289,0.3464104,6.8408856,2.938826,5.4399134,0.129832,0.342771023,0.180194192
"907",107286012,"mitochondrial ribosomal protein L55",8,15,27,10,35,35.94483,71.51895,69.78626,46.91067636,159.6696999,168.4131133,70.52784,101.27903,97.59954
"908",107286013,"chromosome unknown open reading frame, human C1orf35",8,32,29,26,32,4.19356,7.61246,6.76988,15.131611,11.717755,9.763442,17.3945,28.6616,29.196
"909",107286035,"immunoglobulin superfamily member 10",50,158,17,33,104,0.738165435,0.4201617,0.427280324,3.2784673,4.259,4.882032,0.00669062,0.127713,0.0480634
"910",107286037,"clarin 1",0,0,0,0,0,0.2559342,0.146447,0.0929954,0.0337935,0.0754138,0,0,0,0
"911",107286041,"folliculin interacting protein 2",149,65,91,68,91,3.440643,2.9144054,2.599752,4.734079,7.4336364,6.677362,2.0973545,7.629453,6.7512256
"912",107286043,"peptidylprolyl isomerase D",630,610,509,117,519,11.7926192,5.616807,5.174502,11.68575,6.33,7.36988,34.5035,41.1462,177.956
"913",107286059,"toll interacting protein",209,51,292,155,234,36.233449,37.083117,37.4217687,26.910818,120.459673,109.52368,14.8828,30.3128,67.865052
"914",107286060,"mitochondrial ribosomal protein L3",360,413,671,159,698,30.40158,52.004435,60.077052,22.89068,33.28492636,34.69087,10.4253656,16.956722,38.663131
"915",107286063,"ADP ribosylation factor like GTPase 5A",55,65,27,37,28,9.06709,5.6081,5.33273,9.760453,16.223517,12.000749,3.73397,10.6627,29.6639
"916",107286065,"phosphoinositide-3-kinase regulatory subunit 4",280,164,452,345,425,7.0262696,6.563184033,6.37419453,5.002957,11.66377,6.447563,1.381547434,2.968853,5.804790285
"917",107286072,"ATPase phospholipid transporting 9A (putative)",178,100,180,253,195,23.3978167,28.229294,28.5291055,7.82364,8.456624,8.742502,2.307665,14.8652,20.85811
"918",107286076,"spalt-like transcription factor 4",8,0,1,12,4,2.227394,3.576819,3.7595446,0.0150402,0.1895645,0.0643027,0.2551014,0.610691,4.231629
"919",107286085,"signal transducing adaptor molecule 2",562,275,483,452,570,3.8701,3.4304022,3.541711,2.879048,5.296668,4.280249,4.58165,9.15269,16.0124
"920",107286096,"phospholipase A1 member A",269,189,208,18,269,5.11056,5.92136,5.87724,4.78221,1.50865,2.13242,0.811903,1.33997,2.316006
"921",107286110,"large tumor suppressor kinase 2",794,1261,418,484,608,0,0,0,7.08451,9.727863,15.63867,2.82423,5.89903,22.5594
"922",107286111,"Sin3A associated protein 18kDa",554,965,652,261,575,2.585605,2.18911,3.424292,133.49698,77.867128,69.465104,30.8748,38.8351,176.647
"923",107286112,"dynein, axonemal, heavy chain 14",5,22,4,77,9,0.28424,0.0429642,0.0216879,0.231433,0.4310116,0.1807602,0,0.0177893,0.00396287
"924",107286114,"zinc finger DHHC-type containing 20",31,14,37,25,36,3.9413491,3.2214004,3.1493735,2.324161,1.443769,1.792237,1.5190781,3.6370447,5.370208722
"925",107286115,"mitochondrial calcium uptake 2",12,31,6,50,24,14.359398,12.647814,13.450889,17.01285,21.73711,17.65073,17.682547,40.642187,51.95987804
"926",107286119,"SH3 domain containing ring finger 1",45,61,29,42,43,1.7553,1.872866,1.821124,4.29596,5.348971,5.556408,0.628537001,1.815667,3.095950002
"927",107286120,"crystallin lambda 1",42,8,51,21,29,5.370235,7.282514,7.2529855,12.99503,19.10669,21.43899,3.15794,2.556080203,7.091113822
"928",107286124,"phosphate regulating endopeptidase homolog, X-linked",4,3,0,1,1,0.0840076,0.146629,0.127306,0.0351246,0.0256534,0.0509165,0.026914,0.066944217,0.0625476
"929",107286125,"spermine synthase",1146,735,1015,534,825,10.051953,11.690866,10.2941744,25.29912,25.18183,28.62766,11.3813,10.0479,54.484396
"930",107286126,"membrane bound transcription factor peptidase, site 2",124,136,100,109,112,11.076203,7.909472,5.903478,1.8675758,3.45717,3.4431796,0.4507884,1.55975,0.0373046
"931",107286130,"kelch like family member 34",5,0,6,0,3,1.84321,2.42489,2.10571,0.411362,2.2085,2.35674,0.16578,1.53403,0
"932",107286132,"WW domain binding protein 11",124,199,139,239,121,11.324676,17.4608697,20.693945,12.99796,22.5876,16.832325,11.6939,31.2903,76.4408
"933",107286143,"ATP/GTP binding protein-like 3",4,5,2,4,3,1.6900592,1.6527202,1.8320491,0.464268,1.610492,1.3900014,0.0776817,0.122914786,0.380981
"934",107286144,"stimulated by retinoic acid 8",0,1,0,1,0,0.112465,0,0.0993027,0.236173,0.352209,0.117148,0.056485,0.145848,0.336287
"935",107286148,"endoplasmic reticulum protein 27",1,43,10,13,6,0.285938,0.1108422,0.4581534,0.456031,0.380092,1.34851,0.0961458,0.459001,1.01367
"936",107286150,"phosphodiesterase 6H",0,0,0,3,0,0.340335,0.194934,0.203651,0,0,0,1.4697599,1.024191,2.706338
"937",107286161,"nicotinamide riboside kinase 1",147,158,130,37,190,3.834197,3.1507319,3.243492,7.250101,3.873545,3.357356,1.71508,6.30206,4.98647
"938",107286166,"transient receptor potential cation channel subfamily M member 6",6,0,3,76,7,0.0432688,0.0796015,0.0802011,0.2599562,0.062505304,0.064006609,0,0,0.091032104
"939",107286174,"eukaryotic translation initiation factor 2D",121,90,138,53,136,14.08608822,14.133072,14.602094,15.988729,18.409115,18.600531,7.1616433,13.727242,11.29133
"940",107286197,"ATP binding cassette subfamily E member 1",1430,1816,1820,915,1473,10.877124,8.358203,8.087993,7.718924,11.79845002,11.035968,6.05144,13.6574,32.47
"941",107286199,"zinc finger protein 827",20,12,52,79,36,6.297118,6.0178946,5.821958,3.4865983,8.466309684,5.024356518,0.4244762,3.5497051,3.3217502
"942",107286200,"hedgehog interacting protein",1,7,0,20,0,0.00742272,0.102048,0.1218344,0.44848543,0.5435804,0.0210448,0.0374742,0.1858977,0.0165557
"943",107286204,"zinc finger C2HC-type containing 1A",249,256,275,75,269,2.74939,2.42293,2.07755,2.666641,2.553589,1.527859,1.17536,5.73584,12.20202
