"","gene","description","Pm_1_kidney","Pm_10_kidney","Pm_3_kidney","Pm_5_kidney","Pm_8_kidney","Mus_kidn_1","Mus_kidn_2","Mus_kidn_3","Homo_kidn_1","Homo_kidn_2","Homo_kidn_3","Canis_kidn_1","Canis_kidn_2","Canis_kidn_3"
"1013",107286531,"ornithine carbamoyltransferase",25,17,16,12,10,0,0,0.0179349,0,0.0696905,0,0.317114,0,0.204
"1014",107286534,"mitogen-activated protein kinase kinase kinase kinase 4",124,137,249,141,132,24.849128,23.649801,23.275151,17.7434506,11.0786041,13.06443955,6.225623274,5.635338,10.014934
"1015",107286540,"paired like homeodomain 1",0,0,0,0,1,0.0332103,0,0.0168867,0.148399,0.6845984,0.0489872,0.231459,1.07132,0.113155
"1016",107286542,"phospholipase D1",97,73,57,57,24,5.875664002,6.180218,6.001061,16.0917658,10.784961,29.0577952,4.3358139,5.497801,2.400673
"1017",107286544,"fibronectin type III domain containing 3B",21,16,28,28,6,10.633625,11.692154,10.749322,22.534081,4.2695895,17.58574903,9.287048,12.735567,8.86144
"1018",107286546,"tumor necrosis factor superfamily member 10",3706,2699,3132,1604,3248,9.94049,9.348515,9.08227,46.958626,27.642699,106.647223,49.28837,335.15392,67.87114
"1019",107286549,"epithelial cell transforming 2",25,5,25,25,19,1.144801214,1.011704007,1.176091487,1.000173798,1.256004618,4.682795,0.2067854,1.3033775,0.415606
"1020",107286571,"methyltransferase like 3",22.43,6.35,20,14,13,18.355638,18.05785962,17.903456,27.26416,15.41147,23.96736,10.6718,17.884,13.6027
"1021",107286576,"KIAA1715 ortholog",158,139,253,176,123,1.5540144,2.2939449,1.8881409,3.227385,0.79273,9.72894,2.888228,6.582099,5.7112121
"1022",107286577,"metaxin 2",526,299,653,458,535,47.941,52.57141,44.49621,56.29500001,12.865952,84.85063,79.76613,134.021864,107.05195
"1023",107286579,"heterogeneous nuclear ribonucleoprotein A3",6011,4995,5770,3626,4354,18.90871,18.35982,19.814316,274.0966,49.06205,162.5261,96.3431,392.084,231.598
"1024",107286580,"nuclear factor, erythroid 2 like 2",2513.55,2092.9,2127.01,2467.89,2051.11,37.50822,38.59765,39.24234,84.398207,32.270427,116.789828,69.025593,148.02673,56.919325
"1025",107286583,"alkylglycerone phosphate synthase",1302,1054,1872,1646,1783,11.0759667,12.3715932,12.3776094,15.03419,3.353352,13.79415,110.10685,246.88189,34.6474
"1026",107286603,"SPT16 homolog, facilitates chromatin remodeling subunit",39,25,29,19,28,5.012306,4.97484,5.287104,25.014726,17.329796,32.5330171,10.0613,12.3437,12.3126
"1027",107286634,"protein kinase AMP-activated catalytic subunit alpha 2",7,6,7,7,13,17.1792,18.1344,16.4092,2.94677,0.87918,9.64121,5.36753,8.63505,1.87512
"1028",107286637,"barttin CLCNK type accessory beta subunit",120,141,117,96,21,51.0576,48.4643,49.5418,6.56277,4.81005,6.36395,10.0696,10.0092,13.1032
"1029",107286640,"phospholipid phosphatase 3",182,89,162,106,108,52.6555,50.8747,52.582,154.165475,31.135518,162.837874,83.30137,168.5106,177.2599
"1030",107286641,"complement component 8 alpha subunit",40,83,19,50,11,6.925861,7.4771026,7.360163,0.0701494,0,0.217159,0.194374,0.2259255,0.0948561
"1031",107286642,"complement component 8, beta polypeptide",2,3,0,0,1,0.080733,0,0.0547396,0.0418732,0,0.0288056,0.0285612,0.0588568,0.020264
"1032",107286645,"small ubiquitin-like modifier 2",1779,1420,2720,2068,1543.08,54.937335,58.411463,58.707972,170.2791,113.0876,298.4866,123.10919,281.8477,298.1742
"1033",107286653,"cerebellar degeneration-related protein 2-like",20,16,58,91,95,4.04815,3.64698,4.11734,9.21022,11.4669,6.27487,2.107035,0,8.64593
"1034",107286654,"HID1 domain containing",49,28,56,62,78,4.50801,3.711136075,4.089568,11.99585,16.53154,5.734774,2.80665,0.0376376,8.03246
"1035",107286655,"ferredoxin reductase",47,10,30,32,21,13.510746,13.143279,14.488759,12.58177678,13.12226966,10.78409857,6.280953,0.0949203,3.568207413
"1036",107286657,"potassium channel tetramerization domain containing 2",22,44,23,21,31,29.569119,26.213401,28.274358,16.07853,21.91237,18.82197,23.84752,0,22.7286
"1037",107286660,"fatty acid desaturase 6",0,0,3,3,0,10.5528,10.091691,10.364989,2.40294,5.434837,1.385095,3.31706,2.90762,0.699583
"1038",107286661,"glutamate ionotropic receptor NMDA type subunit 2C",0,0,1,0,0,0.247796,0.236688,0.2519797,0.927703,0.4954777,0.3533996,1.639451,0,0.521202
"1039",107286665,"tweety family member 2",13,12,20,13,9,24.299619,23.577198,23.600267,1.270667,3.1141205,1.092654,4.2277,0.0140469,1.15821
"1040",107286668,"rhomboid domain containing 1",693,470,855,668,549,8.244326,8.793128,8.490192,13.526079,8.08138039,13.3830921,7.548579,17.352881,11.4809
"1041",107286677,"carbohydrate (chondroitin 4) sulfotransferase 11",0,0,2,11,2,5.32218,5.18274,5.37618,12.31412,1.967092,4.030384,2.324922,6.82956,3.50284
"1042",107286680,"calsyntenin 2",174,83,91,49,76,1.333385,1.166819,1.399973,5.48046,4.7965188,7.103366,7.44454,8.66996,4.4836
"1043",107286687,"alpha kinase 1",19,30,75,72,79,0.988712,1.4542504,1.039670699,4.4117754,4.0279375,7.968606,2.13589,4.73245,2.371589
"1044",107286688,"adaptor related protein complex 1 associated regulatory protein",129,134,209,90,254,34.96123,45.42575,37.369487,20.0538817,3.000824,21.333071,17.041251,28.36465,14.09748
"1045",107286690,"ankyrin 2, neuronal",115,92,167,238,208,4.5617635,3.5478104,4.19964842,95.88183229,75.65698117,74.62141226,1.1691769,1.688848224,6.1672703
"1046",107286691,"zinc finger GRF-type containing 1",11,6,23,8,12,0.311634021,0.21236508,0.32043411,0.56204402,0.5665604,1.17438113,0.0726838,0.302323,0.115263
"1047",107286694,"arylsulfatase family member J",1,5,3,2,1,0.173891,0.131898,0.291246,4.87162,1.784225,5.202974,0.0585089,0.773441,0.442186
"1048",107286707,"family with sequence similarity 58 member A",251,156,214,136,148,37.2257,36.6337,38.4923,30.83698,35.3926,21.81845,22.49291,0,21.70968
"1049",107286723,"ADAM metallopeptidase with thrombospondin type 1 motif 1",115,95,79,121,57,21.758,21.15012,23.11835,18.274919,4.318072,13.739584,11.7559,58.5893,48.4104
"1050",107286728,"polo like kinase 2",379,383,985,239,857,4.422633,4.358256,4.564567,10.466763,4.60538,6.9915931,30.410196,22.7723887,28.2940987
"1051",107286735,"cytochrome c oxidase protein 20 homolog",401,446,728,607,553,20.89226,19.47895,21.99525,52.73935,10.38399,127.5152,43.4919,90.0391,105.991
"1052",107286740,"EF-hand calcium binding domain 2",24,25,27,30,19,1.16248,1.389824,1.1371,16.83185,10.91044,28.53119,10.4921,25.6841,31.9857
"1053",107286753,"actin gamma 1",104405,94591,114202.25,60567.48,44196,670.5761,668.59706,679.97652,1668.425,1262.912,1646.994,627.956,27.53,784.015
"1054",107286754,"CD164 molecule like 2",0,1,2,2,0,10.532035,11.510932,10.787628,0.833546,0.295174,0.264098,2.13545,7.354192,1.6248929
"1055",107286758,"integrin subunit alpha 2",185.32,183.43,311.16,235.26,113.02,0.521429,0.262837,0.663467,3.58157,1.227424,8.6557944,6.392106,8.296802,6.614514
"1056",107286761,"chondroitin polymerizing factor",11,15,11,15.54,3,22.478369,19.96199807,22.815762,32.71973,53.03385,21.48759,9.29064,15.1639,4.77875
"1057",107286763,"solute carrier family 4 member 3",51,32,123,95,66,16.783314,17.162761,16.1111027,2.200178005,4.995771,1.398752,3.876626,1.852833,4.948098
"1058",107286764,"serine/threonine kinase 11 interacting protein",346,327,427,447,300,16.8086577,13.956216,17.169127,15.529907,14.52197,10.650226,5.298808,6.429178,4.055345
"1059",107286767,"ATP/GTP binding protein-like 2",37,32,14,14,7,0.4989311,0.4978768,0.506391,0.6102599,0.8633414,0.5732005,4.47459,10.45419,1.896846
"1060",107286770,"inhibin alpha",2,1,0,1,1,3.18713,2.89016,2.64676,0.566238,2.469773,0.69718,1.04334,0.519526,0.288261
"1061",107286772,"NPL4 homolog, ubiquitin recognition factor",109,77,124,174,108,26.499286,26.983388,27.410966,86.69187,67.67795,63.44287,28.5629594,1.78095,15.4967149
"1062",107286773,"transmembrane protein 198",0,0,0,2,0,1.0082355,0.8367493,1.209194,4.2558,3.50484,3.40423,0.706875,0.445548,0.329798
"1063",107286777,"syntaxin 8",370,380,627,508,554,7.008232,8.282701,7.443577,47.63868,40.26592,60.74041,55.44234,8.56496,80.958738
"1064",107286784,"Rho GTPase activating protein 44",20,11,3,4,11,5.190265,4.494725,4.6765122,4.554867,3.034802991,3.167938,0.397807533,0.511689771,1.321335932
"1065",107286790,"phosphoinositide-3-kinase regulatory subunit 5",4,11,13,41,14,1.982958,2.213036,1.686513,0.8350245,0.49018881,1.612064002,1.59219,6.405004,2.967383
"1066",107286791,"G protein-coupled receptor class C group 5 member C",149,80,76,64,57,162.11084,156.37936,165.288013,174.2938,205.888,130.1409,141.24664,0.061398501,58.831451
"1067",107286793,"enolase family member 4",18,15,30,7,12,0.2540725,0.2087787,0.233449,0.760391,0.1506702,0.515588,0.830136,0.883719,0.194786
"1068",107286794,"shootin 1",101,76,121,98,108,2.3953023,2.5786883,2.4855443,11.84018,2.636246,22.88715,10.489076,19.323403,5.040309
"1069",107286799,"high mobility group box 1",19455,20565,38918,23562,28766,42.3130258,42.768204,41.544023,120.4394,54.61469,192.9955,103.624066,312.27108,177.887873
"1070",107286801,"arachidonate 5-lipoxygenase activating protein",45,45,221,621,57,12.951799,12.1181956,12.43696,5.38353,7.24368,5.81973,1.756668,17.23432,2.535241
"1071",107286806,"beta 3-glucosyltransferase",190,102,107,103,108,4.648342,4.178826,4.748,3.09125,1.85642,5.429005,7.814658,10.2460989,7.91112257
"1072",107286808,"PDS5 cohesin associated factor B",361,297,444,397,323,4.911856,4.827127,4.233476,6.160643,3.6199165,10.11173,4.3533043,4.6850158,5.0419075
"1073",107286810,"replication factor C subunit 3",155,122,188,138,187,4.391516,4.0670488,3.846748,1.402572,1.04288,4.123962,2.42131,3.45856,4.39432
"1074",107286811,"four and a half LIM domains 2",2931,1819,920,2083,826,34.8631,34.932907,34.2848,10.0988406,23.56829514,12.55570484,27.7136,38.7732,62.6698
"1075",107286813,"transforming growth factor beta receptor associated protein 1",146,75,161,196,105,25.1224273,24.472487,25.016744,7.79593,5.035938,7.61829,7.69173,9.45506,4.32283
"1076",107286818,"zygote arrest 1-like",1,1,0,0,1,0,0,0,0,0,0,0.572295,0.688224,0.541594
"1077",107286819,"breast cancer 2",81,71,82,91,66,4.2749157,3.3696741,4.000872606,0.6350558,0.1008135,0.5116598,0.19256955,0.954737419,0.260830912
"1078",107286826,"ADAM metallopeptidase with thrombospondin type 1 motif 19",13,9,32,7,12,0.0541079,0.0482272,0.0913106,1.128357,0.084026,1.097742,1.415691564,0.808597479,0.381586
"1079",107286828,"chondroitin sulfate synthase 3",1,2,4,4,1,0.2422021,0.3062701,0.2846129,0.2411182,0.2780833,0.262952,0.0898691,0.773761,0.312644
"1080",107286830,"Nedd4 family interacting protein 1",2731,2402,4431,3845,3207,127.2317249,119.852116,133.872981,36.9807375,32.59267,89.656546,239.289,184.89785,247.44655
"1081",107286831,"ring finger protein 14",495.21,304.37,428.26,310.98,235.54,45.6022557,46.75487,43.06035578,45.68695229,21.81520983,105.4430721,27.0697,49.8053,25.4992
"1082",107286833,"glucosamine-6-phosphate deaminase 1",850.79,1010.63,1272.74,852.02,937.46,116.253494,120.654489,124.236135,85.203705,57.007442,157.1541333,97.605045,195.86503,68.194168
"1083",107286835,"zinc finger CCHC-type containing 10",25,189,106,22,7,4.95139,4.83262,3.598287,5.523924,5.515037004,8.852553,15.3686,19.31291,6.478005
"1084",107286837,"claudin 12",66,45,164,122,94,53.782878,48.226786,58.100113,26.549266,5.377372164,26.19447971,8.59153,33.2987,7.03262
"1085",107286839,"cyclin-dependent kinase 14",20,4,14,4,3,2.3366946,2.2025302,2.3786097,17.20274954,6.713741235,18.840374,4.166977,6.761771,3.746045
"1086",107286840,"frizzled class receptor 1",47,31,81,73,85,33.7347,31.3491,33.8757,8.40231,5.20643,7.84556,25.8246,25.1933,2.05969
"1087",107286842,"lanosterol 14-alpha demethylase",19,28,102,131,68,67.273176,61.3355845,65.913113,19.613895,6.549181,40.14882155,7.25876,14.957,16.2457
"1088",107286843,"ENTH domain containing 2",11,8,18,6,7,21.14294,21.5947,22.03904,14.2575,20.92826,14.94982,2.938694,0.0572633,2.8592279
"1089",107286847,"Fanconi anemia complementation group I",9,8,12,17,4,0.6244511,0.4473165,0.9165834,0.6616154,1.898960224,1.92032033,0.1707816,0.367423,0.479500685
"1090",107286852,"retinaldehyde binding protein 1",0,1,0,0,0,0.0639255,0.2201466,0.326181717,0,0,0,0.0596761,0.687278,0.1233787
"1091",107286854,"TOPBP1 interacting checkpoint and replication regulator",1,3,4,1,0,0.0608784,0.06094415,0.1764121,0.052984,0.2474478,0.1643526,0.0831919,0.50439435,0.1816976
"1092",107286855,"kinesin family member 7",3,1,2,0,0,0.641663,0.804021,0.59148138,1.48875,1.5716,0.526078,1.10511,1.82145,1.97854
"1093",107286867,"Fanconi anemia core complex associated protein 100",6,2,5,7,2,19.758555,20.860808,21.856321,12.87116,23.65566,10.99454,7.56858,0,3.984953
"1094",107286877,"tetratricopeptide repeat domain 1",422,425,528,462,408,13.33211,11.70036,12.87897,38.94548,14.89281,47.8929527,17.3863,36.5976,33.2999
"1095",107286882,"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)",717.99,626.88,836.19,757.81,583.6,178.89427,177.45034,181.88654,152.253,150.2103,88.01727,184.365,277.318,84.0266
"1096",107286883,"chromosome unknown open reading frame, human C19orf43",998,991,765,922,740,92.2176,90.8831,98.2744,309.51888,297.70833,124.78157,80.5381,106.146,58.0242
"1097",107286885,"transportin 2",209,137,191,133,135,25.505508,24.950233,27.761144,39.635627,36.04633,25.018987,11.51111,13.957122,7.965725
"1098",107286887,"F-box and WD repeat domain containing 9",115,103,138,134,64,23.8171936,24.323709,24.61250149,8.514003,14.48725,6.166062,5.2434,6.95211,2.98393
"1099",107286894,"bestrophin 2",1,1,2,0,0,0.0214112,0.023005401,0.0188852,0.3083105,0.602094,0.167595,0.0247844,0,0
"1100",107286895,"calcium voltage-gated channel subunit alpha1 A",4,1,12,3,6,7.426462,8.914515793,9.082288397,1.0655,2.3370338,1.125978637,0.044466,0.0844129,0.0316775
"1101",107286900,"fatty acid binding protein 6",0,3,0,0,0,0.523248,0.421214,0.39947,0.343905,0.201372,0.480459,0.14546,0.358586,0.440491
"1102",107286907,"kinesin family member 19",1,0,1,3,0,0.2971193,0.331576,0.2441565,0.0929502,0.4992662,0.0570547,0.177904,0,0.685917
"1103",107286918,"nitric oxide associated 1",57,78,88,65,59,11.943229,9.266613,12.240702,9.50708,11.0956,10.6831,4.05296,5.052131,2.7642103
"1104",107286932,"coilin",263,175,225,215,238,2.3561776,2.632699,2.268181,3.68533,1.893,7.11569,5.917418,0.0274719,10.647875
"1105",107286937,"lin-7 homolog C, crumbs cell polarity complex component",239,174,359,290,287,11.77823,11.34971,10.40377,2.90692,1.464481,9.122107,25.60386,60.59118,35.36498
"1106",107286938,"kinesin family member 18A",0,0,3,18,1,0.1204414,0.1479366,0.1450716,0.2018205,0.601734,0.285485,1.15852,3.04372,1.38197
"1107",107286939,"methyltransferase like 15",94,99,132,125,73,5.039825,5.607492,5.928374,3.758174,1.470513,8.118956,6.65008,12.8552,5.43848
"1108",107286940,"solute carrier family 5 member 12",26579,33425,29430,10773,19386,165.9611,173.593071,165.526467,286.172703,66.955346,399.433757,350.40688,315.21507,5.19069
"1109",107286941,"fin bud initiation factor homolog (zebrafish)",6,0,3,7,0,1.42815,1.49568,1.50753,3.47415,7.57867,4.2241,29.0139,28.0616,15.0333
"1110",107286943,"gamma-butyrobetaine hydroxylase 1",81,62,145,139,111,1.259073,0.958668,1.1599,180.31281,147.53811,400.4406533,3.4407618,11.791464,13.741566
"1111",107286945,"signal sequence receptor, gamma (translocon-associated protein gamma)",2059,1975,3344,2814,1881,53.505788,53.5799929,52.259522,46.574879,36.17453,105.27828,229.952,127.954,221.973
"1112",107286946,"gliomedin",6,6,95,79,36,0.118742,0.135377,0.111026,1.012038,0.7548936,0.2434533,0.425158,9.65399,4.28129
"1113",107286947,"TCDD-inducible poly(ADP-ribose) polymerase",135,80,114,155,88,3.412904,3.42295,3.3038,5.097888643,3.003039004,8.181748963,4.302105,15.191293,14.60677
"1114",107286950,"pentraxin 3",234,117,721,298,56,0.296017,0.428778,0.493776,0.322977,0.0532131,0.285665,1.32618,25.3614,11.9712
"1115",107286956,"cyclin-dependent kinase inhibitor 1B",16,13,13,23,12,15.75967,13.5758,15.65767,17.91592,8.98372,23.039174,74.2206,155.896,133.708
"1116",107286959,"protein phosphatase 1 catalytic subunit gamma",264,239,375,374,296,69.39763,67.8912175,69.72730195,59.44495,27.71121,68.22524,75.6459,142.9019,85.87665
"1117",107286960,"VPS29 retromer complex component",860,667,1133,780,727,85.088415,84.008861,91.351572,122.087629,35.5564,135.82707,123.2782,296.5135,109.7511
"1118",107286961,"arginine/serine-rich coiled-coil 2",508,462,664,614,383,11.242524,11.4188569,8.935709828,85.184521,16.829427,76.8670842,24.1623,43.446,57.1697
"1119",107286964,"ras homolog family member F (in filopodia)",40,29,39,36,36,9.891025051,10.26770069,10.52501532,19.368907,19.01119,17.94901,5.508002,9.255358,9.44705
"1120",107286969,"purinergic receptor P2X 4",258,207,302,255,115,60.19641,64.42459,60.529558,42.26822256,50.55880243,27.166199,24.9614,24.3028,11.6095
"1121",107286970,"endoplasmic reticulum protein 29",280,187,395,328,217,60.336853,57.412628,57.086256,182.958029,148.12261,147.280943,161.542,629.463,56.4167
"1122",107286971,"transmembrane protein 116",7,9,3,8,5,104.886119,107.75023,105.23817,28.18503,21.04657,62.76574,18.1406,8.77695,3.18392
"1123",107286974,"cut-like homeobox 2",16,21,38,20,25,2.867116,3.2341176,3.081086345,0.0222494,0.0128302,0.00765297,1.42949,2.00693,0.481816
"1124",107286977,"tectonic family member 1",111,87,65,83,67,14.468552,15.437446,14.667005,19.53007,29.22085,52.03525,63.0204,26.8789,18.5618
"1125",107286978,"PTC7 protein phosphatase homolog",1,4,2,2,3,19.702,20.84855,19.53201,9.42194,2.03635,18.9945,11.2641,14.481,13.2575
"1126",107286979,"kinetochore associated 1",0,0,1,6,3,0.7995205,0.37188016,0.5406414,2.268397,3.008789,6.440891,1.891824806,0.7494089,0.542044054
"1127",107286981,"MLX interacting protein",21,9,23,18,15,14.939244,15.947417,15.37651,19.34235,17.65697,12.21204,8.59526,10.5898,7.26764
"1128",107286990,"ribosomal protein L6",4575,3492,4341,3008,2820,190.967903,188.715929,189.635231,795.807177,679.460862,1026.656244,141.567,127.628,86.2682
"1129",107286991,"HECT domain containing E3 ubiquitin protein ligase 4",12,1,7,3,3,7.3669848,7.6516073,7.0610886,11.29619,11.53338,12.3583,5.08566,3.60664,2.602892
"1130",107286994,"BRCA1 associated protein",47,23,14,26,21,36.5704292,36.938286,36.480372,9.184386,4.34435,8.386668,11.4546,10.6728,6.90975
"1131",107286995,"ataxin 2",116,76,112,90,127,90.77122,82.779132,91.2040669,38.21429,23.17283,18.62703,21.34138,18.97011,11.00539
"1132",107286997,"myosin light chain 2",1,6,13,9,10,8.322031,7.850413,7.8873985,0.222273,0.37808,0.305814,20.14896,0.1496531,3.049479
"1133",107286998,"MANSC domain containing 1",130,61,36,90,16,5.99423,6.09013,6.13082,2.386656,3.228918,7.360576,13.2598,38.8227,21.034
"1134",107287000,"RAD9 checkpoint clamp component B",5,2,4,1,0,3.111317,2.801306,2.683822,0.1494207,0.201009,1.494681,1.9007742,2.8217,1.61073
"1135",107287002,"diablo, IAP-binding mitochondrial protein",285,217,338,207,274,41.1532729,45.093628,44.488994,47.21877,43.41206,60.19424,83.6249,159.4946,77.538333
"1136",107287004,"proteasome 26S subunit, non-ATPase 9",274,126,259,299,189,28.170055,25.400517,24.148506,154.155209,91.674276,78.401459,18.218018,82.38387,52.262787
"1137",107287005,"4-hydroxyphenylpyruvate dioxygenase",1308,724,1734,395,538,280.879137,270.46958,263.10704,1456.91898,872.7877,1049.09691,1132.253303,79.598259,214.402784
"1138",107287006,"MORN repeat containing 3",46,75,72,46,48,0.064475,0.215303,0.1311942,2.366659839,1.309141,0.5224686,3.26354,8.97904,4.35872
"1139",107287008,"ring finger protein 34, E3 ubiquitin protein ligase",7,2,4,2,0,8.3099,7.07581,8.93779,43.64551,20.0878,17.72128,11.49137,22.710341,15.68912
"1140",107287009,"dual specificity phosphatase 16",80,69,63,62,28,8.168816,7.871727,8.811504,3.151301972,3.527117,3.633934,10.51329,17.29295,9.95145
"1141",107287010,"anaphase promoting complex subunit 5",39,40,29,28,19,142.447097,150.915628,146.803641,47.6852895,60.67209983,69.362963,7.62677,7.51823,4.39585
"1142",107287011,"intraflagellar transport 81",36,33,42,46,12,2.9895305,2.7293375,4.2878836,4.463459,1.926701,9.989418,4.8385,4.51411,6.41685
"1143",107287012,"piccolo presynaptic cytomatrix protein",64,72,55,29,33,1.3668555,1.4936606,1.5202038,4.924728,3.085622,8.843144,0.213449,0.391682415,0.04498354
"1144",107287013,"fibulin 1",167,186,277,257,68,11.43535,12.0293,11.57142,11.302355,103.869357,6.8676379,5.22311,29.12826,34.3096663
"1145",107287014,"ataxin 10",81,104,84,97,75,44.7999,45.3638,47.9226,63.1402391,64.41027002,134.048251,44.79729,39.35151,51.28134
"1146",107287015,"wingless-type MMTV integration site family member 7B",0,0,0,2,0,8.820622,8.327894,9.437838,0.0442784,5.70796,0.0714761,0.076835502,0.108988,4.15444745
"1147",107287025,"lipoyl(octanoyl) transferase 2 (putative)",5,3,2,15,3,3.009068,2.7826117,2.43803,3.21672,5.21397,6.5221,10.7548,22.8492,5.23322
"1148",107287026,"phosphoglucomutase 2-like 1",6,2,4,5,8,1.424572,1.084469,1.212169,0.367972,0.128598,1.30691,0.300369,1.01937,0.760505
"1149",107287037,"RELT tumor necrosis factor receptor",0,0,0,0,0,3.763017,2.878418,2.908394101,1.880628,1.1465855,1.268863,0.299989,1.8733985,0.809974
"1150",107287045,"DnaJ heat shock protein family (Hsp40) member B13",7,7,17,5,6,0.343849,0.508749,0.642411,0.4996962,0.429195,0.6282117,0.477084,2.424891,4.311427
"1151",107287049,"mitochondrial ribosomal protein L48",16,13,22,15,20,17.6262782,16.4719777,16.7709133,21.70204,30.4091,50.49839,26.22331,18.54989,26.01838
"1152",107287053,"sprouty related, EVH1 domain containing 2",12,10,9,9,7,14.976265,14.577164,15.239529,12.90532,8.358174,8.276192,7.460724528,7.80782065,7.092593
"1153",107287055,"serine/arginine-rich splicing factor 3",1664,1260,2021,1496,1220,55.12735,50.1728874,48.3570483,149.435956,89.96771,126.552865,101.597,193.527,237.912
"1154",107287060,"apolipoprotein B mRNA editing enzyme catalytic polypeptide like 2",3,3,14,5,9,1.9399,2.21547,1.94197,0.0885176,0.612527,0.243574,0.747291,0.59613,0.371718
"1155",107287068,"BCL2 antagonist/killer 1",8,4,15,14,4,25.68392,25.652831,25.863223,11.759654,18.43641,13.74,13.66558,54.11553,25.09555
"1156",107287071,"KN motif and ankyrin repeat domains 4",253,225,256,211,147,2.39573,2.44305,2.55216,0.8677194,1.374043,0.703461,1.880746,5.159095,2.651546
"1157",107287072,"angiopoietin like 3",6,19,13,18,8,8.111172,9.255253,9.7402755,15.28218,1.019094,66.83281,1.47916,0.160367,0.163176
"1158",107287074,"ALG6, alpha-1,3-glucosyltransferase",235,183,260,190,127,2.4986215,1.705513,1.667906,2.987311066,2.295739356,9.896033,15.27028,20.55898,11.19843
"1159",107287078,"receptor tyrosine kinase-like orphan receptor 1",17,15,17,22,21,1.59595,1.54133,1.56808,1.442868,0.735323,2.62967,0.928474,2.60518,1.31593
"1160",107287080,"TM2 domain containing 1",241,157,334,253,198,23.032585,25.957508,24.098334,17.483937,10.743432,49.515494,37.03507,49.34978,38.32849
"1161",107287081,"PATJ, crumbs cell polarity complex component",314,187,372,351,250,18.502169,19.5857832,19.838062,37.12850245,24.34069678,34.226051,76.07003,86.37868,103.1639
"1162",107287082,"ubiquitin specific peptidase 1",371.23,320.73,663.44,441.67,480.16,27.4701,21.095608,22.32003,3.13092,1.655000001,9.35247,8.023151,28.09032,12.8262
"1163",107287083,"dedicator of cytokinesis 7",250,206,320,306,327,12.3358678,15.2000695,17.31804491,6.6108049,3.93139471,11.36789222,3.69504,2.85467,3.36123
"1164",107287085,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",3001,1583,65,213,73,19.6234,19.77,20.0684,10.476233,3.630293,14.831646,10.767897,125.071816,0.9665275
"1165",107287087,"zinc finger protein 217",32,30,100,95,64,8.046078,7.7563757,7.954130394,4.21443,3.829134,12.45772,2.4657691,10.096318,2.4276715
"1166",107287097,"NFS1 cysteine desulfurase",1218,1138,1472,855,822,79.45991,77.594113,82.74708,48.16199,54.20435,50.81721,49.268021,60.03068,31.14423
"1167",107287098,"reactive oxygen species modulator 1",694,640,924,850,743,375.276261,332.81696,384.988808,224.36181,135.794826,128.0937,271.154,1066.76,691.758
"1168",107287104,"growth differentiation factor 5",0,1,1,0,0,0.264413,0.189406,0.322669,0.0701146,0.0738158,0.131398,0.0289997,0,0.0102833
"1169",107287111,"RAB interacting factor",481,392,782,565,330,12.1849,11.9452,12.4054,3.47998,2.78882,5.56651,33.5512,0,23.8753
"1170",107287127,"peptidoglycan recognition protein 2",1997,1308,1514,638,1528,2.237590793,2.597954,2.70948,0.058745,0,0.0318446,0.755518,1.98864,0.463693
"1171",107287134,"angiomotin like 2",1966,586,622,853,469,30.382211,30.666341,31.424429,38.30850002,27.3637289,21.43509006,17.4463,26.9558,15.9475
"1172",107287137,"iroquois homeobox 2",65,41,67.01,24,33,16.008337,15.855968,14.327146,6.82827,8.273475,4.51323,2.82693,1.73324,11.0783
"1173",107287152,"defender against cell death 1",547,584,765,772,511,517.126647,502.880695,503.280325,133.676,198.045,209.655,189.459,123.633,275.606
"1174",107287154,"CGRP receptor component",88,67,117,72,91,13.650823,14.151358,13.795055,18.53827,11.47072,19.67283,38.496243,74.78172,52.864797
"1175",107287160,"tubulin epsilon 1",88,39,72,49,60,0.9336633,1.1033603,1.0480307,10.51623351,4.0604176,19.10449499,4.658749,6.87639,7.53979
"1176",107287161,"FYN proto-oncogene, Src family tyrosine kinase",89,83,369,310,215,12.27482271,10.12647898,9.814032742,38.944672,38.56849225,24.53102365,4.000474,12.907446,15.339573
"1177",107287179,"ligand of numb-protein X 2",203,69,42,68,30,19.85417,17.36515,19.74256,4.895768,1.62571,7.35132,7.21117,16.42998,6.83922
"1178",107287183,"CDC42 binding protein kinase beta",638,572,1064,1050,751,108.10525,97.58705,103.76481,42.49755,38.82635,38.59509,20.18716,0.0438234,17.605732
"1179",107287185,"TNF receptor associated factor 3",12,5,20,45,22,8.0574888,8.9085458,8.151426,7.5294402,6.851286472,6.130475141,4.339728,0.038116,2.46892
"1180",107287186,"solute carrier organic anion transporter family member 4C1",20,16,54,35,16,0.763534,0.760652,0.663189,11.7287,2.69499,26.1833,4.778001,0.317697,4.02221
"1181",107287188,"importin 8",50,33,53,44,34,13.7701935,11.9272419,12.5495333,29.75715,12.052994,27.507169,9.19718,10.20178,9.7838
"1182",107287192,"KIAA1551 ortholog",478,412,766,1068,521,7.868226,8.378388,9.4085666,1.731231,0.6658226,10.26653,2.74361,15.6094,7.07186
"1183",107287196,"FYVE, RhoGEF and PH domain containing 4",354,325,407,467,219,6.6311512,6.5004325,6.027506,6.56572667,4.008887,13.682195,3.158665,5.364331,3.167462265
