logFC..venom...liver,logFC..venom...kidney,logFC..venom...heart,logCPM,F,PValue,genes,description,MM.turq
5.535622791,-0.633614923,4.614703484,7.110819464,15.89631811,0.000192769,107292308,solute carrier family 12 (sodium/potassium/chloride transporter) member 2,0.620490176
2.169119866,-0.088029979,1.449754251,4.215047578,15.78398434,0.000196511,107297046,leucine-rich repeat-containing protein 16A-like,0.84897536
-3.555003561,-3.147985449,-1.067715295,3.382113935,15.74780848,0.000201333,107302775,mitochondrial amidoxime reducing component 2-like,0.488245717
-3.555003561,-3.147985449,-1.067715295,3.382113935,15.74780848,0.000201333,107302776,mitochondrial amidoxime reducing component 2-like,0.488245717
3.983426794,1.940669736,3.311474355,5.492055545,15.69632428,0.000204404,107288616,KDEL endoplasmic reticulum protein retention receptor 3,0.858156257
1.733021376,2.390731391,1.917066776,3.663628142,15.50391298,0.000213496,107288399,threonyl-tRNA synthetase,0.315439398
-3.501838676,-2.155385092,-0.136597118,8.902317615,15.5130564,0.000215793,107301157,aldehyde dehydrogenase 9 family member A1,0.63446603
-2.081243306,0.547683486,0.834760167,6.74180235,15.29223988,0.000230516,107288857,fatty acid synthase,0.734928004
2.82090357,-0.903400217,-0.177042576,5.617873897,15.26465478,0.000232436,107287134,angiomotin like 2,0.664359493
-2.290201846,-1.689416803,0.190283057,6.198241425,15.20744422,0.000236479,107289465,choline phosphotransferase 1,0.704134259
-3.374980432,-1.526242305,-0.425924519,0.85148339,15.15004256,0.000237472,107289413,fidgetin like 2,0.251218562
-5.46068405,-0.803103223,-1.770156085,1.274022079,15.17730006,0.000238642,107284673,ERBB receptor feedback inhibitor 1,0.177595133
-7.230970578,-0.829431665,-1.840624067,1.00593669,15.05516902,0.000247647,107285006,beta-13-galactosyltransferase 5-like,0.160340242
-1.436933623,-2.380473491,5.463776112,3.20273908,15.05291932,0.000247817,107289731,receptor expression-enhancing protein 6-like,0.871318804
-3.040772479,-2.368500668,-1.283762899,3.453787625,15.00177145,0.000249902,107286331,selenoprotein O,0.763490074
5.85998081,2.202010448,2.465156886,2.157067008,14.97083169,0.000254097,107286783,ubiquitin specific peptidase 43,0.862876515
3.638178383,2.520030223,3.076184678,1.580866969,14.91909523,0.000256307,107296203,RBBP8 N-terminal like,0.865806128
0.757154485,-0.396646383,2.853783767,1.944347559,14.89311254,0.000256862,107298685,coiled-coil domain containing 91,0.478686375
-2.282425428,0.00572821,0.012757101,3.111162942,14.87487643,0.000258717,107292772,DALR anticodon binding domain containing 3,0.314331526
2.561422562,3.242467252,3.001748128,2.721408244,14.88203559,0.000261102,107287076,vitamin K epoxide reductase complex subunit 1 like 1,0.824971725
-2.735077787,-3.22806122,-1.004106118,4.065192482,14.85463852,0.000263309,107298641,nicalin,0.837081061
7.940376433,3.525252125,5.693880571,3.466736329,14.68430867,0.000277528,107283721,calcium release activated channel regulator 2A,0.810377011
-4.467218273,-2.230069869,-0.834426802,10.37091444,14.67752214,0.000278112,107290842,phosphoglycerate dehydrogenase,0.484701995
4.358247084,-0.063981615,3.233291121,3.927731475,14.66657523,0.000279059,107286703,plexin B3,0.898442886
8.520814112,-0.168987869,7.139611295,5.906806208,14.65085603,0.000280425,107285747,calbindin 1,0.842773285
-2.327057192,-1.441179262,4.529547487,2.255303273,14.64404899,0.000281018,107302701,ADP ribosylation factor like GTPase 14,0.638357991
-1.617670534,-2.462926666,-0.777854746,4.428761735,14.59729672,0.000281963,107296220,ATP synthase H+ transporting mitochondrial Fo complex subunit s (factor B),0.290885082
4.124078804,0.194097721,2.969104239,6.905412,14.57938702,0.000286733,107302526,sortilin 1,0.954703363
7.512139989,0.225612699,4.856955937,3.265883943,14.54567653,0.000289766,107284365,villin-like,0.659839595
0.480113432,2.964199017,-5.272884811,3.821641429,14.52606726,0.000291548,107297574,ATP-binding cassette sub-family C member 8-like,0.583271452
5.843648102,0.530356387,3.79265046,0.81974639,14.51804016,0.000292281,107288140,mannosyl (beta-14-)-glycoprotein beta-14-N-acetylglucosaminyltransferase,0.169920328
-0.748848756,-0.797281808,-4.790386568,2.783869903,14.48677445,0.000295156,107288404,solute carrier family 45 member 2,0.13070675
5.790621911,5.475864249,7.421989546,5.760580657,14.43424871,0.000300062,107291265,grainyhead like transcription factor 1,0.948954791
-1.3365774,-2.62386618,0.200301477,7.041624073,14.42440157,0.000300992,107288018,cbp/p300-interacting transactivator 3-like,0.919927585
2.681549294,-1.122200159,1.713885984,3.445762666,14.31684191,0.000311377,107299955,solute carrier family 44 member 3,0.872381826
4.463384758,2.397176874,3.743264995,3.384633881,14.20858817,0.000322253,107285837,transmembrane protein 229B,0.750809534
1.805943233,2.473013145,-0.578166228,2.931152247,14.14527985,0.00032871,107291851,sarcoplasmic/endoplasmic reticulum calcium ATPase 3,0.692482684
-1.231512554,-0.014845931,2.279218837,10.1428269,14.02719283,0.00033731,107289684,ADP/ATP translocase 3,0.537088403
-0.256842443,1.01984133,2.655745087,4.793357833,14.02690266,0.000341523,107286870,fucosidase alpha-L- 2 plasma,0.800157568
2.30469571,1.885071537,1.817594187,5.748076054,14.02310119,0.00034194,107288064,ER degradation enhancer mannosidase alpha-like 3,0.675124175
-1.512089352,-1.271430846,4.351401344,4.930636334,14.00493803,0.000343942,107291670,monocarboxylate transporter 2-like,0.863570551
1.668001883,1.653464954,-0.654685411,5.510551796,14.00048083,0.000344436,107290887,LIM zinc finger domain containing 1,0.511845346
-4.086263865,-4.581728767,-2.28576624,2.205698582,13.96636776,0.00034824,107288287,enoyl-CoA hydratase short chain 1 mitochondrial,0.555596854
5.509884831,-3.380372941,1.929201708,0.771425336,16.77106802,0.000350653,107284432,interleukin 1 receptor accessory protein like 1,0.093509699
-3.222477035,-2.086084715,0.080495572,6.862349916,13.93223011,0.000352096,107282520,nuclear protein 1-like,0.530805685
3.235229179,-0.798675803,2.961259954,7.051777717,13.83670219,0.000363155,107302740,target of myb1 like 1 membrane trafficking protein,0.130665775
2.704233506,2.45749969,0.024909347,1.381217982,13.76653626,0.000367062,107282894,homeobox protein Meis1,0.257511915
3.182826057,4.210746703,1.461383595,2.582465579,13.80290921,0.000367164,107290521,T-cell lymphoma invasion and metastasis 1,0.630121866
0.81748156,-1.050466644,-0.627837509,5.838510678,13.71586112,0.000373197,107287169,REV3 like DNA directed polymerase zeta catalytic subunit,0.369626069
-3.344452736,2.230318255,4.697625067,-0.094074921,16.48785436,0.000375474,107294667,one cut domain family member 2-like,0.634028336
0.418307374,-1.253306465,0.709208848,4.568464276,13.63013804,0.000383849,107292269,phosphatidylinositol-45-bisphosphate 3-kinase catalytic subunit beta,0.221379694
5.765891272,2.013298303,3.363944866,4.40663734,13.58141122,0.000394761,107284889,chromosome unknown open reading frame human C11orf65,0.657268922
6.296163833,3.908010246,1.93111795,1.611944836,13.56240014,0.000397241,107285864,uncharacterized LOC107285864,0.905533176
2.733051564,2.756550874,2.40629598,6.151323745,13.5186899,0.000403011,107284111,ectonucleoside triphosphate diphosphohydrolase 6 (putative),0.942711496
-3.024175764,-1.143560555,-0.873999395,6.080039905,13.50730752,0.00040453,107291253,glyoxylate reductase/hydroxypyruvate reductase,0.635999656
-2.015649709,0.11471063,0.562357374,3.788891009,13.43142555,0.000414828,107294506,adiponectin receptor 2,0.932209359
0.528686223,-2.395917995,0.680504263,2.5875961,13.40201517,0.000418901,107300052,leucine rich repeat containing 20,0.284350847
0.776509227,0.81280071,-1.812160662,3.843212059,13.39055523,0.000420501,107283698,microtubule-actin crosslinking factor 1,0.658612651
2.421107941,1.154677371,-1.110662862,1.787076882,13.2705385,0.000432589,107289288,protein tyrosine phosphatase non-receptor type 14,0.273454373
1.111649621,1.471824198,-1.602292662,1.52985362,13.19698024,0.000443429,107287211,proline rich membrane anchor 1,0.157782021
-2.713472187,-1.815555451,0.94560739,3.035261393,13.21770091,0.000445521,107283286,family with sequence similarity 136 member A,0.561492279
-1.492127072,-0.116371535,1.184715812,6.559248467,13.18399926,0.000450155,107297698,seryl-tRNA synthetase,0.900307235
2.366516045,1.188386516,1.577480444,5.149336015,13.16662478,0.000450745,107302871,golgin RAB6-interacting,0.857927766
-2.851077675,-2.33558135,-0.490703679,3.637718782,13.15809273,0.000454549,107283977,coronin-7-like,0.551238319
0.123900561,-1.82660187,2.025603502,2.073534957,13.13014694,0.000457275,107295821,mitochondrial dicarboxylate carrier-like,0.480652495
0.920324152,0.541543242,-0.930384215,5.182411688,13.04574127,0.000466732,107287939,protein kinase D3,0.693027447
-0.800419101,-1.737023493,1.401230752,6.515760852,13.04718273,0.000471924,107286825,isochorismatase domain containing 1,0.875624334
3.893465913,3.928865752,-0.264487786,0.988526352,13.03483272,0.000473906,107289273,PTPRF interacting protein alpha 4,0.688838895
4.60139864,7.856859856,5.656676955,-0.147080073,15.52848297,0.000476867,107291304,grainyhead like transcription factor 3,0.713542992
1.640717666,4.608087416,3.44104005,2.141896149,12.99603924,0.000480196,107284382,CKLF like MARVEL transmembrane domain containing 8,0.774627637
2.753488797,3.215823559,1.82600089,3.836213855,12.99042978,0.000481114,107288722,interferon-related developmental regulator 2,0.823673327
2.780473899,-2.889111817,0.930880723,5.466199351,12.98978128,0.00048122,107282573,solute carrier family 16 member 6,0.548412763
-3.187778104,-2.644555471,-1.757191221,1.552792413,12.94995451,0.000482231,107298653,mitochondrial ribosomal protein L41,0.255959901
2.379704984,-4.596054076,2.831355785,6.384565984,12.91566712,0.000493542,107295484,cadherin EGF LAG seven-pass G-type receptor 3-like,0.931541217
-1.616068668,-0.789502859,0.075782346,5.741485459,12.84133674,0.00050054,107288719,tumor suppressor candidate 2,0.461797455
2.674262333,3.33954007,5.550011647,4.904643053,12.8480871,0.0005051,107285591,ATPase phospholipid transporting 8B1,0.772043144
-1.969258056,-0.920778295,-0.642399172,4.552565744,12.7849246,0.000510369,107283246,gamma-glutamyl carboxylase,0.760622006
5.633682777,4.249719342,2.552475431,0.175500869,12.79765178,0.000513933,107286694,arylsulfatase family member J,0.570604496
0.963196108,-0.110922793,-1.864834156,2.177597153,12.76332063,0.000514192,107292488,TBC1 domain family member 9,0.535361644
-3.02925917,-2.896309167,-2.24880541,3.713334579,12.71361251,0.000529054,107291526,pyruvate dehydrogenase kinase 1,0.800613158
-0.619290223,-3.768119718,-4.735944271,0.313455961,12.69329728,0.000529945,107298162,PPARG coactivator 1 alpha,0.403625862
-3.228875366,-2.277305184,1.549279988,4.635870347,12.70776799,0.000530125,107284487,cytochrome P450 4B1-like,0.150208784
6.911011348,4.241681103,4.772965789,6.637602348,12.66675687,0.000537711,107285463,selenoprotein M,0.90629338
-2.064826527,-0.381029115,1.221499782,4.248763185,12.64938461,0.000540962,107282910,2-hydroxyacyl-CoA lyase 1,0.786118412
5.208415005,-1.765295483,1.803886848,4.311022595,12.64452595,0.000541876,107291319,claudin 15,0.705242621
-5.042998996,-3.301546647,-2.02126553,1.24066507,12.64220913,0.000542312,107298744,chromosome unknown open reading frame human C1orf115,0.122804291
2.676704408,0.156741755,1.728509104,5.733731811,12.63568568,0.000543542,107288221,SH3 domain binding glutamate rich protein like 2,0.650619545
-2.57851546,-3.443345699,-1.254741845,3.077143591,12.57372139,0.000555395,107303305,limb development membrane protein 1,0.272909754
-3.262888416,-0.198719286,1.103498467,5.559140869,12.50906528,0.000568085,107287071,KN motif and ankyrin repeat domains 4,0.497106991
0.994257083,5.352856582,3.762498801,4.858194734,12.50019267,0.000569853,107292372,ST3 beta-galactoside alpha-23-sialyltransferase 4,0.90774892
0.352739817,3.792402643,4.421475426,4.445987322,12.47775333,0.000574353,107285356,solute carrier family 7 member 11,0.935238803
0.580176393,2.508062585,2.352541154,5.48574353,12.45902033,0.000578141,107293128,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,0.491516917
4.574387139,5.703916744,5.31894521,3.680824623,12.4430563,0.000581392,107290331,solute carrier family 46 member 2,0.882212384
4.677256457,2.751666303,1.887239247,2.934311459,12.43579004,0.000582879,107282361,dickkopf WNT signaling pathway inhibitor 2,0.310256057
5.508812363,2.386477934,5.723903591,0.079380296,12.42307867,0.000585491,107302907,rho guanine nucleotide exchange factor 38-like,0.436640215
-1.334689854,-1.63005533,-3.187959141,3.59273762,12.42019083,0.000586087,107301792,mitochondrial calcium uptake family member 3,0.606405284
2.013599505,1.62072185,2.408903752,6.399721169,12.36662975,0.000597258,107285410,solute carrier family 25 member 17,0.864538697
-4.244923468,-1.252331131,-1.277224648,7.672868478,12.31667522,0.000607901,107292171,pterin-4 alpha-carbinolamine dehydratase 1,0.782748862
14.01542372,3.876751241,7.280902399,5.644023071,14.59677215,0.00060858,107287604,ATPase H+ transporting V1 subunit G3,0.922979023
0.314673225,-0.097366431,-2.972374371,0.856616475,12.25262826,0.000615693,107296232,notch 1,0.266957792
8.040966937,3.392594884,5.826974124,0.042853922,14.55132839,0.000616058,107297039,kelch domain containing 7A,0.858068872
-2.400939685,-1.806452833,5.622486907,5.539112704,12.27791856,0.000616312,107290074,solute carrier family 15 member 2,0.527342601
-0.245088085,-1.734116983,-0.051004458,6.920001319,12.21190914,0.000624128,107292633,NCK associated protein 1,0.792624565
-0.423615815,-0.599084409,-10.57699681,12.95222629,12.22424288,0.000628185,107296511,coiled-coil domain-containing protein 91-like,0.608015917
1.176278278,1.883422669,1.336790224,3.533743174,12.1526063,0.000637513,107299013,mannosidase beta,0.798500586
3.637421943,4.954920644,4.477172398,5.335819458,12.17340801,0.000639678,107296774,heat shock protein family A (Hsp70) member 5,0.849995933
4.739659446,2.264081642,1.916608639,0.847343983,12.13319639,0.000642816,107294354,bisphosphoglycerate mutase,0.202571958
3.863559983,1.925259892,5.824533972,3.640627171,12.13257594,0.000649087,107292268,chromosome unknown open reading frame human C6orf132,0.474083146
8.829819319,0.352513649,7.769372404,7.265011167,12.11689573,0.000652744,107289611,ETS homologous factor,0.839440289
1.890009393,2.551696738,3.765548579,6.33189121,12.04417966,0.000670018,107302498,solute carrier family 30 member 7,0.909875632
-3.899076898,-0.52290203,-1.786806796,3.038320505,12.03656909,0.000671856,107299265,S-adenosylmethionine synthase isoform type-1-like,0.27091427
3.494796095,1.798913113,1.519854336,2.728676827,12.03461418,0.000672329,107294707,NEDD4 binding protein 3,0.504271572
1.897189679,2.374157687,2.503800585,2.71973233,11.99917005,0.000677701,107287124,uncharacterized LOC107287124,0.842609346
-3.624100705,-3.17366839,3.591475158,1.842076481,11.9820791,0.000685194,107295023,calcitonin-like,0.817569972
-1.560113359,-0.838883879,0.662233539,5.842532368,11.95181696,0.000688673,107302725,zinc finger protein 706,0.2039389
-3.3108858,-3.086676676,-0.319365445,0.036952817,11.91684216,0.000694154,107294700,exosome component 4,0.400700694
3.857256732,5.233158793,5.531410038,5.478931552,11.92658953,0.000699095,107287945,methionine adenosyltransferase 2A,0.926111396
2.621100602,1.163672671,-0.154574781,4.561226132,11.88612628,0.00070944,107293631,carnosine synthase 1,0.794229432
3.726954036,-4.576720481,-2.588768503,0.42910398,14.02992352,0.000710294,107301535,kelch-like protein 32,0.208826838
8.946980978,0.797614459,4.768664869,5.38098292,11.86248711,0.000715567,107282202,cytochrome b561,0.468829818
1.13453937,3.245076611,3.970479358,5.018690975,11.84930742,0.00071901,107303308,insulin induced gene 1,0.8187698
-1.514532161,-0.336542992,0.438218847,6.268263582,11.78866501,0.000727407,107283420,uroporphyrinogen decarboxylase,0.7237718
2.148039015,1.446552034,-0.428703905,4.124191064,11.80928267,0.000729584,107286725,cAMP-specific 3'5'-cyclic phosphodiesterase 4D-like,0.411624962
-2.022198287,0.253476692,0.359841161,5.014582097,11.74898666,0.000745858,107291998,phosphatidylserine synthase 2-like,0.852980778
2.383677852,-0.862687772,-0.281221996,2.112128906,11.68309373,0.0007562,107290192,family with sequence similarity 69 member A,0.162376044
1.525973873,-2.036170453,1.588446634,6.602940633,11.7094908,0.000756748,107291565,transmembrane protein 106C,0.674331991
-3.421428903,-3.668318612,-2.411576117,1.36331707,11.6793584,0.000757243,107295320,mitogen-activated protein kinase kinase 2,0.47910177
-1.392634327,-1.089357308,-0.158551641,5.930333111,11.67351776,0.000758877,107283036,Yip1 domain family member 1,0.29945931
4.371351438,-0.999708333,3.548389398,2.892024462,11.68616344,0.000763268,107291941,neutral amino acid transporter B(0)-like,0.781640553
3.642966245,4.85251693,5.740393599,7.874805701,11.68592627,0.000763334,107289330,cysteine rich with EGF like domains 2,0.853913436
4.205136461,2.159394961,1.059045026,2.319970095,11.67331886,0.000766886,107300880,protein jagged-1b-like,0.560182814
1.423600049,0.059016104,3.855955302,4.775601961,11.63990225,0.000776392,107282178,microtubule associated protein 7,0.867622154
3.541530869,3.835432572,-0.900012684,2.979887591,11.6333814,0.000778263,107290477,phosphodiesterase 3A,0.869502605
-1.427402144,-3.435667678,4.548761491,3.017910699,11.6150464,0.000783552,107296539,putative DMBT1-like protein,0.214161889
0.922354966,3.31534728,3.298037717,4.015323372,11.6059338,0.000786197,107291847,major facilitator superfamily domain containing 7,0.802508234
4.031148337,0.223684301,-1.296977312,1.07419941,11.55395071,0.000798372,107294110,uncharacterized LOC107294110,0.335985964
4.316858062,2.520982989,-0.925216766,3.575871387,11.52054884,0.000811489,107285261,Kazal type serine peptidase inhibitor domain 1,0.398064976
0.834250582,-1.354805674,7.717328267,1.398277728,13.47817461,0.0008296,107291693,carnosine dipeptidase 1 (metallopeptidase M20 family),0.636103623
2.314599731,0.450696953,1.566409816,3.088503326,11.43322969,0.000829817,107287728,dynamin binding protein,0.528246444
-2.612640224,-1.485836959,0.435107553,4.481649053,11.43906641,0.000836516,107292430,solute carrier family 3 member 2,0.676289702
4.668161077,3.503362151,5.290651675,2.922841558,11.43135409,0.000838931,107293646,myosin VIIA and Rab interacting protein,0.797135551
4.646584716,-3.134365857,-0.07783121,-0.053240813,13.38170119,0.000849409,107291750,discs large homolog associated protein 2,0.700642705
-0.993743969,1.127620434,1.791663932,7.165207892,11.38315301,0.000854211,107286869,peroxisomal biogenesis factor 3,0.76600296
-2.682957059,-0.994591293,-0.163740294,6.066289039,11.38069301,0.000855,107288414,mitochondrial intermediate peptidase,0.547413262
-0.485458985,-1.997406328,-1.193974219,4.94803007,11.34737182,0.000857758,107288371,uncharacterized LOC107288371,0.104561386
1.778776223,0.077901599,-1.19238736,5.332972753,11.29901259,0.000881672,107288067,uncharacterized LOC107288067,0.702437503
6.192072612,3.084122978,5.182226766,2.217825464,11.27474288,0.000889784,107299565,neuron-derived neurotrophic factor,0.788170633
12.27036545,12.27036545,12.27036545,3.812706087,26.46819279,0.000896186,107301906,snake venom metalloproteinase ACLF-like,0.699745144
-0.865564076,2.321043708,4.226574076,4.831981977,11.25484189,0.000896501,107291410,cytochrome P450 2J2-like,0.612841615
2.641872515,2.610769983,0.733677544,2.448812681,11.24015774,0.000898806,107284282,tumor necrosis factor receptor superfamily member 21,0.845231836
2.142108275,-0.448799462,-1.370978283,3.471967181,11.22850001,0.000905482,107283224,CDC42 effector protein 4,0.501358174
-0.649720924,-1.460138051,1.035969804,5.227742764,11.12743982,0.000940931,107283235,prenylcysteine oxidase 1,0.518784802
2.638225519,2.563965659,1.548540679,4.713524825,11.05613121,0.000966921,107303033,N-ethylmaleimide sensitive factor,0.865369275
-1.92118448,-0.91548603,0.09679644,7.215852473,11.01388864,0.00097424,107286766,mitochondrial carrier 2,0.483998483
2.427945518,2.151285509,2.307881899,4.64368253,11.0297674,0.000976742,107286230,YKT6 v-SNARE homolog (S. cerevisiae),0.852534948
4.520969985,0.797449046,0.694080591,3.843565519,11.02170992,0.000979766,107287515,Golgi integral membrane protein 4-like,0.863647341
3.155055471,3.398634283,3.145002153,6.52848705,11.00583053,0.000985759,107294083,SEC24 homolog D COPII coat complex component,0.880645377
-3.967602647,-1.490113057,-1.31430034,3.451395956,10.98137141,0.000995075,107287165,solute carrier family 16 member 10,0.81065375
4.428451377,3.138691452,3.126129733,2.098140613,10.95811467,0.001004027,107288766,TBC1 domain family member 16,0.944444492
-2.20197066,-1.882649842,-0.202052416,2.184316265,10.84164235,0.001040154,107284183,GINS complex subunit 3 (Psf3 homolog),0.595718324
1.246551086,-1.395333147,-1.679893682,4.654852623,10.84862548,0.001047461,107297048,PDZ and LIM domain protein 4-like,0.388595483
-3.01166558,0.855956962,-0.573654776,2.145875742,10.84281913,0.001049825,107283219,cannabinoid receptor interacting protein 1,0.215741757
-3.176369723,-2.410492932,-0.236638624,1.184540882,10.76396038,0.001073432,107301231,39S ribosomal protein L9 mitochondrial-like,0.113652387
0.086899394,-0.088425196,-2.569764771,2.836282297,10.78300429,0.001074545,107290100,acyl-coenzyme A thioesterase 1-like,0.465689536
-2.509061505,-1.154118154,0.558901916,2.657329506,10.75701007,0.001085499,107298703,ribosomal protein S6 kinase B1,0.340762205
6.523261043,-1.152459647,3.464289243,0.095239113,12.54470387,0.001091566,107290405,UDP-GlcNAc:betaGal beta-13-N-acetylglucosaminyltransferase 7,0.46060779
-0.335346868,-0.081114084,1.488539977,5.215257482,10.71305054,0.001093772,107286329,plexin B2,0.585524228
0.589907102,2.386428418,4.353628172,5.327098053,10.73345026,0.00109554,107292983,stearoyl-CoA desaturase (delta-9-desaturase),0.614356516
4.967382921,2.490864802,2.679158573,0.442521847,10.66479422,0.001122237,107291556,XK related X-linked,0.197542519
-2.010174011,-1.869710266,-0.570257326,5.448720067,10.66635003,0.001124739,107285096,biogenesis of lysosomal organelles complex 1 subunit 2,0.586788275
0.73145083,2.104024315,3.619468022,1.744485756,10.64304072,0.001131883,107298236,spermine oxidase,0.775218051
2.076428794,1.170759273,-0.243051109,3.533952931,10.62331866,0.001134527,107295622,inactive ubiquitin carboxyl-terminal hydrolase 54-like,0.368302338
2.795999721,2.726379597,1.562487562,5.361620691,10.61949788,0.001145666,107289696,prolyl 4-hydroxylase subunit alpha 2,0.872745876
-1.486575421,0.427291252,1.517240643,2.887670234,10.56778417,0.001169295,107301634,glutamate--cysteine ligase catalytic subunit-like,0.282197944
2.122127458,2.291669415,3.205345528,5.481915218,10.53892711,0.001182728,107288043,solute carrier family 33 (acetyl-CoA transporter) member 1,0.842738445
-1.360234464,-0.960245358,1.319460216,7.015471304,10.53139042,0.001186266,107295144,cordon-bleu protein-like 1,0.962774923
3.244765447,-0.752247082,1.006408177,2.770765757,10.51811944,0.001192526,107295666,exostosin-like glycosyltransferase 1,0.875214414
-1.35765958,-0.688142513,1.007195992,4.431848822,10.48924261,0.001206281,107286970,endoplasmic reticulum protein 29,0.810468565
-4.339575187,-0.915625821,-2.070588517,4.055383493,10.46544567,0.001217755,107289112,S-adenosylmethionine synthase isoform type-1-like,0.277919024
-1.839324841,-1.140622712,-0.120401545,5.462231708,10.41373536,0.001236745,107290287,caseinolytic mitochondrial matrix peptidase chaperone subunit,0.727121323
-2.880461166,0.543577217,1.238066398,0.976410638,10.41142037,0.001244283,107303081,Rap guanine nucleotide exchange factor like 1,0.714821744
-1.782066826,-2.316035971,-0.480690726,7.945001821,10.35309021,0.001267179,107285068,acyl-CoA dehydrogenase C-4 to C-12 straight chain,0.287912307
1.659815334,1.549637559,-1.486260603,0.647811976,10.33627166,0.001270486,107290078,semaphorin 5B,0.332345522
5.582543882,1.615242126,3.735719549,2.819374862,10.32744862,0.001286867,107286774,major facilitator superfamily domain containing 6-like,0.860523885
2.258405346,-0.253477082,2.218974878,5.828042647,10.3185678,0.00129147,107293197,protein kinase C delta,0.496772013
5.596220117,4.288319744,2.175791237,0.192424251,10.30460532,0.001298745,107288615,insulin like growth factor binding protein-like 1,0.430614486
4.971262259,-1.963686494,9.117335875,5.968784591,10.29983753,0.00130124,107285882,tumor protein D52-like 1,0.894919418
-0.901741597,0.819245857,3.541112516,2.521953788,10.2578378,0.001323464,107294605,spermidine synthase,0.925075125
-4.199187029,-3.602442138,-0.304104419,2.684322596,10.25233475,0.001326408,107289585,activin A receptor type IC,0.264008736
1.316001104,-1.245028358,-0.493208343,5.767300937,10.23346334,0.001336565,107297639,oxysterol binding protein like 5,0.416122258
-3.058575077,-1.202587941,-5.020411145,-0.114817516,10.23055403,0.001338139,107296692,mothers against decapentaplegic homolog 6-like,0.353519636
0.211079693,-0.743955094,5.856042938,4.15617366,10.20806509,0.001350377,107291103,single immunoglobulin and toll-interleukin 1 receptor (TIR) domain,0.739077001
3.161015076,3.268612208,2.413514258,3.189846405,10.20471082,0.001352214,107300978,probable phospholipid-transporting ATPase VA,0.96375003
2.405017696,2.955923597,2.536991343,3.648548261,10.1798838,0.001365899,107303322,golgi reassembly stacking protein 1,0.571810177
-0.988734449,-1.824458267,-0.037371318,6.120041283,10.15767586,0.001371369,107283429,aldo-keto reductase family 1 member A1 (aldehyde reductase),0.600889507
2.288663214,1.55050767,3.155271103,3.78482463,10.13460937,0.001391274,107292091,transmembrane protein 180,0.730700946
4.068585165,3.311971852,3.448735222,5.297551095,10.11255115,0.001403837,107295506,proton-coupled amino acid transporter 1-like,0.951840041
1.960727298,1.868159226,1.121267442,2.66227847,10.08765694,0.001405405,107296756,protein phosphatase 2A regulatory subunit 4,0.81309489
3.22106619,2.592611952,1.809176887,4.00592407,10.09880939,0.00141173,107293249,mutated in colorectal cancers,0.95078337
1.954158,2.811115858,4.955268053,9.314376522,10.06051652,0.001434,107284495,mesencephalic astrocyte derived neurotrophic factor,0.905663283
4.024486384,2.804581878,0.238652314,1.214441442,10.05492035,0.001437289,107301598,major facilitator superfamily domain containing 2A,0.60171436
0.773886899,0.561180552,3.74647651,5.195881009,10.05176604,0.001439146,107285866,coxsackie virus and adenovirus receptor,0.350866833
4.450614965,0.999107287,2.210316968,5.825247964,10.03461593,0.001449296,107284549,transmembrane protein 63C,0.96136841
-1.352249669,-0.085665262,1.42984221,4.542113246,10.03250142,0.001450553,107303257,motile sperm domain containing 1,0.781410855
2.281651619,2.948492369,3.44245791,6.436661555,10.02862407,0.001452861,107297104,transmembrane emp24 domain-containing protein 10-like,0.967131915
-1.172907058,-0.063906909,5.387346623,2.629028792,10.0082545,0.00146506,107300419,stress-associated endoplasmic reticulum protein 1,0.810734894
1.923857298,0.874174543,1.292916399,3.578947794,9.972594955,0.001473471,107291302,NIPA like domain containing 3,0.619788894
-3.514426716,-0.498402403,0.809554928,1.711573752,9.966748905,0.001490288,107301925,sterol 26-hydroxylase mitochondrial-like,0.408344712
2.652247464,3.025205334,2.675602272,1.564218209,9.960528564,0.001494112,107301472,adenosine monophosphate-protein transferase FICD-like,0.877575916
7.371555143,2.53984166,5.257411072,3.39839314,9.956621807,0.00149652,107283456,transmembrane protein 125,0.930412399
6.309756565,4.47910909,4.222961978,0.598653778,9.955102927,0.001497458,107287904,synaptotagmin 7,0.870393279
5.926575281,0.251385073,2.835631555,2.333851489,9.948651781,0.001501446,107294480,myosin VC,0.929984734
1.944762811,2.119074471,-0.584336941,2.661088892,9.902235762,0.001530515,107286555,5'-aminolevulinate synthase 2,0.11360113
1.249181325,1.624803183,2.319275232,5.465611642,9.885227425,0.001541331,107299014,Rab acceptor 1 (prenylated),0.818041318
-0.897203737,-1.596022837,-0.126601505,6.064024804,9.860524696,0.001543496,107285597,nuclear receptor interacting protein 1,0.422982942
-1.20742145,0.558856669,0.774270899,2.901265392,9.85427785,0.001547512,107287123,ilvB (bacterial acetolactate synthase)-like,0.573009873
3.757646199,1.450843932,4.965247306,7.534559247,9.87524751,0.00154772,107294825,methylthioadenosine phosphorylase,0.911774835
6.652656617,-1.38618274,2.369904225,0.369046329,11.40854521,0.001558565,107292995,serine/threonine-protein kinase WNK3-like,0.706251003
9.312952068,1.851202583,5.745673201,1.339208316,11.39867472,0.001563576,107286893,ATPase phospholipid transporting 10B (putative),0.651476579
0.659483857,-0.748919178,-0.27555588,5.779481777,9.828078621,0.00156449,107290483,utrophin-like,0.451014786
