logFC..venom...liver,logFC..venom...kidney,logFC..venom...heart,logCPM,F,PValue,genes,description
6.06626349,7.670067847,4.979067496,2.266527472,14.91033134,0.000258846,107285066,LIM homeobox 8
6.06117031,2.879853612,6.723667976,2.09633728,22.43946684,3.69E-05,107289267,radial spoke head 9 homolog (Chlamydomonas)
6.056708593,-0.085368347,0.990579399,2.292860586,12.93608989,0.00049011,107294576,leucine-rich repeat-containing protein 9-like
6.039047613,7.314858608,-0.129659225,3.162615542,13.69949201,0.000379759,107288205,transmembrane protein 182
6.038136596,2.684787812,1.275644572,0.831135247,7.878552665,0.003773821,107290455,teneurin transmembrane protein 2
6.037326617,7.211754277,5.058292486,3.722386928,25.96899472,1.78E-05,107291120,uncharacterized LOC107291120
6.02829593,0.087621548,7.835268592,4.603097759,31.34665365,6.79E-06,107296587,family with sequence similarity 3 member D
6.02768753,5.743053798,2.322812762,1.771870499,4.731817314,0.021620998,107303090,keratin 24 type I
6.016536042,5.213305272,9.309081614,1.069983967,16.617983,0.000363815,107284670,arylacetamide deacetylase-like 3
6.009796633,1.850983456,4.639999414,4.831102034,9.475007029,0.001831382,107283316,transmembrane channel-like protein 7
6.007487554,3.167635275,1.125339172,0.794440951,6.769006395,0.006603974,107296035,otogelin-like
6.006031308,3.11970715,1.154366791,0.765444008,3.745244166,0.042210335,107294320,prostasin-like
6.005686099,-1.252091649,-1.733138156,0.470827965,8.208261167,0.005016848,107295664,proto-oncogene Mas-like
6.003629612,6.37090986,-4.886872291,8.395949067,26.93180164,1.48E-05,107288508,myostatin
6.001525764,-1.826329159,1.049686823,0.152366616,4.749787256,0.026939034,107282431,leucine rich repeat containing 4B
5.995491435,9.410758586,7.403389314,3.915543219,15.89929098,0.000192602,107287492,CD59 glycoprotein-like
5.993151429,1.336929207,6.208642013,0.66976558,13.22970902,0.000443727,107298601,coiled-coil domain-containing protein 39-like
5.985896747,-3.891142942,-0.412732468,1.706234078,18.34133292,0.000243962,107285934,WNK lysine deficient protein kinase 4
5.984939849,6.211443123,-3.987827211,8.741503865,31.45413268,6.67E-06,107286246,phosphoglycerate mutase 2
5.98069683,5.653288524,3.848565172,1.114998582,9.377888635,0.001909105,107292513,wingless-type MMTV integration site family member 6
5.962834205,5.135937137,8.011132676,4.968708852,24.6050128,2.33E-05,107282868,mucin-16-like
5.962424091,5.236348603,5.304321869,5.145857845,42.58284086,1.35E-06,107294624,thioredoxin reductase 1
5.956472944,0.540608007,3.912688238,3.095452931,7.68451563,0.004146442,107293339,proline rich 5 like
5.934793408,2.083978087,3.142684534,1.802635463,17.27754542,0.000130567,107295746,frizzled class receptor 3
5.926575281,0.251385073,2.835631555,2.333851489,9.948651781,0.001501446,107294480,myosin VC
5.923705644,8.068628038,6.689047317,1.411355852,21.66671768,4.39E-05,107299418,sciellin-like
5.916083974,1.986638047,2.054292536,0.666975684,8.368339201,0.002994575,107290946,kinase non-catalytic C-lobe domain (KIND) containing 1
5.906941044,0.767621079,2.217581247,1.666144974,15.49648778,0.000216859,107288313,guanine nucleotide binding protein (G protein) gamma 4
5.904541503,2.031429607,-0.713254843,3.498227928,13.06386535,0.000469261,107289084,urotensin-2 receptor-like
5.899606538,-0.103574605,-0.779277118,-0.295862581,3.951463893,0.04368567,107289348,phosphodiesterase 10A
5.889050246,-0.339666907,-1.011044902,1.987193139,3.691902903,0.043858188,107298030,uncharacterized LOC107298030
5.885542952,3.893858931,6.140204788,1.828906844,20.9423541,5.18E-05,107287301,cytochrome b561 domain-containing protein 1
5.882657192,0.665074955,-0.687112623,1.619994229,4.170362184,0.031359709,107289102,uncharacterized LOC107289102
5.882117099,3.282447385,0.763932556,1.56799061,6.886245456,0.006209093,107292274,fibulin-2-like
5.87447858,4.966785977,1.927024689,9.670803513,6.607991685,0.007195058,107287167,adenosylmethionine decarboxylase 1
5.873909246,6.855281495,-0.859884718,3.695421149,15.62188361,0.000208944,107300834,myomesin-1-like
5.868495014,1.467365864,3.807677945,5.855114081,50.13622832,5.61E-07,107294852,solute carrier family 44 member 4
5.865860244,3.515986377,-0.962200818,1.506965841,14.0363145,0.000340492,107288123,SPEG complex locus
5.862088464,-1.069091364,3.450633321,2.932515347,19.02407763,8.26E-05,107290465,inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2
5.85998081,2.202010448,2.465156886,2.157067008,14.97083169,0.000254097,107286783,ubiquitin specific peptidase 43
5.855420616,4.146520618,3.693261315,2.422640435,19.43623415,7.45E-05,107286351,centrosomal protein 126kDa
5.852715398,2.557556439,2.006392071,4.454359543,5.401711198,0.014261474,107295718,matrix metallopeptidase 2
5.849103896,-5.647923244,-0.23064757,3.115396047,26.18815105,5.48E-05,107287205,regulating synaptic membrane exocytosis 1
5.846698558,2.756827247,3.229898633,1.138291663,8.200378177,0.003238502,107293254,PR domain 1
5.843648102,0.530356387,3.79265046,0.81974639,14.51804016,0.000292281,107288140,mannosyl (beta-14-)-glycoprotein beta-14-N-acetylglucosaminyltransferase
5.832912797,2.734101076,1.787952523,2.177145448,4.911761838,0.019280284,107286974,cut-like homeobox 2
5.823427058,2.831650873,-1.931247395,7.385080133,18.21678348,0.000101588,107293052,fatty acid binding protein 3
5.819847083,6.553739604,3.925290293,2.081725402,26.7510166,1.53E-05,107290220,zinc-binding protein A33-like
5.815244719,1.591072172,-0.535729234,-0.693644605,2.353426156,0.135021461,107301753,MAP kinase-activated protein kinase 3-like
5.805458749,0.849064701,0.611510718,1.850597063,11.81333752,0.000728504,107283138,WD repeat domain 72
5.800515464,2.53674048,-0.9612585,-0.610482448,8.09202057,0.005264351,107292756,transient receptor potential cation channel subfamily C member 1
5.799011604,4.021170549,4.779029056,3.020801779,19.73667376,6.91E-05,107290381,coiled-coil domain containing 78
5.796493893,-1.008547401,-0.769066175,5.509544978,5.364658216,0.014582916,107284953,solute carrier family 3 member 1
5.790621911,5.475864249,7.421989546,5.760580657,14.43424871,0.000300062,107291265,grainyhead like transcription factor 1
5.788225721,3.113204232,3.348634524,1.909056115,12.15773473,0.000643271,107285561,EF-hand domain (C-terminal) containing 1
5.782415999,6.941641855,1.683184961,6.513972228,36.80474904,2.93E-06,107288505,phosphofructokinase muscle
5.774033671,4.38902125,3.323671551,2.746354761,23.73576895,2.79E-05,107293219,multiple C2 domains transmembrane 2
5.770609938,4.729372563,4.277656028,4.908522398,25.40564882,1.99E-05,107287632,membrane bound O-acyltransferase domain containing 2
5.769510795,4.089982526,-0.529617828,-0.840233253,4.082273968,0.040229335,107286076,spalt-like transcription factor 4
5.765891272,2.013298303,3.363944866,4.40663734,13.58141122,0.000394761,107284889,chromosome unknown open reading frame human C11orf65
5.765696902,3.97007255,-1.893592043,4.30490867,22.81827805,3.40E-05,107291514,CAP adenylate cyclase-associated protein 2 (yeast)
5.763082414,5.699322766,5.573728419,4.966750061,22.30385259,3.80E-05,107295519,intelectin 1 (galactofuranose binding)
5.757910692,0.3664632,0.732029003,-0.858299766,2.235346244,0.148259115,107294052,histone H2B 5
5.757811451,-1.580429425,2.213312073,-0.238360432,8.430142226,0.004582135,107303007,wingless-type MMTV integration site family member 9B
5.751808451,-0.989698982,-5.397569064,2.793809991,14.995126,0.000547501,107294281,oxytocin receptor
5.741038309,4.797572623,5.401635372,3.87138671,10.10499189,0.001408172,107292674,membrane-spanning 4-domains subfamily A member 8-like
5.72250447,-2.626964666,2.130525732,0.39082964,7.087178254,0.008150131,107289212,adrenomedullin 2
5.721822069,0.105262536,-3.461474975,1.034063798,12.61857662,0.001067509,107286997,myosin light chain 2
5.716770656,2.149175584,3.758773103,4.12726218,27.19199091,1.41E-05,107284557,guanine nucleotide-binding protein subunit alpha-14-like
5.711174688,1.60491918,0.855379538,3.167996223,6.799346092,0.006499043,107292447,calmegin
5.710758121,4.333493254,2.718963756,7.26006166,15.33606317,0.000227503,107293202,secreted protein acidic and cysteine rich
5.709726255,4.207864869,-1.473453214,5.330685151,19.60329926,7.14E-05,107293720,heat shock protein family B (small) member 3
5.704201781,3.188249633,2.157509473,1.099927264,5.02449864,0.017964058,107298872,transforming acidic coiled-coil containing protein 3
5.696213907,3.362273917,4.581739559,3.787041082,23.57778654,2.89E-05,107285247,lysophosphatidic acid receptor 3
5.691833393,-0.148838924,-3.745129913,1.258523894,14.56322881,0.000614089,107282952,histone deacetylase 9
5.690987569,3.820303592,5.387614252,4.552184791,7.386889797,0.004804854,107292801,radial spoke head 1 homolog (Chlamydomonas)
5.690787276,2.413271704,1.580773609,3.354840969,15.90230509,0.000192433,107294182,pleiotrophin
5.689414652,1.131325716,-2.12984032,5.356186167,31.05454394,7.12E-06,107286690,ankyrin 2 neuronal
5.682138883,-0.16181495,0.276388058,-0.700404489,1.561963711,0.260510742,107302528,proline/serine-rich coiled-coil 1
5.67845493,10.17226791,9.20510362,6.592194757,18.90666807,8.50E-05,107293205,uncharacterized LOC107293205
5.670059778,-1.285732154,1.563901703,2.448124613,7.876844706,0.003776925,107284030,ninein like
5.664346612,5.780143645,5.077425826,3.164375571,37.26771667,2.74E-06,107303047,ankyrin repeat and SOCS box containing 16
5.662489052,6.279538974,4.421289934,2.343260167,26.63075075,1.57E-05,107286633,leukotriene B4 receptor 2-like
5.660397095,5.142203239,-1.88245821,1.887326743,6.788688938,0.006535678,107291242,B-cell lymphoma/leukemia 11B-like
5.660023875,2.766682046,-5.32705357,2.579165655,21.58040442,0.000124489,107288957,catenin alpha-3-like
5.659996687,0.580191434,5.117204646,3.1782162,13.00029436,0.000479502,107293154,uncharacterized LOC107293154
5.659076167,2.611441192,4.21818859,0.962393454,8.881844347,0.002371628,107296495,adenylate kinase 8
5.657708044,-0.468468129,2.106159043,1.938192988,11.03494072,0.000974805,107293518,prostaglandin E synthase
5.657317315,2.242915868,0.578125262,1.498118672,9.350437574,0.001931768,107293307,thrombospondin-2
5.634824679,0.281036805,3.426711011,3.731048241,19.00818845,8.29E-05,107289969,transmembrane protein 139
5.633682777,4.249719342,2.552475431,0.175500869,12.79765178,0.000513933,107286694,arylsulfatase family member J
5.628593249,3.557050072,3.960605601,1.682759827,13.1319595,0.000458575,107289578,secreted frizzled-related protein 2
5.621569335,2.032450152,5.868473963,0.970023894,12.04871663,0.000668924,107286793,enolase family member 4
5.616722843,-1.91248819,2.023717658,-0.146647282,3.273439885,0.06849232,107282281,uncharacterized LOC107282281
5.613698393,3.046715734,0.249100289,0.731229056,5.878686009,0.010780247,107293173,junctional adhesion molecule 3
5.613480387,6.432491624,1.759615252,0.96133664,15.53317642,0.000214507,107291653,reticulon 2
5.611634824,5.611634824,-4.114060276,1.406228003,12.04940996,0.0027046,107282384,protein-lysine methyltransferase METTL21E-like
5.611517638,4.356166476,4.471747271,3.821923239,45.85001182,9.09E-07,107288014,sphingomyelin phosphodiesterase acid like 3B
5.602791273,2.801685114,3.033567768,0.955249603,10.51498736,0.001194009,107285246,WD repeat domain 63
5.601417529,-3.644116883,5.601417529,1.04630985,10.01556343,0.004768659,107301839,uncharacterized LOC107301839
5.599955509,1.687518319,-0.945044536,-0.707001642,2.855282192,0.092263547,107298176,phospholipid phosphatase related 1
5.596795439,-0.791211518,5.596795439,-0.792747414,12.24369961,0.002534013,107295893,rho GTPase-activating protein 20-like
5.596408501,2.846226164,1.767101678,0.335602373,4.981198603,0.018456835,107302535,rho guanine nucleotide exchange factor 5-like
5.596220117,4.288319744,2.175791237,0.192424251,10.30460532,0.001298745,107288615,insulin like growth factor binding protein-like 1
5.586228486,1.260588025,0.264819447,0.861831841,4.84717175,0.020084849,107284936,GLI family zinc finger 3
5.582543882,1.615242126,3.735719549,2.819374862,10.32744862,0.001286867,107286774,major facilitator superfamily domain containing 6-like
5.578775329,4.63663346,6.612094013,5.159280434,11.12406472,0.000942142,107285060,glutamate rich 3
5.577422746,6.327387356,0.749938571,0.456406429,11.70633088,0.000757628,107285986,microtubule crosslinking factor 1
5.575008186,2.633304602,1.522705362,0.37218692,8.223848942,0.003203059,107286895,calcium voltage-gated channel subunit alpha1 A
5.573337622,-0.075845698,-0.968467991,-0.49082422,6.269645918,0.011927052,107285879,diacylglycerol kinase gamma
5.573016609,2.047168827,3.754840848,0.234940905,13.54493222,0.000395368,107287045,DnaJ heat shock protein family (Hsp40) member B13
5.569031684,0.013492884,1.64069239,5.361249549,18.12902649,0.000103952,107282485,branched chain amino-acid transaminase 2 mitochondrial
5.560436841,-3.271295573,0.443245764,0.785045271,8.793824955,0.003963438,107294493,contactin-3-like
5.560275635,2.963540628,1.255557835,0.407530863,2.847189282,0.083107465,107282656,ETS variant 4
5.547407222,4.394851389,2.058683154,0.915042856,9.239205373,0.002026874,107289527,vomeronasal type-2 receptor 26-like
5.54577816,0.108287064,2.629363682,6.854992856,2.53457601,0.107063212,107284705,claudin-3-like
5.542355343,3.348883052,2.091740787,0.946508516,8.611549344,0.002678353,107288033,interleukin 20 receptor subunit beta
5.541432665,11.88290099,9.568183564,5.096011743,24.34970408,2.46E-05,107293187,uncharacterized LOC107293187
5.535622791,-0.633614923,4.614703484,7.110819464,15.89631811,0.000192769,107292308,solute carrier family 12 (sodium/potassium/chloride transporter) member 2
5.529007583,2.141125126,0.748951875,2.494344495,4.962461958,0.018674932,107302825,signal peptide CUB domain and EGF like domain containing 3
5.527621698,6.521377919,-1.202338756,3.575912741,30.35556445,8.01E-06,107299422,xin actin-binding repeat-containing protein 2-like
5.527107202,1.148713259,0.899942399,4.666147273,9.234567827,0.002030957,107287444,cadherin 11
5.511898777,9.619104255,10.41722743,5.020436824,22.36630601,3.75E-05,107287493,uncharacterized LOC107287493
5.509884831,-3.380372941,1.929201708,0.771425336,16.77106802,0.000350653,107284432,interleukin 1 receptor accessory protein like 1
5.508812363,2.386477934,5.723903591,0.079380296,12.42307867,0.000585491,107302907,rho guanine nucleotide exchange factor 38-like
5.508739416,4.738919489,2.132379399,1.362568856,8.911404516,0.002340641,107293189,osteomodulin
5.498107036,2.781757498,4.243587776,2.316449997,6.577051229,0.007315591,107286732,kinesin-like protein KIF26B
5.497678649,1.112545779,4.02916637,4.282964544,8.401881534,0.00294847,107287106,family with sequence similarity 83 member C
5.490186137,-0.723594686,5.490186137,-0.887373814,3.467852076,0.072739733,107300879,stimulated by retinoic acid gene 6 protein homolog
5.486112527,3.7036727,4.258552668,2.760033322,9.256241925,0.002011959,107295128,prostaglandin F2 receptor inhibitor
5.482859608,2.295239195,5.197620185,1.633072151,16.85869156,0.000146547,107294663,synaptotagmin like 5
5.475499365,1.821339053,0.568446811,5.820847598,8.393002884,0.002960593,107302904,fatty acid-binding protein adipocyte-like
5.472373402,-1.192484431,0.252523778,-0.496614606,8.222513667,0.004944169,107287296,myosin IH
5.468036552,-1.604888246,0.115755115,-0.298489871,7.837879086,0.005844151,107301194,transcription factor HES-5-like
5.461216117,2.322384961,3.150329892,4.836109696,26.08436048,1.74E-05,107283398,myoferlin
5.458504998,2.3240992,2.051537644,1.454753607,4.801236248,0.020680841,107289367,dual specificity phosphatase 5
5.453292043,-0.605146259,3.708054802,5.25881612,10.00659272,0.00146606,107287085,125-dihydroxyvitamin D(3) 24-hydroxylase mitochondrial
5.448081209,-0.3725236,-1.643116997,-0.264835033,3.878969683,0.045753849,107287663,thrombospondin type 1 domain containing 7B
5.445305284,-0.813021976,2.385414188,-0.835064355,5.091964627,0.022191243,107291348,neuronal calcium sensor 1
5.444851733,8.443315897,6.283005625,5.466463877,19.76240295,6.87E-05,107289098,solute carrier family 45 member 3
5.439773889,2.812734535,1.914308829,0.174329195,4.548635373,0.024350325,107299261,sperm flagellar protein 2-like
5.437530878,0.528291913,2.124784597,2.482636242,11.23721011,0.000902501,107294793,tyrosine-protein kinase SgK223
5.434302956,2.527051673,-3.799418144,0.980274015,15.60801211,0.0004673,107282930,ankyrin repeat and SOCS box containing 12
5.433697913,2.833492436,6.933974727,1.813932579,16.37940312,0.000167718,107299098,radial spoke head 6 homolog A (Chlamydomonas)
5.432586791,0.388596882,-1.989350045,4.459921543,10.50158654,0.001200378,107297702,SH3 domain-binding glutamic acid-rich-like protein
5.430924661,3.592130257,1.12958745,1.899151755,7.44469848,0.004667932,107292273,fibulin-2-like
5.42984712,12.94221189,9.457657991,8.862663902,27.67327204,1.29E-05,107296508,uncharacterized LOC107296508
5.427965293,-1.439953666,0.888673027,-0.484623836,3.76456368,0.049260926,107288778,protein ECT2-like
5.426197608,2.968950649,2.704220336,5.005279167,12.67752558,0.000535707,107293749,CUB domain containing protein 1
5.425953148,1.974239802,0.934792201,2.808047109,18.09825466,0.000104796,107293106,protein jagged-2-like
5.424683511,0.238289836,7.85018825,0.515368987,10.31675963,0.002252871,107299793,forkhead box protein J1-B-like
5.413893187,-1.303794742,-0.166147349,-0.426211516,2.820928603,0.094621276,107296988,laminin subunit beta 4
5.400184058,-3.975165888,0.640470893,1.185411345,11.34741638,0.001589914,107285644,cytochrome P450 2F5-like
5.393781428,3.343589332,4.689487864,1.119827793,6.869009364,0.006265383,107282902,EF-hand domain family member B
5.389540123,-1.942563567,2.342220792,-0.316109968,5.692752698,0.016061006,107290809,R-spondin 2
5.381584957,-1.63332667,0.090099525,-0.348242648,4.097105467,0.039858445,107284230,synaptophysin
5.381558076,2.434877735,-6.522005672,3.457058778,52.87054459,2.41E-06,107286770,inhibin alpha
5.381005237,0.193000824,-1.118372219,-0.631338822,1.992259477,0.180627983,107293172,non-SMC condensin II complex subunit D3
5.374143188,4.474252186,0.013414631,0.555691051,8.887057652,0.002366128,107292289,Kruppel-like factor 4 (gut)
5.372958537,4.510360828,4.099867436,2.757029578,10.91701894,0.001020078,107282970,dynein axonemal heavy chain 11
5.36677641,2.615292702,5.252898719,1.151523614,20.41746967,5.87E-05,107291605,spermatogenesis associated 6 like
5.365804661,-0.346985315,3.081342538,4.321542001,8.370402679,0.002991715,107294821,RAB19 member RAS oncogene family
5.364323919,1.090567336,2.761309234,3.130630097,19.42115044,7.47E-05,107299460,calcium permeable stress-gated cation channel 1-like
5.358865091,3.809118852,2.833254934,3.182096632,13.42153728,0.000416192,107283635,sperm associated antigen 6
5.358117935,0.482964678,3.685924285,5.110931337,20.64286272,5.56E-05,107292825,mitogen-activated protein kinase 13
5.356574964,2.327156069,3.871558087,2.082717934,10.87912768,0.001035144,107285682,coiled-coil domain containing 65
5.351528358,-0.062454763,-1.358685832,3.627016106,17.8393825,0.000112223,107293540,phospholipase C epsilon 1
5.349912173,1.61025529,4.41657638,3.346513708,16.34089616,0.00016957,107291594,potassium two pore domain channel subfamily K member 1
5.349086068,3.653871934,-1.807681467,-0.553109165,8.732395201,0.004060538,107298533,semaphorin-3D-like
5.343453638,-1.390093904,-0.454915851,-0.395261969,7.885083058,0.005694578,107295433,gamma-1-syntrophin-like
5.342979048,4.105503747,1.017761242,2.531097313,14.21078933,0.000322028,107300564,adenylate kinase isoenzyme 1-like
5.338634411,5.338634411,-1.775316379,-0.589331079,9.34450501,0.005864073,107292317,kelch like family member 33
5.332540689,2.997449423,3.347424242,2.847497276,5.030031057,0.017902205,107289437,solute carrier family 6 member 15
5.326006789,1.346603192,-1.245086417,1.292158205,4.952048168,0.018797445,107288350,IgGFc-binding protein-like
5.319517783,2.372812336,0.729197752,2.29745538,3.657520168,0.044959862,107285428,growth associated protein 43
5.312547318,3.615825619,3.81313731,1.705887638,12.19531758,0.000634695,107284592,uncharacterized LOC107284592
5.310292565,5.310292565,-1.311342276,-0.850375168,7.616473218,0.010568453,107292253,transglutaminase 1
5.305061706,2.857062588,2.732206429,5.285995026,26.16187695,1.71E-05,107291454,gap junction protein beta 3
5.300046568,3.57622997,3.851859774,3.482084934,28.45170262,1.12E-05,107285358,myelin basic protein
5.297212346,6.478457098,6.682262329,5.157761171,12.09789896,0.000657206,107291552,pleckstrin homology domain containing S1
5.294350379,3.707834161,1.015002574,0.178994588,11.37638951,0.000853798,107294582,angiomotin like 1
5.293167103,-4.139715233,1.935946485,4.877428337,88.4163844,2.44E-08,107288210,solute carrier family 9 member A2
5.287729959,-1.58770902,3.404140827,7.736400483,25.84247015,1.82E-05,107282962,tetraspanin 13
5.287538346,-2.306359988,1.703580441,4.000871568,18.75493614,8.84E-05,107299886,tsukushi small leucine rich proteoglycan
5.284646581,5.378071495,4.066858035,0.483066515,8.110147722,0.003379093,107286284,uncharacterized LOC107286284
5.280018592,-2.008577109,2.22046726,-0.366640417,9.856546821,0.002654308,107296493,hyaluronidase-4-like
5.277316938,2.506866364,6.103970586,2.499459065,10.57974725,0.001163779,107302979,dynein axonemal heavy chain 6
5.275490241,-4.65957283,1.715020023,1.631191015,11.27451327,0.0016283,107286853,Rh family C glycoprotein
5.271007606,4.572248012,3.044612587,9.22995287,12.96156225,0.000485869,107292791,keratin type II cytoskeletal cochleal-like
5.266162954,7.224690604,5.806810923,4.176584601,22.35516014,3.76E-05,107302733,ankyrin repeat domain 22
5.264203495,-0.503763989,5.264203495,-1.123934531,2.474208505,0.138128076,107300593,leucine-rich repeat-containing protein 16A-like
5.263788027,3.762085624,5.50559052,0.959443703,7.704730384,0.00410568,107299751,uncharacterized LOC107299751
5.259889198,0.55178126,5.787114827,2.396827455,19.52046087,7.29E-05,107289429,tetratricopeptide repeat domain 29
5.259448927,1.667398,2.55321557,0.111291525,4.379692573,0.027228225,107302917,adenomatosis polyposis coli down-regulated 1-like
5.254253234,2.779562883,5.532182144,1.671903327,13.50303805,0.000405102,107297034,dynein heavy chain 6 axonemal-like
5.249776227,0.322286233,3.408999987,1.144841382,6.332791671,0.008354469,107302391,amphiregulin
5.249665367,-1.224126529,-1.125971664,-0.376914485,4.992559317,0.023459056,107286201,FRAS1 related extracellular matrix 3
5.246663552,4.765815665,0.457197082,0.270612329,9.145064697,0.002111661,107299723,rho GTPase-activating protein 27-like
5.243712998,5.243712998,-2.456655463,-0.240046745,9.830445607,0.005043107,107300042,solute carrier organic anion transporter family member 5A1-like
5.241105295,2.233746424,3.283649751,3.268642608,8.025176987,0.003518044,107287233,lysophosphatidic acid receptor 2
5.237773098,-3.136964824,3.916034999,4.584832368,25.27142545,2.04E-05,107291485,keratin type I cytoskeletal 18-like
5.236830864,5.833594507,2.593286151,4.098004714,12.72450901,0.000527064,107288105,gremlin 2 DAN family BMP antagonist
5.225656227,5.959879208,7.654891655,-0.298129726,17.52111917,0.000293874,107294733,cGMP-dependent protein kinase isozyme 1-like
5.223230165,2.986006423,1.234266249,1.719123108,8.391486463,0.002962669,107294856,LDL receptor related protein 4
5.220672721,3.20929328,3.801526891,2.575573215,9.594226108,0.001740971,107286802,dynein axonemal intermediate chain 2
5.215755825,1.944751804,1.190307501,4.754716238,15.21745579,0.000235766,107291034,clusterin
5.215165877,0.937055765,1.687835599,4.64613794,10.41537813,0.001242317,107282160,fibronectin leucine rich transmembrane protein 2
5.214823587,-0.00397534,-1.913893987,-0.391186157,4.13849427,0.03884486,107288518,integrin subunit beta 7
5.213260414,1.793009297,3.717192716,2.226052457,15.58270302,0.00021138,107296152,tektin 3
5.2127023,-1.180549449,-4.880246477,1.819722196,10.30752955,0.002260173,107286146,apolipoprotein L domain-containing protein 1-like
5.210692409,6.116832159,-2.521881764,2.810943925,16.81367641,0.000148396,107290559,calcium/calmodulin-dependent protein kinase type II subunit alpha-like
5.208415005,-1.765295483,1.803886848,4.311022595,12.64452595,0.000541876,107291319,claudin 15
5.207051556,-1.8849541,0.660002798,-0.413637433,3.766965711,0.049184062,107291153,volume-regulated anion channel subunit LRRC8D-like
5.206320482,3.596340042,4.958526131,2.167661854,10.75037511,0.001088316,107282823,armadillo repeat containing 4
5.205890799,4.28873742,-1.604007609,1.29046166,12.06775674,0.000664359,107287275,myosin XVIIIB
5.197409073,-4.13932807,4.122654185,8.487722769,47.9043622,7.17E-07,107288042,membrane metallo-endopeptidase
5.193794893,-4.615137486,2.98231645,1.510969315,18.3650535,0.000242678,107284540,neuroglobin
5.178059497,5.178059497,-2.373765932,-0.357806461,14.0103932,0.001676439,107298381,filamin C
5.176580568,1.130410858,1.421697031,0.261447445,3.678315577,0.044289768,107294863,olfactomedin like 1
5.174204993,2.181015583,1.428473035,0.855839063,7.612382929,0.004295796,107284280,regulator of calcineurin 2
5.174006056,3.233535073,1.120948861,3.761312538,13.32998816,0.000429076,107282644,cadherin 13
5.164055516,2.81950445,4.477459352,0.490777146,10.88075494,0.001034492,107293772,dynein (axonemal) assembly factor 1
5.163276291,-4.158030197,-0.681024139,1.181003579,9.904041424,0.002609102,107297184,tubulointerstitial nephritis antigen-like
5.159770624,5.518477701,-1.113061366,1.718235062,5.182007114,0.01629619,107291248,B-cell lymphoma/leukemia 11B-like
5.158943613,4.218376775,2.59919793,2.765968412,18.46425692,9.53E-05,107289331,Pim-3 proto-oncogene serine/threonine kinase
5.158376743,2.287596527,1.41705037,4.442115309,7.524609581,0.004486085,107290378,periplakin
5.156714331,-2.356411736,3.724905041,3.82659254,5.828653088,0.011094741,107299719,chelonianin-like
5.153643649,3.886657789,1.107314245,6.418547562,11.18347725,0.000921079,107288988,epithelial membrane protein 1
5.152543776,-2.385445708,0.860336436,-0.182094534,4.548123362,0.03030842,107293566,G protein-coupled receptor class C group 6 member A
5.152039743,-3.027567302,1.23241106,0.220880539,10.61000096,0.002035013,107283608,HEPACAM family member 2
5.15151494,3.021715848,1.883689043,1.476267278,7.798954526,0.003921743,107289017,NME/NM23 family member 5
5.142819536,2.541696496,3.636944497,1.647871727,7.348625901,0.004898063,107289402,sodium-coupled monocarboxylate transporter 1-like
5.142113043,-3.148186875,1.242826629,2.509358766,29.17908726,9.82E-06,107302768,sushi domain containing 4
5.138024498,1.12503865,2.66559966,0.12147758,7.48711365,0.004570362,107294206,chromosome unknown open reading frame human C3orf67
5.137357484,-0.804576312,5.689261448,4.565993863,24.43708917,2.41E-05,107288147,chromosome unknown open reading frame human C2orf54
5.136039295,1.762769895,2.534203707,6.40563402,10.21484345,0.001346675,107289595,geminin DNA replication inhibitor
5.13170245,4.947162061,4.66726989,3.677443728,19.46739147,7.39E-05,107292677,lipoxygenase homology domain-containing protein 1-like
5.131272723,5.401138066,6.340589618,1.628183855,18.70545511,8.95E-05,107286779,uncharacterized protein C7orf62 homolog
5.130644731,1.496496611,-1.548813867,-0.773957836,7.28894569,0.007424883,107286985,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
5.123827314,3.252471344,3.324345481,0.941819549,6.410942812,0.0080044,107282946,cadherin 10
5.119672537,-1.501913522,5.119672537,-0.796178213,8.614592265,0.007440399,107287182,long-chain-fatty-acid--CoA ligase 4-like
5.11694144,0.327571083,-2.757433965,-0.019208356,9.349587787,0.003200726,107286679,tripartite motif containing 42
5.114431903,2.926835704,3.875214475,0.442146858,9.719437225,0.001651577,107298286,zinc metalloproteinase-disintegrin-like NaMP
5.113372618,2.01485605,6.212468169,2.403934673,21.96160015,4.10E-05,107298992,solute carrier family 39 member 8
5.113135656,4.120407646,1.002144971,4.621306055,37.41094951,2.69E-06,107296236,CAP-Gly domain containing linker protein family member 4
5.113097754,-2.44763108,4.67436208,4.947310493,58.90822558,2.33E-07,107291466,keratin type II cytoskeletal 8-like
5.113066514,0.753315322,2.313414766,0.206213889,5.262459399,0.015514173,107295221,MORN repeat containing 4
5.112519344,3.870470749,5.88740635,0.820676728,13.15394758,0.000455185,107291482,cilia and flagella associated protein 65
5.112104136,2.627624677,2.056649287,4.820667772,19.41698518,7.48E-05,107292244,BOC cell adhesion associated oncogene regulated
5.096271593,4.399970972,4.278475452,2.065035844,10.67574056,0.001120598,107296280,spermatogenesis associated 18
5.094454667,5.070456689,-0.057721576,0.344525684,7.278275945,0.005074996,107296684,collagen type XIV alpha 1
5.094289181,1.627001596,2.574969356,-0.022433764,6.643248112,0.007060525,107298469,deoxyribodipyrimidine photo-lyase-like
