Orthogroup	C_familiaris.pep	M_musculus.pep
OG0002279	ENSCAFG00000016806.5	ENSMUSG00000001419.17
OG0002280	ENSCAFG00000043730.1, ENSCAFG00000046934.1	ENSMUSG00000062006.12
OG0002281	ENSCAFG00000048076.1, ENSCAFG00000017518.2	ENSMUSG00000006699.17
OG0002282	ENSCAFG00000007272.4	ENSMUSG00000026983.10
OG0002282	ENSCAFG00000031233.2	ENSMUSG00000046845.1
OG0002282	ENSCAFG00000007277.5	ENSMUSG00000026981.15
OG0002284	ENSCAFG00000003641.4, ENSCAFG00000003642.5	ENSMUSG00000076755.2, ENSMUSG00000076754.2, ENSMUSG00000076750.6, ENSMUSG00000076745.4
OG0002285	ENSCAFG00000004600.3	ENSMUSG00000052584.10
OG0002286	ENSCAFG00000003341.4	ENSMUSG00000071337.11
OG0002287	ENSCAFG00000041132.1, ENSCAFG00000044792.1, ENSCAFG00000042472.1	ENSMUSG00000078784.8
OG0002288	ENSCAFG00000024373.3	ENSMUSG00000049950.6
OG0002289	ENSCAFG00000001766.4	ENSMUSG00000032293.8
OG0002290	ENSCAFG00000016233.4	ENSMUSG00000040706.4
OG0002291	ENSCAFG00000028654.2	ENSMUSG00000036402.13
OG0002292	ENSCAFG00000005189.3	ENSMUSG00000074004.3
OG0002292	ENSCAFG00000015192.3	ENSMUSG00000031803.8
OG0002293	ENSCAFG00000017544.4	ENSMUSG00000042306.11
OG0002293	ENSCAFG00000017542.4	ENSMUSG00000042312.9
OG0002294	ENSCAFG00000049755.1	ENSMUSG00000095706.3, ENSMUSG00000095928.3, ENSMUSG00000066257.4, ENSMUSG00000094422.3, ENSMUSG00000063020.2, ENSMUSG00000068182.3
OG0002294	ENSCAFG00000046051.1, ENSCAFG00000041582.1	ENSMUSG00000052537.4, ENSMUSG00000048810.2, ENSMUSG00000074995.2, ENSMUSG00000074996.4
OG0002295	ENSCAFG00000032585.2	ENSMUSG00000059475.13, ENSMUSG00000063108.15
OG0002296	ENSCAFG00000047468.1	ENSMUSG00000069296.4, ENSMUSG00000069280.2, ENSMUSG00000094637.2, ENSMUSG00000046932.2, ENSMUSG00000115697.2, ENSMUSG00000116057.1, ENSMUSG00000094379.2, ENSMUSG00000069297.1, ENSMUSG00000095125.2, ENSMUSG00000099917.2, ENSMUSG00000099787.3, ENSMUSG00000115020.1, ENSMUSG00000094898.2
OG0002297	ENSCAFG00000024209.3	ENSMUSG00000054594.13
OG0002298	ENSCAFG00000010801.4	ENSMUSG00000037994.14
OG0002298	ENSCAFG00000010790.4	ENSMUSG00000050150.16
OG0002299	ENSCAFG00000002635.3	ENSMUSG00000008435.15
OG0002321	ENSCAFG00000008879.4, ENSCAFG00000047783.1, ENSCAFG00000024588.3, ENSCAFG00000005198.4	ENSMUSG00000030007.8
OG0002322	ENSCAFG00000008740.4	ENSMUSG00000031781.14
OG0002323	ENSCAFG00000005179.4	ENSMUSG00000035547.14
OG0002324	ENSCAFG00000016344.3	ENSMUSG00000031776.17
OG0002325	ENSCAFG00000005652.4	ENSMUSG00000015165.16
OG0002326	ENSCAFG00000018650.5	ENSMUSG00000017376.15
OG0002327	ENSCAFG00000010142.4	ENSMUSG00000025986.6
OG0002328	ENSCAFG00000010865.4	ENSMUSG00000025980.14
OG0002329	ENSCAFG00000019806.4	ENSMUSG00000001482.15
OG0002330	ENSCAFG00000000987.5	ENSMUSG00000024301.10, ENSMUSG00000079553.11
OG0002331	ENSCAFG00000005204.4	ENSMUSG00000006932.17
OG0002332	ENSCAFG00000031257.2	ENSMUSG00000031932.14
OG0002333	ENSCAFG00000043091.1	ENSMUSG00000116359.1
OG0002334	ENSCAFG00000018783.4	ENSMUSG00000022682.8
OG0002335	ENSCAFG00000003087.4, ENSCAFG00000029263.2	ENSMUSG00000032726.12, ENSMUSG00000002384.2
OG0002336	ENSCAFG00000006533.4	ENSMUSG00000029436.9
OG0002337	ENSCAFG00000002933.4	ENSMUSG00000020471.11
OG0002339	ENSCAFG00000004080.5	ENSMUSG00000041560.12
OG0002340	ENSCAFG00000012326.4	ENSMUSG00000038712.16
OG0002341	ENSCAFG00000015932.4	ENSMUSG00000089865.2, ENSMUSG00000092192.7
OG0002342	ENSCAFG00000018420.4	ENSMUSG00000024054.14
OG0002343	ENSCAFG00000019656.6	ENSMUSG00000026924.17
OG0002344	ENSCAFG00000016756.4	ENSMUSG00000046717.5, ENSMUSG00000031221.7
OG0002345	ENSCAFG00000004182.6	ENSMUSG00000059273.9
OG0002346	ENSCAFG00000005133.7	ENSMUSG00000040488.17
OG0002347	ENSCAFG00000015219.4	ENSMUSG00000055670.14
OG0002348	ENSCAFG00000013316.4	ENSMUSG00000020063.16
OG0002349	ENSCAFG00000013475.5	ENSMUSG00000020064.9
OG0002350	ENSCAFG00000005372.5	ENSMUSG00000049643.15
OG0002351	ENSCAFG00000016874.4	ENSMUSG00000000881.12
OG0002352	ENSCAFG00000005973.6	ENSMUSG00000030583.16
OG0002353	ENSCAFG00000017838.4	ENSMUSG00000021259.5
OG0002354	ENSCAFG00000018255.3	ENSMUSG00000049323.8
OG0002355	ENSCAFG00000010775.5	ENSMUSG00000030557.17
OG0002356	ENSCAFG00000018253.4	ENSMUSG00000020534.14
OG0002357	ENSCAFG00000007028.4	ENSMUSG00000027185.15
OG0002358	ENSCAFG00000012045.5	ENSMUSG00000001151.10
OG0002359	ENSCAFG00000005618.1	ENSMUSG00000037469.10
OG0002360	ENSCAFG00000012764.5	ENSMUSG00000022843.17
OG0002361	ENSCAFG00000012344.4	ENSMUSG00000027086.16
OG0002362	ENSCAFG00000015193.4	ENSMUSG00000031168.14
OG0002363	ENSCAFG00000019928.4	ENSMUSG00000031822.20
OG0002364	ENSCAFG00000018767.5	ENSMUSG00000072663.12
OG0002365	ENSCAFG00000020235.4	ENSMUSG00000026915.16
OG0002366	ENSCAFG00000003869.4	ENSMUSG00000011382.8, ENSMUSG00000109926.1
OG0002367	ENSCAFG00000029892.2	ENSMUSG00000074129.14
OG0002368	ENSCAFG00000001000.5	ENSMUSG00000116100.1, ENSMUSG00000022362.13, ENSMUSG00000116094.1, ENSMUSG00000101892.1
OG0002369	ENSCAFG00000010145.5	ENSMUSG00000029518.15
OG0002371	ENSCAFG00000005461.4	ENSMUSG00000004558.15
OG0002372	ENSCAFG00000004454.4	ENSMUSG00000022110.13
OG0002373	ENSCAFG00000009071.4	ENSMUSG00000093701.7, ENSMUSG00000022969.13
OG0002374	ENSCAFG00000014079.5	ENSMUSG00000044033.16
OG0002375	ENSCAFG00000007356.5	ENSMUSG00000074665.11
OG0002375	ENSCAFG00000007349.4	ENSMUSG00000068008.8
OG0002376	ENSCAFG00000013648.3	ENSMUSG00000004948.12
OG0002377	ENSCAFG00000008403.4, ENSCAFG00000017977.4	ENSMUSG00000000088.7
OG0002378	ENSCAFG00000010220.4	ENSMUSG00000030525.8
OG0002379	ENSCAFG00000010854.4	ENSMUSG00000031201.17
OG0002379	ENSCAFG00000030946.2	ENSMUSG00000112039.1
OG0002380	ENSCAFG00000012913.5	ENSMUSG00000034088.15
OG0002381	ENSCAFG00000029256.2	ENSMUSG00000020728.17
OG0002382	ENSCAFG00000045229.1	ENSMUSG00000109564.1
OG0002383	ENSCAFG00000017021.4	ENSMUSG00000020899.16
OG0002385	ENSCAFG00000013741.4	ENSMUSG00000005802.12, ENSMUSG00000111214.1
OG0002386	ENSCAFG00000029171.3	ENSMUSG00000055067.15
OG0002387	ENSCAFG00000006693.4	ENSMUSG00000027404.15
OG0002387	ENSCAFG00000010127.4	ENSMUSG00000102252.5
OG0002388	ENSCAFG00000004858.4	ENSMUSG00000005442.13
OG0002389	ENSCAFG00000001976.4	ENSMUSG00000028452.7
OG0002390	ENSCAFG00000007010.4	ENSMUSG00000042129.8
OG0002390	ENSCAFG00000006052.4	ENSMUSG00000027339.15
OG0002391	ENSCAFG00000011376.5	ENSMUSG00000066406.16
OG0002392	ENSCAFG00000046466.1	ENSMUSG00000007050.17
OG0002393	ENSCAFG00000000630.4	ENSMUSG00000007030.8
OG0002394	ENSCAFG00000007956.5	ENSMUSG00000052516.19
OG0002395	ENSCAFG00000003587.4	ENSMUSG00000026875.14
OG0002396	ENSCAFG00000009034.4	ENSMUSG00000031766.4
OG0002397	ENSCAFG00000019684.4	ENSMUSG00000024182.16
OG0002398	ENSCAFG00000008559.4	ENSMUSG00000046556.7
OG0002399	ENSCAFG00000009613.4	ENSMUSG00000022097.4
OG0002400	ENSCAFG00000032205.2	ENSMUSG00000006289.14
OG0002401	ENSCAFG00000010777.6	ENSMUSG00000028790.13
OG0002402	ENSCAFG00000017537.5	ENSMUSG00000001017.15
OG0002403	ENSCAFG00000018375.4	ENSMUSG00000048895.13
OG0002404	ENSCAFG00000017566.6	ENSMUSG00000030779.16
OG0002405	ENSCAFG00000000279.5, ENSCAFG00000005387.4	ENSMUSG00000019854.17
OG0002406	ENSCAFG00000017008.4	ENSMUSG00000020897.12
OG0002406	ENSCAFG00000023297.2	ENSMUSG00000070837.5
OG0002408	ENSCAFG00000019499.5	ENSMUSG00000026959.13
OG0002409	ENSCAFG00000013641.4	ENSMUSG00000039384.8
OG0002410	ENSCAFG00000007114.4	ENSMUSG00000030138.8
OG0002411	ENSCAFG00000001136.5	ENSMUSG00000019978.16
OG0002412	ENSCAFG00000001071.6	ENSMUSG00000038916.7
OG0002413	ENSCAFG00000011476.5	ENSMUSG00000040430.18
OG0002414	ENSCAFG00000020366.4	ENSMUSG00000051648.13
OG0002415	ENSCAFG00000018932.4	ENSMUSG00000023092.16
OG0002416	ENSCAFG00000000831.5	ENSMUSG00000061731.9
OG0002417	ENSCAFG00000017358.4, ENSCAFG00000007154.4	ENSMUSG00000023043.7
OG0002418	ENSCAFG00000019659.6	ENSMUSG00000013833.15
OG0002419	ENSCAFG00000005809.4	ENSMUSG00000025544.13
OG0002420	ENSCAFG00000012104.5	ENSMUSG00000028868.13
OG0002421	ENSCAFG00000007953.3	ENSMUSG00000035121.6
OG0002422	ENSCAFG00000032347.2	ENSMUSG00000070934.6
OG0002422	ENSCAFG00000016503.4	ENSMUSG00000041658.12
OG0002423	ENSCAFG00000020074.5	ENSMUSG00000031951.8
OG0002424	ENSCAFG00000031719.2	ENSMUSG00000032094.8
OG0002424	ENSCAFG00000012780.4	ENSMUSG00000002033.14
OG0002425	ENSCAFG00000014530.5	ENSMUSG00000029095.17
OG0002426	ENSCAFG00000011993.4	ENSMUSG00000047098.18
OG0002427	ENSCAFG00000012560.5	ENSMUSG00000070880.10
OG0002428	ENSCAFG00000020228.4	ENSMUSG00000037993.8
OG0002429	ENSCAFG00000029577.2	ENSMUSG00000029101.16
OG0002430	ENSCAFG00000028791.2	ENSMUSG00000000301.16
OG0002431	ENSCAFG00000018501.6	ENSMUSG00000005417.17
OG0002432	ENSCAFG00000001037.5	ENSMUSG00000116271.1, ENSMUSG00000037106.8
OG0002433	ENSCAFG00000001027.5	ENSMUSG00000037119.4, ENSMUSG00000116351.1
OG0002435	ENSCAFG00000014314.5	ENSMUSG00000011306.7
OG0002436	ENSCAFG00000023986.4	ENSMUSG00000049036.7
OG0002437	ENSCAFG00000001582.5, ENSCAFG00000015387.4	ENSMUSG00000026567.16
OG0002439	ENSCAFG00000004032.4	ENSMUSG00000028717.12
OG0002440	ENSCAFG00000019416.4	ENSMUSG00000029056.13
OG0002441	ENSCAFG00000020251.4	ENSMUSG00000003848.14
OG0002442	ENSCAFG00000009183.4	ENSMUSG00000026824.11
OG0002443	ENSCAFG00000012921.4	ENSMUSG00000005677.14
OG0002443	ENSCAFG00000011094.5	ENSMUSG00000022809.4
OG0002444	ENSCAFG00000018396.5	ENSMUSG00000042709.15
OG0002445	ENSCAFG00000001066.4, ENSCAFG00000029213.2, ENSCAFG00000016113.4, ENSCAFG00000001443.5	ENSMUSG00000033047.5
OG0002446	ENSCAFG00000013284.3, ENSCAFG00000042466.1	ENSMUSG00000071708.11
OG0002447	ENSCAFG00000010347.4	ENSMUSG00000033458.17
OG0002448	ENSCAFG00000003897.4	ENSMUSG00000028557.10
OG0002449	ENSCAFG00000043275.1, ENSCAFG00000045775.1	ENSMUSG00000001666.8
OG0002450	ENSCAFG00000019016.5	ENSMUSG00000020841.5
OG0002451	ENSCAFG00000017085.4	ENSMUSG00000003813.15
OG0002452	ENSCAFG00000008630.5	ENSMUSG00000031788.14
OG0002453	ENSCAFG00000013963.4	ENSMUSG00000032066.9
OG0002454	ENSCAFG00000008354.4	ENSMUSG00000022032.14
OG0002455	ENSCAFG00000031426.2	ENSMUSG00000000167.14
OG0002456	ENSCAFG00000028968.2	ENSMUSG00000022299.9, ENSMUSG00000107007.3
OG0002457	ENSCAFG00000016686.4, ENSCAFG00000002139.4	ENSMUSG00000032231.14
OG0002458	ENSCAFG00000001386.6	ENSMUSG00000063952.16
OG0002459	ENSCAFG00000016442.4, ENSCAFG00000007690.3	ENSMUSG00000021124.13
OG0002460	ENSCAFG00000014690.4	ENSMUSG00000030120.14
OG0002461	ENSCAFG00000019810.4	ENSMUSG00000009621.18
OG0002462	ENSCAFG00000019996.5	ENSMUSG00000026853.15
OG0002463	ENSCAFG00000001610.5	ENSMUSG00000115987.1
OG0002464	ENSCAFG00000019369.5	ENSMUSG00000095567.8
OG0002465	ENSCAFG00000001433.5	ENSMUSG00000022565.15
OG0002466	ENSCAFG00000004666.4	ENSMUSG00000040511.14
OG0002466	ENSCAFG00000004626.4	ENSMUSG00000062300.14
OG0002468	ENSCAFG00000005889.4	ENSMUSG00000073982.11
OG0002469	ENSCAFG00000019654.5	ENSMUSG00000073434.12
OG0002470	ENSCAFG00000006465.4	ENSMUSG00000022487.14
OG0002471	ENSCAFG00000009602.5	ENSMUSG00000102976.6, ENSMUSG00000116275.1
OG0002472	ENSCAFG00000000664.4	ENSMUSG00000023806.10, ENSMUSG00000073471.3
OG0002474	ENSCAFG00000019006.4	ENSMUSG00000047502.14
OG0002474	ENSCAFG00000008726.5	ENSMUSG00000074627.11
OG0002475	ENSCAFG00000011660.4	ENSMUSG00000072720.9
OG0002476	ENSCAFG00000007260.6	ENSMUSG00000027601.13
OG0002477	ENSCAFG00000020337.4	ENSMUSG00000036270.16
OG0002478	ENSCAFG00000017157.5	ENSMUSG00000067567.12
OG0002479	ENSCAFG00000014075.4	ENSMUSG00000051065.9
OG0002480	ENSCAFG00000005622.5	ENSMUSG00000030598.15
OG0002480	ENSCAFG00000024310.3	ENSMUSG00000037463.14
OG0002481	ENSCAFG00000014223.5	ENSMUSG00000029714.11
OG0002482	ENSCAFG00000000116.5	ENSMUSG00000024589.18
OG0002483	ENSCAFG00000012316.4, ENSCAFG00000008385.4	ENSMUSG00000022035.6
OG0002484	ENSCAFG00000011777.4	ENSMUSG00000015750.15
OG0002485	ENSCAFG00000010386.5	ENSMUSG00000032038.7
OG0002486	ENSCAFG00000007975.5	ENSMUSG00000025925.14
OG0002487	ENSCAFG00000008152.5	ENSMUSG00000079658.9
OG0002488	ENSCAFG00000009127.5	ENSMUSG00000031755.6
OG0002489	ENSCAFG00000014835.5	ENSMUSG00000034235.17
OG0002490	ENSCAFG00000019670.4	ENSMUSG00000037098.18
OG0002491	ENSCAFG00000004881.4	ENSMUSG00000101678.3, ENSMUSG00000106864.3
OG0002492	ENSCAFG00000018147.4	ENSMUSG00000037013.17
OG0002493	ENSCAFG00000008295.4	ENSMUSG00000022863.15
OG0002494	ENSCAFG00000029617.2	ENSMUSG00000031556.6
OG0002495	ENSCAFG00000005013.4	ENSMUSG00000092212.3, ENSMUSG00000074028.4
OG0002496	ENSCAFG00000001523.5	ENSMUSG00000022561.13
OG0002497	ENSCAFG00000017430.4	ENSMUSG00000098301.6, ENSMUSG00000018379.17
OG0002498	ENSCAFG00000006921.4	ENSMUSG00000027466.15
OG0002499	ENSCAFG00000009288.3, ENSCAFG00000007327.3	ENSMUSG00000032840.7
OG0002500	ENSCAFG00000013518.4	ENSMUSG00000053286.11
OG0002501	ENSCAFG00000006164.5	ENSMUSG00000024087.4
OG0002502	ENSCAFG00000017396.5	ENSMUSG00000032743.15
OG0002503	ENSCAFG00000008129.4	ENSMUSG00000021966.7
OG0002503	ENSCAFG00000008120.5	ENSMUSG00000034623.14
OG0002504	ENSCAFG00000003102.4	ENSMUSG00000004655.5
OG0002505	ENSCAFG00000017916.4	ENSMUSG00000038264.8
OG0002506	ENSCAFG00000009699.5	ENSMUSG00000056608.14
OG0002507	ENSCAFG00000029889.2, ENSCAFG00000006775.3, ENSCAFG00000016775.1, ENSCAFG00000048139.1	ENSMUSG00000009549.14
OG0002508	ENSCAFG00000010144.4	ENSMUSG00000026435.15
OG0002509	ENSCAFG00000048037.1, ENSCAFG00000005402.4	ENSMUSG00000030744.13
OG0002510	ENSCAFG00000008259.7	ENSMUSG00000029475.17
OG0002511	ENSCAFG00000005848.5	ENSMUSG00000070425.13, ENSMUSG00000100254.1
OG0002512	ENSCAFG00000042819.1	ENSMUSG00000039105.6
OG0002513	ENSCAFG00000011896.4	ENSMUSG00000022214.15
OG0002514	ENSCAFG00000012404.5	ENSMUSG00000043923.8
OG0002515	ENSCAFG00000012123.3	ENSMUSG00000083649.5
OG0002515	ENSCAFG00000006670.4	ENSMUSG00000029430.13, ENSMUSG00000028287.4
OG0002516	ENSCAFG00000047297.1, ENSCAFG00000000418.4	ENSMUSG00000020184.15
OG0002517	ENSCAFG00000003259.5	ENSMUSG00000020630.9
OG0002518	ENSCAFG00000000022.4	ENSMUSG00000048410.17
OG0002519	ENSCAFG00000005148.5	ENSMUSG00000001566.9
OG0002520	ENSCAFG00000014190.4	ENSMUSG00000022721.19, ENSMUSG00000098930.9
OG0002521	ENSCAFG00000049852.1	ENSMUSG00000031898.9
OG0002521	ENSCAFG00000024187.4	ENSMUSG00000053687.15, ENSMUSG00000115067.1
OG0002523	ENSCAFG00000017556.5	ENSMUSG00000010342.16
OG0002523	ENSCAFG00000041779.1	ENSMUSG00000062132.10
OG0002524	ENSCAFG00000005536.4	ENSMUSG00000021149.8
OG0002525	ENSCAFG00000001547.5	ENSMUSG00000024027.8
OG0002526	ENSCAFG00000010398.5	ENSMUSG00000006711.15
OG0002527	ENSCAFG00000043636.1	ENSMUSG00000058258.14
OG0002528	ENSCAFG00000001422.3, ENSCAFG00000003574.4	ENSMUSG00000026869.12
OG0002529	ENSCAFG00000003278.4	ENSMUSG00000028873.16
OG0002530	ENSCAFG00000019910.5	ENSMUSG00000052934.14
OG0002531	ENSCAFG00000019340.4	ENSMUSG00000023909.4
OG0002532	ENSCAFG00000014041.5	ENSMUSG00000035597.19
OG0002533	ENSCAFG00000018198.5	ENSMUSG00000010086.17
OG0002535	ENSCAFG00000015047.5	ENSMUSG00000038271.17
OG0002536	ENSCAFG00000004023.6	ENSMUSG00000024238.15
OG0002537	ENSCAFG00000019081.4	ENSMUSG00000022272.17
OG0002538	ENSCAFG00000004954.4	ENSMUSG00000029148.15
OG0002539	ENSCAFG00000016469.4	ENSMUSG00000003382.18
OG0002540	ENSCAFG00000013789.4, ENSCAFG00000025396.3	ENSMUSG00000039198.8
OG0002541	ENSCAFG00000028682.3	ENSMUSG00000042043.6
OG0002542	ENSCAFG00000018272.5	ENSMUSG00000036782.13
OG0002542	ENSCAFG00000023674.3	ENSMUSG00000070923.4
OG0002543	ENSCAFG00000013505.4	ENSMUSG00000044229.9
OG0002544	ENSCAFG00000019256.4	ENSMUSG00000029036.18
OG0002545	ENSCAFG00000002454.5	ENSMUSG00000028329.13
OG0002546	ENSCAFG00000002461.5	ENSMUSG00000028332.13
OG0002547	ENSCAFG00000008166.5	ENSMUSG00000038187.14
OG0002548	ENSCAFG00000004496.5	ENSMUSG00000026712.3
OG0002549	ENSCAFG00000007749.5	ENSMUSG00000048612.16
OG0002550	ENSCAFG00000005206.5	ENSMUSG00000037197.11
OG0002551	ENSCAFG00000028839.2	ENSMUSG00000073639.6
OG0002552	ENSCAFG00000006702.4	ENSMUSG00000027195.10
OG0002553	ENSCAFG00000004071.4	ENSMUSG00000023883.13
OG0002554	ENSCAFG00000010495.2, ENSCAFG00000016650.3, ENSCAFG00000001396.2, ENSCAFG00000020055.3, ENSCAFG00000041293.1, ENSCAFG00000002696.3	ENSMUSG00000030751.18
OG0002555	ENSCAFG00000003198.4	ENSMUSG00000066151.11
OG0002556	ENSCAFG00000001856.4	ENSMUSG00000012428.9
OG0002557	ENSCAFG00000001866.4	ENSMUSG00000015652.9
OG0002558	ENSCAFG00000001308.4	ENSMUSG00000029763.17
OG0002559	ENSCAFG00000001882.4	ENSMUSG00000040464.15
OG0002560	ENSCAFG00000003309.5	ENSMUSG00000057230.14
OG0002561	ENSCAFG00000011582.5	ENSMUSG00000027680.15
OG0002562	ENSCAFG00000011520.5	ENSMUSG00000027677.17
OG0002563	ENSCAFG00000018032.4, ENSCAFG00000018533.4	ENSMUSG00000030980.17
OG0002564	ENSCAFG00000005851.3, ENSCAFG00000006166.1, ENSCAFG00000028832.2, ENSCAFG00000008332.3, ENSCAFG00000013515.4	ENSMUSG00000019179.10
OG0002565	ENSCAFG00000032331.2	ENSMUSG00000057280.15
OG0002566	ENSCAFG00000002400.3	ENSMUSG00000035561.5
OG0002567	ENSCAFG00000015990.4	ENSMUSG00000045078.12
OG0002568	ENSCAFG00000018188.5	ENSMUSG00000021281.15
OG0002569	ENSCAFG00000017942.4	ENSMUSG00000024277.14
OG0002570	ENSCAFG00000013793.3	ENSMUSG00000007987.12
OG0002571	ENSCAFG00000046675.1, ENSCAFG00000044569.1	ENSMUSG00000032757.6
OG0002574	ENSCAFG00000002657.5	ENSMUSG00000030428.16
OG0002575	ENSCAFG00000010738.4	ENSMUSG00000027879.9
OG0002576	ENSCAFG00000014986.4	ENSMUSG00000040170.13
OG0002577	ENSCAFG00000015918.4	ENSMUSG00000024663.20
OG0002578	ENSCAFG00000002187.4	ENSMUSG00000029754.13
OG0002579	ENSCAFG00000017965.4	ENSMUSG00000032172.8
OG0002580	ENSCAFG00000029379.2	ENSMUSG00000060860.8
OG0002581	ENSCAFG00000014195.5	ENSMUSG00000102422.1, ENSMUSG00000027777.15
OG0002582	ENSCAFG00000015750.5	ENSMUSG00000040797.16
OG0002583	ENSCAFG00000002448.4	ENSMUSG00000019256.17
OG0002584	ENSCAFG00000008523.4	ENSMUSG00000036381.13
OG0002585	ENSCAFG00000016081.3	ENSMUSG00000058979.7
OG0002586	ENSCAFG00000003077.4	ENSMUSG00000002797.9
OG0002587	ENSCAFG00000010659.4	ENSMUSG00000073633.9
OG0002588	ENSCAFG00000047744.1	ENSMUSG00000026150.14
OG0002589	ENSCAFG00000003893.4	ENSMUSG00000029916.11
OG0002590	ENSCAFG00000003885.4, ENSCAFG00000029533.1, ENSCAFG00000029109.1	ENSMUSG00000029911.14
OG0002591	ENSCAFG00000004806.4	ENSMUSG00000038708.10
OG0002592	ENSCAFG00000003154.5	ENSMUSG00000029780.14
OG0002593	ENSCAFG00000045802.1, ENSCAFG00000042460.1, ENSCAFG00000030535.2	ENSMUSG00000063320.11
OG0002594	ENSCAFG00000029177.2	ENSMUSG00000020248.18
OG0002595	ENSCAFG00000003571.4	ENSMUSG00000009734.18
OG0002596	ENSCAFG00000003411.6	ENSMUSG00000029687.16
OG0002597	ENSCAFG00000013088.3	ENSMUSG00000026283.13
OG0002598	ENSCAFG00000029522.2	ENSMUSG00000037577.13
OG0002599	ENSCAFG00000009669.4	ENSMUSG00000054387.13
OG0002600	ENSCAFG00000011650.4	ENSMUSG00000026288.14
OG0002601	ENSCAFG00000000982.4	ENSMUSG00000022450.6
OG0002602	ENSCAFG00000013217.4	ENSMUSG00000046733.7
OG0002603	ENSCAFG00000019944.4	ENSMUSG00000087260.5
OG0002604	ENSCAFG00000006596.4	ENSMUSG00000058589.14
OG0002605	ENSCAFG00000006545.5	ENSMUSG00000061904.12
OG0002606	ENSCAFG00000009185.5	ENSMUSG00000025172.3
OG0002607	ENSCAFG00000013770.5, ENSCAFG00000032099.2	ENSMUSG00000034255.17
OG0002608	ENSCAFG00000013895.4	ENSMUSG00000056938.16
OG0002609	ENSCAFG00000013365.4	ENSMUSG00000020691.13
OG0002610	ENSCAFG00000000453.5	ENSMUSG00000034163.10
OG0002611	ENSCAFG00000005694.4	ENSMUSG00000058799.16
OG0002612	ENSCAFG00000029051.2, ENSCAFG00000009800.4, ENSCAFG00000009781.4	ENSMUSG00000029798.11
OG0002613	ENSCAFG00000012374.5	ENSMUSG00000030849.18
OG0002614	ENSCAFG00000015509.4	ENSMUSG00000020919.11
OG0002615	ENSCAFG00000016644.4	ENSMUSG00000001441.13
OG0002616	ENSCAFG00000015404.4	ENSMUSG00000061414.8
OG0002617	ENSCAFG00000009764.5	ENSMUSG00000036167.16
OG0002618	ENSCAFG00000030751.2	ENSMUSG00000022635.9
OG0002619	ENSCAFG00000005561.4	ENSMUSG00000074909.5, ENSMUSG00000030662.10
OG0002620	ENSCAFG00000009267.4	ENSMUSG00000105053.1, ENSMUSG00000032952.11
OG0002621	ENSCAFG00000006000.5	ENSMUSG00000041684.11
OG0002622	ENSCAFG00000006504.5	ENSMUSG00000038398.8
OG0002623	ENSCAFG00000016145.4	ENSMUSG00000054920.12
OG0002624	ENSCAFG00000010330.4	ENSMUSG00000042305.12
OG0002625	ENSCAFG00000017322.3	ENSMUSG00000032401.15
OG0002626	ENSCAFG00000010452.4	ENSMUSG00000042207.17
OG0002627	ENSCAFG00000041073.1	ENSMUSG00000026111.15
OG0002628	ENSCAFG00000016672.4	ENSMUSG00000015882.18
OG0002629	ENSCAFG00000002358.5	ENSMUSG00000050122.19
OG0002630	ENSCAFG00000014808.5	ENSMUSG00000029106.14
OG0002631	ENSCAFG00000015576.4	ENSMUSG00000030357.10
OG0002632	ENSCAFG00000014821.4	ENSMUSG00000023070.6
OG0002633	ENSCAFG00000008491.4	ENSMUSG00000061689.15
OG0002634	ENSCAFG00000000926.4	ENSMUSG00000022442.16
OG0002635	ENSCAFG00000013425.4	ENSMUSG00000069049.11, ENSMUSG00000035150.15
OG0002636	ENSCAFG00000014207.4	ENSMUSG00000031010.17
OG0002637	ENSCAFG00000004293.4	ENSMUSG00000064280.14
OG0002638	ENSCAFG00000010687.4	ENSMUSG00000032834.11
OG0002639	ENSCAFG00000010167.4	ENSMUSG00000023341.15, ENSMUSG00000000386.16
OG0002640	ENSCAFG00000003891.4	ENSMUSG00000020651.8
OG0002641	ENSCAFG00000003919.3	ENSMUSG00000020648.3
OG0002642	ENSCAFG00000045160.1, ENSCAFG00000047350.1	ENSMUSG00000039763.10
OG0002643	ENSCAFG00000030501.2, ENSCAFG00000009095.4	ENSMUSG00000022965.8
OG0002644	ENSCAFG00000008729.4	ENSMUSG00000025612.5
OG0002645	ENSCAFG00000042967.1, ENSCAFG00000008488.4	ENSMUSG00000022890.13
OG0002646	ENSCAFG00000008215.5	ENSMUSG00000022867.11
OG0002647	ENSCAFG00000020381.3	ENSMUSG00000033313.11
OG0002648	ENSCAFG00000006979.5	ENSMUSG00000045636.16
OG0002649	ENSCAFG00000007113.6	ENSMUSG00000031592.10
OG0002650	ENSCAFG00000009030.5	ENSMUSG00000050312.12
OG0002651	ENSCAFG00000007135.5	ENSMUSG00000031590.8
OG0002652	ENSCAFG00000011367.4	ENSMUSG00000015942.9
OG0002653	ENSCAFG00000003733.4	ENSMUSG00000037174.18
OG0002654	ENSCAFG00000018714.4, ENSCAFG00000030831.2, ENSCAFG00000049900.1	ENSMUSG00000048655.17
OG0002655	ENSCAFG00000029537.1	ENSMUSG00000046352.7
OG0002656	ENSCAFG00000031728.2	ENSMUSG00000053110.13
OG0002657	ENSCAFG00000003991.4	ENSMUSG00000050730.17
