h_genes,m_genes,s_genes,g_gene,a_gene,x_gene,p_gene,dog_gene
3516,19664,107298588,422802,100565653,100491789,461152,479122
3549,16147,107291499,395801,100567635,100145111,470652,488533
3550,24010,107283664,416133,100558277,100490555,462120,607109
3551,16150,107287960,426792,100551699,448125,472749,482839
3556,16180,107299035,424908,100563166,100216065,460935,488126
3560,16185,107302587,100859707,103278848,101731938,470203,403439
3561,16186,107303211,395199,103281066,100492995,101059843,403851
3569,16193,107282781,395337,103279135,100493927,463288,403985
3572,16195,107294972,395684,100562134,100489642,461866,403545
3575,16197,107297967,426054,103279695,116408012,461922,612582
3586,16153,107297703,428264,100563091,100335053,469657,403628
3587,16154,114922354,419771,103281396,100145248,451580,610823
3590,16157,107300035,693251,100560091,100101801,100616505,481588
3594,16161,114922203,101749221,103282283,100496683,455851,484828
3600,16168,107296563,395258,100554686,100145683,737808,403584
3601,16169,107294425,416686,103278806,101732951,738192,487141
3603,16170,107291222,374270,100566974,100493920,449644,488762
3607,68837,107293623,107049008,100552115,100216193,454996,491681
3608,67781,107285225,425709,103282090,394593,107968444,480139
3609,16201,107298135,100858655,100561942,448121,455716,484950
3611,16202,107288657,374018,100556484,100145644,748941,476836
3612,55980,107302905,420199,100554351,549811,100613673,477925
3615,23918,107292776,416058,100561879,493428,460362,476630
3619,16319,107294360,396270,100556721,496453,451248,483790
3621,26356,107283853,418759,100554546,100037882,736462,476984
3622,69260,107302678,422553,100560186,549798,461625,482916
3623,16322,107286770,424197,100561289,613114,743866,488540
3625,16324,107288961,396126,100560893,100124901,470524,483880
3628,16329,107293737,107049248,100556887,100144649,460106,478842
3630,16334,107294042,396145,100565615,100101718,449570,483665
3631,269180,107301415,418690,100551799,780177,470448,474563
3635,16331,107285512,424745,100561031,100497417,470683,100688270
3638,231070,107303308,420442,100554687,780766,463839,475554
3642,53626,107297659,107052848,100552984,779614,738566,607566
3645,23920,107298515,100857811,100556999,100490498,457407,490405
3646,16341,107290743,420272,100567518,394752,464336,475070
3651,18609,107287176,771348,100555743,100490648,452507,493994
3652,16351,107283461,424605,100554227,100327249,469187,475371
3655,16403,107291524,396226,100555687,100497992,459742,100856563
3656,108960,107297847,416118,100560723,493227,460165,484657
3659,16362,107290656,396384,100566668,448320,107974852,100855872
3660,16363,107302672,396115,100559594,493376,461629,475633
3662,16364,107285129,374179,100557769,100490143,462386,100684399
3667,16367,107286667,107051846,100565100,100495320,459985,486148
3670,16392,107290967,396383,100558652,549474,461881,612954
3673,16398,107286758,100857227,100564306,100492714,471550,489208
3675,16400,107282610,373946,100553975,100494331,455111,491074
3676,16401,107294224,424121,100552809,100487924,470596,488429
3679,16404,107294928,101749098,100552402,100494050,451967,481097
3685,16410,107297042,396420,100567819,100144691,459807,488437
3688,16412,107284025,374058,100562954,394767,450396,477956
3689,16414,107284294,396181,100564287,100492659,458607,403770
3690,16416,107303035,374209,100560980,100498495,468295,403788
3691,192897,107290217,417374,100556105,100485847,454887,483318
3692,16418,107287107,419140,100562749,448711,458200,477210
3694,16420,107294611,424191,100562379,100037861,459683,488368
3695,16421,107288518,107049666,100566599,100486332,451934,477598
3696,320910,107282955,395470,100566496,100494899,463282,475253
3698,16425,107295333,419110,100565503,734132,450291,478011
3702,16428,107302950,416247,100554114,100492561,735556,489159
3703,16430,107296401,100857165,100565006,407861,451648,489300
3704,16434,107302861,424390,100556854,100380204,746982,609255
3705,217837,107295460,423421,100566274,549890,453121,490591
3706,228550,107295459,395694,100564166,100486229,453349,487507
3707,320404,107291207,416743,100554212,100497340,457789,490383
3708,16438,107293430,395412,100568038,100493341,460134,476548
3709,16439,107296465,418212,100567982,100124748,473389,486628
3710,16440,107287061,419910,100564450,100124749,462618,481746
3712,56357,107286214,423011,100557640,496848,453333,100856316
3716,16451,107294340,395681,100559328,100038172,743373,442952
3717,16452,107291603,374199,100552375,100036599,464979,484185
3720,16468,107286347,420839,100553839,100217357,462450,478729
3725,16476,107302456,424673,100567718,100493911,456893,609429
3728,16480,107303097,429710,100564925,395011,454667,480522
3732,12521,107302597,423172,100555967,394799,741685,611384
3735,85305,107283502,415885,100553947,407964,454252,479644
3739,16492,107291061,395721,100567958,100495646,466477,485427
3744,242151,107286262,395116,100564714,100497698,469414,490111
3747,268345,107289177,772061,100552002,100489216,743998,481168
3749,99738,107286266,419806,100563924,100492941,457122,490114
3751,16508,107293138,374143,100562429,105946842,472489,491424
3753,16509,107297737,101748386,100560180,100486396,474097,487743
3754,382571,107294776,428652,100563127,100124998,470495,482968
3755,241794,107290412,419347,100557575,100125206,745113,485929
3757,16511,107299027,100858122,100557791,100491983,463894,403761
3758,56379,107291171,428236,100556003,100487609,466846,489285
3761,16520,107288645,395903,100557781,100485222,470209,481253
3762,16521,107292246,395925,100558747,549655,451660,489284
3763,16522,107285605,427983,100562076,116408751,474111,487756
3764,16523,107299370,395973,100556780,100124909,740604,486639
3767,16514,107299623,428846,100557606,116410223,466450,485401
3769,100040591,107285520,101749520,100566482,100125048,100615579,477411
3772,16516,107285599,427984,100558994,100486399,747512,487759
3773,16517,107282581,427812,100565719,100145730,468311,611045
3775,16525,107291594,421519,100558649,496985,469712,488965
3776,16526,107289293,770954,100558061,100495685,457734,490295
3777,16527,107289055,428382,100567751,116410805,743496,483002
3781,140492,107296867,395579,100555736,100145581,462006,474640
3784,16535,107290119,423090,100560756,100145329,450957,483669
3785,16536,107299506,428151,100555603,100492090,739390,612515
3786,110862,107299909,420325,100555203,101731597,464403,475103
3788,16539,107285364,430463,100566294,101732753,472828,481979
3790,238076,107284928,428653,100561154,100497261,470315,482982
3791,16542,107295912,395323,100551738,100487501,461315,482154
3795,16548,107286452,107053156,100561006,100492918,740614,100170647
3796,16563,107289919,427156,100551858,100379688,100615381,478071
3799,16573,107284027,420472,100563470,100038146,450390,100855651
3800,16574,107292925,408046,100562377,100493873,470557,476144
3801,16582,107284093,415630,100566458,548839,454124,487259
3815,16590,107294049,378783,100551543,100216090,461316,403811
3831,16593,107285086,423484,100560020,550001,453188,100855591
3832,16551,107283397,423809,100565444,548870,450609,477769
3836,16646,107284118,418271,100554066,394800,460631,478585
3837,16211,107282638,426499,100557760,100216264,455176,491042
3838,16647,107284848,417420,100567342,493517,100612155,480469
3839,16648,107284288,418870,100562728,548814,452722,476909
3840,16649,107302697,425012,100556828,100380091,470982,478680
3842,238799,107290547,427218,100557078,100492001,461817,478093
3843,70572,107282321,418783,100565167,734045,739518,485528
3845,16653,107295639,418207,100563575,100485959,473387,403871
3875,16668,107288181,101749333,100567731,394541,451923,477601
3895,16709,107292189,396335,100555298,100125787,744347,480332
3898,16763,107287795,421160,100565501,780094,738395,607639
3909,16774,107291296,428524,100561436,100496680,455339,480173
3910,16775,107287159,421749,100565882,100489161,462946,475034
3911,16776,107296589,428148,100552852,100145762,458387,442954
3913,16779,107297531,373980,100562869,100485566,460365,476626
3914,16780,107290603,428268,100558673,100125073,469668,442953
3915,226519,107284987,424442,100557963,100036631,457570,480034
3916,16783,107290442,396220,100559452,100216290,737954,476995
3918,16782,107284986,408043,100557765,100489162,457571,442939
3920,16784,107302746,414800,103281633,779509,737597,481037
3925,16765,107295633,396057,100568004,493340,456650,478175
3927,16796,107282420,420002,100561573,493322,454620,608624
3930,98386,107297430,396285,100555974,100145693,457776,490391
3931,16816,107284167,396136,100564490,448241,743056,479680
3932,16818,107285506,396460,100556474,100497656,456715,478151
3937,16822,107285399,395438,103277857,100158590,471734,489126
3953,16847,107298129,374223,100558934,724071,456919,450207
3954,56384,107291448,422898,100563554,780254,461068,488807
3955,16848,107290633,395790,100565009,549805,472272,489891
3958,16854,107293659,373917,100562243,394583,744038,404021
3964,56048,107293652,430948,103281786,100216105,743841,479193
3975,16869,107297755,396381,100564814,100101708,454600,100856649
3977,16880,107288322,395262,100562633,100485281,738797,449478
3978,16881,107285325,430516,100565521,100271763,468936,100686967
3981,319583,107284305,418764,100561936,549735,452653,485544
3983,226251,107287320,423911,100555478,100170541,450753,477828
3984,16885,107284701,373922,100561532,780362,463466,489800
3990,15450,107283129,427495,100556018,100135730,746925,478320
3993,217325,107290351,422127,100564177,548396,468330,609568
3998,70361,107290862,426849,100562643,100494337,455448,476186
4000,16905,107297417,396224,100553155,733973,457385,480124
4001,16906,107283264,396223,100552506,394806,462035,474663
4004,109594,107284177,100858792,100566572,100144284,749084,610473
4009,110648,107286311,777133,100565409,100492433,747979,609061
4010,16917,107296827,396312,103280787,100495130,739919,403499
4012,240028,107302784,427279,100565555,100216271,461960,488896
4015,16948,107289433,396474,100558882,780067,471614,481478
4023,16956,107286300,396219,100556298,100127862,464031,403626
4035,16971,107291002,396170,100552669,100485788,452006,481124
4037,435965,107292568,415773,100564544,100494496,455929,484600
4038,228357,107294856,423189,100554012,100101694,451161,483628
4040,16974,107286273,419097,100554684,100489328,465295,477692
4043,16976,107296470,395936,103281040,100038258,461086,479072
4046,16985,107297946,374254,100561739,496868,459394,611553
4047,16987,107296168,424037,100558321,733925,474058,491611
4048,16993,107284561,417918,100565831,448745,452145,482611
4052,268977,107292894,421461,100560501,100488719,459143,475720
4060,17022,107284784,417891,100561888,496415,452119,482599
4064,17079,107284185,431584,100563324,100489673,471824,487234
4067,17096,107284322,421127,100554372,549989,472771,477886
4074,17113,107295563,396044,100558658,493477,736013,477700
4076,53872,107287501,426151,100565981,594938,451114,607420
4077,17966,107285927,420007,100554112,100485564,455047,480509
4081,17116,107287649,395208,100558402,780258,467258,486012
4082,17118,107293728,396473,100556430,448317,742020,612436
4084,17119,107283284,426299,100564028,779675,470395,612631
4085,56150,107289776,422675,100566557,100125170,461661,476070
4086,17125,107286195,395680,100556712,493211,450142,475456
4088,17127,107283914,395132,100562178,493272,748161,610902
4089,17128,107284129,107055136,100552093,100038088,468537,476196
4091,17130,107283935,374096,100561979,100038072,467711,487612
4092,17131,107297125,429683,100555647,100486892,455411,490570
4093,55994,107287652,395543,100557353,493210,452539,486006
4094,17132,107288193,693248,103279340,613051,454260,102156419
4097,17134,107294407,769355,100564637,100486278,744805,607914
4116,17149,107283041,374226,100563534,100038130,104001049,479562
4117,17152,107282987,420859,100555479,780268,746604,478721
4121,17155,107299749,421726,100552898,100491314,463148,476275
4122,140481,107289784,415585,100568077,448465,745986,488745
4123,73744,107301007,415306,103282811,100036651,453758,611620
4124,17158,107293675,415611,100555933,100036612,461982,488878
4130,17754,107289802,415588,100562523,100493436,453380,478275
4131,17755,107289739,396174,100557670,779460,450137,478092
4133,17756,107286247,424001,100561543,780043,459909,488504
4135,17760,107289767,395753,100551556,100145271,451428,476803
4139,226778,107298746,421342,100559635,100490022,469683,478965
4140,17169,107285082,423480,100556651,100329119,453184,611285
4141,216443,107293465,425613,100567667,549754,452016,474414
4144,232087,107287945,112530175,100567879,395032,459363,475770
4146,17180,107285502,396505,100559813,595001,743795,487325
4147,17181,107285175,426584,100562218,394847,472939,491431
4149,17187,107295134,100858676,100558914,493570,452972,609969
4154,56758,107284896,425033,100559321,100498648,460787,477116
4155,17196,107285358,396217,100555725,549346,455522,476160
4158,17200,107290084,428516,100558671,100491330,455500,100855756
4159,17201,107296947,100857164,100555674,100496947,469978,485938
4160,17202,107283587,428485,100557051,100486677,468556,483961
4161,17203,107290085,421047,103278545,100124993,468599,483981
4162,84004,107285383,448832,103281445,100489907,744688,489368
4163,328949,107293249,415603,100562164,100216150,462002,611208
4168,109904,107303229,422253,100563368,100489667,465888,492176
4170,17210,107292903,395674,100556744,100038211,457274,403537
4171,17216,107302449,416027,100559976,448458,460668,484622
4172,17215,107285564,422043,100555447,734092,462763,481839
4173,17217,107289323,426764,100562294,448137,472757,477871
4174,17218,107302638,418058,100555411,550081,458790,610519
4175,17219,107284389,424295,100566917,395030,741695,476131
4185,11488,107302419,428282,100556058,100491446,454735,606958
4188,17240,107291545,419921,103278709,101733832,107975136,609042
4189,27362,107293306,417783,100559036,100038131,744984,475286
4190,17449,107284309,421281,100553622,448318,459271,474614
4191,17448,107290031,417517,100563761,496892,463484,482945
4192,17242,107288587,423196,100565875,394671,744817,491316
4193,17246,107284408,395609,100556723,394853,742141,403693
4194,17248,107302982,419823,100567197,100216294,457658,478939
4201,17256,107297199,107052849,100562476,100144996,472010,474906
4204,17257,107284234,112530992,100564173,100216110,465936,612973
4205,17258,107283868,395670,100555625,100216045,453680,479021
4208,17260,107287615,769007,100559834,100127198,461760,479155
4212,17536,107285392,395588,100561149,100036664,453312,612759
4215,26406,107302364,419954,100557698,100490021,468286,480481
4216,26407,107292071,421579,100560027,100497217,463119,476262
4217,26408,107282238,421688,100551616,100497692,463023,476215
4223,17286,107282957,374137,100556393,100144655,463273,482329
4232,17294,107299425,427684,100564224,448261,463729,607717
4233,17295,107285371,396134,100561443,100485823,463671,403438
4236,100034361,107289785,415586,100566908,496412,453388,478281
4245,17308,107289640,112530444,100559184,496815,462340,491674
4248,17309,107288140,418013,100564985,100492491,470218,481244
4249,107895,107284397,424286,100566008,100145551,459625,483895
4254,17311,107283118,396028,100561046,733847,452114,403507
4255,17314,107284031,423965,100553369,496878,737624,442978
4257,56615,107291421,418178,100563748,496690,740580,477683
4259,66447,107292563,424404,100567286,448730,457477,609050
4261,12265,114922315,416633,103281059,101734303,453914,490008
4281,17318,107288529,373920,100556113,448651,741750,491737
4285,70478,107288414,418942,100565494,100497804,467228,477338
4286,17342,107297236,395886,100565623,100101790,460500,415126
4287,110616,107297374,378424,100561408,549143,738729,480229
4289,27418,107294387,418250,100552068,100489031,463733,607643
4291,17349,107302687,425019,100565956,100135130,460811,477127
4292,17350,107283789,420729,100555611,100170640,747104,477019
4293,338372,107294300,425792,100556486,100488949,467498,490765
4297,214162,107284778,414897,100560745,100135006,451587,479417
4299,17355,107293599,422590,100566940,100497189,461362,100683405
4300,70122,107292741,427234,100563065,549668,744085,481556
4301,17356,107289612,421564,100564963,100493083,463135,431695
4302,246198,107282643,419995,100556786,549549,454612,608565
4308,17364,107283124,427494,100560540,100216447,453284,488699
4311,17380,107288042,425031,100558527,101734885,460792,477120
4313,17390,107295718,386583,100557569,548506,454094,403733
4324,17388,107284095,415629,100554654,548675,467988,487257
4325,17389,107284965,396116,100551730,548746,736322,487036
4329,104776,107290492,423345,100555244,100491845,467506,490779
4331,17420,107290953,423521,100556266,549892,452954,480346
4335,17428,107297484,427840,103281315,100216033,468141,491202
4337,56738,107290729,395270,100565095,100493519,472002,481784
4342,17451,107284317,428537,100553986,100489962,472772,486959
4343,17454,107297291,419872,100560253,100491926,457099,483219
4350,268395,107283960,416648,100557008,549932,749794,611597
4351,110119,107293394,769765,100553935,100379729,453748,478369
4352,17480,107283453,414804,103278682,105946994,747522,610801
4354,17524,107295410,422197,100563740,493514,107971248,612626
4355,50997,107282658,420006,100566111,100124723,454717,490945
4357,246221,107302751,418048,100557170,448116,458976,474515
4359,17528,107292435,100859605,103281688,780198,747431,488654
4361,17535,107297670,395555,100557944,100135381,737902,494006
4436,17685,107284056,378799,100562005,100380043,107973458,494002
4437,17686,107299642,427318,100554606,100486354,735384,479164
4438,55993,107285061,424725,100567081,100495525,469357,612681
4439,17687,107290867,101748521,103281242,100489595,462565,474848
4440,17690,107298979,416979,100552215,496961,452305,611488
4482,110265,107285566,422027,100560051,100145423,739556,608103
4485,15235,107288724,396135,100563004,100494056,460377,484768
4486,19882,107290536,427573,100561425,100496572,744480,444854
4487,17701,107297432,396484,100559206,394692,461092,488828
4488,17702,107292054,395245,100561295,394987,744194,403663
4507,66902,107294825,431261,100558920,496996,742857,474729
4520,17764,107283726,428218,100555296,100495484,456766,608127
4521,17766,107290635,416467,100564610,448146,463225,489894
4522,108156,107285163,423508,100553949,493369,452965,480352
4524,17769,107294169,419489,100554267,100125082,469800,478230
4528,76784,107302298,421213,100564834,100496951,459239,474600
4543,17773,107302681,396319,100557231,116408465,471417,482904
4547,17777,107288768,422709,100552347,100487453,471397,487873
4548,238505,107290169,422069,100555904,100488827,457844,479190
4552,210009,107297701,428502,100563923,733716,461717,478623
4583,17831,107287802,423101,100563509,100493286,745783,102154704
4593,18198,107294810,373897,100566968,100485502,464653,481662
4594,17850,107291680,422049,100556169,100379804,463198,474930
4595,70603,107283428,424594,100552457,780292,456539,100856592
4597,192156,107283477,425359,100555375,394871,468069,489663
4601,17859,107290000,423888,100561753,493491,737181,609946
4602,17863,107285617,396244,100552206,613049,463016,483995
4603,17864,107295110,396158,100553907,100491549,747811,486979
4604,109272,107289472,418099,100560974,100487880,452173,475442
4605,17865,107290469,396258,100565598,100126220,458262,477232
4607,17868,107289842,396013,100554792,100127177,451168,483624
4609,17869,107299311,420332,100558533,395024,464393,403924
4610,16918,107283746,428231,100555754,496561,469291,482461
4613,18109,107287812,421948,100566282,448649,459043,482978
4615,17874,107303333,420420,100561767,549591,460269,477024
4617,17877,107284033,395633,100563408,394529,467081,482582
4618,17878,107284040,417873,100560061,549914,745321,611531
4627,17886,107302689,396469,100555799,100487997,470200,481280
4628,77579,107292597,396465,100552510,100158525,455090,479497
4629,17880,107284008,396211,100553074,100490639,453949,479836
4632,17901,107301970,396470,100558249,394551,459915,478896
4633,17906,107286997,416874,100566191,100135705,452243,403614
4634,17897,107286016,396067,100557845,394608,460327,476644
4635,17896,107303059,396472,100558684,100124786,454814,480490
4638,107589,107288928,396445,100557929,101730432,101057233,488012
4643,71602,107283152,415398,100555231,100158599,453479,478325
4644,17918,107294474,396237,100565658,100495365,450136,478312
4646,17920,107292011,395487,100554995,493193,462831,481884
4647,17921,107299722,419085,100551824,100491335,466717,485174
4648,17922,107295309,424751,100561818,100491953,459596,483867
4649,270163,107297914,101748321,100566254,100216086,453556,487630
4650,17925,107282229,420135,103281888,100492218,107966213,484844
4651,17909,107284876,101749223,100555990,548806,471462,489261
4654,17927,107296036,374048,100562663,394569,451057,611940
4656,17928,107289274,374004,100561042,549479,469647,490224
4659,17931,107284036,396020,100560455,100493563,452095,475411
4661,17932,107296409,419249,100556191,100490628,458428,485987
4664,17936,107296011,374126,100556694,100145272,459832,488447
4665,17937,107291007,100873158,100553067,100145178,452004,481122
4666,17938,107293738,396544,103277772,493239,452434,474408
4668,17939,107285348,396547,100558544,779501,470279,481226
4669,27419,107282677,107055308,100556397,100489327,468265,490965
4673,53605,107290765,417864,100566103,407956,452083,475407
4676,17955,107292940,423087,100559969,780369,450961,483670
4677,70223,107299804,426856,100556203,100379908,455438,607631
4678,50927,107283431,424600,100551869,733514,741511,475373
4682,26425,107283990,416634,100558113,548552,453912,479850
4683,27354,107285753,374246,100557161,733826,464278,611315
4684,17967,107291592,428253,100559088,100038291,466782,479435
4685,17968,107298910,427968,100554614,100151722,473925,487705
4688,17970,107284984,424445,100557373,619367,457573,480036
4689,17972,107302832,418052,100560453,595084,741196,481277
4691,17975,107290402,396201,100567155,733759,460006,608445
4693,17986,107286498,418560,100563987,100494098,107971189,612440
4695,17991,107283666,768860,100558672,100124807,462119,478032
4698,68202,107293109,417753,100564721,734141,463686,475214
4700,67130,107285345,427897,100553444,550108,458981,474483
4701,66416,107299612,420065,100564898,100492017,743262,476722
4702,68375,107295064,417112,100559966,100125113,464897,480741
4703,17996,107286053,101748402,100563097,100491666,459659,476149
4704,66108,107300260,419039,100559194,496917,451766,477718
4705,67273,107283266,424032,100558382,496724,470696,608244
4707,102631912,114923410,423415,100567760,100485816,453115,111096466
4708,68198,107288687,418118,100559985,100127720,463780,100683846
4709,66495,107291757,424078,100562707,549966,459871,100855975
4710,68194,107284121,769954,100556538,549790,460612,478577
4711,66046,107292416,424978,100561162,550057,471008,478639
4712,230075,107296097,416391,100566194,549244,100611615,100687033
4713,66916,107292470,107050898,100566924,549990,468748,476686
4714,67264,107292982,423763,100564672,733466,744716,477798
4715,66218,107283768,420337,100557748,779705,464380,475094
4716,68342,107287715,416543,100560161,550004,746648,479887
4719,227197,107290438,424102,100565838,100380019,459896,478880
4720,226646,107299346,100857596,100565070,394993,747334,478981
4722,68349,107292936,423179,100555578,394690,451175,475978
4723,17995,107290801,430210,100562726,496988,747209,476004
4724,17993,107293719,374122,100558063,100125122,461878,479335
4725,595136,107283741,771510,100555368,549928,456776,475322
4726,407785,107293238,420976,100563213,100127764,742848,478629
4729,72900,107285984,426488,100557190,549920,455295,480204
4731,78330,107296829,418541,100556574,100497622,736470,478421
4735,18000,107295235,424843,100552649,100036706,460082,487886
4736,19896,107289041,419895,100554553,100144995,462637,474884
4739,18003,107282981,395736,100554501,100487989,104006758,488220
4741,18040,107300383,396206,100564082,780230,745196,486111
4744,380684,107288799,417020,103280521,100101753,458741,442940
4747,18039,107299067,419528,100563298,100216135,464063,100856220
4750,18004,107286213,422433,100552798,100036653,471345,486058
4751,18005,107288584,421376,100565749,100328980,457714,480021
4753,54003,107288305,417799,100556249,100037839,451844,477636
4756,18007,107294158,395822,100560350,100170189,453730,487635
4761,18013,107303114,100859203,100559473,779941,454631,491026
4762,18014,107286541,395699,100565977,100144651,746658,481516
4771,18016,107288785,395158,100555751,779815,458744,477535
4772,18018,107287411,420815,100565300,780197,455485,483925
4773,18019,107286073,419346,100556205,100490186,469972,485930
4775,18021,107295032,415711,100561893,100216091,454184,479678
4779,18023,107282628,417987,100560659,100151700,455185,403692
4780,18024,107286580,396014,100560087,493217,742622,478813
4781,18028,107288226,396209,100557015,100036601,464995,474709
4782,18029,107282182,396208,103282297,100491004,455583,485061
4783,18030,107299332,395326,100554409,548427,742792,100855456
4784,18032,107285136,396207,100568161,100158549,468742,484920
4791,18034,107294835,386574,100566624,448550,450697,486858
4792,18035,107290218,396093,100554664,448138,467426,480291
4794,18037,107295976,421438,100552504,100145466,462730,102155642
4799,74164,107297443,420796,100560642,100488254,465042,481581
4800,18044,107287059,419917,100565045,394530,748395,474897
4801,18045,107294623,396205,100567657,100135753,452191,475450
4802,18046,107302564,419642,100558294,394813,456799,475312
4803,18049,107284057,396466,100553574,100170161,469423,403402
4804,18053,107282662,425805,100552995,100493992,455206,491071
4808,18072,107289346,395578,100566214,116408732,469424,483135
4809,20826,107285352,417986,100552266,394590,458869,474484
4810,195727,107293204,418616,100566607,100498628,465520,491757
4814,18081,107288976,415986,103279603,493383,473345,610587
4815,29862,107285911,418151,100552461,101732128,746259,611886
4820,18087,107284363,420388,100568049,100145676,460293,609597
4821,18088,107297892,428549,100563144,100038077,469894,485744
4824,18095,107293146,101747314,100563371,100038192,743612,486114
4825,18096,107303188,395752,100566166,549337,471184,487838
4832,79059,107293797,416399,100567225,448695,467867,100856596
4836,18107,107286280,419966,100559200,100380009,454744,480494
4838,18119,107296751,395205,103278249,100497218,466100,489028
4839,110109,107285762,418277,100566323,100490904,451784,611645
4842,18125,107295430,427721,100562233,100497595,467139,477498
4843,18126,107296204,395807,100561200,100494698,455026,403822
4846,18127,107299026,107057170,100557597,100486016,463893,403784
4848,72068,107283832,417851,100555353,100127821,452072,474446
4850,53621,107286145,417936,100553912,594959,463751,482708
4851,18128,107296232,395655,100558119,100037842,464865,480676
4852,109648,107282788,396464,100559865,779985,744617,475257
4856,18133,107288743,396204,100565844,100494006,737818,475083
4857,664883,107289175,423300,100559767,100124925,452828,490632
4860,18950,107292320,769958,100567275,448370,737850,475393
4862,18143,107288157,395433,100563562,101731519,459449,474552
4863,244879,107284846,418967,100561473,100490594,451529,489420
4864,18145,107292297,421076,100561824,100494646,455338,403698
4867,53885,107290417,421223,100559695,100494715,459483,403780
4869,18148,107287455,396203,100565943,394478,740704,479292
4882,230103,107299286,100859339,100568215,100488543,465084,474762
4884,18164,107286625,422078,100560630,100158577,468350,483356
4885,53324,107296502,416438,100561781,100124882,463562,100855792
4886,18166,107294729,428727,100561643,100494051,471331,399518
4887,18167,107293564,422405,100551740,100498351,461562,482661
4891,18174,107291517,751817,100560898,100144712,451897,486543
4892,18175,107291549,423899,100561114,100487160,466205,477823
4893,18176,107284053,419885,100565176,549517,742713,403872
4897,319504,107289339,396202,100558015,100216214,463658,475881
4898,230598,107283057,424635,100557559,100489182,456852,475354
4899,18181,107297720,416677,100553210,100488083,472513,482260
4905,18195,107303033,419972,100555215,780249,107968982,490921
4907,23959,107284752,421833,100560818,100489347,462864,474984
4908,18205,107298399,428099,100560582,549124,466931,486731
4913,18207,107302612,416551,103281794,733472,468087,610981
4914,18211,107298512,396337,100556611,100489637,457408,490404
4915,18212,107294568,396157,100558067,780110,735394,484147
4916,18213,107288613,396081,100565655,100487541,467751,100856261
4919,26563,107287078,395179,100560122,100498561,456910,489557
4920,26564,107293302,769516,100554214,548551,464589,484193
4921,18214,107302837,396404,100559348,100497889,457467,478987
4922,67405,107289218,417883,100561829,100485937,745818,611687
4926,101706,107299627,768717,100566838,100145664,451398,485213
4928,269966,107298415,430616,103282402,100145055,450971,476822
4929,18227,107291504,424320,100552871,100101682,459669,478754
4931,67459,107294382,421326,100556567,100125138,457771,480117
4935,18241,107296056,418652,100555530,496427,465482,491733
4942,18242,107301459,426430,100557745,549690,450803,477858
4943,209815,107300037,101747947,100565224,100495342,738389,491866
4947,18247,107289653,427481,100561666,100127795,747719,478343
4948,18431,107284247,428009,100564181,100487559,453261,488683
4952,320634,107291571,422136,100563751,100125214,465851,492123
4953,18263,107294079,421937,100567639,448028,459027,475666
4957,18286,107295892,417213,100560553,100125786,464769,491315
4958,27047,107293189,101747586,100554669,105947037,739996,102154566
4967,18293,107297456,426429,100554697,100216252,738474,475499
4968,18294,107298179,771001,100554936,100380072,460152,484666
4974,18377,107296713,101751011,103280914,594982,748467,610445
4975,18378,107296129,101749160,100556277,394662,748851,607920
4976,74143,107291695,424900,100557914,100145638,471042,477129
4982,18383,107288745,378803,100565448,100494982,464351,100855848
4983,94190,107284611,422162,100554128,779935,449628,607363
4985,18386,107303058,429951,100553542,100490669,456688,487329
4986,18387,107289180,428533,100556652,100489465,472761,486951
4988,18390,107295800,421644,100563384,100487937,472165,484041
4990,20476,107290957,395843,100557835,100101705,467473,490718
4998,18392,107283069,424640,100558146,734048,456857,100855917
4999,18393,107291760,424077,100564675,780267,459868,478868
5000,26428,107294302,424307,100561974,448135,459647,476141
5002,18400,107292937,423089,100560561,101734420,450959,475997
5007,76303,107295989,101747893,100564300,100488223,451213,483448
5009,18416,107286531,395735,100560179,448273,738893,480878
5010,18417,107290261,424990,100567648,100492817,460846,488160
5013,18423,107284358,100858585,100556949,394824,744025,610347
5019,67041,107295926,427190,100566475,493307,737468,479347
5021,18430,107294281,429211,100561315,100493876,738742,484670
5025,18438,107286969,374166,100561452,100489363,452319,448783
5028,18441,107284899,396275,100558926,100124773,470970,449621
5031,233571,107287051,396114,100552148,116408916,451410,485202
5034,18453,107295827,374091,100553107,395048,454970,483369
5036,18813,107284854,425279,100564203,493284,467034,474396
5045,18550,107289799,395457,100551704,100327238,453652,488746
5046,18553,107283875,395454,103281615,100485543,743234,488703
5051,100163,107295655,769963,100553600,100379949,456651,478174
5052,18477,107283430,424598,100558538,496551,456537,475375
5062,224105,107294968,424860,100561625,733718,460965,612814
5064,18483,107282173,101750199,103282874,594906,468634,485098
5069,18491,107288776,417245,100557783,100495014,464690,481692
5073,74108,107283983,416423,100560800,733861,453936,479839
5074,114774,107284043,417870,100563999,100486624,452094,611487
5075,18503,107297636,100859138,100553770,100038212,458132,485743
5076,18504,107290860,395574,100563883,733478,744540,609228
5077,18505,107289156,374127,100560571,448464,459971,488544
5079,18507,107291251,387330,100555546,100493222,747452,612021
5082,67466,107293025,772371,100558387,548824,473052,609801
5083,18511,107288843,395740,100557605,100485934,737458,490654
5091,18563,107297791,374263,100557006,100125118,451356,483704
5092,13180,107292171,395729,100562871,496425,747249,609680
5094,18521,107291241,426023,100558788,448044,467006,477596
5095,110821,107298587,418774,100566931,100493552,738775,476975
5096,66904,107285889,768706,100558858,613054,104001059,477076
