gene,description,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Pm_1_heart,Pm_10_heart,Pm_3_heart,Pm_5_heart,Pm_8_heart,Pm_1_kidney,Pm_10_kidney,Pm_3_kidney,Pm_5_kidney,Pm_8_kidney,Pm_1_liver,Pm_10_liver,Pm_3_liver,Pm_5_liver,Pm_8_liver,Naja_vg_1,Naja_vg_2,Naja_vg_3,Naja_vg_4,Naja_vg_5,Naja_vg_6,Naja_liv_1,Naja_liv_2,Naja_kid_1,Naja_kid_2,Naja_pan_1,Naja_pan_2,Naja_sg_1,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Mus_hrt_1,Mus_hrt_2,Mus_hrt_3,Mus_kidn_1,Mus_kidn_2,Mus_kidn_3,Mus_livr_1,Mus_livr_2,Mus_livr_3,Mus_livr_4,Anole_hrt_1,Anole_hrt_2,Anole_hrt_3,Anole_hrt_4,Anole_kidn_1,Anole_kidn_2,Anole_kidn_3,Anole_kidn_4,Anole_livr_1,Anole_livr_2,Anole_livr_3,Gal_hrt_1,Gal_hrt_2,Gal_hrt_3,Gal_kidn_1,Gal_kidn_2,Gal_kidn_3,Gal_livr_1,Gal_livr_2,Gal_livr_3,Xeno_hrt_2,Xeno_hrt_3,Xeno_kidn_1,Xeno_kidn_2,Xeno_kidn_3,Xeno_livr_1,Xeno_livr_2,Xeno_livr_3,Pan_hrt_1,Pan_hrt_2,Pan_kid_1,Pan_kid_2,Pan_liv,Homo_sg_1,Homo_sg_2,Homo_hrt_1,Homo_hrt_2,Homo_hrt_3,Homo_kidn_1,Homo_kidn_2,Homo_kidn_3,Homo_livr_1,Homo_livr_2,Homo_livr_3,Canis_sg_1,Canis_sg_2,Canis_hrt_1,Canis_hrt_2,Canis_hrt_3,Canis_kidn_1,Canis_kidn_2,Canis_kidn_3,Canis_livr_1,Canis_livr_2,Canis_livr_3,py_sg1,py_sg2,pg_sg1,pg_sg2,mus_slg_1,mus_slg_2,mus_smg_1,mus_smg_2,mus_pg_1,mus_pg_2,gekko_sg1,gekko_sg2
107288687,NADH:ubiquinone oxidoreductase subunit B2,151,287,344,386,111,439,143,311,321,234,354,108,157,208,184,331,146,165,620,230,260,259,217,276,244,385,204,653,334,193,1455,1294,1153,130,1726,722,651,779,596,668,592,516,376,325,530,48.3584,245.551,65.4959,49.3848,96.4735,169.338,135.611,137.911,111.76,130.406,41.565,27.8221,81.115,39.297156,43.033199,29.58414,35.839179,397.188167,531.96722,528.423991,372.699271,374.244724,376.172098,286.570885,386.21218,414.58872,357.50793,291.075,360.316,318.223,199.541,217.379,312.54,223.693,230.92,201.656,179.013,158.165,438.7702,498.4203,428.7136,652.9345,257.1752,316.3969,358.0139,188.2736,204.6859,285.92,190.727,72.9338,92.8473,78.3814,96.9195,36.9311,37.1833,193.8315,380.7703,268.5956,513.9541,79.97826,59.261663,71.5742353,328.088388,437.7321,414.102109,443.611047,274.663611,458.489957,283.987443,139.7852648,166.466778,451.129,186.153,811.587,640.963,445.329,407.142,232.417,686.271,461.91,272.814,253.929,24.9454,0,66.414,40.9694,177.337035,109.65322,54.724584,113.657431,46.217297,48.8370284,37.623,34.3218
107288693,Fanconi anemia complementation group D2,7,138,77,37,20,97,3,62,45,93,149,358,94,14,18,43,19,17,55,96,26,179,288,118,276,68,25,7,69,10,1,9,34,36,9,8,26,111,17,6,9,8,44,4,30,0.0341337,0.0328534,0.282432,0.44565,0.0149193,0.38865,0.0719096,0.191318,0.257873,0.434302,0.609725,0.0572929,2.06174,0.1981196,0.0699997,0.0243874,0.0445287,0.1378336,0.4496824,0.376503779,0.27475785,0.291909,0.349636,0.0102648,0.1158175,0.2349432,0.166218,0.367731,0.59635,0.786935,0.215925,0.250203,0.88063,0.431592,0.229098,0.209911,0.400026,0.216927,19.7802,7.29415,8.59192,47.8921,8.41621,8.54288,19.3821,4.87598,4.10772,0.6951696,0.71716728,1.544462002,1.8590778,2.0856495,1.1343091,0.9281589,1.657966944,1.041441013,0.380880602,1.540677,1.072907,1.134717,1.2483683,1.36173075,0.853000071,0.5077376,1.505358,4.295412,0.933161,2.833279,1.10766922,0.1370623,0.5116146,0.61173,0.250082,0.199723,0.242289,0.491265,0.156169,0.475875,0.433786,0.280037,0.362084,0.288663,0.0714471,0.167196,0.468145,1.41379,0.2564286,0.1673967,0.0139936,0.00974422,0,0.0673806,0.0937688,0.0626975
107288694,ER membrane protein complex subunit 3,969,592,829,855,563,458,393,504,648,390,565,606,386,447,396,509,393,365,684,266,447,487,671,678,652,627,612,1249,437,647,225,454,238,132,225,671,691,1051,812,650,674,785,618,497,603,35.062,58.4548,72.0545,42.1815,146.884,108.146,69.2126,95.0725,93.3942,73.5338,45.9839,25.776,69.9213,9.97059,11.00924,10.8881,10.9924,24.86969,22.6284918,22.4080772,42.760373,44.074122,44.1398883,28.800123,25.575423,25.714358,26.913561,7.459,11.0675,14.7989,6.2343,7.02265,14.7064,12.2447,7.59868,11.8971,13.6247,5.4007,44.21052,45.80245,58.80424,80.15814,98.55126,98.40046,72.60068,69.07383,64.15921,11.35233,11.92854,11.91535,11.97424,14.57572,2.775769,3.497124,4.96694,20.13948,20.51154,40.04081,46.16373,29.072,24.148969,21.180306,40.976281,33.53903,44.06307,57.03419,49.512303,121.956486,39.847033,32.868677,48.59123,215.175,269.161,37.192,55.0456,226.389,94.0277,293.834,83.8075,107.272,121.189,59.0153,91.0703,309.686,8.35407,20.116,16.428943,20.782807,7.817115,15.120433,5.8523296,5.040338,33.6129,29.9327
107288699,nicolin 1,57,22,19,29,41,16,11,18,27,22,18,14,24,20,19,20,19,21,41,18,11,17,32,26,39,30,27,8,14,18,14,8,29,17,8,36,19,27,36,15,11,11,3,31,17,2.71053,4.533414,8.62895,3.393248992,8.09352,5.64519,4.022020018,1.14179,5.25772,5.26341,4.446578,2.12644,4.89535,0.47444,1.02331,1.247925,0.821556,13.09305,16.1386918,14.219452,28.816669,28.376395,24.108296,18.47046,14.680945,13.515425,15.171567,3.39162,3.71075,5.80541,2.62339,2.59,4.52733,5.0167,2.78572,1.74376,4.05701,1.32598,29.4586,8.5873,5.14695,38.0929,6.53495,8.99323,39.7467,6.89757,4.68662,3.96503,4.86777,8.80421,7.45756,8.00794,3.2912,2.90052,4.26775,6.89017,11.139313,16.0204,28.012,6.97192,5.669724,3.806441061,3.536407895,16.89948,17.60984,10.054625,18.83633001,14.672598,5.883978,0.8685838,3.405337,11.18181,24.2606,3.23389,13.8378,11.4401,27.863591,36.6977,14.1358,21.2785,14.83552,25.819,0,0,1.79066,1.29863,3.5015,5.350293,1.626718,2.358331,1.3195,0.394759,1.36773,1.19721
107288714,"NPR2-like, GATOR1 complex subunit",74,188,190,54,49,103,36,43,93,31,73,67,59,30,59,68,35,27,168,48,39,66,148,105,94,107,89,13,92,35,36,58,90,28,85,249,230,229,129,317,53,120,52,69,101,1.43802,0.912222,3.23796,2.14909,1.8271,0.965806,3.44233,0.892574,4.86513,3.85519,3.26655,1.06952,3.71501,3.15074,3.14609,3.014079,2.37417,13.801478,19.957793,18.5276216,44.253631,44.593354,40.835609,22.929497,22.462963,21.095609,20.869817,4.14422,6.8693,10.0147,4.72902,3.16067,10.4826,8.87297,5.72452,4.57211,7.2126,2.39408,21.71934,17.23461,13.41663,37.5582,27.84957,24.63194,24.80725,15.80412,12.90217,5.26913,7.92437,13.3678,17.5125,15.5474,6.63428,14.2598,13.2904,7.43504,6.94395,18.671317,26.72071,19.794945,7.31707622,6.9120041,8.284815,12.617151,15.5290562,19.38669309,31.19395711,22.04534586,9.641834777,8.7114861,10.565307,22.5755,18.8865,7.30804,14.4324,12.624,24.6414,20.3404,17.8049,20.2954,19.512,21.4998,4.35958,3.64857,2.6312,2.76335,4.840477,7.019677,2.598145,7.403711,2.6363434,2.39599,1.55213,1.39637
107288716,zinc finger MYND-type containing 10,29.87,44.16,31.17,35.07,10,33.77,6,38.96,30,11.69,54,7.79,33.77,18,12.99,25,11.69,3.9,90.92,18,50,84.42,57,45,6.49,57.15,20,1,19,1,20,0,1,0,3,25.77,15.46,23.2,16.75,30.93,3.87,7.73,2,3,5,0.0302139,0.613117,0.216434,0.116229,0.211847,15.336,0.373423,0.212894,5.21397,5.42252,1.35268,0.546227,6.00642,0,0,0,0,0.3307192,1.816819,1.2999253,41.16804,36.49908,37.59416,0.4770203,0.533822,0.1728409,0.3458416,0.097754,0.582489,0.530527,0.999185,1.78107,3.93143,3.35176,1.92466,0.203664,0.961417,0.0825967,3.60229,2.66012,20.4281,3.30372,5.79951,4.6882,5.12811,4.48448,3.4012,0,0.0402746,1.68258,4.375594,1.10921,0,0.343231,0.137506,0.285813,0.117873,0.774406,1.801826,0.703002,0.06691862,0.054373289,0.232901538,4.378979,2.366735,2.460107,3.193605,1.04699,1.0803078,0.02319351,0.57411227,0.17591,0.22816,0.0753279,1.08396,0.196155,1.51397,2.38486,1.53361,0.439881,0.171651,0.427732,0,0,0,0,0.2604177,0,0,0,0,0,2.53958,4.89052
107288733,dCMP deaminase,38,275,376,152,69,218,9,100,125,39,310,89,181,77,61,82,27,29,216,52,80,264,274,309,96,200,86,7,178,35,10,51,26,24,35,29,36,44,40,24,27,26,22,18,23,0.146225,1.29012,0.492925,0.87501,0.117173,0,0.45181,0.257584,0.218949,0.556884,0,0.224983,1.10529,1.346196,2.00974,1.604767,2.302329,0.468280209,0.569483,0.5697797,1.4671371,1.683433,1.5101418,0.227348,0.182984,0.207679,0.4744888,1.64067,2.363,4.84247,1.50955,0.491496,3.20673,0.322039,0.156157,0,1.40408,0.753914,1.30465,1.06087,5.72452,4.39367,10.3604,6.76978,4.71583,7.80494,22.2039,1.11981,0.41666,1.51845,1.95439,2.03463,1.36006,1.04148,0.790314,26.26584,21.97237,65.5116,75.9296,59.5281,17.2721963,17.6435476,26.702529,26.41667021,25.642063,63.135628,58.54841,57.30602,61.658282,21.47947898,28.93934903,83.48661,70.97101,10.68612,11.1638,31.8195,26.7924,60.63923,62.99992,35.8899,26.4415,18.18504,2.56544,2.64859,1.46839,5.80785,5.732394,5.819051,1.09846,1.205679,1.0738309,1.010039,1.10053,2.14563
107288734,ankyrin repeat domain 6,115.82,674.55,495.93,157.54,148.77,375.16,114.66,218.69,265.4,145.01,244.32,155.6,97.96,103.76,95.09,177.81,82.19,114.58,189.8,151.84,88.78,137.17,374.02,438.31,297.23,477.03,190.88,258.58,328.42,167.62,212.05,262.97,196,269.92,295.35,158.79,151.98,195.33,104.2,152.28,61.95,64.31,47.97,40.53,92.22,6.6249,0.657568,16.3307,12.0921,12.2183,9.41656,1.46327,0.638212,3.70828,7.08124,2.4459,2.60403,13.9549,0.716847701,0.794373001,0.613631001,0.67376,1.17010059,1.068096,0.964913,1.0697769,0.861578,1.225901,0.1793358,0.100791,0.3339606,0.267999,1.70495,5.24683,2.73853,2.7453,1.66051,5.0762,3.39142,3.24937,0.691877,0.950133,1.0331,0.83142,1.877292,2.731379,2.1602,3.12727,4.21894,0.297462,0.9032066,0.788378,1.194393,2.141785,4.093429,5.358837,6.2517844,0.640969,1.766301,1.894235,3.540586,2.954565541,11.9982217,11.75757,2.999690523,4.998064248,3.6064714,9.38438,13.61545777,10.7813807,16.03848641,6.955150781,14.55465525,3.484669,0.643865001,2.6181437,7.306760112,4.999325,0.09527104,0.0916293,0.221161,2.639942,1.467406,4.50267,0.163165,0.213797,0.132597,0,0.687161,0,0.191946,0.883292,1.090754008,1.116031001,0.487066,0.2204087,0.415439,0.593224,0.555318
107288735,caspase 8 associated protein 2,554,547,610,449,231,359,164,275,569,189,563,364,396,236,245,307,213,202,569,172,208,340,702,611,792,477,361,255,745.99,459,348,619,344,318,461,305,316,495,338,442,216,278,152,144,253,0.743499,5.8007,1.39162,1.07717,2.95991,0.725677,1.20882,0.72497,1.34278,1.60605,1.44486,0.465139,3.38734,0.423734,0.6211805,0.51998,0.52216,1.678434,1.398777468,2.050366,2.745972125,3.289103,3.288647,0.930342,1.01277,1.091325,1.2556099,1.0783,3.83071,3.8052,2.05069,0.948717,4.26134,3.51933,1.88128,2.84722,2.707,1.32453,1.695663,2.56831,5.16637,1.630128,5.72335,3.87713,1.460736,2.534029,2.827678,2.43266,4.485055,5.085269,5.03382,5.689836,1.279525,4.292775,6.126802,2.184757,2.372174,1.791844,3.10776,0.872587002,1.5165145,1.1521411,0.78296741,1.0121349,1.078104,0.6194192,0.32055551,1.805113,0.504782817,0.5558515,0.9162106,3.686188,4.693538,0.407891,1.286675007,4.34718,1.858827,5.719256,1.447361,3.800267,2.745270005,1.87753,0.850054,1.74059,1.50329,2.56398,8.396722,5.4660541,1.268574,5.0406075,3.197269,1.157896,1.03616,0.529061
107288739,LYR motif containing 2,33,74,82,29,22,53,9,18,56,12,65,30,66,34,26,11,20,15,75,23,26,51,76,100,74,37,46,37,48,21,88,56,61,39,72,120,91,97,89,124,67,113,53,27,99,0,0,0,0,0,0,0,0,0,0,0,0,0,5.957436,3.55663,5.36068,2.94321,7.55175,7.45516,11.88511,16.932638,21.477565,19.628212,5.357107,4.743566,4.98291,6.04339,175.9101,0,0,0,289.4336,0,0,0,0,0,0,9.87832,12.5384,15.3424,9.53659,14.613,13.147,9.97265,9.32701,7.09288,18.2899,18.7572,13.7118,17.6002,15.3685,15.9505,5.88424,6.98973,0.660395,1.1037,1.43133,1.81946,0.837552,11.429745,9.7726101,4.3764338,5.1059404,5.9480501,10.4355795,5.608742,22.8289799,4.1333703,2.1745712,5.2938049,48.1431,82.678,20.2605,19.8386,159.568,36.8021,91.9048,59.4986,37.6498,18.2915,8.16775,17.6559,65.2379,8.6986,16.6339,31.737756,34.854025,13.802869,21.523489,14.85149,15.475053,8.3549,7.54494
107288740,BTB domain and CNC homolog 2,1,3,11,1,3,1,0,3,4,2,7,1,2,2,1,2,3,2,4,0,1,2,5,4,4,6,4,2,0,1,2,0,6,27,8,4,1,3,1,6,1,3,1,1,1,0.122939,0.25031,0.119547,0.0970113,0.306909,0.0623393,0.394472,0.216565,0.318604,0.810352,1.38776,0.371036,1.20091,2.376714,1.1201848,1.6356524,1.1121495,3.80503426,2.2786965,1.5521227,2.7251766,2.528121,1.7817322,4.998359,2.403714,2.392349,3.367864,0.312933,0.754994,0.589409,0.368433,0.385669,1.42301,0.557339,0.291043,0.13199,0.186921,0.200734,2.053705,0.881701,0.99526,2.235261,1.44932,1.25001,1.63236,0.604196,0.634959,1.5835,0.405817,0.118995,0.686921,0.0738006,0.348565,0.648693,0.38222,0.500637,0.31085,0.685308,1.00313,1.38532,0.5118845,0.23697607,1.579987,0.545069278,1.0677551,0.5407936,0.074447248,0.288759069,0.377859458,0.301288,0.260087,0.46511,0.466376,0.0983161,0.311905,0.360621,0.1621652,0.496807,0.19471,0.544872,0.513387,0.900779,1.05136,2.46033,1.39701,0.0862071,0.939482,0.4876642,0.978626,0.8275305,0.712338,0.376839,0.282215,0.0905767
107288742,collectin subfamily member 10,1,1,4,1,1,2,1,1,7,0,2,1,2,0,0,0,0,1,1,1,0,3,5,3,5,1,1,2,3,0,0,6,3,1,5,1,0,5,1,2,4,11,4,5,17,0.435874,1.64814,0.314858,1.75659,1.57174,0.410466,20.7789,68.665,1.39854,2.13427,3.40723,1.43709,0.141201,0,0,0,0,0.0150185,0.00644711,0.0271291,0,0,0,4.04917,3.36928,3.5452,4.02203,5.00895,6.68709,5.39824,6.03527,6.83833,10.9049,14.2793,12.9169,64.9651,46.4194,31.6598,3.69902,7.524623,6.05137,3.30949,5.950459,11.57713,14.53837,47.86104,21.46034,2.42514,0.736255,0.298129,3.33302,4.1885,42.6562,24.0081,38.9978,0.118259,0.0558054,0.322222,0.0473915,3.64323,0.056241,0.00688414,0.2821895,0,0,0.437063,0.3106461,0.549925,7.719813,10.20301,11.81508,0,0,0,0,0.128929,0,0.1559063,0,93.74443,68.13,7.39517,0.170799,0,0.694642,0.375398,0.0101968,0,0.0508364,0.0200226,0,0,55.4692,37.8969
107288743,nephroblastoma overexpressed,20,60,35,9,9,25,4,4,49,4,19,28,33,3,2,7,0,1,26.21,6,2,39,18,57,26,35,3,12,35,10,3,504,6,15,3,41,41,45,41,10,3,15,12,8,3,0.909291,0.305621,0.182454,2.40597,0.190833,0.190286,0,0.0762749,0.194503,1.4429,0,0,1.08007,0.230575,0.236185,0.204721,0.112456,2.92621,4.38185,4.14401,0.392338,0.448419,0.484475,0.0172986,0.120416,0.0680558,0.145186,0.0158693,0.632645,0.174315,0.0792454,0.764993,0.505026,0.133134,0.1291135,0.2049375,0.193486,0.12467,6.64593,4.53713,3.09334,2.3227,2.00552,6.09666,0.108248,0.174462,0.0701689,4.76838,16.49996,1.29542,3.53434,2.722493,0.368413,0.67051,0.346776,1.495041,1.045177,25.92251,10.651116,0.0565547,3.8701765,1.7962097,2.772415,6.201824,6.87597,2.574176,1.6989,3.01706,0,0.108033,0.15198,0.906561,0.47033,59.054,95.1645,432.697,3.467,5.58439,91.4381,3.87911,5.64748,1.04085,0.904689,2.64637,0.62001,0.335065,0.151232,0.0233882,0.0278607,0.0330175,0,0.0143011,1.63326,3.4947
107288745,tumor necrosis factor receptor superfamily member 11b,8,14.34,20,9.36,10.7,5,0,2.67,13,11,8,37.94,28.08,4,3.38,5.35,10.7,22.73,34.76,11.36,6,45,175.2,22.73,16.03,3,28.08,1,17.38,5.34,0,0,1,4,30.5,17.23,9,5.3,19,38.45,0,0,0,0,5,423.906,9.28116,755.343,821.95,371.235,50.6991,0.622887,0.602624,1.92088,2.96629,0.820484,0.281975,75.7883,0.274153,0.439448,0.500764,0.228612,0.21399,0.269887,0.352049,0.357106,0.260928,0.348626,1.18147,2.0866,1.87298,2.10884,0.0174903,0.628252,0.0919955,1.00439,0.0207015,0.126858,0.0534898,0.492976,0.0411474,0.194236,0.0750918,2.010483,4.046656,4.855666,2.648516,3.93413,7.37836,0.607902,1.911,1.333,0.148877,1.09617,2.82461,6.95706,12.2433,0.0502465,0.317021,0.453642,0.73485,0.0642164,7.28091,7.44395,4.29276,0.6209415,0.5231852,1.808735,3.236407,1.433021,13.48073,2.221454,25.95611,2.54674,4.26509,3.253299,9.70327,8.58094,1.01993,3.99492,11.5686,2.58633,30.3198,3.72113,1.37251,4.56094,0.582273,0.529621,0,3.18219,0.743086,0.822391,1.13277,0.312442,0.503971,0.179169,0.0583174,13.9688,0.915711
107288757,eukaryotic translation initiation factor 4E,4392,2538,3450,3575,2373,1839,1131,1646,2397,1454,2198,2874,1883,1868,1169,1649,1787,2072,2940,1330,1526,2863,4808,2734,3673,3587,2204,1295,2598,2003,1953,2022,1758,373,1768,1847,1857,3181,2650,1774,1462,1334,1156,1421,913,4.60914,14.6603,7.92382,6.1886,13.7344,5.40169,5.22544,5.00285,6.85215,4.77847,3.65187,1.24701,7.61886,14.162252,14.719302,17.78682,14.784122,74.3121801,48.045897,51.435321,32.20486,26.44629,24.16038,15.007707,13.162798,10.202898,18.704827,8.61339,11.1935,14.6479,7.04991,10.8928,23.525,22.9251,9.73304,13.2732,15.7964,5.13122,29.16193,63.6213,149.9334,25.33729,104.1072,106.7268,29.5947,72.3779,104.7629,27.95036,38.8704,90.1085,56.0939,72.6071,38.01414,25.0557,27.25218,42.09464,56.474468,40.25902,55.3091,37.74873,22.132294,19.583599,14.491138,14.498126,19.872063,42.623275,23.085769,52.1014277,31.03749167,9.800729003,11.5017353,137.38895,182.722483,22.914397,26.999392,189.141084,49.417117,292.641608,99.161948,120.682161,71.9722,21.230098,25.9663,54.2861,17.9564,26.8654,37.51385,54.75656,31.848037,39.566319,17.73486,13.94007,55.7303,46.9987
107288766,TBC1 domain family member 16,338,57,90,199,238,102,353,390,232,260,180,263,40,311,400,327,418,433,160,409,146,62,126,76,583,55,439,407,133,443,6,17,5,24,17,10,4,19,30,19,2,3,5,5,11,2.91571,0.759393,2.71538,4.56721,2.16702,2.45461,0.537549,0.365608,3.16409,9.19203,1.25156,0.817122,7.82313,3.501113,4.288295,3.903604,4.300264,19.38317,14.6683,14.2218,17.2797,19.205786,16.924371,9.89293,8.75275,8.65614,8.73731,10.8356,15.147,15.2674,9.8673,1.83639,3.86377,2.51245,1.38292,0.313582,0.690805,0.635872,3.90608,2.74074,8.1006,4.82444,3.53711,3.70715,6.15319,4.16307,5.46089,72.2094,64.9543,22.434,20.1858,20.3168,11.6531,8.8158,9.03518,8.35399,2.68007,28.9416,18.39107,11.73549,4.549542,8.549809,7.399797,11.39125,8.737712,16.87874,24.58381,9.878327,2.793676,0.4831272,1.075065,0.0741515,0.129472,0.0426761,0.260803,0.0410133,3.402827,0,1.6606781,0,0.030505,3.876302,1.66518,7.3889,2.36232,0.0434586,4.318926,3.824228,0.6791,0.750224,0.483332,0.720455,1.61629,1.18339
107288768,microsomal triglyceride transfer protein,1,9,6,3,3,8,3,5,3,1,8,0,0,0,0,4,0,0,2,2,3,1,2,5,7,10,4,1,10,0,7,3,7,1,7,397,247,317,156,217,434,772,648,767,547,0.0412474,0.105465,0.00961829,0.0503341,0.036029,0.0119098,27.7703,29.5704,13.0907,11.7234,0.143369,0.0293993,0.137627,0.312951,0.545492,0.4977246,0.456236,1.279831,1.061205,1.360882,4.901412,5.339393,4.580318,45.35531,44.005868,39.247747,42.96077,0.75255,3.16596,2.65334,0.66095,10.5078,69.3198,48.6037,23.2603,84.0638,93.6291,23.4105,0,0.518679,1.80568,13.2459,34.6656,26.6999,53.4922,226.422,135.571,0.619513,0.191384357,63.61417339,48.244812,63.673517,22.462401,45.9246499,54.8260778,0.113482,0.498301,2.33129,8.470244,17.16626,0.068341301,0.010253,0.624529405,2.666113,3.147107001,5.668281,1.662420941,14.51125,40.183471,13.366633,66.5743,0.0179685,0.0372929,0.0764214,0.21639497,0.1889986,69.050344,134.580076,5.33451,106.7777,123.368672,44.3975,0.991231,0,0,0.025034,2.257422,1.886939,0.572321,1.241024,0.2702492,0.2181682,0.0167852,0.0134679
107288771,protocadherin 1,231,210,305,135,189,98,114,105,116,80,178,134,120,157,144,137,193,147,166,166,116,179,464,195,298,77,194,162,116,115,4,28,20,44,14,93,64,146,146,107,47,119,56,156,299,3.79123,0.0996839,7.45869,6.439,5.64344,2.31711,2.21097,1.37108,5.31493,7.27905,3.94984,2.47719,16.5823,3.062184,4.246782112,4.036471097,3.65120573,3.757763,5.436402,7.742001,20.050179,18.135641,19.872962,31.594646,32.312881,35.040627,35.023657,1.58177,2.25887,1.7972,1.35152,2.36911,3.9667,3.04259,2.05089,28.4586,42.7013,31.1366,20.21207,9.89838,7.3492,8.10169,4.18875,6.53321,80.8973,47.9193,37.4203,6.19864,5.393044,16.47327,14.94876,21.10222,3.926122,10.89201,16.43578,12.26345,7.12568,63.69611,42.04606,15.36633,8.299816,10.2858113,15.850046,13.2498346,15.69929,49.988084,37.650832,33.40704401,12.822579,4.046733,4.912026,51.5802106,39.323408,1.52017,5.754788,7.3817722,9.026004,21.53858,7.345206,11.383406,30.931476,9.377819,1.04308,2.64437,0.111344,0.110074,1.81704013,1.07204041,1.01194123,1.9119734,0.34061504,0.432657531,0.663211,0.450272
107288781,splicing factor 3a subunit 1,223,159,189,150,148,114,75,92,181,74,143,192,89,93,100,104,91,90,204,96,76,141,265,224,277,166,134,412,158,191,117,318,143,377,153,197,194,299,224,175,138,237,161,181,284,22.0671,15.8281,27.134,26.3262,43.851,5.51079,34.8364,37.3998,62.0298,59.3302,24.8017,13.975,39.1099,2.905346,3.060094,3.849512,3.26283,10.049712,13.122563,14.138708,22.116324,25.045256,27.5159944,22.496907,19.1084207,25.068774,22.958523,51.4394,27.7784,20.0555,22.4971,62.9616,26.409,32.9711,40.4409,18.9139,15.0992,29.8977,22.5755,30.678,33.6218,29.2007,52.0639,43.4608,16.4957,22.755,26.5812,20.80671,16.46007,32.24971,26.80823,35.99474,14.72787,12.56597,18.90021,32.5863,26.2889,56.2806,59.0377,28.8709,13.9307192,16.2110209,79.46683,79.76548,80.981222,111.9965851,57.905055,36.220471,37.36389,4.319993,9.593834,56.5009,32.9118,8.98887,25.142,40.2462,48.909,54.4445,44.0609,28.7843,41.0733,26.7993,32.9138,42.1917,15.7692,14.3647,4.295409,4.006387,1.632544,2.2364807,1.911733,1.017264,6.83791,4.03327
107288784,THO complex 5,328,253,382,204,320,280,158,303,248,163,365,600,228,243,166,243,155,205,500,228,144,390,792,422,842,157,227,271,388,240,150,172,240,122,139,344,160,275,126,152,158,208,139,101,182,16.9785,17.4328,33.3812,23.521,142.436,26.0362,118.203,167.362,119.863,189.5,84.5611,52.4914,41.921,2.803138,2.45778,2.641068,2.53865,6.201769,7.581357,7.113524007,11.826155,12.430668,12.094868,8.004564,9.33304774,8.639646,9.030676,62.3564,31.9928,22.8397,29.9182,51.533,28.9938,27.6315,43.6089,23.0461,15.727,32.2698,30.52552,21.47275,28.14414,46.79165,31.40273,26.68278,34.21996,24.50174,27.37941,11.38852,17.30496,20.84433,20.10176,19.66367,8.527047,9.782168,12.60384,9.603383,9.928557179,22.492064,25.30705,15.358459,4.4698327,5.7129285,26.231217,21.181266,24.72548407,29.818487,33.56213075,15.200529,17.17269968,3.9843844,6.9908346,11.42952,3.965404,4.92452,8.97774,3.41183,25.15829,7.000288,14.945122,11.096422,13.0466,16.767237,19.6114,26.6755,14.5338,9.47206,2.24571,3.314946,1.096935,3.374456,1.828979,1.569514,4.06371,2.38008
107288798,N-sulfoglucosamine sulfohydrolase,209,208,236,111,179,108,54,123,97,73,281,237,137,112,77,85,67,60,303,97,111,264,392,303,285,99,135,83,120,100,29,115,45,52,55,119,126,136,71,70,50,166,72,86,124,4.19487,1.63071,4.74165,6.90095,17.5224,6.56968,18.2244,21.977,12.6776,18.995,6.28721,6.44034,16.8882,1.28809197,1.52407,1.721802,1.300722131,4.33792,6.7394381,6.83513,18.176305,17.214932,18.439264,7.684,10.074419,12.79628,11.3016618,10.0643,9.23493,8.77097,7.35535,19.0559,15.9681,15.0383,13.3817,12.3416,15.6585,9.91849,9.97186,4.11427,3.19374,43.8765,9.6856,10.229,38.1449,9.90178,9.43629,2.73634,4.20228,12.7621,10.3141,14.2618,4.15105,5.96818,7.3398,4.11303,3.14371,30.41311,31.3403,12.0224,4.833988,8.780859,18.57372,20.25244,14.31593,55.06303,31.08067,32.41894,10.99308,2.536848,4.089617,0,0.04088,2.39273,6.03194,5.64073,51.7653,0,12.1157,0,0,15.0269,4.08576,14.1899,4.67923,6.45523,1.9669,2.16492,0.449408855,0.772152,0.273724018,0.3261332,5.28995,2.54673
