geneid,proteinid
107285798,XP_015669532.1
107285799,XP_015669534.1
107285801,XP_015669535.1
107285802,XP_015669536.1
107285803,XP_015669537.1
107285804,XP_015669538.1
107285805,XP_015669539.1
107285806,XP_015669544.1
107285806,XP_015669552.1
107285806,XP_015669560.1
107285807,XP_015669540.1
107285808,XP_015669541.1
107285809,XP_015669542.1
107285809,XP_015669543.1
107285810,XP_015669545.1
107285810,XP_015669546.1
107285811,XP_015669547.1
107285812,XP_015669548.1
107285812,XP_015669549.1
107285813,XP_015669550.1
107285814,XP_015669551.1
107285815,XP_015669553.1
107285816,XP_015669554.1
107285817,XP_015669555.1
107285818,XP_015669556.1
107285819,XP_015669557.1
107285820,XP_015669558.1
107285821,XP_015669559.1
107285822,XP_015669561.1
107285823,XP_015669562.1
107285824,XP_015669563.1
107285825,XP_015669565.1
107285826,XP_015669566.1
107285827,XP_015669567.1
107285828,XP_015669568.1
107285828,XP_015669569.1
107285828,XP_015669570.1
107285829,XP_015669571.1
107285830,XP_015669572.1
107285831,XP_015669573.1
107285832,XP_015669574.1
107285832,XP_015669575.1
107285832,XP_015669576.1
107285833,XP_015669577.1
107285834,XP_015669578.1
107285835,XP_015669579.1
107285835,XP_015669580.1
107285836,XP_015669583.1
107285837,XP_015669581.1
107285837,XP_015669582.1
107285838,XP_015669584.1
107285839,XP_015669585.1
107285840,XP_015669586.1
107285841,XP_015669587.1
107285842,XP_015669588.1
107285842,XP_015669589.1
107285843,XP_015669590.1
107285844,XP_015669591.1
107285845,XP_015669595.1
107285846,XP_015669592.1
107285847,XP_015669593.1
107285848,XP_015669594.1
107285850,XP_015669596.1
107285851,XP_015669597.1
107285852,XP_015669598.1
107285853,XP_015669599.1
107285854,XP_015669600.1
107285854,XP_015669601.1
107285855,XP_015669606.1
107285856,XP_015669602.1
107285856,XP_015669603.1
107285856,XP_015669604.1
107285857,XP_015669605.1
107285858,XP_015669607.1
107285859,XP_015669608.1
107285860,XP_015669609.1
107285861,XP_015669610.1
107285863,XP_015669613.1
107285866,XP_015669611.1
107285866,XP_015669612.1
107285867,XP_015669614.1
107285867,XP_015669615.1
107285868,XP_015669616.1
107285869,XP_015669617.1
107285870,XP_015669618.1
107285871,XP_015669619.1
107285872,XP_015669624.1
107285873,XP_015669620.1
107285874,XP_015669621.1
107285875,XP_015669622.1
107285875,XP_015669623.1
107285876,XP_015669625.1
107285877,XP_015669626.1
107285878,XP_015669627.1
107285879,XP_015669628.1
107285880,XP_015669629.1
107285881,XP_015669630.1
107285881,XP_015669631.1
107285881,XP_015669632.1
107285882,XP_015669635.1
107285882,XP_015669643.1
107285883,XP_015669633.1
107285883,XP_015669634.1
107285884,XP_015669636.1
107285885,XP_015669671.1
107285886,XP_015669637.1
107285887,XP_015669638.1
107285888,XP_015669639.1
107285889,XP_015669640.1
107285890,XP_015669641.1
107285891,XP_015669642.1
107285892,XP_015669644.1
107285893,XP_015669645.1
107285894,XP_015669646.1
107285895,XP_015669647.1
107285896,XP_015669648.1
107285897,XP_015669649.1
107285898,XP_015669653.1
107285899,XP_015669650.1
107285900,XP_015669651.1
107285901,XP_015669652.1
107285902,XP_015669654.1
107285903,XP_015669655.1
107285904,XP_015669656.1
107285905,XP_015669657.1
107285906,XP_015669658.1
107285907,XP_015669659.1
107285908,XP_015669660.1
107285908,XP_015669661.1
107285909,XP_015669664.1
107285910,XP_015669662.1
107285911,XP_015669663.1
107285912,XP_015669665.1
107285913,XP_015669666.1
107285914,XP_015669667.1
107285915,XP_015669668.1
107285915,XP_015669669.1
107285915,XP_015669670.1
107285916,XP_015669672.1
107285917,XP_015669676.1
107285918,XP_015669673.1
107285919,XP_015669674.1
107285920,XP_015669675.1
107285921,XP_015669677.1
107285922,XP_015669678.1
107285923,XP_015669679.1
107285923,XP_015669680.1
107285924,XP_015669681.1
107285925,XP_015669682.1
107285925,XP_015669683.1
107285927,XP_015669684.1
107285927,XP_015669685.1
107285928,XP_015669686.1
107285928,XP_015669687.1
107285928,XP_015669688.1
107285928,XP_015669689.1
107285929,XP_015669690.1
107285929,XP_015669691.1
107285929,XP_015669692.1
107285930,XP_015669693.1
107285931,XP_015669695.1
107285933,XP_015669694.1
107285934,XP_015669696.1
107285935,XP_015669697.1
107285936,XP_015669698.1
107285937,XP_015669699.1
107285938,XP_015669700.1
107285939,XP_015669701.1
107285939,XP_015669702.1
107285940,XP_015669703.1
107285941,XP_015669706.1
107285942,XP_015669704.1
107285943,XP_015669705.1
107285944,XP_015669707.1
107285945,XP_015669708.1
107285946,XP_015669709.1
107285947,XP_015669710.1
107285948,XP_015669711.1
107285949,XP_015669712.1
107285950,XP_015669713.1
107285952,XP_015669714.1
107285953,XP_015669715.1
107285954,XP_015669716.1
107285955,XP_015669717.1
107285956,XP_015669718.1
107285956,XP_015669719.1
107285956,XP_015669720.1
107285956,XP_015669721.1
107285957,XP_015669722.1
107285958,XP_015669723.1
107285959,XP_015669724.1
107285960,XP_015669728.1
107285961,XP_015669725.1
107285962,XP_015669726.1
107285963,XP_015669727.1
107285964,XP_015669729.1
107285965,XP_015669730.1
107285966,XP_015669731.1
107285966,XP_015669732.1
107285966,XP_015669733.1
107285967,XP_015669734.1
107285968,XP_015669735.1
107285969,XP_015669740.1
107285970,XP_015669736.1
107285971,XP_015669737.1
107285971,XP_015669738.1
107285972,XP_015669739.1
107285973,XP_015669741.1
107285974,XP_015669742.1
107285975,XP_015669743.1
107285976,XP_015669781.1
107285977,XP_015669744.1
107285978,XP_015669745.1
107285978,XP_015669746.1
107285978,XP_015669747.1
107285979,XP_015669751.1
107285979,XP_015669759.1
107285980,XP_015669748.1
107285981,XP_015669749.1
107285982,XP_015669750.1
107285983,XP_015669752.1
107285983,XP_015669753.1
107285984,XP_015669754.1
107285985,XP_015669755.1
107285986,XP_015669756.1
107285987,XP_015669757.1
107285988,XP_015669758.1
107285989,XP_015669760.1
107285990,XP_015669761.1
107285991,XP_015669762.1
107285992,XP_015669763.1
107285993,XP_015669764.1
107285994,XP_015669765.1
107285995,XP_015669766.1
107285996,XP_015669770.1
107285997,XP_015669767.1
107285998,XP_015669768.1
107285999,XP_015669769.1
107286000,XP_015669771.1
107286001,XP_015669772.1
107286002,XP_015669773.1
107286003,XP_015669774.1
107286004,XP_015669775.1
107286005,XP_015669776.1
107286006,XP_015669777.1
107286007,XP_015669782.1
107286008,XP_015669778.1
107286009,XP_015669779.1
107286010,XP_015669780.1
107286011,XP_015669783.1
107286012,XP_015669784.1
107286013,XP_015669785.1
107286014,XP_015669786.1
107286015,XP_015669787.1
107286016,XP_015669788.1
107286017,XP_015669789.1
107286018,XP_015669794.1
107286019,XP_015669790.1
107286020,XP_015669791.1
107286021,XP_015669792.1
107286021,XP_015669793.1
107286021,XP_015669795.1
107286021,XP_015669796.1
107286021,XP_015669797.1
107286021,XP_015669798.1
107286021,XP_015669799.1
107286021,XP_015669800.1
107286021,XP_015669801.1
107286021,XP_015669802.1
107286021,XP_015669803.1
107286022,XP_015669804.1
107286023,XP_015669808.1
107286024,XP_015669805.1
107286025,XP_015669806.1
107286026,XP_015669807.1
107286028,XP_015669809.1
107286029,XP_015669810.1
107286030,XP_015669811.1
107286031,XP_015669812.1
107286032,XP_015669813.1
107286033,XP_015669814.1
107286034,XP_015669818.1
107286035,XP_015669815.1
107286036,XP_015669816.1
107286037,XP_015669817.1
107286038,XP_015669819.1
107286038,XP_015669820.1
107286039,XP_015669821.1
107286040,XP_015669822.1
107286041,XP_015669823.1
107286042,XP_015669824.1
107286043,XP_015669825.1
107286044,XP_015669827.1
107286046,XP_015669826.1
107286047,XP_015669828.1
107286048,XP_015669829.1
107286049,XP_015669830.1
107286050,XP_015669831.1
107286051,XP_015669832.1
107286052,XP_015669833.1
107286053,XP_015669836.1
107286054,XP_015669834.1
107286055,XP_015669835.1
107286057,XP_015669837.1
107286058,XP_015669838.1
107286058,XP_015669839.1
107286059,XP_015669840.1
107286060,XP_015669841.1
107286061,XP_015669842.1
107286062,XP_015669843.1
107286062,XP_015669844.1
107286063,XP_015669848.1
107286064,XP_015669845.1
107286065,XP_015669846.1
107286066,XP_015669847.1
107286068,XP_015669849.1
107286069,XP_015669850.1
107286070,XP_015669851.1
107286071,XP_015669852.1
107286072,XP_015669853.1
107286073,XP_015669854.1
107286074,XP_015669891.1
107286075,XP_015669858.1
107286076,XP_015669855.1
107286077,XP_015669856.1
107286077,XP_015669857.1
107286078,XP_015669859.1
107286079,XP_015669860.1
107286080,XP_015669861.1
107286081,XP_015669862.1
107286082,XP_015669863.1
107286083,XP_015669864.1
107286084,XP_015669865.1
107286085,XP_015669869.1
107286086,XP_015669866.1
107286087,XP_015669867.1
107286088,XP_015669868.1
107286089,XP_015669870.1
107286090,XP_015669871.1
107286091,XP_015669872.1
107286092,XP_015669873.1
107286093,XP_015669874.1
107286094,XP_015669875.1
107286095,XP_015669876.1
107286096,XP_015669880.1
107286097,XP_015669877.1
107286098,XP_015669878.1
107286099,XP_015669879.1
107286100,XP_015669881.1
107286101,XP_015669882.1
107286102,XP_015669883.1
107286103,XP_015669884.1
107286104,XP_015669885.1
107286105,XP_015669886.1
107286106,XP_015669887.1
107286107,XP_015669892.1
107286108,XP_015669888.1
107286109,XP_015669889.1
107286110,XP_015669890.1
107286111,XP_015669893.1
107286112,XP_015670271.1
107286113,XP_015669894.1
107286113,XP_015669895.1
107286114,XP_015669896.1
107286115,XP_015669897.1
107286116,XP_015669898.1
107286117,XP_015669899.1
107286118,XP_015669900.1
107286119,XP_015669904.1
107286120,XP_015669901.1
107286121,XP_015669902.1
107286122,XP_015669903.1
107286123,XP_015669905.1
107286124,XP_015669906.1
107286125,XP_015669907.1
107286126,XP_015669908.1
107286127,XP_015669909.1
107286127,XP_015669910.1
107286128,XP_015669911.1
107286128,XP_015669912.1
107286128,XP_015669913.1
107286129,XP_015669916.1
107286130,XP_015669914.1
107286131,XP_015669915.1
107286132,XP_015669917.1
107286133,XP_015669918.1
107286134,XP_015669919.1
107286134,XP_015669920.1
107286135,XP_015669921.1
107286136,XP_015669922.1
107286137,XP_015669923.1
107286138,XP_015669927.1
107286139,XP_015669924.1
107286140,XP_015669925.1
107286141,XP_015669926.1
107286142,XP_015669928.1
107286143,XP_015669929.1
107286144,XP_015669930.1
107286145,XP_015669931.1
107286146,XP_015669932.1
107286147,XP_015669933.1
107286148,XP_015669934.1
107286149,XP_015669938.1
107286149,XP_015669947.1
107286150,XP_015669935.1
107286151,XP_015669936.1
107286152,XP_015669937.1
107286152,XP_015669939.1
107286152,XP_015669940.1
107286152,XP_015669941.1
107286152,XP_015669942.1
107286152,XP_015669943.1
107286153,XP_015669944.1
107286154,XP_015669945.1
107286155,XP_015669946.1
107286156,XP_015669948.1
107286157,XP_015669949.1
107286158,XP_015669950.1
107286159,XP_015669951.1
107286160,XP_015669952.1
107286161,XP_015669953.1
107286162,XP_015669958.1
107286162,XP_015669966.1
107286163,XP_015669954.1
107286164,XP_015669955.1
107286165,XP_015669956.1
107286165,XP_015669957.1
107286166,XP_015669959.1
107286167,XP_015669960.1
107286168,XP_015669961.1
107286169,XP_015669962.1
107286170,XP_015669963.1
107286170,XP_015669964.1
107286171,XP_015669965.1
107286171,XP_015669967.1
107286171,XP_015669968.1
107286172,XP_015669969.1
107286172,XP_015669970.1
107286172,XP_015669971.1
107286173,XP_015670008.1
107286173,XP_015670086.1
107286173,XP_015670158.1
107286174,XP_015669972.1
107286175,XP_015669973.1
107286176,XP_015669974.1
107286176,XP_015669975.1
107286176,XP_015669976.1
107286176,XP_015669977.1
107286176,XP_015669978.1
107286177,XP_015669979.1
107286177,XP_015669985.1
107286178,XP_015669980.1
107286179,XP_015669981.1
107286181,XP_015669982.1
107286181,XP_015669983.1
107286183,XP_015669984.1
107286185,XP_015669986.1
107286186,XP_015669987.1
107286187,XP_015669988.1
107286188,XP_015669989.1
107286189,XP_015669990.1
107286190,XP_015669991.1
107286191,XP_015669995.1
107286191,XP_015670004.1
107286191,XP_015670013.1
107286191,XP_015670020.1
107286192,XP_015669992.1
107286193,XP_015669993.1
107286194,XP_015669994.1
107286195,XP_015669996.1
107286196,XP_015669997.1
107286197,XP_015669998.1
107286198,XP_015669999.1
107286198,XP_015670000.1
107286198,XP_015670001.1
107286198,XP_015670002.1
107286198,XP_015670003.1
107286199,XP_015670005.1
107286200,XP_015670006.1
107286201,XP_015670007.1
107286202,XP_015670009.1
107286202,XP_015670010.1
107286203,XP_015670011.1
107286204,XP_015670012.1
107286205,XP_015670014.1
107286206,XP_015670015.1
107286206,XP_015670016.1
107286207,XP_015670017.1
107286208,XP_015670018.1
107286208,XP_015670019.1
107286209,XP_015670021.1
107286210,XP_015670022.1
107286211,XP_015670023.1
107286211,XP_015670024.1
107286211,XP_015670025.1
107286211,XP_015670026.1
107286212,XP_015670027.1
107286212,XP_015670028.1
107286212,XP_015670029.1
107286213,XP_015670032.1
107286214,XP_015670030.1
107286214,XP_015670031.1
107286216,XP_015670033.1
107286217,XP_015670034.1
107286218,XP_015670035.1
107286219,XP_015670036.1
107286220,XP_015670037.1
107286221,XP_015670038.1
107286222,XP_015670039.1
107286223,XP_015670042.1
107286224,XP_015670040.1
107286226,XP_015670041.1
107286228,XP_015670043.1
107286229,XP_015670044.1
107286230,XP_015670045.1
107286230,XP_015670046.1
107286231,XP_015670047.1
107286232,XP_015670048.1
107286233,XP_015670052.1
107286234,XP_015670049.1
107286235,XP_015670050.1
107286236,XP_015670051.1
107286237,XP_015670053.1
107286238,XP_015670054.1
107286239,XP_015670055.1
107286240,XP_015670056.1
107286241,XP_015670057.1
107286242,XP_015670058.1
107286243,XP_015670059.1
107286244,XP_015670064.1
107286244,XP_015670073.1
107286245,XP_015670060.1
107286246,XP_015670061.1
107286247,XP_015670062.1
107286247,XP_015670063.1
107286247,XP_015670065.1
107286248,XP_015670066.1
107286249,XP_015670067.1
107286250,XP_015670068.1
107286250,XP_015670069.1
107286251,XP_015670070.1
107286251,XP_015670071.1
107286251,XP_015670072.1
107286251,XP_015670074.1
107286251,XP_015670075.1
107286251,XP_015670076.1
107286251,XP_015670077.1
107286251,XP_015670078.1
107286251,XP_015670079.1
107286251,XP_015670080.1
107286251,XP_015670081.1
107286252,XP_015670082.1
107286253,XP_015670087.1
107286254,XP_015670083.1
107286255,XP_015670084.1
107286256,XP_015670085.1
107286257,XP_015670088.1
107286258,XP_015670089.1
107286259,XP_015670090.1
107286259,XP_015670091.1
107286260,XP_015670092.1
107286261,XP_015670093.1
107286262,XP_015670094.1
107286263,XP_015670098.1
107286264,XP_015670095.1
107286265,XP_015670096.1
107286266,XP_015670097.1
107286267,XP_015670099.1
107286268,XP_015670100.1
107286269,XP_015670101.1
107286270,XP_015670102.1
107286271,XP_015670103.1
107286272,XP_015670104.1
107286273,XP_015670105.1
107286274,XP_015670109.1
107286275,XP_015670106.1
107286276,XP_015670107.1
107286276,XP_015670108.1
107286277,XP_015670110.1
107286278,XP_015670111.1
107286279,XP_015670112.1
107286280,XP_015670113.1
107286281,XP_015670114.1
107286281,XP_015670115.1
107286282,XP_015670116.1
107286282,XP_015670117.1
107286282,XP_015670118.1
107286282,XP_015670119.1
107286283,XP_015670121.1
107286285,XP_015670120.1
107286286,XP_015670122.1
107286287,XP_015670123.1
107286288,XP_015670124.1
107286289,XP_015670125.1
107286290,XP_015670126.1
107286290,XP_015670127.1
107286291,XP_015670128.1
107286292,XP_015670132.1
107286293,XP_015670129.1
107286294,XP_015670130.1
107286295,XP_015670131.1
107286295,XP_015670133.1
107286296,XP_015670134.1
107286296,XP_015670135.1
107286299,XP_015670136.1
107286300,XP_015670137.1
107286301,XP_015670138.1
107286302,XP_015670142.1
107286303,XP_015670139.1
107286304,XP_015670140.1
107286305,XP_015670141.1
107286306,XP_015670143.1
107286307,XP_015670144.1
107286310,XP_015670145.1
107286311,XP_015670146.1
107286312,XP_015670147.1
107286314,XP_015670150.1
107286315,XP_015670148.1
107286316,XP_015670149.1
107286316,XP_015670151.1
107286317,XP_015670152.1
107286318,XP_015670153.1
107286319,XP_015670154.1
107286320,XP_015670155.1
107286321,XP_015670156.1
107286321,XP_015670157.1
107286322,XP_015670159.1
107286323,XP_015670163.1
107286324,XP_015670160.1
107286325,XP_015670161.1
107286326,XP_015670162.1
107286327,XP_015670164.1
107286328,XP_015670165.1
107286329,XP_015670166.1
107286330,XP_015670167.1
107286331,XP_015670168.1
107286332,XP_015670169.1
107286333,XP_015670170.1
107286334,XP_015670174.1
107286335,XP_015670171.1
107286335,XP_015670172.1
107286336,XP_015670173.1
107286337,XP_015670175.1
107286337,XP_015670176.1
107286338,XP_015670177.1
107286339,XP_015670178.1
107286340,XP_015670179.1
107286341,XP_015670180.1
107286342,XP_015670181.1
107286343,XP_015670186.1
107286344,XP_015670182.1
107286345,XP_015670183.1
107286345,XP_015670184.1
107286345,XP_015670185.1
107286346,XP_015670187.1
107286346,XP_015670188.1
107286347,XP_015670189.1
107286348,XP_015670190.1
107286349,XP_015670191.1
107286350,XP_015670192.1
107286351,XP_015670193.1
107286352,XP_015670197.1
107286353,XP_015670194.1
107286354,XP_015670195.1
107286355,XP_015670196.1
107286356,XP_015670198.1
107286357,XP_015670199.1
107286358,XP_015670200.1
107286359,XP_015670201.1
107286359,XP_015670202.1
107286360,XP_015670203.1
107286361,XP_015670204.1
107286362,XP_015670205.1
107286363,XP_015670209.1
107286364,XP_015670206.1
107286365,XP_015670207.1
107286366,XP_015670208.1
107286367,XP_015670210.1
107286368,XP_015670211.1
107286369,XP_015670212.1
107286369,XP_015670213.1
107286369,XP_015670214.1
107286369,XP_015670215.1
107286370,XP_015670216.1
107286371,XP_015670217.1
107286372,XP_015670221.1
107286373,XP_015670218.1
107286374,XP_015670219.1
107286375,XP_015670220.1
107286376,XP_015670222.1
107286377,XP_015670223.1
107286378,XP_015670224.1
107286379,XP_015670225.1
107286380,XP_015670226.1
107286381,XP_015670227.1
107286383,XP_015670231.1
107286383,XP_015670238.1
107286384,XP_015670228.1
107286385,XP_015670229.1
107286386,XP_015670230.1
107286387,XP_015670232.1
107286388,XP_015670233.1
107286389,XP_015670234.1
107286391,XP_015670235.1
107286392,XP_015670236.1
107286393,XP_015670237.1
107286394,XP_015670239.1
107286395,XP_015670240.1
107286396,XP_015670241.1
107286397,XP_015670242.1
107286398,XP_015670243.1
107286399,XP_015670244.1
107286400,XP_015670245.1
107286401,XP_015670249.1
107286402,XP_015670246.1
107286403,XP_015670247.1
107286404,XP_015670248.1
107286405,XP_015670250.1
107286405,XP_015670251.1
107286406,XP_015670252.1
107286407,XP_015670253.1
107286407,XP_015670254.1
107286408,XP_015670255.1
107286409,XP_015670256.1
107286410,XP_015670259.1
107286411,XP_015670257.1
107286412,XP_015670258.1
107286413,XP_015670260.1
107286414,XP_015670261.1
107286414,XP_015670262.1
107286414,XP_015670263.1
107286414,XP_015670264.1
107286415,XP_015670265.1
107286416,XP_015670266.1
107286417,XP_015670267.1
107286417,XP_015670268.1
107286418,XP_015670272.1
107286419,XP_015670269.1
107286420,XP_015670270.1
107286421,XP_015670273.1
107286422,XP_015670274.1
107286423,XP_015670275.1
107286424,XP_015670276.1
107286425,XP_015670277.1
107286426,XP_015670278.1
107286426,XP_015670279.1
107286427,XP_015670280.1
107286428,XP_015670284.1
107286429,XP_015670281.1
107286430,XP_015670282.1
107286431,XP_015670283.1
107286431,XP_015670285.1
107286432,XP_015670286.1
107286433,XP_015670287.1
107286434,XP_015670288.1
107286435,XP_015670289.1
107286436,XP_015670290.1
107286437,XP_015670291.1
107286438,XP_015670295.1
107286439,XP_015670292.1
107286439,XP_015670293.1
107286440,XP_015670294.1
107286441,XP_015670296.1
107286442,XP_015670297.1
107286443,XP_015670298.1
107286444,XP_015670299.1
107286445,XP_015670300.1
107286446,XP_015670301.1
107286446,XP_015670302.1
107286447,XP_015670303.1
107286447,XP_015670304.1
107286448,XP_015670305.1
107286448,XP_015670306.1
107286449,XP_015670307.1
107286450,XP_015670308.1
107286450,XP_015670309.1
107286451,XP_015670310.1
107286452,XP_015670311.1
107286452,XP_015670312.1
107286453,XP_015670313.1
107286454,XP_015670314.1
107286454,XP_015670315.1
107286455,XP_015670316.1
107286456,XP_015670317.1
107286457,XP_015670318.1
107286458,XP_015670319.1
107286459,XP_015670320.1
107286460,XP_015670321.1
107286461,XP_015670322.1
107286462,XP_015670323.1
107286463,XP_015670324.1
107286464,XP_015670328.1
107286465,XP_015670325.1
107286466,XP_015670326.1
107286467,XP_015670327.1
107286468,XP_015670329.1
107286469,XP_015670330.1
107286469,XP_015670331.1
107286470,XP_015670332.1
107286472,XP_015670333.1
107286473,XP_015670334.1
107286474,XP_015670335.1
107286475,XP_015670339.1
107286476,XP_015670336.1
107286477,XP_015670337.1
107286478,XP_015670338.1
107286479,XP_015670340.1
107286480,XP_015670341.1
107286481,XP_015670342.1
107286482,XP_015670343.1
107286483,XP_015670379.1
107286484,XP_015670346.1
107286485,XP_015670344.1
107286486,XP_015670345.1
107286487,XP_015670347.1
107286488,XP_015670348.1
107286489,XP_015670349.1
107286490,XP_015670350.1
107286491,XP_015670351.1
107286492,XP_015670352.1
107286493,XP_015670353.1
107286494,XP_015670357.1
107286495,XP_015670354.1
107286496,XP_015670355.1
107286497,XP_015670356.1
107286498,XP_015670358.1
107286499,XP_015670359.1
107286500,XP_015670360.1
107286502,XP_015670361.1
107286503,XP_015670362.1
107286504,XP_015670363.1
107286504,XP_015670364.1
107286505,XP_015670367.1
107286506,XP_015670365.1
107286507,XP_015670366.1
107286508,XP_015670368.1
107286508,XP_015670369.1
107286508,XP_015670370.1
107286509,XP_015670371.1
107286509,XP_015670372.1
107286510,XP_015670373.1
107286510,XP_015670374.1
107286511,XP_015670375.1
107286511,XP_015670376.1
107286512,XP_015670380.1
107286512,XP_015670388.1
107286513,XP_015670377.1
107286514,XP_015670378.1
107286515,XP_015670381.1
107286516,XP_015670382.1
107286516,XP_015670383.1
107286517,XP_015670384.1
107286518,XP_015670385.1
107286518,XP_015670386.1
107286519,XP_015670387.1
107286519,XP_015670389.1
107286519,XP_015670390.1
107286520,XP_015670391.1
107286521,XP_015670392.1
107286522,XP_015670393.1
107286523,XP_015670394.1
107286524,XP_015670395.1
107286524,XP_015670396.1
107286525,XP_015670401.1
107286526,XP_015670397.1
107286527,XP_015670398.1
107286527,XP_015670399.1
107286527,XP_015670400.1
107286528,XP_015670402.1
107286529,XP_015670403.1
107286530,XP_015670404.1
107286531,XP_015670405.1
107286532,XP_015670406.1
107286533,XP_015670407.1
107286534,XP_015670408.1
107286535,XP_015670411.1
107286536,XP_015670409.1
107286538,XP_015670410.1
107286539,XP_015670412.1
107286539,XP_015670413.1
107286540,XP_015670414.1
107286541,XP_015670415.1
107286542,XP_015670416.1
107286543,XP_015670417.1
107286544,XP_015670418.1
107286546,XP_015670419.1
107286547,XP_015670420.1
107286548,XP_015670421.1
107286549,XP_015670422.1
107286550,XP_015670423.1
107286551,XP_015670424.1
107286552,XP_015670425.1
107286552,XP_015670426.1
107286552,XP_015670427.1
107286554,XP_015670428.1
107286554,XP_015670429.1
107286554,XP_015670430.1
107286554,XP_015670431.1
107286555,XP_015670432.1
107286556,XP_015670433.1
107286557,XP_015670434.1
107286558,XP_015670435.1
107286559,XP_015670436.1
107286560,XP_015670441.1
107286561,XP_015670437.1
107286562,XP_015670438.1
107286562,XP_015670439.1
107286563,XP_015670440.1
107286564,XP_015670442.1
107286565,XP_015670443.1
107286566,XP_015670444.1
107286567,XP_015670445.1
107286568,XP_015670446.1
107286569,XP_015670447.1
107286570,XP_015670448.1
107286571,XP_015670452.1
107286572,XP_015670449.1
107286573,XP_015670450.1
107286573,XP_015670451.1
107286574,XP_015670453.1
107286575,XP_015670454.1
107286576,XP_015670455.1
107286577,XP_015670456.1
107286578,XP_015670492.1
107286579,XP_015670457.1
107286579,XP_015670458.1
107286580,XP_015670459.1
107286581,XP_015670462.1
107286583,XP_015670460.1
107286584,XP_015670461.1
107286585,XP_015670463.1
107286586,XP_015670464.1
107286587,XP_015670465.1
107286588,XP_015670466.1
107286589,XP_015670467.1
107286590,XP_015670468.1
107286591,XP_015670469.1
107286592,XP_015670473.1
107286593,XP_015670470.1
107286594,XP_015670471.1
107286595,XP_015670472.1
107286596,XP_015670474.1
107286597,XP_015670475.1
107286598,XP_015670476.1
107286599,XP_015670477.1
107286600,XP_015670478.1
107286601,XP_015670479.1
107286602,XP_015670480.1
107286603,XP_015670484.1
107286604,XP_015670481.1
107286605,XP_015670482.1
107286606,XP_015670483.1
107286607,XP_015670485.1
107286608,XP_015670486.1
107286609,XP_015670487.1
107286610,XP_015670488.1
107286611,XP_015670489.1
107286612,XP_015670490.1
107286613,XP_015670491.1
107286614,XP_015670496.1
107286615,XP_015670493.1
107286616,XP_015670494.1
107286617,XP_015670495.1
107286618,XP_015670497.1
107286619,XP_015670498.1
107286620,XP_015670499.1
107286621,XP_015670500.1
107286622,XP_015670501.1
107286623,XP_015670502.1
107286624,XP_015670503.1
107286625,XP_015670507.1
107286626,XP_015670504.1
107286627,XP_015670505.1
107286628,XP_015670506.1
107286629,XP_015670508.1
107286630,XP_015670509.1
107286631,XP_015670510.1
107286632,XP_015670511.1
107286633,XP_015670512.1
107286634,XP_015670513.1
107286635,XP_015670514.1
107286635,XP_015670515.1
107286635,XP_015670516.1
107286636,XP_015670519.1
107286637,XP_015670517.1
107286638,XP_015670518.1
107286639,XP_015670520.1
107286640,XP_015670521.1
107286641,XP_015670522.1
107286642,XP_015670523.1
107286643,XP_015670524.1
107286644,XP_015670525.1
107286645,XP_015670526.1
107286646,XP_015670530.1
107286647,XP_015670527.1
107286648,XP_015670528.1
107286648,XP_015670529.1
107286649,XP_015670531.1
107286650,XP_015670532.1
107286651,XP_015670533.1
107286652,XP_015670534.1
107286653,XP_015670535.1
107286654,XP_015670536.1
107286655,XP_015670537.1
107286656,XP_015670541.1
107286657,XP_015670538.1
107286658,XP_015670539.1
107286659,XP_015670540.1
107286660,XP_015670542.1
107286661,XP_015670543.1
107286662,XP_015670544.1
107286663,XP_015670545.1
107286664,XP_015670546.1
107286665,XP_015670550.1
107286666,XP_015670547.1
107286667,XP_015670548.1
107286668,XP_015670549.1
107286669,XP_015670551.1
107286670,XP_015670552.1
107286671,XP_015670553.1
107286672,XP_015670554.1
107286673,XP_015670555.1
107286673,XP_015670556.1
107286674,XP_015670557.1
107286675,XP_015670558.1
107286675,XP_015670559.1
107286675,XP_015670560.1
107286676,XP_015670562.1
107286677,XP_015670561.1
107286678,XP_015670563.1
107286679,XP_015670564.1
107286680,XP_015670565.1
107286681,XP_015670603.1
107286681,XP_015670680.1
107286682,XP_015670566.1
107286683,XP_015670567.1
107286684,XP_015670572.1
107286684,XP_015670580.1
107286685,XP_015670568.1
107286685,XP_015670569.1
107286685,XP_015670570.1
107286686,XP_015670571.1
107286686,XP_015670573.1
107286687,XP_015670574.1
107286688,XP_015670575.1
107286689,XP_015670576.1
107286690,XP_015670577.1
107286691,XP_015670578.1
107286692,XP_015670579.1
107286693,XP_015670581.1
107286694,XP_015670582.1
107286695,XP_015670583.1
107286696,XP_015670584.1
107286696,XP_015670585.1
107286696,XP_015670586.1
107286696,XP_015670587.1
107286697,XP_015670588.1
107286698,XP_015670592.1
107286699,XP_015670589.1
107286700,XP_015670590.1
107286701,XP_015670591.1
107286702,XP_015670593.1
107286703,XP_015670594.1
107286704,XP_015670595.1
107286705,XP_015670596.1
107286706,XP_015670597.1
107286706,XP_015670598.1
107286707,XP_015670599.1
107286708,XP_015670604.1
107286709,XP_015670600.1
107286710,XP_015670601.1
107286711,XP_015670602.1
107286712,XP_015670605.1
107286713,XP_015670606.1
107286714,XP_015670607.1
107286715,XP_015670608.1
