Pm_gene_id,Nn_target_id,Naja_sg_1,Em_sg_1,Em_sg_2,Pg_sg_1,Pg_sg2,Py_sg_1,Py_sg_2
107286315,Nana12125,0.163094,1.88624,1.51348,0.114169,1.48112,0.416462,2.60334
107286338,Nana15859,2.0686,6.5429,6.8795,1.58947,4.29491,4.06112,13.2474
107286339,Nana15861,27.4097,8.42645,5.67457,6.84713,5.15802,12.7782,22.5496
107286348,Nana15862,3.85691,31.2711,22.0739,8.90809,7.61553,6.16774,22.7895
107286350,Nana15867,0.808012,0.798192,0.177904,0.824562,0.703593,1.98343,2.73165
107286353,Nana25257,0.0595556,2.85755,5.9491,2.56674,0.81595,0,0
107286361,Nana25238,6.27531,7.43743,4.40656,7.8495,9.75437,21.1875,48.064
107286364,Nana25244,0.190664,0.18328,0.058824,0.437666,0.197103,0.224558,0
107286365,Nana25242,0,0.291858,0.267636,0,0.5314,0,0
107286368,Nana25260,4.12734,2.47185,3.44936,4.8716,3.37037,1.15548,0.901332
107286374,Nana03527,10.1078,1.53667,0.578355,1.78277,1.43086,1.33403,0.728426
107286377,Nana09892,10.9741,1.20946,1.00029,4.13525,2.32113,0.120282,0.703694
107286379,Nana09898,30.8719,20.4628,14.2104,23.1007,38.8197,21.9466,18.6757
107286380,Nana09899,32.7542,26.1915,21.8221,8.46421,9.03243,1.89359,7.01618
107286388,Nana09897,0,0.0957749,0,0.403353,0.715914,0,0
107286393,Nana09913,1.14426,0.69613,0.484088,0.529612,0.0891793,0.555987,0.890217
107286396,Nana09903,0.590592,0,0,0,0,0,0.324339
107286401,Nana24531,40.2787,2.54175,0.61801,1.37229,1.4878,2.10394,29.8224
107286403,Nana22903,101.509,52.0697,37.804,97.5547,70.5854,64.4478,114.671
107286409,Nana22907,402.177,0.788521,0.632759,0.293985,0,0,0
107286413,Nana01062,3.55483,0,0.124094,0,0,0,0
107286419,Nana01053,0.09135,3.5743,2.99548,1.0757,0.3249,1.30466,2.54423
107286423,Nana00627,9.57066,1.48376,0.785977,3.47528,5.46839,4.42518,5.49243
107286429,Nana00639,1.08368,2.56532,0.631541,6.80436,2.56909,0.459616,0.921913
107286432,Nana00650,5.27959,0.765761,0.716832,4.08467,6.7707,2.63688,5.5536
107286433,Nana00654,21.8082,3.77333,2.52895,9.44188,11.906,7.78368,22.2842
107286435,Nana00657,0.155461,0,0.106937,0,0,0,0
107286442,Nana00667,181.03,5.50452,3.95978,126.132,88.8588,39.7914,123.724
107286456,Nana00646,25.5446,2.55543,1.47968,8.12135,7.88531,3.75107,9.05818
107286457,Nana00677,0,10.1808,9.80551,0,0,0,0
107286465,Nana00626,4.04003,0,0,6.07404,8.94445,8.6542,17.3753
107286476,Nana00656,4.45507,0.394897,0.88722,2.12892,0.479379,0,0
107286478,Nana00671,0.158766,0,0,0,0,0,0.248393
107286481,Nana00693,9.88125,2.68555,2.47448,3.00162,1.99486,0.906586,2.19731
107286483,Nana15768,17.3302,4.7239,1.5162,3.51723,5.17599,0.3225,1.0377
107286499,Nana26779,33.2426,27.6909,17.4858,39.1828,69.3574,45.7464,91.6988
107286507,Nana25142,0.334915,0.208334,0.137221,0.108865,0.196109,0.503735,0.766226
107286511,Nana18276,3.33988,19.83,11.5785,2.81579,2.80703,2.12646,5.25267
107286515,Nana18274,0.0248932,1.7622,0.265129,0.24579,0.110691,0,0
107286520,Nana24440,1050.4,471.722,341.373,1738.04,1423.34,2412.51,7793.37
107286523,Nana24429,11.656,33.4661,18.6108,11.9165,21.3521,13.7502,43.1586
107286530,Nana24446,0.194868,0,0,0.0734037,0,0,0
107286531,Nana24410,0.189412,8.46386,5.93214,0.104917,0,0.28287,0.441303
107286541,Nana08905,0,0,0.0773819,0,0,0,0
107286546,Nana20614,48.7489,8.55916,4.0241,22.9257,8.25404,10.3338,16.8987
107286548,Nana20610,0,0,0,0,0,0,0
107286566,Nana10609,0.0372293,0,0,0.559349,0.0403044,0.157178,0.0600817
107286568,Nana10594,0,0,0.0627821,0,0,0,0
107286569,Nana10583,82.797,3.99841,2.40658,3.34758,1.15968,0.918809,0.215014
107286571,Nana24084,23.5855,2.70073,2.16701,4.50058,5.2022,2.35815,7.2843
107286572,Nana10604,3.08892,3.12722,2.43468,1.60377,2.16677,2.40683,3.23858
107286574,Nana10595,3.52825,1.76868,2.7708,0.182702,0.493679,0,0.448197
107286577,Nana03358,16.1007,60.2968,55.6201,8.04169,8.96428,39.6635,58.7054
107286585,Nana03367,0.0845195,0,0,0,0,0,0
107286586,Nana03363,4.66147,4.97668,3.48985,0.244991,0.17653,0.278458,0.325815
107286588,Nana03369,0,0,0,0,0,0,0
107286603,Nana39406,0.396824,5.79451,4.06963,4.38573,7.95241,10.851,22.2926
107286614,Nana24083,20.5307,5.893,3.28006,3.24212,5.75049,12.5227,8.3081
107286615,Nana23972,14.4781,0.430089,0.11503,0.755566,0.529307,0.992826,6.01959
107286637,Nana14562,0.209363,0.112226,0.135073,0.418981,0,0,0
107286638,Nana14563,1.80359,0.118588,0.047576,0.458505,2.84224,0.152987,0.119337
107286642,Nana14572,0.0175432,0.0149936,0,0,0,0,0
107286645,Nana09523,25.8545,608.181,471.566,45.8107,49.6204,48.7547,135.509
107286649,Nana09524,26.10800002,9.60331,6.37401,35.0186,39.0511,12.1204,49.9737
107286653,Nana09531,3.44968,0.367525,0.383363,0.741149,0.827764,0.154046,0.720978
107286654,Nana09532,41.9977,2.89598,0.913437,9.46515,14.11,37.5117,89.07
107286655,Nana09539,2.0069,1.60025,0.87546,1.01638,2.40305,0.659665,2.21265
107286656,Nana09740,0,0,0,0.0680873,0,0,0
107286658,Nana09529,0.0197724,0,0,0.0651933,0,0,0
107286657,Nana09527,3.222411,0,0,0,0,0.66048,0.92737
107286663,Nana09535,12.3223,0.0574625,0.0230533,0.213271,0.219535,0,0
107286665,Nana09744,12.9469,1.05747,0.643682,0,0.33226,0.118681,0.347161
107286667,Nana20279,1.00717,1.63483,0.844028,1.56731,0.952879,5.88555,4.50843
107286693,Nana17901,9.73129,29.6825,28.9665,2.04733,2.58163,2.85239,5.84062
107286694,Nana17919,1.05805,1.20671,0.806865,0.0378711,0.136442,0,0
107286695,Nana10633,29.2476,18.5031,15.9077,16.5951,15.7876,31.8846,45.7787
107286704,Nana10662,10.4428,1.21884,0.462312,1.63732,2.45789,6.17944,8.41745
107286708,Nana09710,38.3444,1.00929,0.548187,2.37091,0.011328,0.372711,1.37746
107286715,Nana10683,0,0,0.0381837,0.398115,0.0239054,0,0
107286723,Nana24694,7.32577,2.57821,0.598829,1.27878,0.895841,1.26647,4.61022
107286724,Nana24693,0.278293,0.488334,0.189157,0.928522,0.368547,0.99383,0.775234
107286751,Nana30150,7.77363,0.568363,0.339954,0.398125,0.492218,4.48611,0.558411
107286753,Nana09728,3492.64,595.607,391.965,2311.22,1797.74,1538.43,4690.32
107286755,Nana30148,0.0430557,0,0,0,0,0,0
107286757,Nana12366,0.182613,0.310186,0.0829613,0.28058,0.137846,0.455992,0.853668
107286760,Nana12363,5.86715,46.2969,18.2601,7.36012,13.5291,12.9083,31.4658
107286761,Nana03973,33.1761,1.23472,0.419145,1.35803,1.37885,7.27782,8.79941
107286770,Nana03987,0.0436725,0.168338,0.0900485,0.117153,0.0703464,0.0586016,0.0685679
107286772,Nana09733,16.77524,3.5444,2.28377,6.1696,10.1205,8.66643,14.3385
107286782,Nana09354,0,0,0.11769,0.0707743,0,0,0
107286788,Nana09346,0,0,0,0,0.116136,0,0
107286794,Nana19659,4.68849,2.4367,1.90502,1.20506,2.92223,4.77727,16.864
107286797,Nana19645,0,0,0,0,0,0,0
107286801,Nana25037,15.1066,1.12226,0.630339,1.58589,3.57101,0.696331,1.22213
107286803,Nana25035,30.9669,10.8277,3.83976,16.7264,20.3278,10.2621,28.3811
107286810,Nana25017,15.2235,9.51838,10.3064,2.63381,6.5068,6.20684,28.6773
107286815,Nana25034,5.90855,2.4139,1.78976,2.87355,1.45586,0.194886,0
107286818,Nana25025,1.85943,0.052002,0.0208625,0.778807,2.10441,1.72369,4.03368
107286819,Nana25024,0.689305,0.152353,0.114356,0.330596,0.593846,0,0.52606
107286822,Nana25021,0,0.0160637,0.0128891,0,0,0,1.08057
107286823,Nana26141,0.0835356,0.69903,0.763418,0.0938919,0.0422842,0,0
107286827,Nana11852,0,0,0,0,0,0,0
107286829,Nana08978,5.9125,0.524887,0.263228,1.84636,1.68329,0.643295,2.04855
107286835,Nana08972,0.25034,9.33136,4.52449,6.56165,9.78116,6.46081,18.8521
107286839,Nana21443,1.12813,0.969902,0.435809,1.44235,2.49375,6.87491,7.36459
107286842,Nana21438,12.7223,1.68362,2.39479,8.56669,16.922,12.7079,40.0181
107286851,Nana33278,7.39829,2.70673,2.17185,1.10129,1.22084,2.81258,6.29145
107286853,Nana33308,7.49448,0.191321,0.0614048,3.497,0.437464,1.75012,4.38806
107286854,Nana33306,1.78568,0.0152895,0.0153347,0.073836,0.465528,0.244658,0.524822
107286857,Nana33293,2.90438,0.456235,0.244194,0,0.198413,0,0.51696
107286858,Nana33304,0.432753,4.59829,0.527101,0.12739,0.11474,0.827655,1.66579
107286861,Nana33297,0,0,0,0,0,0,0
107286883,Nana09245,7.72309,12.6626,9.62879,4.96266,3.96192,6.70934,22.7391
107299641,Nana09261,3.5715,0.0877008,0.0328385,0.000299358,0,0.0843196,0.0493299
107286896,Nana09736,5.66765,2.86218,1.02122,2.60107,2.34278,1.44467,1.69036
107286899,Nana09231,0.363931,0.27722,0.0889751,0.464555,0.675915,0,0.460905
107286902,Nana09252,110.371,7.86261,3.41875,9.46412,7.29303,58.5795,155.906
107286906,Nana11127,0.302459,0.283699,0.126463,0,0.182104,0,0
107286918,Nana11147,5.26986,7.62695,4.05186,4.45218,3.59344,7.78995,9.96929
107286932,Nana09959,8.84353,6.06017,4.73041,5.34165,5.79983,7.27625,22.6465
107286937,Nana04660,9.19668,16.7665,9.00366,20.2042,26.2698,38.3373,118.161
107286938,Nana04650,0.454721,0.115426,0,0.133986,0.844769,0,0
107286939,Nana04647,4.53468,2.30101,0.769364,3.45916,3.02124,1.2725,6.45193
107286940,Nana04669,0,0,0.0206319,0,0.0480729,0,0.128837
107286941,Nana04666,1.28724,1.2812,1.1994,1.18716,1.27369,0.217,0.380857
107286946,Nana33157,0.270787,1.95962,1.63927,0.691787,0.467319,1.52974,4.47474
107286947,Nana20444,34.2442,3.50948,1.50426,4.75783,4.58534,1.53663,3.06712
107286949,Nana20452,56.1176,39.7027,15.1932,4.99193,2.63826,6.02254,54.1932
107286950,Nana20458,2.10572,9.56937,2.28715,2.37403,2.67962,0.23943,6.44345
107286969,Nana34826,72.1507,2.24083,1.41545,24.8268,15.2713,78.2951,195.743
107286970,Nana34757,99.6954,9.79069,7.94253,24.1963,21.4146,76.7034,112.749
107286977,Nana34786,4.702843,2.24653,1.94543,2.90249,1.74622,2.85929,8.72238
107286978,Nana34787,14.0276,6.20386,1.99117,2.74957,1.51833,7.45858,5.1569
107286979,Nana34790,1.94295,0.0657079,0.0738106,0.139124,0.281945,0.122774,0.754184
107286980,Nana34801,2.67323,0.472419,0.800232,0.88263,0.105998,0.490198,0.191188
107286990,Nana34752,742.519,837.745,583.484,1026.66,902.255,901.34,3196.75
107286994,Nana34767,13.57477,1.97901,0.904225,1.89208,2.92147,6.21143,5.6449
107286997,Nana34780,3.18575,1926.55,1759.79,524.485,182.858,589.781,67.426
107287000,Nana34788,0.531277,0.377791,0.121255,0.786068,0.606866,0.122817,2.73039
107287002,Nana34800,13.2636,22.9455,18.4117,13.6241,13.4074,15.013,37.3283
107287003,Nana34807,6.21535,2.99827,1.70417,2.03877,3.17633,3.72958,6.7372
107287004,Nana34810,29.069,35.4343,22.6667,33.2561,27.6044,44.9978,66.6109
107287005,Nana34812,5.95819,9.20373,15.4071,0.67912,0.111333,0.558823,1.96159
107287016,Nana25526,0.507028,0.463613,0.547047,1.44282,1.77833,1.05461,0.503106
107287022,Nana25548,1.11352,0.18353,0.0560986,0.189743,0.0569672,0.0909274,0.212783
107287026,Nana25707,5.93145,1.72453,1.04895,0.980935,0.698596,7.12306,1.21229
107287035,Nana25519,2.6709,0.078986,0.076718,0.559125,0.259924,0.741646,0.694221
107287037,Nana25506,0.261823,0,0,0.286742,0.258268,0,0
107287044,Nana25521,45.6357,9.9306,6.0619,43.9214,36.1956,38.3628,44.4036
107287045,Nana25515,6.16507,4.27958,4.98989,5.47707,0.440346,0,0.86652
107287050,Nana25508,0,0,0,1.58632,3.33855,2.93896,5.73132
107287051,Nana25500,21.895,1.52006,0.797481,1.06758,0.785913,0.072142,0.675289
107287053,Nana02828,29.4027,0,0.182873,2.6505,3.17239,1.56291,5.00207
107287060,Nana14247,0.121708,174.205,136.418,26.9298,28.6169,65.4297,4.64923
107287062,Nana14242,0.742834,14.3106,4.77869,4.27544,2.60842,15.782,1.34298
107287066,Nana00568,168.502,315.978,200.439,123.237,143.433,133.179,167.465
107287071,Nana14620,6.22336,0.48448,0.291549,0.813846,1.38148,4.19165,17.8423
107287080,Nana14615,8.76758,9.08581,5.71615,3.11232,4.51637,7.4978,15.5649
107287097,Nana13860,8.49368,16.5387,11.8608,9.02037,11.2798,5.95013,13.564
107287104,Nana13872,0,0.133956,0.0537417,0,0.0791774,0.214521,0
107287106,Nana13875,3.71989,8.48664,2.75277,2.58056,4.41618,2.15893,7.14275
107287110,Nana13883,102.281,0,0,31.5658,124.049,36.9002,157.489
107287111,Nana13884,7.47246,18.5556,16.2084,2.83303,3.89716,3.89142,5.69153
107287113,Nana00570,4.9902,9.12225,12.042,3.11374,6.21964,19.4639,48.0441
107287132,Nana00565,14.0624,4.46136,2.20825,3.15043,3.42652,3.01987,3.82791
107287137,Nana15562,21.0926,0.267539,0.303058,5.34875,8.1401,19.6682,20.0438
107287143,Nana00564,0.0563772,0.0369471,0.0889368,0.72569,0.653628,0.189744,1.33209
107287152,Nana24113,0.228841,423.762,357.801,134.004,173.804,90.8633,138.533
107287154,Nana00563,3.3841,44.0203,30.2598,20.9591,15.4213,0,0
107287164,Nana02086,15.4366,0.837225,0.510546,0.761487,1.95209,4.9297,5.69414
107287165,Nana02087,8.1268,0.841812,0.460536,0.477949,0.526152,2.85175,2.50256
107287167,Nana02091,18.1015,13.9169,9.05648,10.7437,19.8233,19.9493,43.498
107287174,Nana25091,5.79175,161.284,100.396,25.0775,24.2604,45.7613,147.95
107287176,Nana25083,0,0,0,0,0,0,0
107287177,Nana25080,0,0,0,0,0,0,0
107287180,Nana25089,0,0.1428,0,0,0,0,0
107287184,Nana05707,0,0,0,0,0,0,0
107287197,Nana27461,19.1787,2.62325,1.43744,9.89569,5.49334,3.92189,38.2074
107287201,Nana27463,5.84083,0.585474,0.751634,3.61377,4.87167,8.67039,8.3891
107287208,Nana17761,0.0368147,0,0,0.403729,0.16529,0.665141,0
107287214,Nana05562,12.8189,11.4928,5.98764,9.7858,14.3617,8.6719,29.2902
107287216,Nana05566,0.0470415,0,0,0,0,0,0
107287220,Nana05125,3.36116,0.0378502,0.0303698,0.206678,1.02385,0.934256,5.73901
107287222,Nana09578,0,8.0976,3.6734,0.0570564,0.205562,1.0986,0.257088
107287223,Nana10446,29.3622,10.2263,8.2055,34.1964,45.3305,21.4274,37.45
107287227,Nana05126,5.66361,7.2313,5.08149,4.70637,4.03555,7.3929,11.2571
107287236,Nana10466,42.9455,9.1772,6.39472,12.1162,8.55347,17.3418,29.0531
107287240,Nana10444,0,0,0,0,0.178536,0,0
107287247,Nana13693,14.5346,20.234,14.2138,2.56397,2.09509,12.3382,2.32848
107287255,Nana13700,0.897604,0,0,0.512262,1.38418,0,0.976335
107287256,Nana13702,0.540669,0.0192823,0.0618864,0.23928,0.0538608,0.0788587,0
107287258,Nana13707,13.2117,5.60928,3.35055,5.98665,8.36715,4.0339,10.7615
107287272,Nana34711,1.10446,0,0,0.0844689,0.0380405,0,0
107287284,Nana34673,305.048,53.4066,34.3801,65.3216,96.8795,71.82,281.787
107287285,Nana34672,15.0288,0.440333,0.197196,1.79877,2.34642,8.39564,5.18461
107287287,Nana34743,14.7549,311.98,218.402,128.337,119.048,33.4727,70.9873
107287288,Nana34742,3.66967,2.86909,3.54176,2.23119,1.71554,0.272976,0.942734
107287291,Nana34732,0.0572367,0,0,0.029966,0,0,0
107287302,Nana34717,2.61603,1.56693,0.885797,0.100468,0.0678687,1.3085,1.93931
107287303,Nana34716,114.987,4.70344,3.92492,7.21884,17.9761,28.7275,56.5685
107287322,Nana19700,12.1141,0.870286,0.558642,1.13827,0.87335,0.17299,1.5968
107287326,Nana19674,5.75537,3.01176,2.98662,0.648145,0.363322,0.235589,0.368203
107287333,Nana12567,24.045,2.53951,1.11742,4.40475,4.86313,10.039,13.8913
107287336,Nana12899,10.3123,0.403068,0.392715,5.6048,4.48434,0.565832,1.12551
107287355,Nana24933,14.0733,158.121,123.437,11.4439,17.4492,76.6822,153.812
107287366,Nana24931,2.21481,2.21235,1.12116,0.93146,0.479408,0.122082,0.428534
107287377,Nana24930,3.40918,8.2458,4.29792,7.75896,8.8345,5.67481,16.3569
107287384,Nana03380,0,10.9934,2.26016,0.572099,0.128822,3.37392,0.358884
107287395,Nana24928,39.0903,25.3057,11.2685,28.0797,36.9815,16.2677,53.0033
107287397,Nana02366,0,0.22224,0.113476,0,0,0,0
107287401,Nana01813,4.9742,4.86917,3.33986,3.99187,9.6564,1.95467,6.60719
107287404,Nana01816,10.1998,29.179,15.5357,18.6624,22.9639,10.0008,30.4808
107287405,Nana01817,6.7447,8.22477,6.53714,8.7606,12.5647,5.9949,12.8418
107287406,Nana24927,3.12374,0.569652,0.445922,0.0199604,0.0359565,0,0.244585
107287407,Nana01819,17.6328,3.61627,1.79973,6.65238,8.85151,4.19816,13.6686
107287419,Nana05026,14.9353,2.92711,2.06568,5.82991,9.29863,1.76879,3.34322
107287424,Nana05030,1.4714,2.18113,0.774081,0.935732,1.20402,3.21702,3.9278
107287425,Nana05028,0,0.0198869,0.0478701,0.689194,0.507891,0,0
107287427,Nana05023,0,7.08527,6.91287,0,0,0,0
107287428,Nana05022,2.39182,0.172587,0.292344,0.095782,2.28617,0,0
107287438,Nana01117,6.52244,9.21376,5.16242,2.51579,3.50195,1.97765,6.94198
107287442,Nana01111,0.344224,0,0,0,0.239149,0,0.204571
107287464,Nana01428,11.7415,34.5001,28.123,11.7251,18.8822,13.3682,21.1494
107287468,Nana01440,23.4021,1.80319,1.34352,9.77601,10.7018,1.86604,1.8195
107287475,Nana01451,0,0,0,0.192181,0,0,0
107287479,Nana01429,3.52602,0.1485,0.0476608,0.491553,0.572191,0,0
107287487,Nana24921,12.6177,20.4555,13.9613,51.9676,44.5013,20.1407,21.5689
107287496,Nana04775,6.03633,2.89908,3.34898,7.15326,10.9114,4.03773,7.84432
107287497,Nana04776,0.697692,8.44175,9.62879,2.62701,2.36614,1.12895,2.5218
107287509,Nana24917,9.29195,4.40055,2.69234,5.52112,5.77494,7.50695,13.0274
107287516,Nana37367,0,0,0,0,0,0,0.339728
107287517,Nana37372,39.6949,15.621,11.8874,12.7459,7.40658,21.7482,32.3477
107287522,Nana37391,26.7473,43.1233,25.5133,16.6727,15.9365,67.39,140.18
107287531,Nana37413,2.59238,1.00825,0.731207,0.689746,0.46594,0.94722,1.47775
107287535,Nana37373,0.0759046,0,0,0,0.0314914,0,0
107287536,Nana37374,9.33879,4.96339,2.66959,1.72493,4.48166,1.61149,4.46579
107287537,Nana37386,0.253174,0.14574,0,0,0,0,0
107287543,Nana37417,0.233457,2.17739,1.9981,30.1082,0.361579,0,0
107287559,Nana30394,10.0476,8.54909,4.96731,13.6752,11.5107,17.5776,37.6038
107287564,Nana30382,0.670229,39.3499,24.092,6.49535,1.98012,78.1413,5.44022
107287604,Nana14993,50.8759,0.277792,0.0743008,1.37123,0,0,0
107287620,Nana05213,0.290379,1.16896,5.95722,0.83937,9.79676,0.813653,1.74539
107287627,Nana05193,0.964155,0.0540149,0,0.158004,0.106735,0,0
107287629,Nana02538,16.5191,10.2973,7.14575,12.1736,14.5696,6.63967,29.0038
107287634,Nana02526,4.0679,45.8312,51.3448,27.0183,24.208,14.899,85.5798
107287636,Nana15559,8.63191,0.17086,0.0342738,3.68342,6.1249,5.86041,14.1713
107287649,Nana25011,0.695549,2.12592,3.24916,0.796581,0.143496,0.321019,0.845134
107287661,Nana25002,3.53864,9.56553,18.7001,3.71947,1.97418,1.78711,1.82967
107287671,Nana19998,5.24266,10.2003,7.50982,3.87688,4.61486,2.64981,4.83188
107287690,Nana33184,9.20324,6.89709,15.6006,4.2164,7.03356,4.6844,2.50829
107287696,Nana31626,5.27754,21.5296,10.0228,5.67064,8.52261,20.3402,89.6447
107287699,Nana33204,3.37002,0.925123,0.674813,0.743352,1.13798,1.83026,1.11732
107287701,Nana01994,13.8866,25.4915,16.1457,26.8816,28.1423,16.9773,28.0281
107287707,Nana01984,0.0267847,0,0,0,0,0,0
107287714,Nana33690,1498.93,1872.38,1238.62,1473.34,985.183,2060.3,5194.26
107287716,Nana33688,4.30958,220.082,172.646,271.025,118.092,386.162,30.0806
107287719,Nana33697,5.94959,1.42271,0.475672,0.179099,0.13827,0.111925,0.130959
107287733,Nana19958,38.7562,22.1386,11.6405,16.7196,9.04275,54.3632,47.937
107287734,Nana19956,40.6898,43.7903,29.8862,33.8263,24.5895,99.138,121.424
107287742,Nana19967,0.234427,0.264226,0.151436,0.545967,0,0.464029,0.950155
107287743,Nana19963,1.176057,0.371949,0.21705,0.0234073,0.0421658,0.238205,4.45946
107287744,Nana19957,0.740314,0.535142,0.0954205,0,0.182887,0,0.531346
107287747,Nana32902,12.0389,2.31096,1.54615,1.81557,2.10741,3.67026,8.50633
107287750,Nana19942,0.324288,0.302456,0.242688,0,0,0,0
107287752,Nana19977,6.11939,0,0.0211782,0.0697996,0.314342,0.116172,0
107287753,Nana19972,0,15.0258,20.3186,1.72871,1.40253,4.90048,0.301784
107287754,Nana19943,0.234805,0.369046,0.592234,0.518077,0.251263,0,0.259417
107287757,Nana20302,1.93106,9.73638,27.1859,2.07229,0.466626,0,0.610064
107287764,Nana20299,0.0307481,3.7332,3.83415,0.37672,0.218129,0,0.323984
107287771,Nana20290,11.5093,25.1962,20.9983,5.5505,3.81527,5.58394,24.3195
107287780,Nana10178,0,0,0.0391928,0.25789,0.0464563,0,0
107287787,Nana08359,7.8848,1.82416,1.31225,2.29637,2.2407,2.99119,7.77755
107287794,Nana13942,32.1559,1.05662,0.5652,1.00242,5.63222,0.253352,0.691691
107287795,Nana13940,7.20194,6.33058,4.15887,2.19455,12.5953,1.86749,5.30664
107287796,Nana13938,8.23893,35.178,16.6693,3.78738,5.00322,1.85167,2.58592
107287799,Nana14759,0,0,0.137654,0.126149,0.454489,0,0.126616
107287804,Nana32897,17.1409,0,0,6.43689,31.7874,10.9959,0.714778
107287808,Nana10357,0.0154962,0,0,0,0,0,0
107287814,Nana13680,18.2996,9.7241,6.46151,9.7188,15.6815,6.98153,17.8344
107287818,Nana13679,0.0475351,0.22806,0.121993,0.313986,0,0.574427,0.537388
107287821,Nana16715,18.5529,10.1743,4.78974,2.04328,3.27677,1.51879,2.36945
107287833,Nana17603,0.369699,1.03663,0.415882,0.545267,0.763966,0.635447,2.82537
107287834,Nana17600,5.42336,3605.88,4543.26,71.5243,83.0652,93.1847,6.86219
107287843,Nana03461,31.8597,2.70461,1.52233,5.25181,4.62747,5.70886,9.18467
107287856,Nana00991,21.0435,85.3736,67.2859,23.53,30.785,34.9523,52.2567
107287865,Nana00990,0.0735817,0,0.145715,0.067535,0.0608287,0,0
107287866,Nana00997,0.0619467,0,0.0663785,0.132909,0,0,0
107287869,Nana08431,0.194436,0.686252,0.40699,0.0309774,0,0.0613942,0
107287872,Nana12245,0,4.91618,2.96826,1.49273,1.32413,9.64983,2.5091
107287875,Nana12238,4.84843,4.79196,2.88372,2.48819,3.21551,1.04281,6.65543
107287879,Nana12241,0.0299439,190.915,56.7845,11.5224,8.16149,9.05658,2.00162
107287881,Nana29659,81.8316,114.022,77.3285,2.58743,3.49574,17.4247,34.3443
107287884,Nana29663,1.21783,0.139691,0,0,0,0,0
107287886,Nana17940,1417.09,2454.71,2040.91,1886.39,1875.84,1923.87,6681.19
107287891,Nana17960,3.21478,0.686257,0.417723,2.11291,2.40083,1.78455,1.60953
107287893,Nana17964,18.7824,18.3037,11.7091,14.4846,18.5488,20.0709,109.827
107287900,Nana18907,10.0088,1.85344,2.53907,0.728988,0.787918,0.422752,4.12208
107287910,Nana18903,0.163159,0.119604,0.0479837,0.324688,0,0,0
107287912,Nana26189,5.49561,0.945818,0.485695,0.907342,0.953448,1.02781,0.832577
107287920,Nana26180,30.549,0.834658,0.206065,6.99354,10.0931,16.1631,28.0139
107287923,Nana04300,11.0123,7.84693,4.82738,1.38E-06,0.109166,4.08669,50.1902
107287935,Nana01479,7.04291,3.65261,1.86083,3.68614,2.94424,1.10087,0
107287941,Nana01482,40.4821,10.2028,9.13992,9.97744,16.9355,11.0397,14.6182
107287942,Nana28174,9.11387,1.94152,1.30861,1.84953,1.34135,8.30111,16.8955
107287944,Nana28158,51.0492,154.875,204.51,79.3196,144.644,42.6947,59.2809
107287952,Nana28183,1.26736,0.484982,0.0819237,0.112512,0.10134,1.25803,1.15656
107287953,Nana28180,4.85441,0.892099,1.0737,1.91681,2.31994,5.20847,5.76991
107287955,Nana28165,55.9123,7.7489,4.81565,25.3307,19.0285,90.05,148.492
107287956,Nana28163,0.0540352,0.0997865,0.0800672,0.155213,0,0.500897,0
107287962,Nana04182,185.701,678.715,515.523,181.115,214.535,67.8973,182.255
107287971,Nana28144,10.3464,0.250164,0.368,0.415883,0.907286,0.93325,1.24796
107287974,Nana04174,1.26056,0.367947,0.959638,0.367099,0.203474,0,0.535196
107288002,Nana30317,4.96707,4.29622,1.71762,4.15447,2.87171,2.71129,9.89789
107288003,Nana30314,22.6164,6.24304,3.82287,13.4033,16.0647,16.9546,61.1907
107288009,Nana30298,13.3601,43.4197,23.6122,7.21332,8.56855,17.8596,37.5073
107288011,Nana35835,0.0519382,0.447616,0.987731,0,0,0.772755,6.32924
107288014,Nana30293,12.0219,3.62414,2.8426,15.9132,22.1778,18.8114,62.3194
107288015,Nana30292,7.33401,10.0787,15.9133,7.77093,10.9872,9.24271,24.0325
107288025,Nana30309,7.27221,5.62476,3.89564,0.994791,1.08,1.1406,1.85887
107288026,Nana30308,12.1151,1.06456,0.602945,1.19903,1.8175,1.40541,3.49878
107288027,Nana30306,18.0245,7.265,4.1263,0,4.09814,3.99952,8.9977
107288028,Nana30275,0.790293,0.0177833,0.0142688,0.0685289,0.0925858,1.96086,1.59329
107288031,Nana30327,0,74.4082,54.0436,74.6913,57.3486,76.5897,109.799
107288037,Nana30294,2.88907,0.552779,0.483864,0.886346,0.740069,3.41364,7.28354
107288040,Nana05171,0,0,0,0,0,0,0
107288041,Nana35837,72.8632,123.462,83.2435,49.7198,32.5918,81.8931,156.106
107288043,Nana20431,9.6105,0.868991,0.264477,4.69035,11.1591,10.1083,23.6547
107288051,Nana20434,0,0,0.0133184,0,0,0,0
107288074,Nana01233,6.67276,8.42149,6.0044,9.00832,5.94124,1.32006,1.65489
107288077,Nana13652,5.94723,0.89703,0.239919,0.822821,0.691706,0.135085,0
107288083,Nana19143,3.522398,1.15019,0.600948,1.04926,0.821314,1.41891,6.89631
107288088,Nana19155,205.545,147.806,81.7451,191.591,221.278,246.874,840.364
107288096,Nana11642,9.9722,1.02511,0.538379,2.11042,3.54825,0.986744,3.23277
107288097,Nana19136,4.58152,8.45874,0.284113,0.801108,1.08234,0.317049,1.11291
107288099,Nana19157,19.3064,14.1259,8.80586,14.5073,18.2018,15.7855,23.0876
