ens_gene,Pm_geneid,Pm_geneid2,slg_1,slg_2,smg_1,smg_2,pg_1,pg_2,
ENSMUSG00000019843,XP_015671118.1,107287161,1.18182544,0.480121169,1.538265187,1.546455044,0.2246444,0.279002521,
ENSMUSG00000019842,XP_015671119.1,107287163,6.461718,3.92634,2.744194,6.711645,5.079535,3.982056,
ENSMUSG00000019838,XP_015671121.1,107287165,0.8163269,0.547366,0.5051002,0.5355284,0.0954133,0.0850782,
ENSMUSG00000038415,XP_015671126.1,107287135,0.780227,0.482275,0.656442,1.21066,0.119303,0.123372,
ENSMUSG00000016510,XP_015671133.1,107287173,10.194494,16.237936,4.6048044,9.548545,7.222343,6.026291,
ENSMUSG00000090122,XP_015671135.1,107287171,0.0336134,0,0.0554071,0,0,0,
ENSMUSG00000029647,XP_015671136.2,107287175,4.9689571,7.0221483,4.876405,6.5693066,2.8830101,2.0872988,
ENSMUSG00000029646,XP_015671138.1,107287177,0,0,0,0,0,0,
ENSMUSG00000042817,XP_015671139.1,107287178,0.0369615,0.01731185,0.0430132,0.0381344,0.0246595,0.0441762,
ENSMUSG00000016520,XP_015671140.1,107287179,3.574221,2.178104,0.54599,0.725787,0.205383,0.541348,
ENSMUSG00000053129,XP_015671141.1,107287180,0,0,0,0,0,0,
ENSMUSG00000021279,XP_015671143.1,107287183,3.114714,1.0912648,0.696406,3.779284,0.7918882,0.418446,
ENSMUSG00000021278,XP_015671144.1,107287184,0.0552439,0.0386071,0.18077,1.6131724,0,0,
ENSMUSG00000021277,XP_015671145.1,107287185,0.750570801,0.47560678,0.208542,0.7631553,0.168540952,0.189307,
ENSMUSG00000040693,XP_015671147.1,107287186,1.40584,1.37391,0.189476,0.279823,0.144805,0.146003,
ENSMUSG00000040029,XP_015671149.1,107287188,2.030762724,1.4785454,1.4276837,2.3100337,0.6507644,0.8711002,
ENSMUSG00000017830,XP_015671156.1,107287194,2.044493,1.440106,2.142098,1.983821,4.736779,0.803643,
ENSMUSG00000022788,XP_015671160.1,107287196,1.6797778,1.2774317,1.2440019,1.45328793,1.03438585,0.942781491,
ENSMUSG00000041957,XP_015671161.1,107287197,1.6824082,1.0625555,1.6833615,1.9822181,0.7214686,0.6539643,
ENSMUSG00000039985,XP_015671163.1,107287199,19.684666,17.0648159,11.882748,7.199221,2.695298,8.503776,
ENSMUSG00000039958,XP_015671164.1,107287200,3.32625,2.60092764,1.438649126,3.599517,0.979793001,0.512356241,
ENSMUSG00000022792,XP_015671165.1,107287201,1.1161085,0.9985632,1.8457379,1.6258577,0.95501,0.4558737,
ENSMUSG00000063260,XP_015671166.1,107287203,0,0,0,0,0,0,
ENSMUSG00000029920,XP_015671176.1,107287207,5.121871,3.7869697,1.6828235,3.3237796,2.4514755,2.5432072,
ENSMUSG00000041669,XP_015671179.1,107287211,0.0644246,0,0.114461,0,0,0.0536649,
ENSMUSG00000041702,XP_015671182.1,107287213,1.25939,0.7159671,0.7394049,1.3439561,0.5387735,0.548502,
ENSMUSG00000041712,XP_015671183.1,107287214,2.59161,2.46689,1.13514,1.89811,0.895793,0.940555,
ENSMUSG00000021200,XP_015671184.1,107287215,0.2588504,0.1652153,0.107117,0.2324543,0.1537315,0.0366372,
ENSMUSG00000037573,XP_015671188.1,107287219,45.0173,33.4575,13.9274,14.0613,6.47686,6.08551,
ENSMUSG00000027347,XP_015671193.1,107287220,0.210861,0.1215589,0.63319768,0.4622205,0.4327396,0.475026,
ENSMUSG00000066892,XP_015671197.1,107287224,4.9961517,3.2932613,1.183031,2.1708947,1.009485,0.57604,
ENSMUSG00000031813,XP_015671202.1,107287228,29.793972,28.5811917,10.158092,22.912316,8.255033,6.786043,
ENSMUSG00000027635,XP_015671204.1,107287230,0.0239219,0.0499826,0.451391,0.624702,0.4049626,0.1734113,
ENSMUSG00000027349,XP_015671205.1,107287227,3.6304689,3.6196939,2.097388,4.0526429,1.4351962,1.37786,
ENSMUSG00000031860,XP_015671206.1,107287231,0.2254529,0,0.119621,0,0,0,
ENSMUSG00000031861,XP_015671207.1,107287233,0.0893778,0.090971404,0.040538103,0.0399032,0.038722703,0.0485985,
ENSMUSG00000031808,XP_015671209.1,107287235,25.61116392,25.824824,4.728538,6.0312891,7.5043016,3.8626679,
ENSMUSG00000031807,XP_015671210.1,107287236,5.526309,2.8557138,6.886752,6.87821,3.441018,2.4027317,
ENSMUSG00000034807,XP_015671211.1,107287237,7.810528,6.1449341,6.7285825,13.452541,2.2747812,1.633288,
ENSMUSG00000041219,XP_015671216.1,107287239,0.1623434,0.235281944,0.19205,0.291008,0.0700546,0.0763739,
ENSMUSG00000034829,XP_015671220.1,107287245,0.0886661,0.0370269,0,0.0211118,0.0204612,0,
ENSMUSG00000017009,XP_015671221.1,107287246,63.8109,71.4866,25.5851,51.2949,18.1212,17.9636,
ENSMUSG00000017734,XP_015671222.1,107287247,2.642023,1.6572707,2.6130193,3.4748887,1.7035543,1.1591929,
ENSMUSG00000027642,XP_015671227.1,107287251,80.902668,121.2687251,25.632836,79.9018413,34.148875,40.272564,
ENSMUSG00000027412,XP_015671229.1,107287252,1.627154,1.2436246,0.616167274,1.085743,0.325896,0.291214003,
ENSMUSG00000035877,XP_015671230.1,107287253,1.4115821,1.0470303,0.680507,0.9397147,0.200779,0.467362,
ENSMUSG00000027646,XP_015671231.1,107287254,2.052443,0.984549,0.432128,0.921652195,0.46578,0.405915,
ENSMUSG00000070544,XP_015671235.1,107287258,9.5196608,7.8516261,5.732018,8.471293,2.6292584,2.4276384,
ENSMUSG00000063019,XP_015671238.1,107287261,17.5813,20.5012,3.53016,11.1271,7.21736,5.20708,
ENSMUSG00000023236,XP_015671240.1,107287259,0.0449817,0.157001,0,0,0,0,
ENSMUSG00000044339,XP_015671246.2,107287267,0.815175,1.29535,0.397472,2.46482,0.529863,0.433854,
ENSMUSG00000029575,XP_015671248.1,107287269,1.882642,2.052032,0.374667,0.515062,0.8532521,1.0073081,
ENSMUSG00000002486,XP_015671249.1,107287271,0.7896522,0.2562314,0.4974179,0.4329937,0.111291,0.2818233,
ENSMUSG00000020838,XP_015671250.1,107287272,0.142149,0.012367,0,0,0.0337783,0.0151157,
ENSMUSG00000074934,XP_015671252.1,107287270,0,0,0,0,0.0112192,0,
ENSMUSG00000072720,XP_015671254.1,107287275,0,0,0,0,0.0716871,0,
ENSMUSG00000058153,XP_015671255.1,107287276,0.0228976,0.0878858,0.0309867,0.0640649,0,0.0159185,
ENSMUSG00000042328,XP_015671256.1,107287277,2.4543449,1.466658018,1.3484849,3.381050043,0.814952,0.818776,
ENSMUSG00000070576,XP_015671258.1,107287279,0.457059,0.486035,1.52623,0.59513,0.296422,0.303955,
ENSMUSG00000029521,XP_015671259.1,107287280,3.532389,5.88065,4.286852,12.33827,2.917778,1.999473,
ENSMUSG00000043510,XP_015671260.1,107287282,9.64554,10.107273,6.68211,12.10391,5.573017,4.15451,
ENSMUSG00000020484,XP_015671262.2,107287284,79.573003,87.261623,42.159908,44.117342,21.6841103,26.633722,
ENSMUSG00000041961,XP_015671264.2,107287285,2.1395053,2.3980618,2.380246,2.9917336,0.88749012,0.8978683,
ENSMUSG00000025825,XP_015671266.1,107287287,7.9215166,4.8622641,8.3097501,8.917452,2.6842703,3.662423,
ENSMUSG00000054675,XP_015671267.2,107287288,1.167344,0.536357,0.509925,0.905451,0.762723,0.429775,
ENSMUSG00000042096,XP_015671269.1,107287290,0.0987364,0.0534709,0,0,0,0,
ENSMUSG00000042078,XP_015671270.1,107287291,0,0.06970577,0.160059,0,0,0.0257345,
ENSMUSG00000029592,XP_015671271.1,107287293,1.118558,0.696727,0.7748143,0.9897502,0.293721,0.459806,
ENSMUSG00000066952,XP_015671275.1,107287296,0.016753,0.0116589,0,0.0438694,0,0.0811816,
ENSMUSG00000029577,XP_015671279.1,107287298,3.443675,2.59994429,2.95759,3.7555458,1.088972198,1.3329402,
ENSMUSG00000041939,XP_015671280.1,107287299,4.471617,4.38269,1.739637,2.137332,2.576926,2.33062,
ENSMUSG00000041930,XP_015671281.1,107287300,0.0842819,0.0114306,0,0,0,0,
ENSMUSG00000014158,XP_015671282.1,107287302,0.710509,0.6487948,0.4680275,0.56862,0.154939007,0.113465,
ENSMUSG00000011884,XP_015671283.1,107287303,24.7798,25.1877,11.0024,17.5253,4.59187,5.24968,
ENSMUSG00000041870,XP_015671289.1,107287305,4.609363,2.124244,2.780432,6.5724653,1.070274,1.48526193,
ENSMUSG00000042216,XP_015671290.1,107287306,2.7086262,2.9114772,0.226436,0.1942561,0.1328041,0.1300072,
ENSMUSG00000042240,XP_015671291.1,107287307,0,0,0,0,0,0,
ENSMUSG00000029344,XP_015671293.1,107287309,7.178292,4.760269,1.778922,4.273633679,0.905648001,0.62988,
ENSMUSG00000020482,XP_015671296.1,107287311,1.49716,1.03179,1.35952,1.33025,0.483811,0.505487,
ENSMUSG00000050587,XP_015671297.1,107287312,0.0272132,0,0.02536,0.2161035,0.0129486,0.0130196,
ENSMUSG00000015829,XP_015671298.1,107287313,0.0105919,0.0101351,0,0.0197785,0.2527716,0,
ENSMUSG00000026725,XP_015671299.1,107287314,0,0,0,0.00781557,0,0,
ENSMUSG00000058267,XP_015671300.2,107287315,62.15473,82.98078,39.275123,68.57679,31.540997,31.147598,
ENSMUSG00000090394,XP_015671301.1,107287317,1.6608714,1.397524,2.451971,3.1647172,2.723397,1.2350272,
ENSMUSG00000033478,XP_015671303.1,107287319,3.387711,2.412625,1.66538,2.056883,0.807018,0.738891,
ENSMUSG00000025085,XP_015671305.1,107287320,4.954381,4.2481974,6.120121036,50.6465336,1.075340075,0.938425,
ENSMUSG00000025083,XP_015671306.1,107287321,0.3223504,0.252567002,0.0883647,0.2720585,0.140765002,0.08023,
ENSMUSG00000035283,XP_015671307.1,107287322,0.756281,0.464434,4.097954,5.14328,1.17752,1.481616,
ENSMUSG00000025089,XP_015671310.1,107287326,0.0318438,0.0147641,0.024588,0.0416828,0.02022,0.02196128,
ENSMUSG00000025082,XP_015671311.1,107287328,0,0,0,0.0114139,0.0221451,0,
ENSMUSG00000035173,XP_015671313.1,107287330,3.25794,2.4946386,1.963756,2.10855,1.3346465,0.856229,
ENSMUSG00000028464,XP_015671316.1,107287331,55.223109,51.1129896,10.364238,44.68747,17.188262,6.0546067,
ENSMUSG00000030879,XP_015671324.1,107287335,138.84711,147.17345,44.8124448,76.97103,55.6997809,46.30291001,
ENSMUSG00000028463,XP_015671326.2,107287337,2.677244,4.209206,0.145629,0.2542,0.4593982,0.421827,
ENSMUSG00000028467,XP_015671331.1,107287341,1.812806,2.050549,0.4490487,1.065236,0.3708495,0.397954403,
ENSMUSG00000028468,XP_015671334.1,107287344,1.958131,1.134356,1.737918,0.828858,0.5855491,0.506329028,
ENSMUSG00000048100,XP_015671349.1,107287355,7.60932,7.65257,4.766054,10.73839,4.787365,4.16992,
ENSMUSG00000071451,XP_015671357.1,107287332,13.90714,12.3772,6.64482,11.52718,3.15208,2.314789,
ENSMUSG00000022665,XP_015671373.1,107287377,2.05208,1.289416,1.725023,2.29405,2.529066,0.766192,
ENSMUSG00000022637,XP_015671375.1,107287381,0.9518569,0.532229,1.736814,1.545128,0.41004655,0.3319483,
ENSMUSG00000027107,XP_015671380.1,107287384,0.0135968,0.0170711,0.0387642,0.0219568,0,0,
ENSMUSG00000022664,XP_015671385.1,107287386,4.937605,7.8801127,1.4045258,3.6097752,1.52162,1.9611151,
ENSMUSG00000027108,XP_015671386.1,107287389,13.12611114,16.69695,7.346787,11.092075,8.483925,7.465435,
ENSMUSG00000068859,XP_015671388.1,107287391,0.0311102,0,0.0172323,0,0.00987789,0,
ENSMUSG00000027109,XP_015671389.1,107287392,4.550158,2.1988652,2.53454,3.5450954,1.92837,1.667486833,
ENSMUSG00000026058,XP_015671390.1,107287393,0.0607358,0.03687826,0.2176118,0.0374023,0.02233023,0,
ENSMUSG00000048874,XP_015671393.1,107287396,2.5796681,2.1191914,1.5500472,2.1834919,1.3886302,1.1191876,
ENSMUSG00000050217,XP_015671394.1,107287397,0,0,0,0,0,0,
ENSMUSG00000040653,XP_015671395.1,107287398,0.223331,0.0172842,0.041053,0.145813,0.0706478,0,
ENSMUSG00000022663,XP_015671396.1,107287395,10.340291,12.7022136,7.928322,9.55557,8.01991,6.55368,
ENSMUSG00000015757,XP_015671404.1,107287405,5.950335,6.794746,3.255091,4.55607,2.438634,1.9259129,
ENSMUSG00000015755,XP_015671405.1,107287407,6.8230805,4.3474,6.4961057,6.963234,4.2246734,3.934329,
ENSMUSG00000047712,XP_015671406.1,107287408,0.4774876,0.1795441,0.742269,0.638952,0.294804,0.291877,
ENSMUSG00000019762,XP_015671407.1,107287409,0,0,0,0,0,0,
ENSMUSG00000024566,XP_015671409.1,107287410,1.7561256,1.0465078,1.7052144,2.0776703,0.4639179,0.4409505,
ENSMUSG00000033016,XP_015671410.1,107287411,0.927544,0.95406166,0.6239037,1.068172,0.4801141,0.3162953,
ENSMUSG00000033323,XP_015671411.1,107287412,4.44863,3.422475,0.9687864,1.062437,0.3852708,0.2669577,
ENSMUSG00000059852,XP_015671412.1,107287413,0,0,0,0,0,0,
ENSMUSG00000033902,XP_015671415.1,107287416,0.419311,0.129037,0.143321,0.104155,0.0843961,0.0339919,
ENSMUSG00000027293,XP_015671418.1,107287419,6.40574,5.12589,1.482594,4.19748,1.736495,1.22219,
ENSMUSG00000034032,XP_015671420.2,107287421,2.1140949,2.307158,0.783946157,1.034526212,0.5556829,0.9024768,
ENSMUSG00000033943,XP_015671422.2,107287423,3.16230508,2.662795773,1.7524684,3.053846715,1.7055639,0.90740439,
ENSMUSG00000089872,XP_015671432.1,107287432,1.017176,0.850494,0.5674355,1.0188036,0.3939625,0.2811076,
ENSMUSG00000026634,XP_015671433.1,107287433,5.154407001,5.5483298,2.193558991,3.984196815,1.845155,1.6737281,
ENSMUSG00000066595,XP_015671434.1,107287436,0.778684,0.472595,0.429884,0.707265,0.5891053,0.60868354,
ENSMUSG00000073775,XP_015671436.1,107287438,2.12303,1.05622,0.989296,1.11111,0.358617,0.373589,
ENSMUSG00000026632,XP_015671444.1,107287441,7.654819,3.2372889,3.868694,3.3938271,2.502485,3.3087422,
ENSMUSG00000039699,XP_015671447.1,107287442,0.076521098,0.073595638,0.374937,0.11208732,0.135149313,0.064494458,
ENSMUSG00000026628,XP_015671448.1,107287443,3.20319,1.07169,0.523257,1.43212,0.932976,0.313036,
ENSMUSG00000028896,XP_015671450.1,107287445,1.249387,1.504892,0.85588,1.573060171,0.409224,0.219613,
ENSMUSG00000028878,XP_015671451.1,107287446,3.492175,3.081305,2.699174,5.046733,1.986522,1.717985,
ENSMUSG00000066043,XP_015671452.1,107287447,1.6012208,1.9050242,1.429902,2.3333465,0.791606,0.62757106,
ENSMUSG00000066042,XP_015671456.1,107287450,2.17361,2.616231,1.51632,2.397069,1.155516,0.904904,
ENSMUSG00000027346,XP_015671458.1,107287452,7.001745873,8.861946014,7.049223374,7.149144072,1.912964229,2.5051051,
ENSMUSG00000027438,XP_015671459.1,107287453,0.2385982,0.481915,0.396948,0.392302,0.1897259,0.0757178,
ENSMUSG00000040594,XP_015671460.1,107287454,0.0645231,0.1497817,0.1302469,0.1262704,0.0354993,0.0260903,
ENSMUSG00000057113,XP_015671461.1,107287455,121.269858,138.613429,52.45893322,99.36325,73.927011,61.359,
ENSMUSG00000057967,XP_015671462.2,107287457,0.115202,0,0.376659,0,0.108262,0,
ENSMUSG00000026577,XP_015671465.1,107287456,7.986534,11.121861,2.402363,7.07281,2.0671566,2.0918947,
ENSMUSG00000027439,XP_015671466.1,107287461,2.204081,2.643428,0.995659,2.314407,1.62937,1.15537,
ENSMUSG00000040610,XP_015671468.1,107287463,0.101607,0,0,0,0.0320445,0,
ENSMUSG00000024072,XP_015671469.1,107287464,10.197277,8.230805,8.157483,9.415736,3.00241,2.38563,
ENSMUSG00000000278,XP_015671471.1,107287434,5.57081,5.87748,2.62707,9.58736,1.82201,1.46817,
ENSMUSG00000024079,XP_015671474.1,107287469,5.779236,2.816975,2.258646,2.444633,4.751614,0.9795878,
ENSMUSG00000026575,XP_015671476.1,107287467,2.7527458,1.8046206,1.2626401,3.079351,1.2492596,0.8627065,
ENSMUSG00000056121,XP_015671479.1,107287472,1.8002765,1.0251565,1.8565069,4.3005036,0.310347,0.460658,
ENSMUSG00000024073,XP_015671480.1,107287473,13.5386536,8.31561896,12.36344648,10.8465021,3.933542713,2.8785117,
ENSMUSG00000039414,XP_015671481.1,107287474,1.9963174,1.30395915,0.676993736,1.155810211,0.4063323,0.4972229,
ENSMUSG00000039193,XP_015671485.1,107287479,0.109828,0.120641,0.129351,0.100062,0.0502359,0.0753222,
ENSMUSG00000036533,XP_015671486.1,107287480,2.11077,1.09094,0.792378,1.47089,0.557815,0.325756,
ENSMUSG00000026576,XP_015671487.1,107287477,35.694779,21.549965,96.046674,111.593,27.8911,29.8727541,
ENSMUSG00000024087,XP_015671488.1,107287481,0.555697,0.1072072,0.3476571,0.467289,0.212016,0.0929929,
ENSMUSG00000053916,XP_015671489.1,107287482,18.685544,30.381259,2.87181,6.76812,3.50317,3.67126,
ENSMUSG00000024076,XP_015671490.1,107287483,0.670283,0.0872052,0.237204,0.0938511,0.0363918,0,
ENSMUSG00000031077,XP_015671491.1,107287485,0.995569,0.926365,0.768285,1.40049,0.493365,0.319923,
ENSMUSG00000037541,XP_015671496.1,107287489,1.024112502,0.540700709,0.527017005,0.9469719,0.267235302,0.286505,
ENSMUSG00000026574,XP_015671498.1,107287487,17.6562,2.57633,15.9637,9.37296,7.06007,3.45342,
ENSMUSG00000027180,XP_015671502.1,107287496,8.285396,9.988975323,3.9228333,9.999849,3.2637722,3.407676002,
ENSMUSG00000032698,XP_015671503.1,107287497,4.154837213,2.74762,9.606324,5.61116,4.0498,3.884343,
ENSMUSG00000027185,XP_015671504.1,107287499,2.2732411,2.680795321,1.19236,2.079088,1.006323801,0.9424152,
ENSMUSG00000027184,XP_015671506.1,107287501,7.3915953,6.7927817,7.436003,9.5356389,3.2433092,3.286968,
ENSMUSG00000040848,XP_015671507.1,107287498,10.086805,12.894276,7.03631,13.9969516,5.021637,8.355029,
ENSMUSG00000040843,XP_015671516.1,107287509,18.53835,30.575749,7.674369,19.50775,9.49046,6.787104,
ENSMUSG00000024309,XP_015671518.1,107287514,27.2654713,31.318192,17.887384,26.631017,17.173134,12.710478,
ENSMUSG00000022668,XP_015671527.1,107287519,4.341808,5.908225,1.748655,2.72364,2.378877,1.257351,
ENSMUSG00000029066,XP_015671528.1,107287522,55.2615,72.0322822,40.95356,72.089102,40.626546,38.062296,
ENSMUSG00000029070,XP_015671529.1,107287523,2.6714039,1.682697,1.674758,1.56058,0.996047,0.8396988,
ENSMUSG00000023286,XP_015671530.1,107287524,4.686005,1.9013312,3.593621,4.9784893,2.2740735,1.93208601,
ENSMUSG00000074738,XP_015671531.1,107287525,0.30128,0.258233,0.421741,0.453941,0.505866,0.314669,
ENSMUSG00000029034,XP_015671534.1,107287528,5.881021,7.105882,1.952789,5.142445,3.026433,2.6515736,
ENSMUSG00000029033,XP_015671536.1,107287531,0.4933369,0.6971522,0.343037,0.4617446,0.2389738,0.156608,
ENSMUSG00000023571,XP_015671539.1,107287533,4.843424,2.683243,8.0749192,5.0202,3.46631,2.34478,
ENSMUSG00000084845,XP_015671543.2,107287535,0.00841849,0.00585333,0,0,0.0160467,0,
ENSMUSG00000029036,XP_015671544.1,107287536,3.669563,3.275138,4.476895,4.716694,1.5051582,1.7238581,
ENSMUSG00000029073,XP_015671549.1,107287541,8.063652,12.93909,1.69148,7.10884,2.442806,1.82924,
ENSMUSG00000051557,XP_015671551.1,107287542,5.728074,9.93245,2.271943,4.031371,2.59234,1.756346,
ENSMUSG00000030603,XP_015671553.1,107287544,31.31527589,48.103221,16.391597,40.980813,20.795047,18.519506,
ENSMUSG00000036733,XP_015671566.1,107287559,4.25017,2.39783,2.848311588,3.47212,0.99864,1.221582,
ENSMUSG00000019194,XP_015671570.1,107287564,0.381846,0.0968203,0.285992,1.60656,0.0656709,0.0879131,
ENSMUSG00000078762,XP_015671575.1,107287567,1.8712126,1.5095427,1.315895,1.9328158,1.199316,0.832877,
ENSMUSG00000026393,XP_015671605.1,107287593,7.5199349,5.9680624,4.021344,5.9378093,4.1234144,2.5461792,
ENSMUSG00000026394,XP_015671616.1,107287604,0,0.0185925,0.0440964,2.79473,0.0253017,0,
ENSMUSG00000051180,XP_015671618.1,107287610,0,0,0.0162809,0,0,0,
ENSMUSG00000035762,XP_015671622.1,107287614,6.0165791,7.279458,3.596937,5.7793587,3.5555212,2.220076638,
ENSMUSG00000005583,XP_015671623.1,107287615,3.1438155,2.08822974,1.643754759,3.2381058,1.314715683,1.660434046,
ENSMUSG00000002688,XP_015671624.2,107287618,0.778136,0.487171,0.0645946,0.0763574,0.0493763,0,
ENSMUSG00000020953,XP_015671628.1,107287620,0.855864,0.415689,0.49448,1.334994,0.0567213,0.101494,
ENSMUSG00000035247,XP_015671633.1,107287623,5.044796,4.7511316,3.6375651,6.787426,2.1763641,2.2262386,
ENSMUSG00000020950,XP_015671636.1,107287627,0.0327187,0,0,0.0232887,0.0113114,0,
ENSMUSG00000035293,XP_015671637.2,107287628,1.237816,1.003771,0.609551,0.577767,0.354914,0.178344,
ENSMUSG00000054309,XP_015671639.1,107287629,16.0717559,20.1983444,3.155758,8.841254,4.203528,4.4077316,
ENSMUSG00000052632,XP_015671640.1,107287630,0.128038,0.0847953,0.138906,0.174164,0.0824396,0.0989312,
ENSMUSG00000020646,XP_015671642.1,107287632,0.211669,0.14077303,0.3146443,0.802909,0.237985,0.117833352,
ENSMUSG00000020644,XP_015671644.1,107287634,140.49896,160.591,75.42418,131.69344,18.086205,22.765803,
ENSMUSG00000060969,XP_015671646.1,107287636,0.558096,0.330994,0.513383,0.627854,0.431878,0.579511,
ENSMUSG00000018654,XP_015671656.1,107287644,0.333339,0.17989114,0.209693,0.185794,0.0602614,0.13843365,
ENSMUSG00000020193,XP_015671658.1,107287647,0,0,0.0183652,0.0217031,0,0.00943282,
ENSMUSG00000056947,XP_015671659.1,107287649,0.427509,0.136365,0.176755,0.0575932,0.0744381,0.0166504,
ENSMUSG00000027460,XP_015671662.1,107287648,0.0841647,0.0146499,0,0.0412307,0.019981,0.0357461,
ENSMUSG00000027796,XP_015671665.1,107287652,0.00896286,0.00620405,0.0288156,0,0.00826662,0,
ENSMUSG00000022793,XP_015671666.1,107287653,4.046299,3.399897,0.464742,0.84155,0.263588,0.5105767,
ENSMUSG00000027799,XP_015671668.1,107287655,2.6857979,1.6655143,2.4240458,1.8158698,0.9234233,1.2056755,
ENSMUSG00000036580,XP_015671669.1,107287656,4.6388771,5.7800453,2.137699,3.2928517,1.9035499,1.6594856,
ENSMUSG00000027793,XP_015671673.2,107287659,0,0,0,0,0,0,
ENSMUSG00000055368,XP_015671674.2,107287657,0.8019482,0.946765,0.0256058,0.0691139,0,0.040833,
ENSMUSG00000056306,XP_015671675.1,107287660,0,0,0,0,0,0,
ENSMUSG00000036615,XP_015671676.2,107287661,0.8445912,1.079173,2.324989,2.102454,1.311798,1.447243,
ENSMUSG00000045216,XP_015671679.1,107287664,1.06886,0.7937821,1.1475349,2.8218421,0.9488471,0.976467,
ENSMUSG00000024260,XP_015671681.1,107287666,1.833254,1.4490807,1.343869,2.372456,0.5800653,0.6967962,
ENSMUSG00000041915,XP_015671682.1,107287668,3.481553,2.788946,1.815305844,2.612119,1.336394,0.958916063,
ENSMUSG00000024258,XP_015671683.1,107287669,12.528509,16.417843,6.30559,13.04251,4.41233,4.06426,
ENSMUSG00000024400,XP_015671685.1,107287670,11.3183276,12.9319877,5.120102,10.9621586,8.2794819,6.1941642,
ENSMUSG00000044982,XP_015671686.1,107287671,0.408352,0.38307,0.470839,0.348122,0.168758,0.226556,
ENSMUSG00000015970,XP_015671687.1,107287673,1.52722,1.77416,3.90009,2.18702,0.696501,1.190703,
ENSMUSG00000015966,XP_015671688.1,107287674,0.2617893,0.0719298,0.389821,0.0486976,0.16487,0,
ENSMUSG00000015971,XP_015671693.1,107287679,7.2443071,9.4764283,2.372484,5.569489,4.1324847,3.25748,
ENSMUSG00000027200,XP_015671694.1,107287680,0.4661928,0.195345588,0.5659381,0.5284899,0.078756603,0.101493,
ENSMUSG00000035109,XP_015671697.1,107287682,0.0399284,0,0.0440122,0.0258226,0.0379089,0.0111952,
ENSMUSG00000027206,XP_015671698.1,107287683,14.0751,18.103288,5.34294,11.24053,7.35771,6.448450704,
ENSMUSG00000027207,XP_015671700.1,107287684,13.8298199,15.027253,3.145367,4.739075,3.541002,3.4257494,
ENSMUSG00000027202,XP_015671707.1,107287689,0,0.0420076,0,0.0494265,0,0,
ENSMUSG00000035093,XP_015671710.1,107287692,2.525602,1.5209039,2.14075,2.5426613,0.897522,0.7304097,
ENSMUSG00000035183,XP_015671711.1,107287693,0.517378,0.663131,0.263534,0.15289,0.0511078,0.256524,
ENSMUSG00000074872,XP_015671712.1,107287694,0,0.0768308,0,0,0,0,
ENSMUSG00000027203,XP_015671713.1,107287695,5.25805,3.68607,2.815635,3.087509,0.678672,0.696477,
ENSMUSG00000023330,XP_015671714.2,107287698,3.24897,5.416562,1.328304,3.117369,2.24554,1.880842,
ENSMUSG00000111559,XP_015671715.1,107287699,0.1253288,0.0583048,0.206006,0.122305,0.0788736,0.0703092,
ENSMUSG00000031843,XP_015671716.1,107287696,16.121989,20.375662,3.712964,8.2084426,2.3449075,2.06203,
ENSMUSG00000038876,XP_015671719.1,107287701,8.590003,9.823733,2.911442,6.697378,4.718646,4.538455,
ENSMUSG00000019883,XP_015671720.2,107287702,4.531711,5.64472,3.15671,5.205883,3.622531,2.845811,
ENSMUSG00000019880,XP_015671722.1,107287704,0.93227,0.2363251,0.515468,0.198114,0.0633087,0.05619006,
ENSMUSG00000049109,XP_015671723.1,107287705,0.1530526,0.061081,0.023523,0.05153022,0.0986462,0.0183626,
ENSMUSG00000004360,XP_015671729.1,107287710,0.2890493,0.0729538,0.0874335,0.14725276,0.0499021,0.028570009,
ENSMUSG00000041130,XP_015671731.1,107287712,1.62784,0.944315,1.326440002,1.31173,0.525454001,0.569596,
ENSMUSG00000040688,XP_015671732.1,107287713,8.080958,9.181655,2.776885,5.029109,4.848147,3.75739,
ENSMUSG00000044533,XP_015671733.1,107287714,212.704529,121.974155,89.441768,127.442165,46.571055,73.0034105,
ENSMUSG00000040048,XP_015671734.1,107287715,156.579174,207.265163,108.967955,224.992436,95.898269,92.535186,
ENSMUSG00000002500,XP_015671735.1,107287716,0.116537,0,0.0894062,0.425481,0.703858,0.182839,
ENSMUSG00000019320,XP_015671736.1,107287718,9.746885,9.454602,1.365252,0.92283,0.904309,1.25919315,
ENSMUSG00000007021,XP_015671737.1,107287719,0,0.2685223,0,0.0538753,0,0,
ENSMUSG00000040888,XP_015671738.1,107287720,3.076154,3.123212301,2.32390048,1.515627,0.891515198,1.734303,
ENSMUSG00000062901,XP_015671740.1,107287721,3.010302,2.908233,2.688973,4.34883,1.963706,2.655486,
ENSMUSG00000041215,XP_015671741.1,107287722,0.7821251,0.622241903,0.503780406,1.1114233,0.233947503,0.224141,
ENSMUSG00000025008,XP_015671746.1,107287726,1.275098,2.2950736,0.669827,1.224491,0.469543,0.598816,
ENSMUSG00000048120,XP_015671747.1,107287727,2.089609,3.408579,1.2404387,5.77752,0.819451,0.965232,
ENSMUSG00000025195,XP_015671748.1,107287728,3.159052,3.295872,2.5587832,3.560501,0.669939,0.8161924,
ENSMUSG00000034308,XP_015671749.1,107287725,2.869815,4.5866491,0.400312,1.50516,0.3991837,0.458298,
