Pm_gene_id,Nn_target_id,Naja_vg_1,Naja_vg_2,Naja_vg_3,Naja_vg_4,Naja_vg_5,Naja_vg_6,Naja_liv_1,Naja_liv_2,Naja_kid_1,Naja_kid_2,Naja_pan_1,Naja_pan_2,Naja_sg_1
107296584,Nana07992,5.68143,1.76663,10.2277,8.78819,13.8634,2.57548,94.0859,65.1536,65.631,59.8433,4.06925,2.0664,9.69028
107296587,Nana07997,0.105483,0.093066,0.5556,0.135259,0.623378,89.2931,0.529627,0.0154846,11.5892,45.8968,0,0.0608615,207.265
107283326,Nana08011,0.390406,0.225458,0.646067,0.546123,1.56989,0.467916,3.75046,2.68838,1.59429,2.37216,1.2182,0.36041,1.64183
107291234,Nana08013,1.53982,1.74498,2.73579,2.44333,4.90944,2.49163,4.77858,2.9719,3.98321,6.9824,2.79389,1.85539,3.62981
107302321,Nana08014,0.0230824,0,0,0,0,0,0,0,0,0,0,0,0
107290070,Nana08019,0,0,0,0,0.247492,0,0,0,0,0,0.512127,0.237603,0
114922764,Nana08020,0,0,0,0,0,0,0,0,0,0,0,0,0
107290515,Nana08024,0.207322,0,0,0.265846,0,0,0,0,0,0,0.0859429,0.239241,0.235066
107290516,Nana08025,0,0,0,0,0,122.821,0,0,2.66445,2.19252,0,0,32.5978
107290512,Nana08029,2.28918,6.95768,2.9925,3.81298,5.09072,1.75913,5.88124,4.97911,6.21796,8.5142,4.46558,1.74293,7.50048
107290513,Nana08030,4.88334,16.1899,6.23557,5.79883,15.4096,5.06907,7.00938,10.2542,10.1081,12.3401,4.43822,2.93475,10.7814
107290514,Nana08032,0.60997,0.461286,0.881235,0.670419,0.816965,0.574413,0.726957,0.2763,2.66172,4.4801,0.996974,0.201109,6.79741
107294920,Nana08033,0.379164,0.351257,0.287587,0.729296,0.478537,0.437401,0.1318,0.16698,1.9587,2.19309,0.683724,0.109385,4.79344
107298436,Nana08037,0.222273,0.049027,0.351227,0.16626,0.389621,0.183152,0.94433,0.61995,1.31047,4.15317,1.6355,0.363366,0.210015
107296518,Nana08038,0.262416,0.419977,0.169721,0.156508,0.293414,0.0402287,0.650543,0.548264,1.12395,2.42293,1.60895,0.323944,0.539711
107296507,Nana08046,1.03763,2.11267,2.42161,2.66109,2.91018,0.876928,7.02879,12.1857,11.6527,13.2991,3.97051,2.33337,9.23094
107296656,Nana08049,0.833119,1.10257,2.42229,2.45708,1.75244,0,6.75727,7.41133,9.35599,10.5894,3.62628,0.769108,7.55687
107296994,Nana08053,0,0,0,0,0,0,0,0,0,0,0,0,0
107295097,Nana08056,2.02543,1.6235,3.58999,3.00592,5.43847,2.88225,3.47075,4.12143,3.801,9.95682,3.49019,3.66602,5.46221
107296039,Nana08060,1.06242,1.42148,0.855997,1.46712,2.51191,0.923525,2.16441,2.52962,2.20265,3.83492,2.90382,1.40112,6.751
107291670,Nana08062,0.159423,0.43272,0.232477,0.241014,0.618871,0.175971,15.7467,50.6699,0.517162,1.88392,1.12278,0.762414,0.888689
107300597,Nana08063,0,3.27249,0,0,6.09299,0,0,13.721,0,0,0,0,0
107294479,Nana08064,5.40082,5.84104,9.54358,8.78706,16.683,8.03915,32.5678,25.8818,68.3471,66.6818,21.2329,16.6195,13.9591
107302642,Nana08071,1.18868,1.50606,1.61991,2.01655,1.44272,0.467442,1.69588,0.491913,1.72203,3.86717,2.58006,1.30517,2.91491
107302649,Nana08072,5.266467198,10.23625455,10.23688679,7.858189372,13.3583767,4.385800976,5.233879208,2.580728241,5.633901738,5.521431826,4.011137998,1.412261409,10.19963863
107302646,Nana08074,44.1933,112.568,64.4598,58.663,136.911,84.6787,6.95689,7.43429,29.5358,35.0138,41.879,13.8821,52.2902
107302645,Nana08075,1.51027,15.0491,3.19793,0.823977,1.54835,0.632041,0.494654,0.494481,0.995461,0.835055,0.380942,0.180677,0.939574
107292621,Nana08076,25.0348,7.22888,44.0429,43.0421,49.1126,14.1989,3.08474,1.1863,8.78324,4.77506,2.41373,1.67789,28.1845
107293224,Nana08089,10.8092,3.16037,21.0145,18.6208,13.9981,4.10172,5.82623,4.17702,12.3701,9.22266,10.4361,4.12382,18.3811
107293710,Nana08096,2.61711,22.1741,4.41116,3.81755,7.26514,9.90387,14.2154,8.48863,17.5409,11.1536,5.39003,1.54997,9.56143
107293709,Nana08097,0.197531,1.12611,0.153664,0.194839,0.164374,0.500813,0.422541,0.802991,5.93818,8.89714,4.38395,2.06902,2.99768
107293708,Nana08098,0,0,0,0,0,0,0,0,0,0,0,0,0
107295296,Nana08112,1.18104,0.150653,2.91403,2.15306,2.73657,1.2194,1.7147,1.62929,1.6619,3.29214,1.98195,0.85385,2.64592
107295297,Nana08114,1.80084,1.78562,4.27108,2.87399,4.30237,0.790181,1.80883,1.34061,1.69052,2.55596,2.21182,0.701278,5.03822
107295298,Nana08115,4.33381,11.861,8.16296,8.66921,15.9036,12.6843,7.67289,8.96264,8.77989,12.5025,7.67478,2.9106,13.9158
107294493,Nana08133,0.0114755,0.0607481,0,0,0,0,0.265931,0,1.15537,2.16215,0.368552,0.317815,0
107289176,Nana08143,0,1.20956,0,0,0,0,0,0,0,0,0,0,0
107297315,Nana08144,0.108455,0.0302173,0.0144317,0.0439169,0.06175,0.225767,0,0.0301658,0.0256412,0.11413,0.0567899,0.0131739,6.26492
107290919,Nana08156,1.24462,3.1104,1.75999,1.86145,2.68124,1.22581,1.92544,2.22898,2.46949,3.37816,2.50133,1.97102,2.63389
107291870,Nana08160,0.0739992,0.819073,0.0850405,0.0172524,0.0727739,0,0.124716,0.343661,0.135985,0.15372,0.184053,0.0155258,0.0457647
107293432,Nana08172,4.86618,16.3317,49.619,10.1919,17.402,8.71874,22.0654,16.6039,43.2658,35.4074,15.054,7.34894,66.7494
107298918,Nana08176,13.808,19.2703,27.5524,17.3835,30.4108,12.5839,19.0145,10.4428,12.1293,21.3823,18.0062,7.1764,44.606
107293508,Nana08214,1.24189,0.26798,3.56103,2.5433,3.20343,1.53109,1.90648,0.43538,0.140468,0.41691,2.54077,2.14421,5.53709
107296099,Nana08215,0.117001,0.774213,0.184881,0.225044,0.298847,0.0964084,0.0677839,0.644078,0.131393,0.334192,0.218257,0.101261,1.5919
107300566,Nana08216,0.198922,0.105304,0.352049,0.30609,0.310832,2.22919,1.56732,0.876034,0.625495,1.02273,0.890578,0.229548,66.3095
107294281,Nana08219,0.349069,0.108698,0.25957,0.473937,0.370214,0,0,0.036171,0.276711,0.76245,0,0.0947792,1.02438
107301565,Nana08221,0.348647,1.61493,1.87312,1.45296,2.20011,0.86185,0.807946,1.38187,1.46825,1.61825,0.541978,0.402324,4.34834
107292194,Nana08223,0.243006,0.788441,0.396376,0.402069,0.791469,0.516738,0.181657,0.0828523,0.492977,1.70167,1.03335,0.325648,4.17733
107298606,Nana08229,4.30316,1.47305,6.4392,7.7713,4.21114,6.77509,8.06744,4.39372,10.654,8.17875,6.53483,1.81375,11.0089
107297845,Nana08231,1.21458,3.87078,3.40965,2.59461,4.30278,1.83908,9.34887,3.75561,9.59044,8.01811,9.66079,2.42571,8.70698
107297846,Nana08232,30.8612,41.222,53.8353,33.3225,65.0924,37.1058,42.0708,21.9715,32.5897,18.1255,19.687,6.84387,47.1224
107294257,Nana08234,580.704,1899.5,1102.71,685.334,4628.1,2699.53,1455.25,2269.31,1625.77,2316.03,1131.19,769.59,851.302
107294258,Nana08235,0.158684,0.357011,0.732179,0.345913,0.286103,1.30755,2.29831,0.188684,3.05619,1.92631,1.16432,0.265516,3.50843
107294256,Nana08238,0,0.0906892,0,0,0,0,0,0,0,0,0,0,0
107294255,Nana08239,1.03135,0.321157,1.22707,1.63366,1.75012,0.199959,4.21768,3.95418,2.58895,3.98556,5.2813,1.19013,2.54509
107292450,Nana08243,0.385023,0.248561,0.427362,0.529834,0.65468,0,2.1762,0.545901,1.09678,1.52891,1.65835,0.195059,1.08604
107294644,Nana08250,0,0,0,0,0,0,0,0,0,0,0,0,0.168753
107300118,Nana08252,1.86111,12.3562,6.4169,3.71232,5.38976,5.04634,7.286,4.10649,8.9422,7.14593,4.82674,1.62586,6.22636
107294829,Nana08253,0.397458,0.369626,0.529596,0.468331,2.47261,0.601897,0.323615,0.217613,0.554919,0.736385,0.814901,0.0743756,2.33849
107289297,Nana08256,0.439933,0.642448,0.473031,0.700287,1.10621,0.133334,2.2499,1.2738,1.04488,1.58878,2.94306,0.326772,0.974677
114922696,Nana08258,0,0.164458,0,0,0,2.73053,0,0,0.0697761,0.0591572,0,0,1.10369
107289295,Nana08261,2.55403,6.92371,5.80632,4.06734,7.76761,2.85127,7.99495,7.67384,8.29233,11.5898,6.50616,3.26812,10.7776
107295642,Nana08272,0.585346,2.24413,1.82104,0.746717,2.56376,0.557887,4.32712,2.14045,3.89354,3.79809,2.87074,0.713224,4.74586
107295645,Nana08274,3.17709,7.49524,6.13351,5.42454,26.7628,9.21958,9.16312,13.8851,9.40451,10.357,4.98179,3.38728,12.3142
107295646,Nana08275,0.243362,1.503,1.84585,1.45628,5.21656,1.06949,5.26364,3.71538,1.00209,4.51826,2.32031,0.09361,11.773
107295643,Nana08278,0.0408862,0.144293,0,0.0174759,0.0327631,0.17968,138.112,232.876,194.82,91.7141,0.0169489,0,0.247241
107293903,Nana08279,1.34974,4.75235,2.13481,2.17129,4.71597,1.70915,5.3991,6.92201,5.04159,5.60379,4.21085,1.48768,5.90093
107293902,Nana08281,6.49105,2.08705,8.43692,9.28031,8.66528,0.928172,17.5547,155.071,68.4992,28.6351,10.7165,9.26146,10.6324
107292056,Nana08285,0.307075,0.605672,0.805416,0.448684,2.85668,0.29484,1.84812,2.9805,5.02668,2.90966,1.73382,0.599186,2.62083
107293600,Nana08300,0.242268,0.0986534,0.14135,0.28676,1.09761,0.49139,1.90021,0.492426,0.75342,0.851681,0.370816,0.129031,4.47953
107302445,Nana08303,0.208528,0.827915,0.39541,0.935875,0.563957,1.71826,1.69133,5.69369,3.04432,4.91387,3.11194,3.60949,0.709301
107302446,Nana08304,2.248,6.61459,3.85879,3.64338,7.0841,2.51393,6.75231,2.99748,6.16032,4.69417,5.12177,1.08452,7.82636
107302449,Nana08305,1.00367,0.365522,0.567359,2.59295,0.495006,0.455163,2.56017,1.26411,1.29606,2.04267,1.63152,0.256111,5.53052
114923913,Nana08306,0.0505731,0,0,0.0432328,0.0202627,0,0,0,0,0,0.0209645,0,0
107302452,Nana08307,0.627095,0.0502979,0.672619,0.974686,1.79303,0.187899,3.56698,0.836868,2.73157,2.49679,3.0013,0.548213,2.73633
107302450,Nana08308,3.14231,6.57919,5.20849,5.13876,3.19436,3.1396,10.2926,4.96942,8.53249,9.56302,6.79224,2.53664,8.56993
107302447,Nana08309,0.361791,0.939309,0.501046,0.821462,0.969448,0.470905,0.256327,9.27965,3.32281,9.62299,0.894125,0.340375,1.75056
107302448,Nana08312,1.72517,29.9344,1.84159,0.712806,0.645127,1.5163,16.7021,4.1364,0,0.0547511,0.0715147,0.221197,0.0869347
107294279,Nana08314,55.427,30.1,118.166,72.0384,146.414,56.7315,75.8376,94.5778,34.4792,49.3619,59.4802,31.6441,68.443
107294280,Nana08315,2.55013,7.1833,5.17565,3.675,8.82304,5.05081,5.01503,6.67649,6.87053,6.26487,4.10243,1.0934,11.1677
107296681,Nana08323,0,0,0,0,0,0,0,0,0,0,0,0,0
107292969,Nana08327,161.242,47.0285,262.136,197.037,153.541,64.2281,150.098,123.219,163.36,110.747,82.2909,28.9016,124.444
107293020,Nana08330,62.6984,18.8227,42.1515,98.8882,20.3721,51.305,79.4685,13.7102,104.263,109.912,74.9756,14.0417,111.269
107293029,Nana08331,1.14047,22.6398,1.20141,1.70614,3.08435,1.25298,1.32144,0.50225,1.70767,3.25752,2.8366,0,1.07757
107292997,Nana08333,2.26691,5.0573,5.70405,4.51251,5.6507,2.81078,6.404,1.66388,7.81912,9.72791,8.01448,1.60692,7.86994
114923206,Nana08340,0,0.0358511,0,0,0,0.223217,0.0627767,0.01193,135.164,55.2853,0.0168445,0,11.5334
107295484,Nana08341,0.303079,0.2195984,0.273397,0.2994,0.1346607,0.2050898,0.1441971,0.0108028,0.874973,2.78556,2.549425,0.566456,1.35579
107295446,Nana08342,0.0743141,0.0512856,0.0625805,0.148119,0.029752,0.0543889,0,0,0.0926571,0.86071,0.830588,0.152419,0.117617
107296516,Nana08350,58.8425,28.4466,87.1185,78.8509,35.092,109.373,21.3537,71.906,30.9613,35.2601,18.4637,4.90112,135.507
107287786,Nana08351,0.466136,0.144093,0.0860228,0.654438,1.72585,1.92888,0.141926,0.0419554,55.6258,22.8189,0.947821,0.353366,6.53507
107287785,Nana08352,0.0563419,0,0.807199,0.240822,0.316036,3.83784,12.2731,4.23466,135.698,60.4023,12.7056,0.0433442,11.6265
107287788,Nana08353,0.157922,0,0.133089,0.675003,0.126546,55.1736,0.487951,0.0927295,3.78341,3.9093,0.654646,0.12149,15.5181
107296483,Nana08355,6.87055,0,7.73531,16.9317,16.9037,1.06149,5.47306,1.41831,15.6725,11.9586,5.60721,2.84924,35.0549
107287787,Nana08359,3.27377,10.2523,10.6032,4.93144,5.66229,2.70325,3.97695,1.47512,7.37616,6.60468,5.66555,1.21685,7.8848
107300669,Nana08361,1.02342,0.56043,1.6019,1.19409,3.03243,0.724947,1.30658,1.88792,2.85668,1.34934,1.08627,1.10818,2.0934
107299500,Nana08364,4.21682,4.1932,2.12046,5.73579,4.14445,5.5287,2.05157,1.39535,2.87794,9.58239,2.37578,3.87132,5.70565
107299125,Nana08366,0.257655,0.0757751,0.10857,0.201904,0.6366,0.330255,0.0331713,0.0252153,1.96114,1.83986,0.160212,0.379913,1.00624
107296494,Nana08369,0.433671,1.49489,0.926443,0.577645,1.11527,0.908592,0.358364,0.361242,0.83057,1.56518,2.8931,1.23364,1.92871
107297493,Nana08371,5.18095,9.54155,8.86202,8.51535,11.4814,6.15979,13.2044,6.09413,12.8118,14.7628,11.2645,3.82918,18.8354
107288982,Nana08375,0,0,0,0,0,0,0,0,0,0.681219,0.177375,0.0860206,0
107287674,Nana08393,0.645376,0.176712,0.618912,0.941702,1.17697,2.12714,0.825145,0.156809,2.1243,2.924,1.63287,0.950181,4.44091
107287673,Nana08394,0.190463,0.269816,0.237379,0.254548,0.348238,0.318302,10.8914,5.73207,24.8235,10.2981,0.793992,0.2105,2.06827
107287678,Nana08395,0.00352645,0.261352,0.0267473,0.0180877,0.0551035,0,0.114409,0.0310603,0.134648,0.523776,0.350843,0.146498,0.455814
107296043,Nana08398,1.59149,4.49412,2.80068,2.91535,3.67471,2.61478,2.67918,1.25263,3.53648,3.71676,2.58078,1.11084,3.98737
107296045,Nana08399,7.56021,19.059,18.4464,14.6511,64.9325,25.6055,14.3367,30.5029,31.8873,31.7905,14.8591,8.52066,64.1499
107294838,Nana08403,4.00375,21.2842,10.8348,7.92673,6.96974,3.65892,1.22751,0.81398,3.39828,4.26533,2.80316,0.708792,13.9093
107294839,Nana08404,0.0905321,0,0.408729,0.190716,0.205977,0.703352,1.55849,0.330347,11.002,9.38303,8.37165,0.537276,2.15559
107288974,Nana08405,0.0877886,0.154909,0.073984,0.0750467,0,0.192899,0.813755,0.0515483,32.8624,19.8093,10.6264,1.28319,2.18981
107288976,Nana08407,0.460616,2.64957,1.3021,0.753417,1.37759,1.00415,5.26145,1.65475,4.61882,3.27361,5.18704,1.02121,2.62362
107288975,Nana08408,0.0429659,0.21756,0.122798,0.0479083,0.116761,0.0862001,0.164504,0.0592333,4.47266,2.35309,1.19876,0.931257,1.19036
107299160,Nana08410,27.7264,12.92,42.471,40.1489,53.069,10.5807,37.1961,31.7607,65.632,56.3346,29.477,11.57,37.3951
107297686,Nana08411,36.561,17.4817,62.9021,52.9967,82.8053,15.9762,56.2416,62.7579,89.4457,75.0447,43.1568,17.6975,64.5667
107294787,Nana08413,1.20642,2.18249,2.10395,2.47132,1.0769,0.798381,2.77414,1.40833,3.61448,4.84079,3.1533,0.757415,4.9515
107285551,Nana08415,0.151669,0.481735,0.46015,0.466759,0.255225,0.199959,0,0.0534348,0,0,0,0,4.74625
107285550,Nana08416,0.0267009,0.31803,0.0337534,0.0513573,0.016047,0,0,0.0235176,0.404802,0.343197,8.05237,5.14556,0.696304
107292273,Nana08422,1.09803,1.85576,1.66274,1.78321,0.654686,0.572944,0.913085,1.08706,1.20382,1.53092,1.83032,0.34101,2.62135
107292274,Nana08423,0.82719,0.0973089,0.9992,1.36712,0.463992,0.0605866,0.553773,0.97143,0.970227,1.75891,1.78309,0.212121,2.23008
107298259,Nana08425,0.716374,0.269549,1.21633,1.32836,1.24728,1.15743,1.95306,1.75372,1.82983,3.8717,4.10509,0.433594,4.57482
107287867,Nana08429,0.51416,0.13386,0.340965,0.821423,6.3017,0.277813,4.80507,4.3356,1.53344,7.80043,2.57863,0.914295,8.16152
107287869,Nana08431,0,0.0605203,0,0,0,0.339131,0.0264933,0.020139,0.154065,1.69804,0.0142176,0.0131926,0.194436
107293782,Nana08436,1.48593,2.50407,2.34293,2.14849,3.94358,1.73273,9.49644,8.41881,6.74414,7.92969,4.19762,1.57206,7.73785
107293781,Nana08437,0.644717,1.26853,1.16841,0.863292,3.54552,0.601762,0.793301,2.77394,2.85764,3.3082,0.35477,0.223851,3.63557
107293783,Nana08438,2.95707,7.59134,9.75161,5.50383,9.05825,8.80113,8.75487,7.70035,9.79584,14.9435,7.92068,2.89877,12.402
107295509,Nana08440,5.29789,18.3067,8.38857,8.08015,24.1231,7.36167,12.0272,11.0527,11.16,14.3311,9.37961,3.90968,14.9009
107295535,Nana08441,1.74793,3.7869,3.23673,2.22228,4.56014,2.22398,5.59428,3.86116,6.11045,9.21142,4.71648,3.424,5.64512
107294220,Nana08444,0.100127,0.424033,0.278461,0.128391,0.180526,0.66003,1.29937,1.07591,25.5246,17.2739,1.41952,0.254192,2.33863
107299860,Nana08447,0,0,0,0,0,0,0,0,0.82762,81.4938,0,0,0
107300870,Nana08448,0,0,0,0,0,0,0,0,0,0,0,0,0
107295303,Nana08451,0.306991,0.934445,0.737345,0.452698,0.839471,0.708285,1.49397,0.851734,1.79272,2.12639,0.973536,0.442819,1.897
107288225,Nana08454,2.17857,2.11507,5.32721,5.10173,3.89757,6.43196,5.86724,2.71156,8.15201,11.1359,6.68433,2.88282,23.0798
107288238,Nana08455,5.56466,2.022,6.93031,7.66369,9.66836,3.35717,22.0072,15.304,19.967,37.0298,9.70518,6.01519,16.5079
107288232,Nana08456,0.216339,0,0.820441,0.201752,0.141838,0.0648226,0.0455762,0,0.331296,0.702194,0.513626,0.113476,0.602075
107302475,Nana08459,0,0,0,0,0,0,0,0,0.0721075,0.0687756,0,0,0
107302474,Nana08460,0,0,0,0,0,0,0,0,0.129151,0.328489,0,0,0.0869299
107292259,Nana08467,17.7625,18.1238,26.5859,19.1765,24.5215,7.40918,13.0342,7.69611,15.6749,10.8402,10.2232,2.81111,14.5888
107293189,Nana08474,0.272529,1.03049,1.37805,0.998459,0.327576,0.0855477,0,0.137165,0.116591,0.296544,0.322782,0.0898536,3.708
107293190,Nana08475,0.119935,1.29332,0.213382,0.29619,0.0907673,0.263535,0,0.0234747,0.0199537,0,0.839675,0.0205037,0.71518
107293191,Nana08476,0.0562349,3.11223,0.0775507,0.157329,0.0491589,0.235899,0.0710821,0.198122,0.0459289,0.423464,0.0635769,0.0235974,1.14769
107293197,Nana08487,12.8303,7.44953,16.0052,18.3624,11.9297,11.2351,0.784195,0.232628,5.69109,7.49681,4.3726,1.06673,16.4422
107293199,Nana08488,1.74247,0.196258,2.85883,2.6622,3.13049,0.488779,1.71828,1.43677,1.79027,1.64136,1.59064,0.49199,2.9845
107290774,Nana08491,0.754208,1.42807,1.19117,1.21315,2.64428,0.776437,2.1396,1.05751,1.33127,1.91549,5.98205,1.56088,2.42971
107290772,Nana08493,1.10271,0,0.760343,0.771265,3.13285,0,0.92923,1.41272,1.57608,0,1.74534,0,1.36393
107290773,Nana08494,20.754,739.736,23.6526,10.1021,36.4572,24.181,0.912831,0.303578,0.276476,0.21096,1.16344,0.284096,6.97846
107299847,Nana08517,8.96329,14.4954,25.9653,14.1964,29.5824,30.7332,122.71,37.0733,497.422,149.635,10.7467,3.031,124.187
107296493,Nana08519,0.0380058,0,0,0,0,0.0626331,0.0440368,0,7.8746,6.97473,0.0472645,0,2.19768
107294766,Nana08521,2.61366,1.19276,4.79461,4.02561,2.13605,3.66367,2.87177,2.48067,5.21489,7.17582,5.24919,1.17869,15.3962
107294768,Nana08522,4.21718,2.23245,10.193,6.6622,16.8696,5.1151,11.3364,8.08255,19.8909,20.3329,10.0276,5.95653,20.6945
107294767,Nana08524,0.962285,0.545333,1.56901,1.05458,2.11347,1.80489,24.657,14.6792,32.2817,21.1549,1.89793,1.23378,3.07115
107291060,Nana08528,0,0.0420695,0,0,0,0,0,0.0139992,0.0892461,0.0226993,0,0,0
107291126,Nana08532,0.0142399,0.0323712,0,0.0208682,0.00489034,1.33391,0.0945059,0,0.499866,0.577415,0.433772,0.0281697,2.22524
114923892,Nana08533,0,0,0,0,0,0,0,0,0,0,0,0,0
107291052,Nana08534,3.04462,5.36138,4.33842,4.01071,10.7192,2.32746,7.92027,6.10119,6.93371,8.68549,4.31602,1.60939,11.0216
107291157,Nana08536,0.536297,0.126472,0.51928,1.10497,0.326308,0,2.07676,1.04522,1.05076,1.97857,1.22014,0.436467,0.764458
107291146,Nana08548,0,0,0,0,0,0,0,0,0,0.0398009,0.277264,0,0
107291041,Nana08551,4.45619,14.8186,8.99549,6.1055,9.20315,7.18567,19.4004,15.9916,29.5951,30.7122,15.9204,7.16495,15.7607
107291136,Nana08553,0,0,0.0391805,0.0198717,0.0279408,0,0,0.0136495,0.0174033,0.0663965,0,0,0.245993
107299007,Nana08556,0,0,0,0,0.439906,0,0,0.429802,0,0,0,0,0
107299581,Nana08557,0,0,0,0,0,0,0,0,0,0,0,0,0
107288555,Nana08583,1.36132,2.58693,2.73577,1.52181,7.32134,7.3631,9.70674,8.91584,7.48708,14.9054,4.64479,2.05427,5.61991
107288715,Nana08598,1.35327,1.90908,3.2361,2.47355,8.55187,1.57261,2.07039,2.18632,4.85493,3.32985,3.12136,0.795306,4.28993
107288714,Nana08599,1.43802,0.912222,3.23796,2.14909,1.8271,0.965806,3.44233,0.892574,4.86513,3.85519,3.26655,1.06952,3.71501
107288716,Nana08600,0.0302139,0.613117,0.216434,0.116229,0.211847,15.336,0.373423,0.212894,5.21397,5.42252,1.35268,0.546227,6.00642
107288730,Nana08605,0.974198,2.82182,1.85889,0.707095,2.25357,0.727004,8.00802,2.97891,10.6513,9.55538,2.33162,1.95142,2.91773
107288731,Nana08606,0,0.0646098,0,0,0.0733511,0,0.169701,0.0429997,0.164476,0.174306,0.0607133,0.0281681,0.138383
107288721,Nana08607,0.693687,13.4004,1.45979,0.244584,0.65678,0.434854,0,0.89348,0.351412,0.147182,0.0667715,0,0.115988
107288723,Nana08610,0.119704,4.26294,0.729096,0.23722,0.261605,0.251073,0.5548,0.373809,1.05099,0.326371,0.636065,0.0879035,0.456525
107288728,Nana08613,0.00116954,0.0371272,0.0029553,0.00599763,0.00140513,0,0.00541969,0.00411887,0.0183916,0.0400944,0.252939,0.0539801,0.0106108
107291826,Nana08616,0.48151,0.690987,0.528021,0.438898,1.74676,0.325057,2.15101,0.817551,43.65,18.012,3.09507,0.930534,2.63107
107293436,Nana08620,0.0326602,1.01702,0.0485727,0.0197081,0.0254017,0.063322,112.434,286.169,145.891,39.1918,0.086012,0.0532074,0.0566355
107295441,Nana08621,5.12859,6.09223,11.248,8.4383,8.09553,9.31742,24.0919,12.4766,36.5864,61.3751,67.5068,16.8098,45.9588
107295442,Nana08622,0,0,0,0,0,0,0,0,0,0,0,0,0
107295443,Nana08623,3.437,0.546515,4.14964,5.87034,2.77106,1.39409,1.24649,0.553326,5.22866,6.60033,2.46428,1.10539,4.64653
107290535,Nana08630,0.828286,1.0635,1.49371,1.21595,1.56166,1.02135,2.06213,0.9196,2.46192,2.50341,7.30922,4.1089,2.38777
107290536,Nana08632,2.87639,0.349538,4.4656,4.48741,9.30067,4.10776,18.6485,31.4775,10.2421,4.39671,2.41212,0.942909,8.18837
107292322,Nana08633,0,0,0,0,0,0,0,0,0,0,0,0,0
107292323,Nana08634,1.7451,0.308201,6.43312,2.63285,9.83094,1.012,0.394215,0.489002,1.40315,4.64275,0.2435,0.26886,0.327892
107288685,Nana08638,8.03901,39.459,15.0708,12.796,28.3248,7.44045,13.6986,7.19484,16.5929,11.477,10.4813,2.00629,20.4262
114922664,Nana08639,0.0239877,0,0,0,0.0864987,0,0.444708,0.0422559,0.0538768,0.0685164,0,0,0.108791
107288694,Nana08640,35.062,58.4548,72.0545,42.1815,146.884,108.146,69.2126,95.0725,93.3942,73.5338,45.9839,25.776,69.9213
107288693,Nana08641,0.0341337,0.0328534,0.282432,0.44565,0.0149193,0.38865,0.0719096,0.191318,0.257873,0.434302,0.609725,0.0572929,2.06174
107288700,Nana08642,12.0877,8.36058,26.1979,18.8884,51.8942,24.6308,36.2065,31.621,33.5862,32.2818,17.5714,8.19678,35.9012
107288683,Nana08643,0.843105,0.479441,2.04589,2.0149,1.67412,3.87883,8.04943,2.83633,3.65621,2.90112,3.36986,0.422053,6.64645
107288690,Nana08645,2.90348,9.29041,4.54582,3.36457,5.27885,1.84307,4.32614,4.58424,6.18311,6.85573,3.63755,2.29323,5.68667
107288679,Nana08646,0.10329,0,0.0522288,0.052979,0.248306,0,0.957448,0.873369,1.32235,1.56365,0.41105,0,0.538718
107288682,Nana08647,2.41869,8.38872,3.79556,3.2084,6.1152,0,3.86552,7.05214,9.74087,9.52899,5.39351,5.00467,5.10647
107288699,Nana08649,2.71053,4.533414,8.62895,3.393248992,8.09352,5.64519,4.022020018,1.14179,5.25772,5.26341,4.446578,2.12644,4.89535
107288677,Nana08650,1.56048,1.28747,2.17954,2.10419,1.36001,0.781087,100.654,43.791,149.531,106.834,13.2786,9.55949,4.56102
107300924,Nana08656,0.080076,0.1571286,0.0376839,0.0191126,0.0715088,43.9618,0.82423,0.0963625,5.35077,6.61549,0.0552902,0.0343997,35.9852
107294702,Nana08671,1.52126,2.8491,2.60028,2.40928,3.47957,2.94607,2.28507,1.35595,3.73441,4.26259,2.42068,0.973948,4.46438
107294706,Nana08674,4.82819,8.96123,10.5798,6.95862,17.8379,5.88695,7.06465,6.31706,7.66467,7.17978,5.4775,1.87935,7.25497
107294707,Nana08676,2.29559,2.23426,8.6277,3.80161,9.76879,5.83583,0.572529,0.806952,1.49129,3.17555,1.60024,0.178185,5.7775
107295193,Nana08679,163.809,175.601,315.196,224.999,146.34,45.139,55.415,22.1133,30.4557,30.3668,49.719,16.5016,95.6306
107295192,Nana08680,39.2537,23.5834,101.843,54.8087,53.8103,66.4353,110.639,42.353,45.2193,46.6725,35.8375,11.7197,79.3174
107295189,Nana08681,0.30714,0.54197,0.31431,0.450105,0.571346,0.771297,0.0677865,0.193231,0.180673,0.292429,0.163699,0.0843874,3.41609
107291409,Nana08684,0.418685,0.246266,0.164662,0.429499,0.615087,0.245329,0.129367,1.09811,575.843,421.326,0.0462829,0,0
107291403,Nana08685,10.8241,0.151187,2.49112,13.843,16.8552,2.07091,1.05894,3.44621,9.07659,6.64838,0.248621,0.0329567,7.15633
107291408,Nana08688,1.01531,0.172024,0.246847,1.60282,0.0217279,0,1.85948,0.413779,0.203355,0.299933,0.125838,0.0833831,0.22958
107291402,Nana08689,26.1836,7.86184,62.9493,39.8463,45.6025,17.9678,4.79612,2.63716,15.8476,16.2695,8.59675,1.16317,38.587
107291401,Nana08693,0.711206,0.948001,1.03488,1.02351,1.99877,2.76572,0.497996,0.405593,1.45948,2.11911,4.93774,0.755754,5.87092
