Orthogroup	H_sapiens.pep	C_familiaris.pep
OG0001152	ENSG00000148798.11	ENSCAFG00000010367.5
OG0001152	ENSG00000104722.14	ENSCAFG00000009019.5
OG0001153	ENSG00000100121.13, ENSG00000149435.12, ENSG00000274252.1, ENSG00000100031.19, ENSG00000286070.1, ENSG00000133475.17	ENSCAFG00000013899.4
OG0001154	ENSG00000138594.14	ENSCAFG00000015528.4
OG0001155	ENSG00000175970.11	ENSCAFG00000010416.4
OG0001155	ENSG00000109103.12	ENSCAFG00000018713.4
OG0001156	ENSG00000184634.16	ENSCAFG00000016972.6
OG0001156	ENSG00000144893.12	ENSCAFG00000008485.4
OG0001157	ENSG00000180616.9	ENSCAFG00000004498.4
OG0001158	ENSG00000173918.15	ENSCAFG00000005542.4
OG0001159	ENSG00000104375.17	ENSCAFG00000000484.4
OG0001159	ENSG00000101109.12	ENSCAFG00000009615.4
OG0001160	ENSG00000080511.5	ENSCAFG00000017955.4
OG0001161	ENSG00000147614.4	ENSCAFG00000008749.4
OG0001161	ENSG00000159720.12	ENSCAFG00000020360.4
OG0001162	ENSG00000171587.15	ENSCAFG00000010139.5
OG0001162	ENSG00000177103.15	ENSCAFG00000012923.4
OG0001163	ENSG00000163217.2	ENSCAFG00000003271.4
OG0001163	ENSG00000263761.3	ENSCAFG00000016193.4
OG0001165	ENSG00000180638.17	ENSCAFG00000018151.4
OG0001166	ENSG00000066777.9	ENSCAFG00000007516.4
OG0001166	ENSG00000124198.9	ENSCAFG00000011181.4
OG0001167	ENSG00000145217.14	ENSCAFG00000016706.4
OG0001167	ENSG00000155850.8	ENSCAFG00000018240.4
OG0001168	ENSG00000173559.13	ENSCAFG00000032750.2
OG0001168	ENSG00000139579.13	ENSCAFG00000023084.4
OG0001169	ENSG00000181789.14	ENSCAFG00000004255.4
OG0001169	ENSG00000158623.14	ENSCAFG00000001426.4
OG0001170	ENSG00000165240.20	ENSCAFG00000017263.5
OG0001170	ENSG00000123191.15	ENSCAFG00000004261.4
OG0001171	ENSG00000170558.9	ENSCAFG00000018115.4
OG0001171	ENSG00000280641.2	ENSCAFG00000012436.4
OG0001172	ENSG00000167306.20	ENSCAFG00000018982.5
OG0001172	ENSG00000197535.14	ENSCAFG00000015800.5
OG0001173	ENSG00000197329.12	ENSCAFG00000003162.4
OG0001174	ENSG00000183098.11	ENSCAFG00000030307.2
OG0001174	ENSG00000076716.9	ENSCAFG00000018857.4
OG0001175	ENSG00000198648.11	ENSCAFG00000011768.5
OG0001175	ENSG00000172939.9	ENSCAFG00000004972.4
OG0001176	ENSG00000063015.20	ENSCAFG00000018854.6
OG0001176	ENSG00000174938.14	ENSCAFG00000016991.5
OG0001178	ENSG00000174527.9	ENSCAFG00000024173.4
OG0001178	ENSG00000197879.17	ENSCAFG00000019169.5
OG0001179	ENSG00000284874.1, ENSG00000184702.20	ENSCAFG00000014533.5
OG0001180	ENSG00000197721.17	ENSCAFG00000011630.5
OG0001180	ENSG00000117322.17	ENSCAFG00000046356.1
OG0001181	ENSG00000123500.10	ENSCAFG00000030721.2
OG0001181	ENSG00000171812.13	ENSCAFG00000032454.2
OG0001182	ENSG00000288145.1, ENSG00000132507.18	ENSCAFG00000016129.4
OG0001182	ENSG00000163577.8	ENSCAFG00000029203.2
OG0001183	ENSG00000166342.19	ENSCAFG00000000031.4
OG0001183	ENSG00000171208.10	ENSCAFG00000029426.2
OG0001184	ENSG00000157734.14	ENSCAFG00000017051.4
OG0001184	ENSG00000064652.11	ENSCAFG00000000534.5
OG0001185	ENSG00000164105.4	ENSCAFG00000007853.4
OG0001185	ENSG00000164576.12	ENSCAFG00000017642.5
OG0001186	ENSG00000125971.16	ENSCAFG00000006738.2
OG0001186	ENSG00000168589.15	ENSCAFG00000020024.4
OG0001187	ENSG00000105983.22	ENSCAFG00000005134.4
OG0001187	ENSG00000139636.15	ENSCAFG00000008679.4
OG0001188	ENSG00000111218.12	ENSCAFG00000015428.4
OG0001190	ENSG00000172201.12	ENSCAFG00000010205.4
OG0001191	ENSG00000101363.12	ENSCAFG00000045814.1, ENSCAFG00000008748.4
OG0001192	ENSG00000186187.12	ENSCAFG00000020092.4
OG0001192	ENSG00000180233.11	ENSCAFG00000048946.1
OG0001193	ENSG00000119048.8	ENSCAFG00000001019.4
OG0001194	ENSG00000132694.18	ENSCAFG00000016484.5
OG0001195	ENSG00000189167.12	ENSCAFG00000031981.2
OG0001196	ENSG00000197702.14	ENSCAFG00000007895.5
OG0001196	ENSG00000188677.14	ENSCAFG00000047497.1
OG0001197	ENSG00000206480.11, ENSG00000232280.9, ENSG00000206379.12, ENSG00000137312.15, ENSG00000230143.9, ENSG00000224740.8, ENSG00000223654.3, ENSG00000236271.8	ENSCAFG00000000444.4
OG0001198	ENSG00000043093.15	ENSCAFG00000011734.4
OG0001199	ENSG00000119283.15	ENSCAFG00000011869.5
OG0001199	ENSG00000100505.13	ENSCAFG00000014603.4
OG0001200	ENSG00000110107.9	ENSCAFG00000016438.4
OG0001201	ENSG00000010244.18	ENSCAFG00000018403.5
OG0001202	ENSG00000164744.13	ENSCAFG00000014138.4
OG0001203	ENSG00000112818.10	ENSCAFG00000002043.4
OG0001203	ENSG00000141434.12	ENSCAFG00000018014.4
OG0001204	ENSG00000134755.17	ENSCAFG00000018070.5
OG0001205	ENSG00000181867.3	ENSCAFG00000030293.1, ENSCAFG00000032444.1
OG0001205	ENSG00000167996.16	ENSCAFG00000041996.1, ENSCAFG00000030465.2, ENSCAFG00000015901.4
OG0001206	ENSG00000275117.4, ENSG00000105618.14, ENSG00000274894.4, ENSG00000274651.4, ENSG00000275885.4, ENSG00000274144.4, ENSG00000277154.4, ENSG00000277707.4, ENSG00000276421.4, ENSG00000277953.4	ENSCAFG00000002700.4
OG0001207	ENSG00000105617.4, ENSG00000278516.1, ENSG00000277457.1, ENSG00000276959.1, ENSG00000276628.1, ENSG00000278257.1, ENSG00000277808.1, ENSG00000275935.1, ENSG00000278426.1, ENSG00000276774.1	ENSCAFG00000002697.4
OG0001208	ENSG00000274796.4, ENSG00000274078.4, ENSG00000278622.4, ENSG00000274129.4, ENSG00000278712.4, ENSG00000273896.4, ENSG00000275165.4, ENSG00000278605.4, ENSG00000170892.12, ENSG00000274672.4	ENSCAFG00000002675.4
OG0001209	ENSG00000152580.8	ENSCAFG00000008537.4
OG0001209	ENSG00000101825.8	ENSCAFG00000011180.4
OG0001210	ENSG00000159217.10	ENSCAFG00000016907.4
OG0001210	ENSG00000136231.14	ENSCAFG00000002766.4
OG0001211	ENSG00000070087.14	ENSCAFG00000008383.4
OG0001211	ENSG00000108518.8	ENSCAFG00000015827.4
OG0001212	ENSG00000140090.17	ENSCAFG00000010941.4
OG0001212	ENSG00000185052.12	ENSCAFG00000005373.6
OG0001213	ENSG00000114166.8	ENSCAFG00000005810.5
OG0001213	ENSG00000108773.11	ENSCAFG00000015692.5
OG0001214	ENSG00000163754.17	ENSCAFG00000008249.5
OG0001214	ENSG00000056998.20	ENSCAFG00000011113.4
OG0001215	ENSG00000082684.16	ENSCAFG00000012032.4
OG0001215	ENSG00000112902.12	ENSCAFG00000010102.4
OG0001216	ENSG00000141968.8	ENSCAFG00000018590.4
OG0001216	ENSG00000134215.16	ENSCAFG00000019951.4
OG0001217	ENSG00000160447.7	ENSCAFG00000020045.5
OG0001217	ENSG00000065243.20	ENSCAFG00000020223.4
OG0001218	ENSG00000104660.19	ENSCAFG00000043889.1, ENSCAFG00000006530.4
OG0001218	ENSG00000213625.9	ENSCAFG00000031524.2
OG0001220	ENSG00000113732.9	ENSCAFG00000031898.2, ENSCAFG00000016617.1, ENSCAFG00000048093.1, ENSCAFG00000043505.1, ENSCAFG00000004543.4
OG0001221	ENSG00000120057.5	ENSCAFG00000009259.3
OG0001221	ENSG00000104332.12	ENSCAFG00000005737.4
OG0001222	ENSG00000276380.2	ENSCAFG00000030703.2, ENSCAFG00000008189.3, ENSCAFG00000028580.2
OG0001222	ENSG00000177889.10	ENSCAFG00000030591.1, ENSCAFG00000032364.1, ENSCAFG00000024412.3, ENSCAFG00000001747.4
OG0001223	ENSG00000148834.13	ENSCAFG00000010593.4
OG0001223	ENSG00000065621.15	ENSCAFG00000024905.3
OG0001224	ENSG00000108018.15	ENSCAFG00000010628.5
OG0001224	ENSG00000156395.13	ENSCAFG00000010623.5
OG0001225	ENSG00000182168.15	ENSCAFG00000010215.5
OG0001225	ENSG00000107731.12	ENSCAFG00000014319.4
OG0001226	ENSG00000121310.17	ENSCAFG00000042412.1
OG0001226	ENSG00000148090.11	ENSCAFG00000030145.3
OG0001227	ENSG00000198189.11	ENSCAFG00000009511.4
OG0001228	ENSG00000133789.15	ENSCAFG00000007424.4
OG0001228	ENSG00000023892.11	ENSCAFG00000001307.4
OG0001229	ENSG00000211455.8	ENSCAFG00000011145.4
OG0001229	ENSG00000112079.9	ENSCAFG00000001411.6
OG0001230	ENSG00000120093.11	ENSCAFG00000028513.2
OG0001231	ENSG00000106006.6	ENSCAFG00000002953.2
OG0001231	ENSG00000108511.10	ENSCAFG00000016854.4
OG0001232	ENSG00000134108.13	ENSCAFG00000005617.4
OG0001233	ENSG00000153201.16	ENSCAFG00000023061.3
OG0001234	ENSG00000184347.14	ENSCAFG00000017027.3
OG0001234	ENSG00000145147.20	ENSCAFG00000016608.5
OG0001235	ENSG00000135577.4	ENSCAFG00000000294.4
OG0001235	ENSG00000126010.6	ENSCAFG00000012273.4
OG0001236	ENSG00000066382.16	ENSCAFG00000007540.4
OG0001236	ENSG00000186732.14	ENSCAFG00000000904.3
OG0001237	ENSG00000086717.18	ENSCAFG00000012847.4
OG0001238	ENSG00000161265.15	ENSCAFG00000046811.1, ENSCAFG00000006856.4
OG0001239	ENSG00000198276.16	ENSCAFG00000013120.6
OG0001240	ENSG00000165323.15	ENSCAFG00000024099.4
OG0001240	ENSG00000083857.14	ENSCAFG00000007273.4
OG0001241	ENSG00000276870.2, ENSG00000069764.9	ENSCAFG00000018788.4
OG0001242	ENSG00000132963.8	ENSCAFG00000049002.1, ENSCAFG00000047865.1, ENSCAFG00000041172.1, ENSCAFG00000015709.4, ENSCAFG00000010580.4, ENSCAFG00000000331.4, ENSCAFG00000013570.4, ENSCAFG00000013484.4
OG0001243	ENSG00000147896.3	ENSCAFG00000001716.3
OG0001244	ENSG00000066027.12	ENSCAFG00000012304.4
OG0001244	ENSG00000154001.14	ENSCAFG00000015787.4
OG0001245	ENSG00000162769.13	ENSCAFG00000012364.3
OG0001245	ENSG00000119686.10	ENSCAFG00000017048.4
OG0001246	ENSG00000198753.12	ENSCAFG00000019270.4
OG0001246	ENSG00000164050.13	ENSCAFG00000012685.3
OG0001247	ENSG00000171094.18	ENSCAFG00000005297.4
OG0001248	ENSG00000180543.5	ENSCAFG00000032518.1
OG0001248	ENSG00000178021.11, ENSG00000189241.7	ENSCAFG00000023729.3
OG0001249	ENSG00000284194.2	ENSCAFG00000000564.4
OG0001249	ENSG00000133028.12	ENSCAFG00000032704.2
OG0001250	ENSG00000177984.7, ENSG00000214402.7	ENSCAFG00000019532.4
OG0001250	ENSG00000284341.1, ENSG00000107317.13	ENSCAFG00000019533.5
OG0001251	ENSG00000111875.8	ENSCAFG00000000939.4
OG0001251	ENSG00000105011.9, ENSG00000288210.1	ENSCAFG00000045543.1, ENSCAFG00000016482.4
OG0001252	ENSG00000113712.18, ENSG00000180138.7	ENSCAFG00000018286.5
OG0001253	ENSG00000124831.19	ENSCAFG00000012303.5
OG0001254	ENSG00000204764.14	ENSCAFG00000016935.5
OG0001254	ENSG00000130227.17	ENSCAFG00000009928.5
OG0001255	ENSG00000158488.16	ENSCAFG00000024030.3
OG0001255	ENSG00000158481.13, ENSG00000158485.11, ENSG00000158477.7	ENSCAFG00000023735.4, ENSCAFG00000025281.4
OG0001256	ENSG00000234539.9, ENSG00000228628.8, ENSG00000168468.12, ENSG00000213676.13	ENSCAFG00000000761.4
OG0001257	ENSG00000186340.15	ENSCAFG00000000874.5
OG0001257	ENSG00000137801.11	ENSCAFG00000008704.4
OG0001258	ENSG00000140367.12	ENSCAFG00000018157.4
OG0001258	ENSG00000160714.10	ENSCAFG00000017177.5
OG0001259	ENSG00000241468.7	ENSCAFG00000048459.1, ENSCAFG00000028543.2, ENSCAFG00000024413.2, ENSCAFG00000008062.4, ENSCAFG00000049156.1, ENSCAFG00000031481.1, ENSCAFG00000042662.1
OG0001260	ENSG00000167657.14	ENSCAFG00000019167.4
OG0001260	ENSG00000035664.11	ENSCAFG00000017029.4
OG0001261	ENSG00000179919.3	ENSCAFG00000006308.4
OG0001261	ENSG00000166363.5, ENSG00000170790.5	ENSCAFG00000029930.1, ENSCAFG00000030046.1, ENSCAFG00000031407.2, ENSCAFG00000030532.2
OG0001261	ENSG00000170782.3	ENSCAFG00000006662.3
OG0001262	ENSG00000160953.16	ENSCAFG00000019531.4
OG0001262	ENSG00000157502.13, ENSG00000278803.2	ENSCAFG00000025495.2, ENSCAFG00000019182.3, ENSCAFG00000023624.2
OG0001263	ENSG00000205108.6	ENSCAFG00000046326.1, ENSCAFG00000028944.2
OG0001264	ENSG00000205426.10, ENSG00000170523.3	ENSCAFG00000007311.3, ENSCAFG00000007251.4
OG0001264	ENSG00000135443.8	ENSCAFG00000007286.4
OG0001265	ENSG00000136816.16	ENSCAFG00000019981.4
OG0001265	ENSG00000136827.12	ENSCAFG00000019980.4
OG0001266	ENSG00000166368.2	ENSCAFG00000041852.1
OG0001266	ENSG00000178358.4	ENSCAFG00000030563.2, ENSCAFG00000041797.1
OG0001268	ENSG00000172748.14	ENSCAFG00000031621.2
OG0001268	ENSG00000274195.2, ENSG00000215356.4, ENSG00000215343.7, ENSG00000285124.1, ENSG00000215372.6, ENSG00000285120.1, ENSG00000285286.1, ENSG00000214534.5, ENSG00000196946.10	ENSCAFG00000032308.2, ENSCAFG00000031506.2
OG0001276	ENSG00000170370.12	ENSCAFG00000011987.6
OG0001277	ENSG00000187021.15, ENSG00000175535.6, ENSG00000266200.6	ENSCAFG00000011815.4
OG0001279	ENSG00000089847.12	ENSCAFG00000019121.4
OG0001279	ENSG00000198483.13	ENSCAFG00000011331.4
OG0001280	ENSG00000197241.3, ENSG00000142583.18	ENSCAFG00000019714.4
OG0001281	ENSG00000134419.15	ENSCAFG00000018174.4, ENSCAFG00000024445.3, ENSCAFG00000024508.3, ENSCAFG00000024090.1
OG0001282	ENSG00000167972.14	ENSCAFG00000019379.4
OG0001283	ENSG00000138069.18	ENSCAFG00000003187.5
OG0001284	ENSG00000133874.2	ENSCAFG00000006291.4
OG0001284	ENSG00000101236.17	ENSCAFG00000006140.3
OG0001285	ENSG00000146151.13	ENSCAFG00000002341.4
OG0001285	ENSG00000117305.15	ENSCAFG00000013085.5
OG0001286	ENSG00000011332.19	ENSCAFG00000005957.4
OG0001287	ENSG00000168118.12	ENSCAFG00000012212.4
OG0001287	ENSG00000171570.11, ENSG00000167578.18	ENSCAFG00000005083.5
OG0001288	ENSG00000158109.15	ENSCAFG00000019482.4
OG0001288	ENSG00000188001.10	ENSCAFG00000013931.4
OG0001289	ENSG00000196353.11	ENSCAFG00000006196.5
OG0001289	ENSG00000178773.15	ENSCAFG00000019834.5
OG0001290	ENSG00000130477.15	ENSCAFG00000024064.3
OG0001291	ENSG00000178026.13	ENSCAFG00000013867.3
OG0001291	ENSG00000181350.12	ENSCAFG00000018011.4
OG0001292	ENSG00000131873.7	ENSCAFG00000010579.5
OG0001292	ENSG00000198108.4	ENSCAFG00000030654.2
OG0001293	ENSG00000185267.10	ENSCAFG00000004706.3
OG0001293	ENSG00000145050.18	ENSCAFG00000010269.4
OG0001294	ENSG00000080603.17, ENSG00000282034.1	ENSCAFG00000016640.6
OG0001295	ENSG00000095777.17	ENSCAFG00000004279.4
OG0001295	ENSG00000071909.18	ENSCAFG00000012487.5
OG0001296	ENSG00000104888.10	ENSCAFG00000003665.4
OG0001296	ENSG00000091664.9	ENSCAFG00000010093.4
OG0001297	ENSG00000070081.17	ENSCAFG00000008713.4
OG0001297	ENSG00000104805.16	ENSCAFG00000003874.4
OG0001298	ENSG00000101448.13, ENSG00000249139.2, ENSG00000243543.8	ENSCAFG00000030724.2
OG0001299	ENSG00000088002.11	ENSCAFG00000003981.4
OG0001300	ENSG00000166839.17	ENSCAFG00000017109.5
OG0001301	ENSG00000088882.8	ENSCAFG00000006608.3
OG0001301	ENSG00000121898.13	ENSCAFG00000012718.5
OG0001302	ENSG00000005206.17	ENSCAFG00000019406.5
OG0001302	ENSG00000138600.10	ENSCAFG00000015300.5
OG0001303	ENSG00000162461.8	ENSCAFG00000016153.4
OG0001303	ENSG00000125434.11	ENSCAFG00000017046.5
OG0001304	ENSG00000273822.5, ENSG00000276613.4, ENSG00000273984.4, ENSG00000278303.4, ENSG00000145113.22, ENSG00000277585.5, ENSG00000278468.3	ENSCAFG00000012865.5
OG0001305	ENSG00000146021.15	ENSCAFG00000001126.5
OG0001305	ENSG00000109466.14	ENSCAFG00000008844.4
OG0001306	ENSG00000072422.17	ENSCAFG00000012932.4
OG0001306	ENSG00000008853.16	ENSCAFG00000009245.6
OG0001307	ENSG00000052802.13	ENSCAFG00000047895.1, ENSCAFG00000047816.1, ENSCAFG00000046884.1, ENSCAFG00000011607.3, ENSCAFG00000047802.1, ENSCAFG00000048282.1, ENSCAFG00000046768.1, ENSCAFG00000047735.1
OG0001308	ENSG00000153266.13	ENSCAFG00000007121.5
OG0001309	ENSG00000008282.8	ENSCAFG00000004000.4
OG0001310	ENSG00000103037.11	ENSCAFG00000008461.4
OG0001311	ENSG00000149403.12	ENSCAFG00000011880.4
OG0001311	ENSG00000105737.9	ENSCAFG00000004930.6
OG0001312	ENSG00000138083.5	ENSCAFG00000002547.4
OG0001312	ENSG00000184302.7	ENSCAFG00000015619.3
OG0001313	ENSG00000120658.13	ENSCAFG00000004644.4
OG0001313	ENSG00000165675.16	ENSCAFG00000018777.5
OG0001314	ENSG00000175093.5	ENSCAFG00000007652.5
OG0001314	ENSG00000171621.14	ENSCAFG00000019732.4
OG0001315	ENSG00000166167.18	ENSCAFG00000009879.4
OG0001315	ENSG00000072803.17	ENSCAFG00000016890.5
OG0001316	ENSG00000179094.16	ENSCAFG00000016984.5
OG0001316	ENSG00000132326.12	ENSCAFG00000012433.5
OG0001317	ENSG00000106635.8	ENSCAFG00000023730.3
OG0001317	ENSG00000099385.11	ENSCAFG00000016715.5
OG0001318	ENSG00000029363.17	ENSCAFG00000000245.5
OG0001319	ENSG00000106089.12	ENSCAFG00000012623.4
OG0001319	ENSG00000099365.11	ENSCAFG00000016780.4
OG0001320	ENSG00000167397.15	ENSCAFG00000016799.4
OG0001320	ENSG00000196715.7	ENSCAFG00000010185.4
OG0001321	ENSG00000118526.6	ENSCAFG00000000205.3
OG0001321	ENSG00000178860.8	ENSCAFG00000007923.3
OG0001322	ENSG00000171634.18	ENSCAFG00000011552.5
OG0001323	ENSG00000130590.14	ENSCAFG00000013129.2
OG0001323	ENSG00000177570.14	ENSCAFG00000000833.4
OG0001325	ENSG00000063046.17	ENSCAFG00000007117.4, ENSCAFG00000045085.1
OG0001326	ENSG00000184908.17, ENSG00000186510.12	ENSCAFG00000016098.4
OG0001327	ENSG00000183773.15	ENSCAFG00000030423.2
OG0001328	ENSG00000173933.20, ENSG00000173914.12	ENSCAFG00000012378.5
OG0001329	ENSG00000123384.14	ENSCAFG00000000178.6
OG0001329	ENSG00000168702.18	ENSCAFG00000005403.5
OG0001330	ENSG00000073464.12	ENSCAFG00000011537.4
OG0001330	ENSG00000171365.17	ENSCAFG00000015971.4
OG0001331	ENSG00000153558.16	ENSCAFG00000004630.5
OG0001331	ENSG00000108306.13	ENSCAFG00000016461.5
OG0001332	ENSG00000074054.18	ENSCAFG00000004759.5
OG0001332	ENSG00000163539.17	ENSCAFG00000004530.5
OG0001333	ENSG00000214530.9	ENSCAFG00000005663.4
OG0001335	ENSG00000112232.9	ENSCAFG00000002470.4
OG0001335	ENSG00000131773.14	ENSCAFG00000001166.4
OG0001336	ENSG00000153930.12	ENSCAFG00000017372.5
OG0001337	ENSG00000123159.16	ENSCAFG00000016295.4
OG0001337	ENSG00000137960.6	ENSCAFG00000030926.2
OG0001338	ENSG00000132604.11	ENSCAFG00000020267.4
OG0001339	ENSG00000175766.13	ENSCAFG00000016643.4
OG0001339	ENSG00000151247.12	ENSCAFG00000010307.4
OG0001340	ENSG00000165059.7, ENSG00000288516.1, ENSG00000072062.14	ENSCAFG00000016488.5
OG0001340	ENSG00000142875.19	ENSCAFG00000020319.5
OG0001341	ENSG00000179331.3	ENSCAFG00000032014.2
OG0001341	ENSG00000155961.5	ENSCAFG00000019640.4
OG0001342	ENSG00000174417.2	ENSCAFG00000000717.4
OG0001343	ENSG00000141429.13	ENSCAFG00000017879.4
OG0001343	ENSG00000144278.15	ENSCAFG00000009140.5
OG0001345	ENSG00000270765.5	ENSCAFG00000018190.4
OG0001345	ENSG00000185340.15	ENSCAFG00000012219.5
OG0001346	ENSG00000198797.7	ENSCAFG00000014152.4
OG0001346	ENSG00000162670.11	ENSCAFG00000010624.3
OG0001347	ENSG00000144214.9	ENSCAFG00000002291.4
OG0001347	ENSG00000185674.9	ENSCAFG00000023912.3
OG0001348	ENSG00000137818.12	ENSCAFG00000017038.2
OG0001349	ENSG00000186130.5	ENSCAFG00000032570.2
OG0001350	ENSG00000105427.10	ENSCAFG00000004814.2
OG0001351	ENSG00000188290.10	ENSCAFG00000019350.5
OG0001352	ENSG00000156504.16	ENSCAFG00000018882.5
OG0001352	ENSG00000187866.10, ENSG00000156500.15	ENSCAFG00000018887.5
OG0001353	ENSG00000166377.20	ENSCAFG00000000012.5
OG0001353	ENSG00000054793.14	ENSCAFG00000011659.5
OG0001354	ENSG00000129657.16	ENSCAFG00000005176.4
OG0001354	ENSG00000103184.12	ENSCAFG00000019128.4
OG0001355	ENSG00000166289.6	ENSCAFG00000007627.4
OG0001356	ENSG00000007216.14	ENSCAFG00000018692.4
OG0001356	ENSG00000141485.17	ENSCAFG00000015368.4
OG0001357	ENSG00000186710.11	ENSCAFG00000009007.4
OG0001357	ENSG00000161973.11	ENSCAFG00000017374.4
OG0001358	ENSG00000166562.9	ENSCAFG00000000100.4
OG0001358	ENSG00000140612.14	ENSCAFG00000012889.4
OG0001359	ENSG00000123595.8	ENSCAFG00000011750.3
OG0001360	ENSG00000197756.10	ENSCAFG00000043173.1, ENSCAFG00000010763.3, ENSCAFG00000047561.1, ENSCAFG00000047734.1, ENSCAFG00000025725.2, ENSCAFG00000025660.2, ENSCAFG00000024313.3
OG0001361	ENSG00000115073.8	ENSCAFG00000002380.4
OG0001362	ENSG00000103222.19, ENSG00000278183.4	ENSCAFG00000018208.5
OG0001363	ENSG00000130700.7	ENSCAFG00000012709.5
OG0001364	ENSG00000158201.10	ENSCAFG00000018243.4
OG0001364	ENSG00000143994.14	ENSCAFG00000004678.4
OG0001365	ENSG00000148737.17	ENSCAFG00000011005.6
OG0001366	ENSG00000017260.19	ENSCAFG00000006055.4
OG0001366	ENSG00000064270.12	ENSCAFG00000019952.5
OG0001367	ENSG00000155111.15	ENSCAFG00000003902.5
OG0001367	ENSG00000132964.12	ENSCAFG00000006870.4
OG0001368	ENSG00000134107.5	ENSCAFG00000005621.4
OG0001369	ENSG00000197958.13	ENSCAFG00000020136.5
OG0001370	ENSG00000188735.13	ENSCAFG00000008203.5
OG0001371	ENSG00000062282.15	ENSCAFG00000005365.5
OG0001371	ENSG00000106384.12	ENSCAFG00000013896.4
OG0001372	ENSG00000173156.7	ENSCAFG00000011814.4
OG0001372	ENSG00000139725.8	ENSCAFG00000008188.4
OG0001373	ENSG00000162482.5, ENSG00000211454.14, ENSG00000053371.12	ENSCAFG00000015181.6
OG0001374	ENSG00000168938.6	ENSCAFG00000031961.2
OG0001376	ENSG00000129159.7	ENSCAFG00000009072.4
OG0001377	ENSG00000150394.14	ENSCAFG00000020436.4
OG0001377	ENSG00000140937.14	ENSCAFG00000020425.4
OG0001378	ENSG00000101460.13	ENSCAFG00000007547.4
OG0001379	ENSG00000103363.14	ENSCAFG00000019351.5
OG0001380	ENSG00000164266.10	ENSCAFG00000006647.4
OG0001381	ENSG00000139266.6	ENSCAFG00000031631.2
OG0001381	ENSG00000144583.5	ENSCAFG00000014414.4
OG0001382	ENSG00000150054.18	ENSCAFG00000003894.4
OG0001382	ENSG00000161647.18	ENSCAFG00000023403.4
OG0001383	ENSG00000268738.3, ENSG00000171116.7	ENSCAFG00000023024.2, ENSCAFG00000025411.3, ENSCAFG00000031919.2
OG0001384	ENSG00000115170.15	ENSCAFG00000009287.4
OG0001384	ENSG00000139567.13	ENSCAFG00000025220.3
OG0001385	ENSG00000026025.16	ENSCAFG00000006373.3
OG0001385	ENSG00000131095.13	ENSCAFG00000013973.5
OG0001386	ENSG00000174343.6	ENSCAFG00000015915.3
OG0001387	ENSG00000126217.21	ENSCAFG00000006240.5
OG0001387	ENSG00000053524.12	ENSCAFG00000011796.5
OG0001388	ENSG00000139842.15	ENSCAFG00000006290.4
OG0001388	ENSG00000158290.17	ENSCAFG00000018537.4
OG0001389	ENSG00000276559.2, ENSG00000136881.11	ENSCAFG00000023863.2
OG0001390	ENSG00000118200.14	ENSCAFG00000011082.5
OG0001391	ENSG00000111711.10	ENSCAFG00000012256.5
OG0001391	ENSG00000174567.8	ENSCAFG00000009628.4
OG0001392	ENSG00000274305.4, ENSG00000276681.4, ENSG00000276458.4, ENSG00000167615.16	ENSCAFG00000002649.4
OG0001393	ENSG00000250506.7	ENSCAFG00000005007.4
OG0001393	ENSG00000123374.11	ENSCAFG00000000082.2
OG0001394	ENSG00000175065.12	ENSCAFG00000018064.5
OG0001395	ENSG00000197728.11	ENSCAFG00000011389.2
OG0001396	ENSG00000125850.11	ENSCAFG00000005453.6
OG0001396	ENSG00000172818.10	ENSCAFG00000013285.4
OG0001397	ENSG00000168385.18	ENSCAFG00000012960.4
OG0001398	ENSG00000273722.4, ENSG00000274905.1, ENSG00000276260.1, ENSG00000277996.1, ENSG00000274873.1, ENSG00000278363.1, ENSG00000277667.1, ENSG00000167608.11, ENSG00000274384.4, ENSG00000277789.4	ENSCAFG00000002694.4
OG0001399	ENSG00000139044.12	ENSCAFG00000015788.5
OG0001399	ENSG00000182272.12	ENSCAFG00000006492.5
OG0001400	ENSG00000122585.8	ENSCAFG00000002801.4
OG0001401	ENSG00000135925.9	ENSCAFG00000014987.5
OG0001401	ENSG00000169884.14	ENSCAFG00000008767.5
OG0001402	ENSG00000043355.12	ENSCAFG00000005835.5
OG0001403	ENSG00000145088.9	ENSCAFG00000011657.4
OG0001403	ENSG00000144597.14	ENSCAFG00000006017.5
OG0001404	ENSG00000133606.11	ENSCAFG00000004144.4, ENSCAFG00000003953.5, ENSCAFG00000007296.3
OG0001405	ENSG00000177990.12	ENSCAFG00000003176.5
OG0001405	ENSG00000173852.14	ENSCAFG00000003174.4
OG0001406	ENSG00000103415.12, ENSG00000277424.4	ENSCAFG00000019207.4
OG0001406	ENSG00000100292.17	ENSCAFG00000001711.4
OG0001407	ENSG00000276126.3, ENSG00000154252.12	ENSCAFG00000013175.5
OG0001408	ENSG00000042813.8	ENSCAFG00000003356.5
OG0001408	ENSG00000186075.12	ENSCAFG00000045970.1
OG0001409	ENSG00000006116.3	ENSCAFG00000017571.4
OG0001409	ENSG00000166862.6	ENSCAFG00000029809.2
OG0001410	ENSG00000130158.14	ENSCAFG00000017507.5
OG0001410	ENSG00000116641.18	ENSCAFG00000018765.5
OG0001411	ENSG00000049283.18	ENSCAFG00000017080.4
OG0001411	ENSG00000176177.10	ENSCAFG00000001303.4
OG0001412	ENSG00000147862.17	ENSCAFG00000001520.5
