Orthogroup	H_sapiens.pep	P_troglodytes.pep
OG0001872	ENSG00000131482.10	ENSPTRG00000009229.5
OG0001873	ENSG00000076685.18	ENSPTRG00000002905.6
OG0001874	ENSG00000126091.20	ENSPTRG00000000644.7
OG0001875	ENSG00000083782.8	ENSPTRG00000005287.4
OG0001875	ENSG00000188770.10	ENSPTRG00000024044.4
OG0001876	ENSG00000126088.14	ENSPTRG00000000668.7
OG0001877	ENSG00000182050.13, ENSG00000285137.2, ENSG00000283530.1	ENSPTRG00000045901.1
OG0001878	ENSG00000108312.15	ENSPTRG00000009269.6
OG0001879	ENSG00000203995.10	ENSPTRG00000030596.5
OG0001879	ENSG00000162378.13	ENSPTRG00000000746.6
OG0001880	ENSG00000188385.12	ENSPTRG00000003069.5
OG0001881	ENSG00000111196.10	ENSPTRG00000046304.1
OG0001881	ENSG00000162385.11	ENSPTRG00000000753.6
OG0001882	ENSG00000073584.20	ENSPTRG00000022902.5
OG0001883	ENSG00000263243.2, ENSG00000187242.6	ENSPTRG00000009134.4
OG0001884	ENSG00000112576.12	ENSPTRG00000018164.5
OG0001884	ENSG00000285901.1, ENSG00000118971.8	ENSPTRG00000004549.3
OG0001885	ENSG00000124562.10	ENSPTRG00000018070.5, ENSPTRG00000046035.1
OG0001886	ENSG00000000005.6	ENSPTRG00000022086.5
OG0001886	ENSG00000136110.13	ENSPTRG00000005907.3
OG0001887	ENSG00000124614.16	ENSPTRG00000043648.1, ENSPTRG00000045774.1, ENSPTRG00000018063.7
OG0001888	ENSG00000198673.10	ENSPTRG00000005162.6
OG0001889	ENSG00000168875.3	ENSPTRG00000042375.2
OG0001890	ENSG00000139218.18	ENSPTRG00000004854.7
OG0001891	ENSG00000167182.15	ENSPTRG00000009342.5
OG0001892	ENSG00000004468.13	ENSPTRG00000015930.6
OG0001892	ENSG00000109743.11	ENSPTRG00000015929.4
OG0001893	ENSG00000108468.15	ENSPTRG00000052150.1, ENSPTRG00000052115.1
OG0001894	ENSG00000105989.10	ENSPTRG00000019617.5
OG0001894	ENSG00000134245.18	ENSPTRG00000001108.6
OG0001895	ENSG00000009307.16	ENSPTRG00000033721.3
OG0001896	ENSG00000205572.9, ENSG00000277429.4, ENSG00000278839.4, ENSG00000172058.15, ENSG00000275581.4	ENSPTRG00000052252.1
OG0001897	ENSG00000139289.13	ENSPTRG00000043613.1
OG0001897	ENSG00000174307.7	ENSPTRG00000047455.1
OG0001898	ENSG00000135218.19	ENSPTRG00000019346.6
OG0001899	ENSG00000130703.16	ENSPTRG00000013703.7
OG0001900	ENSG00000160214.13	ENSPTRG00000013962.5
OG0001900	ENSG00000160208.13	ENSPTRG00000013958.4
OG0001901	ENSG00000274276.4	ENSPTRG00000049777.1
OG0001901	ENSG00000160200.17	ENSPTRG00000013951.6
OG0001902	ENSG00000205726.15	ENSPTRG00000031436.5, ENSPTRG00000048555.1
OG0001903	ENSG00000263160.6	ENSPTRG00000013869.4
OG0001903	ENSG00000142188.17	ENSPTRG00000052667.1
OG0001904	ENSG00000164162.14	ENSPTRG00000016480.5
OG0001904	ENSG00000285713.1	ENSPTRG00000048677.1
OG0001905	ENSG00000150893.11	ENSPTRG00000005800.6
OG0001905	ENSG00000183090.5	ENSPTRG00000016474.4
OG0001906	ENSG00000139597.18	ENSPTRG00000045602.1
OG0001907	ENSG00000145425.10	ENSPTRG00000046092.1, ENSPTRG00000045771.1, ENSPTRG00000052090.1
OG0001908	ENSG00000023445.15	ENSPTRG00000004212.6
OG0001908	ENSG00000110330.8	ENSPTRG00000004213.3
OG0001909	ENSG00000114978.18	ENSPTRG00000012079.6
OG0001909	ENSG00000173542.8	ENSPTRG00000016138.6
OG0001910	ENSG00000145592.14	ENSPTRG00000050195.1
OG0001911	ENSG00000134056.12, ENSG00000278461.4	ENSPTRG00000016944.6
OG0001912	ENSG00000277773.4, ENSG00000205571.13, ENSG00000172062.16, ENSG00000275349.4, ENSG00000273772.4	ENSPTRG00000016955.5
OG0001913	ENSG00000197822.11, ENSG00000273814.4	ENSPTRG00000016952.7
OG0001914	ENSG00000085231.14, ENSG00000279247.3	ENSPTRG00000016949.7, ENSPTRG00000050389.1, ENSPTRG00000047470.1, ENSPTRG00000052104.1, ENSPTRG00000050266.1, ENSPTRG00000051977.1
OG0001915	ENSG00000178700.8	ENSPTRG00000051799.1
OG0001915	ENSG00000228716.7	ENSPTRG00000017042.5
OG0001916	ENSG00000106723.17	ENSPTRG00000021088.6
OG0001917	ENSG00000204612.1	ENSPTRG00000029242.2
OG0001917	ENSG00000171956.7	ENSPTRG00000007131.5
OG0001918	ENSG00000172785.18, ENSG00000136682.15, ENSG00000147996.16, ENSG00000196873.15, ENSG00000215126.10	ENSPTRG00000052678.1, ENSPTRG00000020994.5
OG0001919	ENSG00000155886.11	ENSPTRG00000020806.4
OG0001919	ENSG00000074621.14	ENSPTRG00000007185.7
OG0001920	ENSG00000130985.17	ENSPTRG00000051849.1
OG0001921	ENSG00000139546.11	ENSPTRG00000005020.4, ENSPTRG00000052526.1
OG0001922	ENSG00000211448.12	ENSPTRG00000050323.1
OG0001923	ENSG00000102710.20	ENSPTRG00000005791.7
OG0001924	ENSG00000165496.5	ENSPTRG00000006310.3
OG0001924	ENSG00000147403.16	ENSPTRG00000043378.1
OG0001925	ENSG00000198585.11	ENSPTRG00000046697.1, ENSPTRG00000041330.2
OG0001925	ENSG00000168101.14	ENSPTRG00000007724.6
OG0001926	ENSG00000102001.12	ENSPTRG00000021888.6
OG0001926	ENSG00000157388.19	ENSPTRG00000015026.4
OG0001927	ENSG00000175868.14	ENSPTRG00000003390.5
OG0001927	ENSG00000110680.12	ENSPTRG00000003389.7
OG0001928	ENSG00000278165.3, ENSG00000184545.11, ENSG00000273793.3	ENSPTRG00000003154.5, ENSPTRG00000041595.2
OG0001929	ENSG00000070047.13, ENSG00000274780.2	ENSPTRG00000003125.6
OG0001930	ENSG00000115084.14	ENSPTRG00000012387.2
OG0001931	ENSG00000169660.16	ENSPTRG00000009803.6
OG0001932	ENSG00000182473.22	ENSPTRG00000009673.7
OG0001933	ENSG00000172830.13	ENSPTRG00000003949.6
OG0001934	ENSG00000172508.10	ENSPTRG00000028514.3
OG0001935	ENSG00000167800.9	ENSPTRG00000003972.6
OG0001935	ENSG00000184058.14	ENSPTRG00000014067.4
OG0001936	ENSG00000113558.18	ENSPTRG00000045225.1
OG0001937	ENSG00000274944.4, ENSG00000131233.10	ENSPTRG00000034043.3
OG0001937	ENSG00000288435.1, ENSG00000135355.4	ENSPTRG00000018425.2
OG0001938	ENSG00000058262.10	ENSPTRG00000015351.4
OG0001938	ENSG00000065665.21	ENSPTRG00000002293.7
OG0001940	ENSG00000174950.11	ENSPTRG00000000406.6
OG0001940	ENSG00000135535.17	ENSPTRG00000018482.6
OG0001941	ENSG00000145945.7, ENSG00000071859.15	ENSPTRG00000022437.7
OG0001942	ENSG00000237051.8, ENSG00000232632.8, ENSG00000237112.8, ENSG00000232569.8, ENSG00000204681.11, ENSG00000206466.10, ENSG00000206511.10	ENSPTRG00000049937.1
OG0001943	ENSG00000177383.5	ENSPTRG00000015697.3
OG0001944	ENSG00000228854.8, ENSG00000206484.10, ENSG00000228867.8, ENSG00000137404.14, ENSG00000234809.8, ENSG00000236843.8, ENSG00000235773.8	ENSPTRG00000017937.6
OG0001945	ENSG00000228691.6, ENSG00000227129.6, ENSG00000227315.7, ENSG00000234343.6, ENSG00000204386.11, ENSG00000184494.8, ENSG00000234846.7, ENSG00000223957.6	ENSPTRG00000017990.5
OG0001946	ENSG00000231479.8, ENSG00000206378.10, ENSG00000228263.8, ENSG00000204385.12, ENSG00000232180.8, ENSG00000235336.8, ENSG00000229077.8	ENSPTRG00000017991.6
OG0001947	ENSG00000176973.8	ENSPTRG00000003882.5
OG0001947	ENSG00000182118.8	ENSPTRG00000002103.3
OG0001948	ENSG00000163806.16	ENSPTRG00000033791.3
OG0001948	ENSG00000204710.2	ENSPTRG00000028537.3
OG0001949	ENSG00000223496.3	ENSPTRG00000008296.3
OG0001950	ENSG00000276184.4, ENSG00000243566.6	ENSPTRG00000043835.1, ENSPTRG00000019329.5, ENSPTRG00000048586.1, ENSPTRG00000044131.1, ENSPTRG00000052499.1, ENSPTRG00000019325.7
OG0001951	ENSG00000127946.17	ENSPTRG00000052483.1, ENSPTRG00000048762.1, ENSPTRG00000051527.1, ENSPTRG00000019307.6
OG0001952	ENSG00000232312.6, ENSG00000223932.6, ENSG00000204438.11, ENSG00000233210.6, ENSG00000228605.6, ENSG00000206408.8, ENSG00000236011.6	ENSPTRG00000017973.6
OG0001953	ENSG00000019169.10	ENSPTRG00000012397.4
OG0001954	ENSG00000162747.11, ENSG00000203747.11	ENSPTRG00000001590.6, ENSPTRG00000049962.1
OG0001954	ENSG00000150337.13	ENSPTRG00000001233.7
OG0001954	ENSG00000179639.10	ENSPTRG00000001523.2
OG0001955	ENSG00000221852.5, ENSG00000261862.2	ENSPTRG00000009145.6
OG0001955	ENSG00000262347.2, ENSG00000221880.4	ENSPTRG00000039138.2
OG0001956	ENSG00000205593.12	ENSPTRG00000043092.1
OG0001957	ENSG00000120948.17	ENSPTRG00000000136.6, ENSPTRG00000048576.1
OG0001958	ENSG00000249773.3	ENSPTRG00000048604.1
OG0001958	ENSG00000239789.6	ENSPTRG00000043904.1
OG0001959	ENSG00000211802.3	ENSPTRG00000039259.2
OG0001960	ENSG00000182393.3	ENSPTRG00000010958.3
OG0001960	ENSG00000197110.9, ENSG00000183709.7	ENSPTRG00000010957.4
OG0001962	ENSG00000237521.3	ENSPTRG00000048915.1
OG0001964	ENSG00000101200.5	ENSPTRG00000013190.6
OG0001964	ENSG00000101405.3	ENSPTRG00000013189.2
OG0001965	ENSG00000124657.1	ENSPTRG00000046856.1
OG0001965	ENSG00000168131.4, ENSG00000225736.3, ENSG00000233687.3, ENSG00000233054.3, ENSG00000204703.5, ENSG00000233180.3, ENSG00000206524.3, ENSG00000231319.3, ENSG00000226832.3	ENSPTRG00000049817.1
OG0001966	ENSG00000281038.1, ENSG00000262315.4, ENSG00000172199.1	ENSPTRG00000029965.2
OG0001969	ENSG00000285433.2, ENSG00000285181.2, ENSG00000171711.3, ENSG00000177257.3, ENSG00000275444.2	ENSPTRG00000050168.1
OG0001970	ENSG00000142794.18	ENSPTRG00000000300.7
OG0001970	ENSG00000266338.6, ENSG00000271425.9, ENSG00000162825.16, ENSG00000286185.1, ENSG00000271383.7, ENSG00000270629.6, ENSG00000219481.10, ENSG00000268043.7, ENSG00000263956.6, ENSG00000271254.6, ENSG00000269713.7, ENSG00000273136.7	ENSPTRG00000023855.6
OG0001971	ENSG00000276256.1, ENSG00000288147.1	ENSPTRG00000046005.1, ENSPTRG00000046474.1, ENSPTRG00000049379.1, ENSPTRG00000047150.1, ENSPTRG00000047445.1, ENSPTRG00000044096.1, ENSPTRG00000050911.1, ENSPTRG00000049675.1, ENSPTRG00000047049.1, ENSPTRG00000046879.1, ENSPTRG00000043772.1, ENSPTRG00000050854.1, ENSPTRG00000052074.1
OG0001972	ENSG00000235233.9, ENSG00000204520.14, ENSG00000233051.9, ENSG00000231225.9, ENSG00000183214.12	ENSPTRG00000017957.7
OG0001972	ENSG00000234218.9, ENSG00000238289.9, ENSG00000231179.9, ENSG00000204516.10, ENSG00000224378.9, ENSG00000227772.8, ENSG00000206449.11, ENSG00000231372.8	ENSPTRG00000034414.3
OG0001973	ENSG00000146383.7	ENSPTRG00000018609.3
OG0001973	ENSG00000237110.2	ENSPTRG00000045080.1
OG0001985	ENSG00000136942.15	ENSPTRG00000044356.1, ENSPTRG00000052529.1, ENSPTRG00000046220.1, ENSPTRG00000021361.7
OG0001986	ENSG00000130755.13	ENSPTRG00000010960.5
OG0001986	ENSG00000197045.13	ENSPTRG00000023658.4
OG0001987	ENSG00000173662.21	ENSPTRG00000000090.7
OG0001987	ENSG00000179002.5	ENSPTRG00000000254.6
OG0001988	ENSG00000079974.17	ENSPTRG00000048437.1
OG0001988	ENSG00000144134.18	ENSPTRG00000014555.6
OG0001989	ENSG00000100490.9	ENSPTRG00000006331.5
OG0001989	ENSG00000205111.8	ENSPTRG00000030509.4
OG0001991	ENSG00000074964.17	ENSPTRG00000000248.7
OG0001992	ENSG00000102144.15	ENSPTRG00000051618.1, ENSPTRG00000022052.7
OG0001992	ENSG00000170950.6	ENSPTRG00000018264.4
OG0001993	ENSG00000103342.13	ENSPTRG00000007779.6
OG0001994	ENSG00000116983.13	ENSPTRG00000000576.6
OG0001994	ENSG00000163032.12	ENSPTRG00000011675.5
OG0001995	ENSG00000174444.15	ENSPTRG00000039091.2, ENSPTRG00000039806.2, ENSPTRG00000007195.5
OG0001996	ENSG00000276709.4	ENSPTRG00000046216.1
OG0001996	ENSG00000275498.5, ENSG00000179889.19	ENSPTRG00000007799.5, ENSPTRG00000051138.1
OG0001997	ENSG00000108523.16	ENSPTRG00000008615.6
OG0001998	ENSG00000129744.3	ENSPTRG00000003198.3
OG0001999	ENSG00000277140.2, ENSG00000166783.22	ENSPTRG00000007807.6
OG0002000	ENSG00000159248.5	ENSPTRG00000006889.5
OG0002002	ENSG00000099282.10	ENSPTRG00000002575.3
OG0002003	ENSG00000186871.7	ENSPTRG00000022023.4
OG0002004	ENSG00000110395.7	ENSPTRG00000004378.4
OG0002005	ENSG00000138138.13, ENSG00000283024.1	ENSPTRG00000002717.3, ENSPTRG00000050092.1
OG0002006	ENSG00000116030.16	ENSPTRG00000043756.1, ENSPTRG00000046637.1, ENSPTRG00000049673.1, ENSPTRG00000012817.6
OG0002007	ENSG00000198732.10	ENSPTRG00000006490.4
OG0002008	ENSG00000107625.13	ENSPTRG00000002562.4
OG0002008	ENSG00000165732.13	ENSPTRG00000002563.5
OG0002009	ENSG00000197446.9	ENSPTRG00000043811.1, ENSPTRG00000049904.1, ENSPTRG00000047387.1
OG0002011	ENSG00000121691.7	ENSPTRG00000003496.4
OG0002012	ENSG00000091073.19	ENSPTRG00000019326.5, ENSPTRG00000043527.1, ENSPTRG00000043322.1, ENSPTRG00000045503.1
OG0002013	ENSG00000205356.10	ENSPTRG00000044396.1, ENSPTRG00000028478.4
OG0002014	ENSG00000003400.15	ENSPTRG00000012800.7
OG0002014	ENSG00000064012.22	ENSPTRG00000012801.7
OG0002015	ENSG00000145604.16	ENSPTRG00000016797.5
OG0002016	ENSG00000168781.22	ENSPTRG00000022996.5
OG0002017	ENSG00000035720.8	ENSPTRG00000016098.3
OG0002017	ENSG00000178078.11	ENSPTRG00000051487.1
OG0002018	ENSG00000168671.10	ENSPTRG00000051465.1
OG0002018	ENSG00000145626.12	ENSPTRG00000016792.5
OG0002019	ENSG00000135164.18	ENSPTRG00000044877.1, ENSPTRG00000019364.6
OG0002020	ENSG00000165588.17	ENSPTRG00000006381.6
OG0002021	ENSG00000131269.19	ENSPTRG00000051934.1
OG0002022	ENSG00000221955.10	ENSPTRG00000015317.6
OG0002023	ENSG00000109163.6	ENSPTRG00000016100.4
OG0002024	ENSG00000288217.1, ENSG00000139197.10	ENSPTRG00000043056.1, ENSPTRG00000004610.5
OG0002025	ENSG00000126883.17	ENSPTRG00000021482.6
OG0002026	ENSG00000275051.2, ENSG00000125207.7	ENSPTRG00000005633.4
OG0002027	ENSG00000082438.17	ENSPTRG00000012588.7
OG0002028	ENSG00000214063.11	ENSPTRG00000003142.6
OG0002029	ENSG00000078589.13	ENSPTRG00000050132.1
OG0002030	ENSG00000136930.13	ENSPTRG00000021354.6
OG0002030	ENSG00000205220.12	ENSPTRG00000031165.4
OG0002031	ENSG00000118094.12	ENSPTRG00000004352.6
OG0002032	ENSG00000198060.10	ENSPTRG00000024274.5
OG0002033	ENSG00000067369.13	ENSPTRG00000006994.5
OG0002034	ENSG00000260170.1, ENSG00000137767.14	ENSPTRG00000007039.5
OG0002035	ENSG00000102580.15	ENSPTRG00000005976.6
OG0002036	ENSG00000280548.4, ENSG00000105202.9	ENSPTRG00000010982.3, ENSPTRG00000040021.2
OG0002036	ENSG00000188573.8	ENSPTRG00000046755.1
OG0002037	ENSG00000175334.8	ENSPTRG00000045262.1, ENSPTRG00000003907.4, ENSPTRG00000050685.1
OG0002039	ENSG00000129474.16	ENSPTRG00000006154.6
OG0002039	ENSG00000092036.18	ENSPTRG00000006153.7
OG0002040	ENSG00000115486.12	ENSPTRG00000012135.5
OG0002041	ENSG00000102387.15	ENSPTRG00000022102.4
OG0002042	ENSG00000159692.15	ENSPTRG00000015827.6
OG0002043	ENSG00000122674.12, ENSG00000146574.15	ENSPTRG00000051931.1, ENSPTRG00000048336.1
OG0002044	ENSG00000179832.17	ENSPTRG00000020688.6
OG0002045	ENSG00000084754.12	ENSPTRG00000048332.1, ENSPTRG00000048991.1, ENSPTRG00000011732.3
OG0002046	ENSG00000109667.12	ENSPTRG00000015915.5
OG0002047	ENSG00000112378.12	ENSPTRG00000050751.1
OG0002048	ENSG00000090432.7	ENSPTRG00000000288.4
OG0002049	ENSG00000150281.6	ENSPTRG00000008018.5
OG0002050	ENSG00000181090.21	ENSPTRG00000021607.7
OG0002051	ENSG00000099381.18	ENSPTRG00000008024.5
OG0002052	ENSG00000106484.16	ENSPTRG00000048417.1, ENSPTRG00000045470.1, ENSPTRG00000044905.1, ENSPTRG00000019698.6
OG0002053	ENSG00000159208.16	ENSPTRG00000001252.5
OG0002054	ENSG00000197694.17	ENSPTRG00000021433.7
OG0002055	ENSG00000167395.10	ENSPTRG00000008029.6
OG0002056	ENSG00000075151.20	ENSPTRG00000000297.7
OG0002057	ENSG00000171307.19	ENSPTRG00000002809.6
OG0002058	ENSG00000065526.12	ENSPTRG00000000210.6
OG0002059	ENSG00000163283.7	ENSPTRG00000013034.6
OG0002059	ENSG00000163286.9	ENSPTRG00000013036.4
OG0002059	ENSG00000163295.5	ENSPTRG00000013035.4
OG0002060	ENSG00000137073.22	ENSPTRG00000020871.7
OG0002061	ENSG00000276021.4, ENSG00000167716.18	ENSPTRG00000008535.7
OG0002062	ENSG00000173821.19	ENSPTRG00000009744.5
OG0002063	ENSG00000172375.13	ENSPTRG00000004371.5
OG0002064	ENSG00000136160.17	ENSPTRG00000005946.7
OG0002065	ENSG00000185122.11, ENSG00000284774.2	ENSPTRG00000048158.1
OG0002066	ENSG00000123165.8	ENSPTRG00000022254.4
OG0002066	ENSG00000169717.7	ENSPTRG00000000057.4
OG0002067	ENSG00000188313.13	ENSPTRG00000015499.5
OG0002068	ENSG00000276726.4, ENSG00000103423.14	ENSPTRG00000007718.6
OG0002069	ENSG00000120451.10	ENSPTRG00000050919.1, ENSPTRG00000051524.1, ENSPTRG00000051869.1, ENSPTRG00000049273.1, ENSPTRG00000004487.5
OG0002070	ENSG00000111237.19	ENSPTRG00000005442.6
OG0002071	ENSG00000198929.13	ENSPTRG00000001598.6
OG0002072	ENSG00000120533.13	ENSPTRG00000020510.6
OG0002073	ENSG00000159228.13	ENSPTRG00000013886.6
OG0002073	ENSG00000159231.6	ENSPTRG00000032586.2
OG0002074	ENSG00000149922.10	ENSPTRG00000007985.6
OG0002075	ENSG00000175826.12	ENSPTRG00000008668.4
OG0002075	ENSG00000288307.1	ENSPTRG00000039338.2
OG0002076	ENSG00000157106.16	ENSPTRG00000007825.6
OG0002077	ENSG00000255292.8	ENSPTRG00000047498.1
OG0002077	ENSG00000204370.12	ENSPTRG00000043289.1
OG0002078	ENSG00000144152.13	ENSPTRG00000012361.5
OG0002079	ENSG00000140307.11	ENSPTRG00000043386.1, ENSPTRG00000007129.6
OG0002080	ENSG00000170234.13	ENSPTRG00000017486.5
OG0002081	ENSG00000100883.12	ENSPTRG00000006259.5
OG0002082	ENSG00000068796.17	ENSPTRG00000016913.6
OG0002083	ENSG00000129003.18	ENSPTRG00000007135.6
OG0002084	ENSG00000021355.13	ENSPTRG00000017667.5
OG0002085	ENSG00000133422.13	ENSPTRG00000014257.6
OG0002086	ENSG00000137776.17	ENSPTRG00000007121.6
OG0002087	ENSG00000277196.4, ENSG00000100033.16	ENSPTRG00000051094.1
OG0002088	ENSG00000156482.11	ENSPTRG00000020454.5
OG0002089	ENSG00000187642.9	ENSPTRG00000043702.1, ENSPTRG00000039606.2
OG0002090	ENSG00000140262.17	ENSPTRG00000007109.6
OG0002091	ENSG00000204264.11, ENSG00000235715.6, ENSG00000236443.6, ENSG00000206298.8, ENSG00000226201.6, ENSG00000230669.6, ENSG00000231631.6, ENSG00000230034.8	ENSPTRG00000018022.7
OG0002092	ENSG00000079841.18	ENSPTRG00000051415.1
OG0002093	ENSG00000137871.20	ENSPTRG00000007107.6
OG0002093	ENSG00000056277.16	ENSPTRG00000050457.1
OG0002094	ENSG00000188343.13	ENSPTRG00000006940.5, ENSPTRG00000044420.1, ENSPTRG00000048306.1, ENSPTRG00000050006.1
OG0002095	ENSG00000176692.8	ENSPTRG00000031133.2
OG0002095	ENSG00000054598.9	ENSPTRG00000051406.1
OG0002096	ENSG00000078668.14	ENSPTRG00000020205.4
OG0002097	ENSG00000241878.11	ENSPTRG00000051220.1, ENSPTRG00000014276.6
OG0002098	ENSG00000100014.20, ENSG00000258555.6	ENSPTRG00000014172.6
OG0002099	ENSG00000138867.16	ENSPTRG00000014175.6
OG0002100	ENSG00000105568.18	ENSPTRG00000011406.5
OG0002100	ENSG00000137713.16	ENSPTRG00000004270.7
OG0002101	ENSG00000214943.5	ENSPTRG00000032557.3
OG0002102	ENSG00000147130.14	ENSPTRG00000022009.3
OG0002103	ENSG00000104756.16	ENSPTRG00000020092.4, ENSPTRG00000022143.6, ENSPTRG00000052876.1, ENSPTRG00000049295.1, ENSPTRG00000049546.1, ENSPTRG00000048138.1
OG0002104	ENSG00000104325.7	ENSPTRG00000020408.5
OG0002105	ENSG00000224982.4	ENSPTRG00000040726.2
OG0002106	ENSG00000089157.16	ENSPTRG00000048939.1, ENSPTRG00000005526.6, ENSPTRG00000043757.1
OG0002107	ENSG00000089220.5	ENSPTRG00000051234.1, ENSPTRG00000050013.1, ENSPTRG00000005512.3
OG0002108	ENSG00000076554.15, ENSG00000276418.5	ENSPTRG00000020367.6
OG0002109	ENSG00000225830.13	ENSPTRG00000002488.6
OG0002110	ENSG00000056097.16	ENSPTRG00000016771.6
OG0002111	ENSG00000125533.6	ENSPTRG00000013728.2
OG0002112	ENSG00000102898.12	ENSPTRG00000008248.3
OG0002113	ENSG00000104205.15	ENSPTRG00000020312.5
OG0002114	ENSG00000145860.11	ENSPTRG00000017479.6
OG0002115	ENSG00000138207.14	ENSPTRG00000002768.5
OG0002116	ENSG00000168509.20	ENSPTRG00000044540.1
OG0002117	ENSG00000168993.15	ENSPTRG00000046897.1
OG0002117	ENSG00000145920.15	ENSPTRG00000048326.1
OG0002118	ENSG00000135940.7	ENSPTRG00000048245.1, ENSPTRG00000012257.2
OG0002119	ENSG00000277445.4, ENSG00000214575.9	ENSPTRG00000034062.3
OG0002120	ENSG00000184203.8	ENSPTRG00000043205.1
OG0002120	ENSG00000231989.5	ENSPTRG00000043249.1
OG0002121	ENSG00000118729.11	ENSPTRG00000001148.6
OG0002121	ENSG00000143318.13	ENSPTRG00000001544.5
OG0002122	ENSG00000156650.14, ENSG00000281813.4	ENSPTRG00000002652.6
OG0002123	ENSG00000101160.14	ENSPTRG00000013679.6
OG0002124	ENSG00000148735.15	ENSPTRG00000002953.6
OG0002125	ENSG00000147526.20	ENSPTRG00000020178.6, ENSPTRG00000049232.1
OG0002126	ENSG00000274679.4, ENSG00000160284.15	ENSPTRG00000014016.5
OG0002126	ENSG00000186583.12	ENSPTRG00000020675.6
OG0002127	ENSG00000185739.13	ENSPTRG00000007712.6
OG0002128	ENSG00000116698.21	ENSPTRG00000001764.6
OG0002129	ENSG00000153037.15	ENSPTRG00000017136.3
OG0002130	ENSG00000166391.15	ENSPTRG00000004086.5
OG0002131	ENSG00000168228.15	ENSPTRG00000015962.5
OG0002132	ENSG00000101180.16	ENSPTRG00000013702.6
OG0002133	ENSG00000103121.9	ENSPTRG00000008382.3
OG0002134	ENSG00000284512.1, ENSG00000260643.2	ENSPTRG00000050175.1
OG0002134	ENSG00000140905.11	ENSPTRG00000039515.2
OG0002135	ENSG00000155868.8	ENSPTRG00000017462.5
OG0002136	ENSG00000015171.19	ENSPTRG00000002229.6
OG0002137	ENSG00000137074.19	ENSPTRG00000020850.6
OG0002138	ENSG00000124795.17	ENSPTRG00000017758.4
OG0002139	ENSG00000108094.15	ENSPTRG00000044376.1, ENSPTRG00000002418.7
OG0002140	ENSG00000128524.5	ENSPTRG00000040903.2, ENSPTRG00000019672.4
OG0002141	ENSG00000197448.14	ENSPTRG00000019803.6, ENSPTRG00000048178.1
OG0002142	ENSG00000126746.17	ENSPTRG00000004584.6
OG0002143	ENSG00000253831.3	ENSPTRG00000001485.4
OG0002143	ENSG00000268041.2	ENSPTRG00000045867.1
OG0002144	ENSG00000160838.14	ENSPTRG00000001483.4
OG0002145	ENSG00000029993.15	ENSPTRG00000051856.1, ENSPTRG00000051338.1, ENSPTRG00000052656.1, ENSPTRG00000022371.7
OG0002146	ENSG00000164237.9	ENSPTRG00000045109.1
OG0002147	ENSG00000226479.4	ENSPTRG00000044584.1
OG0002147	ENSG00000269556.8	ENSPTRG00000046347.1
OG0002148	ENSG00000112984.12	ENSPTRG00000017281.6
OG0002149	ENSG00000165629.20	ENSPTRG00000049573.1, ENSPTRG00000047994.1, ENSPTRG00000002277.6
OG0002150	ENSG00000137857.17	ENSPTRG00000007029.6
OG0002150	ENSG00000140279.12	ENSPTRG00000007026.5
OG0002151	ENSG00000145428.15	ENSPTRG00000016529.6
OG0002151	ENSG00000137522.18	ENSPTRG00000004021.6
OG0002152	ENSG00000206355.11, ENSG00000234114.8, ENSG00000223533.8, ENSG00000224180.8, ENSG00000206457.10, ENSG00000204536.14	ENSPTRG00000017951.7
OG0002153	ENSG00000137310.12, ENSG00000206455.8, ENSG00000234674.6, ENSG00000233890.6, ENSG00000224379.6, ENSG00000224941.6, ENSG00000224472.6	ENSPTRG00000017952.7
OG0002154	ENSG00000162733.19	ENSPTRG00000001603.6
OG0002155	ENSG00000149506.11	ENSPTRG00000003723.4
OG0002155	ENSG00000116996.9	ENSPTRG00000002151.4
OG0002156	ENSG00000163697.17	ENSPTRG00000016008.7
OG0002157	ENSG00000143387.13	ENSPTRG00000001265.6
OG0002158	ENSG00000167515.10	ENSPTRG00000008468.3, ENSPTRG00000051923.1
OG0002159	ENSG00000167548.15	ENSPTRG00000004896.6
OG0002160	ENSG00000278444.1	ENSPTRG00000028887.3
OG0002160	ENSG00000273622.1	ENSPTRG00000049918.1
OG0002161	ENSG00000117523.16	ENSPTRG00000001678.7
OG0002162	ENSG00000206203.5	ENSPTRG00000046622.1
OG0002163	ENSG00000241973.11	ENSPTRG00000014090.5
OG0002164	ENSG00000149503.13	ENSPTRG00000003760.6
OG0002165	ENSG00000126267.11	ENSPTRG00000010854.4
OG0002166	ENSG00000122566.21	ENSPTRG00000019002.6
OG0002167	ENSG00000188846.14	ENSPTRG00000011963.5
OG0002168	ENSG00000133597.11	ENSPTRG00000019770.5, ENSPTRG00000047707.1
OG0002169	ENSG00000122545.20	ENSPTRG00000019080.6
OG0002170	ENSG00000102547.19	ENSPTRG00000005872.7
OG0002170	ENSG00000135932.11	ENSPTRG00000013015.5
OG0002171	ENSG00000178623.12	ENSPTRG00000028943.5
OG0002172	ENSG00000100220.12	ENSPTRG00000014287.6
OG0002173	ENSG00000055130.17	ENSPTRG00000045689.1, ENSPTRG00000019836.7
OG0002174	ENSG00000277564.4, ENSG00000100320.23	ENSPTRG00000014305.6
OG0002175	ENSG00000091513.16	ENSPTRG00000015412.6
OG0002175	ENSG00000012223.13	ENSPTRG00000014850.6
