GOBPID,Pvalue,OddsRatio,ExpCount,Count,Size,Term
GO:1904153,0.008054603,10.26229508,0.979710849,4,6,"negative regulation of retrograde protein transport, ER to cytosol"
GO:0015917,0.008054603,10.26229508,0.979710849,4,6,aminophospholipid transport
GO:0031642,0.008054603,10.26229508,0.979710849,4,6,negative regulation of myelination
GO:0006011,0.008054603,10.26229508,0.979710849,4,6,UDP-glucose metabolic process
GO:0006421,0.008054603,10.26229508,0.979710849,4,6,asparaginyl-tRNA aminoacylation
GO:0006782,0.008054603,10.26229508,0.979710849,4,6,protoporphyrinogen IX biosynthetic process
GO:0044752,0.008054603,10.26229508,0.979710849,4,6,response to human chorionic gonadotropin
GO:0010133,0.008054603,10.26229508,0.979710849,4,6,proline catabolic process to glutamate
GO:0000480,0.008054603,10.26229508,0.979710849,4,6,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0070050,0.008054603,10.26229508,0.979710849,4,6,neuron cellular homeostasis
GO:0070862,0.008054603,10.26229508,0.979710849,4,6,negative regulation of protein exit from endoplasmic reticulum
GO:1903301,0.008054603,10.26229508,0.979710849,4,6,positive regulation of hexokinase activity
GO:0045627,0.008054603,10.26229508,0.979710849,4,6,positive regulation of T-helper 1 cell differentiation
GO:0051683,0.008164785,6.415393217,1.469566274,5,9,establishment of Golgi localization
GO:0060050,0.008164785,6.415393217,1.469566274,5,9,positive regulation of protein glycosylation
GO:0090166,0.008164785,6.415393217,1.469566274,5,9,Golgi disassembly
GO:0009437,0.008164785,6.415393217,1.469566274,5,9,carnitine metabolic process
GO:0006616,0.008164785,6.415393217,1.469566274,5,9,"SRP-dependent cotranslational protein targeting to membrane, translocation"
GO:0033079,0.008164785,6.415393217,1.469566274,5,9,immature T cell proliferation
GO:1903076,0.008510294,1.871143871,14.69566274,24,90,regulation of protein localization to plasma membrane
GO:0042157,0.008601471,1.653917843,23.51306038,35,144,lipoprotein metabolic process
GO:0006516,0.008957989,3.993327531,2.612562265,7,16,glycoprotein catabolic process
GO:0060341,0.009106447,1.23583255,149.4059045,176,915,regulation of cellular localization
GO:0051452,0.009399458,2.569133034,5.878265095,12,36,intracellular pH reduction
GO:0070849,0.009436778,2.131849769,9.470538209,17,58,response to epidermal growth factor
GO:0032024,0.009511116,1.878275112,14.04252217,23,86,positive regulation of insulin secretion
GO:0042158,0.009519062,1.716077251,19.59421698,30,120,lipoprotein biosynthetic process
GO:0097066,0.009868615,2.691054307,5.225124529,11,32,response to thyroid hormone
GO:1901071,0.010184062,2.853705087,4.571983963,10,28,glucosamine-containing compound metabolic process
GO:0046835,0.010245789,3.081522956,3.918843397,9,24,carbohydrate phosphorylation
GO:2001243,0.0106314,1.886146537,13.38938161,22,82,negative regulation of intrinsic apoptotic signaling pathway
GO:0006839,0.010907551,1.451405966,41.63771109,56,255,mitochondrial transport
GO:1901135,0.011367417,1.197607757,197.9015915,227,1212,carbohydrate derivative metabolic process
GO:0006554,0.011426278,4.399808245,2.12270684,6,13,lysine catabolic process
GO:0007175,0.011426278,4.399808245,2.12270684,6,13,negative regulation of epidermal growth factor-activated receptor activity
GO:0000479,0.011426278,4.399808245,2.12270684,6,13,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:0035774,0.01142725,2.202821869,8.164257077,15,50,positive regulation of insulin secretion involved in cellular response to glucose stimulus
GO:0046394,0.011583668,1.413286957,47.84254647,63,293,carboxylic acid biosynthetic process
GO:0016053,0.011583668,1.413286957,47.84254647,63,293,organic acid biosynthetic process
GO:1903533,0.011951171,1.715538847,18.28793585,28,112,regulation of protein targeting
GO:0006760,0.012664464,2.568546881,5.388409671,11,33,folic acid-containing compound metabolic process
GO:0080182,0.013114221,3.593733681,2.775847406,7,17,histone H3-K4 trimethylation
GO:0006089,0.013114221,3.593733681,2.775847406,7,17,lactate metabolic process
GO:0048308,0.013114221,3.593733681,2.775847406,7,17,organelle inheritance
GO:1903830,0.013114221,3.593733681,2.775847406,7,17,magnesium ion transmembrane transport
GO:0006664,0.013518053,1.677005379,19.2676467,29,118,glycolipid metabolic process
GO:2000649,0.01367342,2.303383822,6.857975945,13,42,regulation of sodium ion transmembrane transporter activity
GO:0010676,0.01367342,2.303383822,6.857975945,13,42,positive regulation of cellular carbohydrate metabolic process
GO:0051645,0.0137533,3.159816303,3.428987972,8,21,Golgi localization
GO:0033572,0.0137533,3.159816303,3.428987972,8,21,transferrin transport
GO:0070861,0.0137533,3.159816303,3.428987972,8,21,regulation of protein exit from endoplasmic reticulum
GO:0045940,0.0137533,3.159816303,3.428987972,8,21,positive regulation of steroid metabolic process
GO:0034381,0.013803628,2.141476493,8.327542218,15,51,plasma lipoprotein particle clearance
GO:0043547,0.01383231,1.340599274,64.17106062,81,393,positive regulation of GTPase activity
GO:1901142,0.014152303,5.131941856,1.632851415,5,10,insulin metabolic process
GO:1990440,0.014152303,5.131941856,1.632851415,5,10,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
GO:0010867,0.014152303,5.131941856,1.632851415,5,10,positive regulation of triglyceride biosynthetic process
GO:0034498,0.014152303,5.131941856,1.632851415,5,10,early endosome to Golgi transport
GO:0007264,0.014311705,1.286510547,87.68412101,107,537,small GTPase mediated signal transduction
GO:0006464,0.014418951,1.116080528,607.9105819,652,3723,cellular protein modification process
GO:0036211,0.014418951,1.116080528,607.9105819,652,3723,protein modification process
GO:0016050,0.014737456,1.361125113,56.33337383,72,345,vesicle organization
GO:0032922,0.01490404,2.055988024,9.143967926,16,56,circadian regulation of gene expression
GO:0007034,0.015071463,1.628182775,21.06378326,31,129,vacuolar transport
GO:0045834,0.015130404,1.642572403,20.24735755,30,124,positive regulation of lipid metabolic process
GO:1903509,0.015159797,1.658250804,19.43093184,29,119,liposaccharide metabolic process
GO:0055129,0.015269187,15.38882682,0.653140566,3,4,L-proline biosynthetic process
GO:2000210,0.015269187,15.38882682,0.653140566,3,4,positive regulation of anoikis
GO:1904253,0.015269187,15.38882682,0.653140566,3,4,positive regulation of bile acid metabolic process
GO:0097384,0.015269187,15.38882682,0.653140566,3,4,cellular lipid biosynthetic process
GO:0019470,0.015269187,15.38882682,0.653140566,3,4,4-hydroxyproline catabolic process
GO:0019254,0.015269187,15.38882682,0.653140566,3,4,"carnitine metabolic process, CoA-linked"
GO:0002176,0.015269187,15.38882682,0.653140566,3,4,male germ cell proliferation
GO:0035633,0.015269187,15.38882682,0.653140566,3,4,maintenance of permeability of blood-brain barrier
GO:0036093,0.015269187,15.38882682,0.653140566,3,4,germ cell proliferation
GO:0006848,0.015269187,15.38882682,0.653140566,3,4,pyruvate transport
GO:0006561,0.015269187,15.38882682,0.653140566,3,4,proline biosynthetic process
GO:0006564,0.015269187,15.38882682,0.653140566,3,4,L-serine biosynthetic process
GO:1901475,0.015269187,15.38882682,0.653140566,3,4,pyruvate transmembrane transport
GO:1901873,0.015269187,15.38882682,0.653140566,3,4,regulation of post-translational protein modification
GO:0033091,0.015269187,15.38882682,0.653140566,3,4,positive regulation of immature T cell proliferation
GO:1990592,0.015269187,15.38882682,0.653140566,3,4,protein K69-linked ufmylation
GO:1990564,0.015269187,15.38882682,0.653140566,3,4,protein polyufmylation
GO:0070859,0.015269187,15.38882682,0.653140566,3,4,positive regulation of bile acid biosynthetic process
GO:1903826,0.015269187,15.38882682,0.653140566,3,4,arginine transmembrane transport
GO:1903589,0.015269187,15.38882682,0.653140566,3,4,positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
GO:0051640,0.015336303,1.258177203,104.3392054,125,639,organelle localization
GO:0043401,0.015495941,1.540888427,26.94204835,38,165,steroid hormone mediated signaling pathway
GO:0061136,0.015495941,1.540888427,26.94204835,38,165,regulation of proteasomal protein catabolic process
GO:0097190,0.015613776,1.275353771,91.6029644,111,561,apoptotic signaling pathway
GO:0048278,0.015838419,1.986062421,9.960393634,17,61,vesicle docking
GO:2000601,0.016372983,6.841033284,1.142995991,4,7,positive regulation of Arp2/3 complex-mediated actin nucleation
GO:0006041,0.016372983,6.841033284,1.142995991,4,7,glucosamine metabolic process
GO:0006562,0.016372983,6.841033284,1.142995991,4,7,proline catabolic process
GO:0036491,0.016372983,6.841033284,1.142995991,4,7,regulation of translation initiation in response to endoplasmic reticulum stress
GO:0036492,0.016372983,6.841033284,1.142995991,4,7,eiF2alpha phosphorylation in response to endoplasmic reticulum stress
GO:0000101,0.016372983,6.841033284,1.142995991,4,7,sulfur amino acid transport
GO:0034720,0.016372983,6.841033284,1.142995991,4,7,histone H3-K4 demethylation
GO:0045625,0.016372983,6.841033284,1.142995991,4,7,regulation of T-helper 1 cell differentiation
GO:0007029,0.016545659,2.083447083,8.49082736,15,52,endoplasmic reticulum organization
GO:0046825,0.016741087,2.226442368,7.021261086,13,43,regulation of protein export from nucleus
GO:0032309,0.016741087,2.226442368,7.021261086,13,43,icosanoid secretion
GO:0016482,0.017018714,1.528738208,27.1053335,38,166,cytosolic transport
GO:0006506,0.017116482,2.567961165,4.898554246,10,30,GPI anchor biosynthetic process
GO:0071287,0.017273796,3.849552573,2.285991982,6,14,cellular response to manganese ion
GO:0097284,0.017273796,3.849552573,2.285991982,6,14,hepatocyte apoptotic process
GO:0010866,0.017273796,3.849552573,2.285991982,6,14,regulation of triglyceride biosynthetic process
GO:0000478,0.017273796,3.849552573,2.285991982,6,14,endonucleolytic cleavage involved in rRNA processing
GO:0010663,0.017273796,3.849552573,2.285991982,6,14,positive regulation of striated muscle cell apoptotic process
GO:0010666,0.017273796,3.849552573,2.285991982,6,14,positive regulation of cardiac muscle cell apoptotic process
GO:0046578,0.017652476,1.425580344,39.18843397,52,240,regulation of Ras protein signal transduction
GO:1904292,0.018028247,2.718595613,4.24541368,9,26,regulation of ERAD pathway
GO:0008206,0.018344301,2.115799199,7.837686794,14,48,bile acid metabolic process
GO:0006614,0.018345307,2.283175552,6.36812052,12,39,SRP-dependent cotranslational protein targeting to membrane
GO:0015693,0.018490315,3.266793259,2.939132548,7,18,magnesium ion transport
GO:0018195,0.018490315,3.266793259,2.939132548,7,18,peptidyl-arginine modification
GO:0006305,0.01859161,1.941786264,10.12367878,17,62,DNA alkylation
GO:0006306,0.01859161,1.941786264,10.12367878,17,62,DNA methylation
GO:0051345,0.018921533,1.233302855,117.0754465,138,717,positive regulation of hydrolase activity
GO:0046883,0.019662818,1.382630796,45.55655449,59,279,regulation of hormone secretion
GO:0019432,0.020003991,2.354158884,5.714979954,11,35,triglyceride biosynthetic process
GO:0005996,0.020006676,1.423416367,37.7188677,50,231,monosaccharide metabolic process
GO:0016197,0.020170318,1.36497479,49.1488276,63,301,endosomal transport
GO:0047496,0.020302984,2.154464878,7.184546228,13,44,vesicle transport along microtubule
GO:0006643,0.021352902,1.452713449,32.65702831,44,200,membrane lipid metabolic process
GO:1990089,0.021698067,1.899435157,10.28696392,17,63,response to nerve growth factor
GO:0035023,0.021884593,1.535054668,24.16620095,34,148,regulation of Rho protein signal transduction
GO:0033013,0.021928672,2.055198205,8.000971935,14,49,tetrapyrrole metabolic process
GO:0008333,0.021928672,2.055198205,8.000971935,14,49,endosome to lysosome transport
GO:0006378,0.022417302,2.201473414,6.531405662,12,40,mRNA polyadenylation
GO:0071823,0.022504086,4.276307616,1.796136557,5,11,protein-carbohydrate complex subunit organization
GO:2000651,0.022504086,4.276307616,1.796136557,5,11,positive regulation of sodium ion transmembrane transporter activity
GO:0019374,0.022504086,4.276307616,1.796136557,5,11,galactolipid metabolic process
GO:0032025,0.022504086,4.276307616,1.796136557,5,11,response to cobalt ion
GO:0002505,0.022504086,4.276307616,1.796136557,5,11,antigen processing and presentation of polysaccharide antigen via MHC class II
GO:0002506,0.022504086,4.276307616,1.796136557,5,11,polysaccharide assembly with MHC class II protein complex
GO:0006681,0.022504086,4.276307616,1.796136557,5,11,galactosylceramide metabolic process
GO:0000098,0.022504086,4.276307616,1.796136557,5,11,sulfur amino acid catabolic process
GO:0065006,0.022504086,4.276307616,1.796136557,5,11,protein-carbohydrate complex assembly
GO:0034384,0.022504086,4.276307616,1.796136557,5,11,high-density lipoprotein particle clearance
GO:0034975,0.022504086,4.276307616,1.796136557,5,11,protein folding in endoplasmic reticulum
GO:0031329,0.022740642,1.228307241,113.1566031,133,693,regulation of cellular catabolic process
GO:0008202,0.022975989,1.3534,49.47539789,63,303,steroid metabolic process
GO:1901698,0.023105569,1.180372239,179.6136557,204,1100,response to nitrogen compound
GO:0120033,0.023219693,2.567375887,4.408698822,9,27,negative regulation of plasma membrane bounded cell projection assembly
GO:0043087,0.023304288,1.280298531,75.60102053,92,463,regulation of GTPase activity
GO:1903214,0.023407512,1.772734322,12.73624104,20,78,regulation of protein targeting to mitochondrion
GO:0009914,0.023417329,1.326829039,56.65994411,71,347,hormone transport
GO:0012501,0.023505239,1.14120277,298.6485239,329,1829,programmed cell death
GO:1900006,0.023914432,1.713928482,14.36909246,22,88,positive regulation of dendrite development
GO:0006885,0.024025346,1.648420424,16.81836958,25,103,regulation of pH
GO:0046889,0.024333721,1.91212923,9.633823351,16,59,positive regulation of lipid biosynthetic process
GO:0071383,0.024344337,1.397635127,39.02514883,51,239,cellular response to steroid hormone stimulus
GO:0030258,0.02477887,1.386222175,40.82128538,53,250,lipid modification
GO:2000647,0.024886726,3.421575938,2.449277123,6,15,negative regulation of stem cell proliferation
GO:0035269,0.024886726,3.421575938,2.449277123,6,15,protein O-linked mannosylation
GO:0010893,0.024886726,3.421575938,2.449277123,6,15,positive regulation of steroid biosynthetic process
GO:0030157,0.024886726,3.421575938,2.449277123,6,15,pancreatic juice secretion
GO:0045792,0.024886726,3.421575938,2.449277123,6,15,negative regulation of cell size
GO:0045838,0.024886726,3.421575938,2.449277123,6,15,positive regulation of membrane potential
GO:0051238,0.024886726,3.421575938,2.449277123,6,15,sequestering of metal ion
GO:1904377,0.025183831,1.858886225,10.45024906,17,64,positive regulation of protein localization to cell periphery
GO:0060049,0.025239692,2.994342907,3.102417689,7,19,regulation of protein glycosylation
GO:0071361,0.025239692,2.994342907,3.102417689,7,19,cellular response to ethanol
GO:0035268,0.025239692,2.994342907,3.102417689,7,19,protein mannosylation
GO:0009226,0.025239692,2.994342907,3.102417689,7,19,nucleotide-sugar biosynthetic process
GO:0006491,0.025239692,2.994342907,3.102417689,7,19,N-glycan processing
GO:0000466,0.025239692,2.994342907,3.102417689,7,19,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
GO:1900721,0.026653738,Inf,0.326570283,2,2,positive regulation of uterine smooth muscle relaxation
GO:1900719,0.026653738,Inf,0.326570283,2,2,regulation of uterine smooth muscle relaxation
GO:0001575,0.026653738,Inf,0.326570283,2,2,globoside metabolic process
GO:2000275,0.026653738,Inf,0.326570283,2,2,regulation of oxidative phosphorylation uncoupler activity
GO:0071401,0.026653738,Inf,0.326570283,2,2,cellular response to triglyceride
GO:0097086,0.026653738,Inf,0.326570283,2,2,amniotic stem cell differentiation
GO:2000797,0.026653738,Inf,0.326570283,2,2,regulation of amniotic stem cell differentiation
GO:2000798,0.026653738,Inf,0.326570283,2,2,negative regulation of amniotic stem cell differentiation
GO:2000740,0.026653738,Inf,0.326570283,2,2,negative regulation of mesenchymal stem cell differentiation
GO:0071106,0.026653738,Inf,0.326570283,2,2,"adenosine 3',5'-bisphosphate transmembrane transport"
GO:2000706,0.026653738,Inf,0.326570283,2,2,negative regulation of dense core granule biogenesis
GO:0060720,0.026653738,Inf,0.326570283,2,2,spongiotrophoblast cell proliferation
GO:0060721,0.026653738,Inf,0.326570283,2,2,regulation of spongiotrophoblast cell proliferation
GO:0060722,0.026653738,Inf,0.326570283,2,2,cell proliferation involved in embryonic placenta development
GO:0060723,0.026653738,Inf,0.326570283,2,2,regulation of cell proliferation involved in embryonic placenta development
GO:0071231,0.026653738,Inf,0.326570283,2,2,cellular response to folic acid
GO:0015805,0.026653738,Inf,0.326570283,2,2,S-adenosyl-L-methionine transport
GO:1904289,0.026653738,Inf,0.326570283,2,2,regulation of mitotic DNA damage checkpoint
GO:1904211,0.026653738,Inf,0.326570283,2,2,"membrane protein proteolysis involved in retrograde protein transport, ER to cytosol"
GO:1904761,0.026653738,Inf,0.326570283,2,2,negative regulation of myofibroblast differentiation
GO:2000661,0.026653738,Inf,0.326570283,2,2,positive regulation of interleukin-1-mediated signaling pathway
GO:2000666,0.026653738,Inf,0.326570283,2,2,negative regulation of interleukin-13 secretion
GO:0031204,0.026653738,Inf,0.326570283,2,2,"posttranslational protein targeting to membrane, translocation"
GO:1904844,0.026653738,Inf,0.326570283,2,2,response to L-glutamine
GO:1904845,0.026653738,Inf,0.326570283,2,2,cellular response to L-glutamine
GO:0071586,0.026653738,Inf,0.326570283,2,2,CAAX-box protein processing
GO:0071678,0.026653738,Inf,0.326570283,2,2,olfactory bulb axon guidance
GO:0009085,0.026653738,Inf,0.326570283,2,2,lysine biosynthetic process
GO:1904643,0.026653738,Inf,0.326570283,2,2,response to curcumin
GO:0090214,0.026653738,Inf,0.326570283,2,2,spongiotrophoblast layer developmental growth
GO:0060974,0.026653738,Inf,0.326570283,2,2,cell migration involved in heart formation
GO:0060935,0.026653738,Inf,0.326570283,2,2,cardiac fibroblast cell differentiation
GO:0060936,0.026653738,Inf,0.326570283,2,2,cardiac fibroblast cell development
GO:0060938,0.026653738,Inf,0.326570283,2,2,epicardium-derived cardiac fibroblast cell differentiation
GO:0060939,0.026653738,Inf,0.326570283,2,2,epicardium-derived cardiac fibroblast cell development
GO:0035349,0.026653738,Inf,0.326570283,2,2,coenzyme A transmembrane transport
GO:0035498,0.026653738,Inf,0.326570283,2,2,carnosine metabolic process
GO:0019878,0.026653738,Inf,0.326570283,2,2,lysine biosynthetic process via aminoadipic acid
GO:0097699,0.026653738,Inf,0.326570283,2,2,vascular endothelial cell response to fluid shear stress
GO:0080120,0.026653738,Inf,0.326570283,2,2,CAAX-box protein maturation
GO:0080121,0.026653738,Inf,0.326570283,2,2,AMP transport
GO:0035752,0.026653738,Inf,0.326570283,2,2,lysosomal lumen pH elevation
GO:0006452,0.026653738,Inf,0.326570283,2,2,translational frameshifting
GO:0006427,0.026653738,Inf,0.326570283,2,2,histidyl-tRNA aminoacylation
GO:0006850,0.026653738,Inf,0.326570283,2,2,mitochondrial pyruvate transmembrane transport
GO:0006597,0.026653738,Inf,0.326570283,2,2,spermine biosynthetic process
GO:0006529,0.026653738,Inf,0.326570283,2,2,asparagine biosynthetic process
GO:0006507,0.026653738,Inf,0.326570283,2,2,GPI anchor release
GO:0044558,0.026653738,Inf,0.326570283,2,2,uterine smooth muscle relaxation
GO:0036494,0.026653738,Inf,0.326570283,2,2,positive regulation of translation initiation in response to endoplasmic reticulum stress
GO:1901250,0.026653738,Inf,0.326570283,2,2,negative regulation of lung goblet cell differentiation
GO:1901249,0.026653738,Inf,0.326570283,2,2,regulation of lung goblet cell differentiation
GO:0048334,0.026653738,Inf,0.326570283,2,2,regulation of mesodermal cell fate determination
GO:0048335,0.026653738,Inf,0.326570283,2,2,negative regulation of mesodermal cell fate determination
GO:0003147,0.026653738,Inf,0.326570283,2,2,neural crest cell migration involved in heart formation
GO:1905397,0.026653738,Inf,0.326570283,2,2,"activated CD8-positive, alpha-beta T cell apoptotic process"
GO:0140009,0.026653738,Inf,0.326570283,2,2,L-aspartate import across plasma membrane
GO:0036510,0.026653738,Inf,0.326570283,2,2,trimming of terminal mannose on C branch
GO:0036509,0.026653738,Inf,0.326570283,2,2,trimming of terminal mannose on B branch
GO:1905429,0.026653738,Inf,0.326570283,2,2,response to glycine
GO:2001203,0.026653738,Inf,0.326570283,2,2,positive regulation of transforming growth factor-beta secretion
GO:0048817,0.026653738,Inf,0.326570283,2,2,negative regulation of hair follicle maturation
GO:1905430,0.026653738,Inf,0.326570283,2,2,cellular response to glycine
GO:1905402,0.026653738,Inf,0.326570283,2,2,"regulation of activated CD8-positive, alpha-beta T cell apoptotic process"
GO:1901962,0.026653738,Inf,0.326570283,2,2,S-adenosyl-L-methionine transmembrane transport
GO:0061713,0.026653738,Inf,0.326570283,2,2,anterior neural tube closure
GO:1905281,0.026653738,Inf,0.326570283,2,2,"positive regulation of retrograde transport, endosome to Golgi"
GO:0007387,0.026653738,Inf,0.326570283,2,2,anterior compartment pattern formation
GO:0007388,0.026653738,Inf,0.326570283,2,2,posterior compartment specification
GO:0061853,0.026653738,Inf,0.326570283,2,2,regulation of neuroblast migration
GO:0061855,0.026653738,Inf,0.326570283,2,2,negative regulation of neuroblast migration
GO:0010897,0.026653738,Inf,0.326570283,2,2,negative regulation of triglyceride catabolic process
GO:1990134,0.026653738,Inf,0.326570283,2,2,epithelial cell apoptotic process involved in palatal shelf morphogenesis
GO:1902038,0.026653738,Inf,0.326570283,2,2,positive regulation of hematopoietic stem cell differentiation
GO:0033860,0.026653738,Inf,0.326570283,2,2,regulation of NAD(P)H oxidase activity
GO:1905603,0.026653738,Inf,0.326570283,2,2,regulation of maintenance of permeability of blood-brain barrier
GO:1905604,0.026653738,Inf,0.326570283,2,2,negative regulation of maintenance of permeability of blood-brain barrier
GO:0030037,0.026653738,Inf,0.326570283,2,2,actin filament reorganization involved in cell cycle
GO:1905933,0.026653738,Inf,0.326570283,2,2,regulation of cell fate determination
GO:1905934,0.026653738,Inf,0.326570283,2,2,negative regulation of cell fate determination
GO:0030328,0.026653738,Inf,0.326570283,2,2,prenylcysteine catabolic process
GO:0030329,0.026653738,Inf,0.326570283,2,2,prenylcysteine metabolic process
GO:1902504,0.026653738,Inf,0.326570283,2,2,regulation of signal transduction involved in mitotic G2 DNA damage checkpoint
GO:0018175,0.026653738,Inf,0.326570283,2,2,protein nucleotidylation
GO:0018117,0.026653738,Inf,0.326570283,2,2,protein adenylylation
GO:0034642,0.026653738,Inf,0.326570283,2,2,mitochondrion migration along actin filament
GO:0042351,0.026653738,Inf,0.326570283,2,2,'de novo' GDP-L-fucose biosynthetic process
GO:0051388,0.026653738,Inf,0.326570283,2,2,positive regulation of neurotrophin TRK receptor signaling pathway
GO:1903789,0.026653738,Inf,0.326570283,2,2,regulation of amino acid transmembrane transport
GO:1903895,0.026653738,Inf,0.326570283,2,2,negative regulation of IRE1-mediated unfolded protein response
GO:0089712,0.026653738,Inf,0.326570283,2,2,L-aspartate transmembrane transport
GO:0045905,0.026653738,Inf,0.326570283,2,2,positive regulation of translational termination
GO:1903547,0.026653738,Inf,0.326570283,2,2,regulation of growth hormone activity
GO:0051780,0.026653738,Inf,0.326570283,2,2,behavioral response to nutrient
GO:0051886,0.026653738,Inf,0.326570283,2,2,negative regulation of timing of anagen
GO:0090277,0.026695866,1.611099545,17.79808043,26,109,positive regulation of peptide hormone secretion
GO:0032411,0.026991209,1.645525526,16.16522901,24,99,positive regulation of transporter activity
GO:0010906,0.026991209,1.645525526,16.16522901,24,99,regulation of glucose metabolic process
GO:0043631,0.027118618,2.125405907,6.694690803,12,41,RNA polyadenylation
GO:0010821,0.028444146,1.432040366,31.51403232,42,193,regulation of mitochondrion organization
GO:1900102,0.028555707,5.130402385,1.306281132,4,8,negative regulation of endoplasmic reticulum unfolded protein response
GO:0046501,0.028555707,5.130402385,1.306281132,4,8,protoporphyrinogen IX metabolic process
GO:1904293,0.028555707,5.130402385,1.306281132,4,8,negative regulation of ERAD pathway
GO:0090188,0.028555707,5.130402385,1.306281132,4,8,negative regulation of pancreatic juice secretion
GO:0006657,0.028555707,5.130402385,1.306281132,4,8,CDP-choline pathway
GO:0036490,0.028555707,5.130402385,1.306281132,4,8,regulation of translation in response to endoplasmic reticulum stress
GO:2001171,0.028555707,5.130402385,1.306281132,4,8,positive regulation of ATP biosynthetic process
GO:0017187,0.028555707,5.130402385,1.306281132,4,8,peptidyl-glutamic acid carboxylation
GO:0007042,0.028555707,5.130402385,1.306281132,4,8,lysosomal lumen acidification
GO:1990416,0.028555707,5.130402385,1.306281132,4,8,cellular response to brain-derived neurotrophic factor stimulus
GO:0010807,0.028555707,5.130402385,1.306281132,4,8,regulation of synaptic vesicle priming
GO:0042373,0.028555707,5.130402385,1.306281132,4,8,vitamin K metabolic process
GO:0051262,0.029509231,1.464840554,27.26861864,37,167,protein tetramerization
GO:0006638,0.029697198,1.591803513,17.96136557,26,110,neutral lipid metabolic process
GO:0006639,0.029697198,1.591803513,17.96136557,26,110,acylglycerol metabolic process
GO:0046460,0.030077687,2.172753657,6.041550237,11,37,neutral lipid biosynthetic process
GO:0046463,0.030077687,2.172753657,6.041550237,11,37,acylglycerol biosynthetic process
GO:0042982,0.030077687,2.172753657,6.041550237,11,37,amyloid precursor protein metabolic process
GO:0010662,0.030077687,2.172753657,6.041550237,11,37,regulation of striated muscle cell apoptotic process
GO:0007041,0.030188609,1.623755334,16.32851415,24,100,lysosomal transport
GO:0043648,0.030341461,1.642411924,15.51208845,23,95,dicarboxylic acid metabolic process
GO:0071364,0.030632154,1.943823405,8.327542218,14,51,cellular response to epidermal growth factor stimulus
GO:0090278,0.030632154,1.943823405,8.327542218,14,51,negative regulation of peptide hormone secretion
GO:0048813,0.031498382,1.48258465,24.81934151,34,152,dendrite morphogenesis
GO:0019318,0.031499534,1.407081309,33.47345402,44,205,hexose metabolic process
GO:0015682,0.031642659,2.566791045,3.918843397,8,24,ferric iron transport
GO:0032365,0.031642659,2.566791045,3.918843397,8,24,intracellular lipid transport
GO:0072512,0.031642659,2.566791045,3.918843397,8,24,trivalent inorganic cation transport
GO:0018345,0.031642659,2.566791045,3.918843397,8,24,protein palmitoylation
GO:1903078,0.031832412,1.879636473,9.143967926,15,56,positive regulation of protein localization to plasma membrane
GO:0046879,0.032308595,1.30797539,54.86380756,68,336,hormone secretion
GO:0006040,0.032496697,2.054409567,6.857975945,12,42,amino sugar metabolic process
GO:2000107,0.033263888,2.232522648,5.388409671,10,33,negative regulation of leukocyte apoptotic process
GO:0043171,0.033263888,2.232522648,5.388409671,10,33,peptide catabolic process
GO:0000460,0.033263888,2.232522648,5.388409671,10,33,maturation of 5.8S rRNA
GO:1905477,0.033333004,1.587020116,17.308225,25,106,positive regulation of protein localization to membrane
GO:0046349,0.033487881,3.665140301,1.959421698,5,12,amino sugar biosynthetic process
GO:2000188,0.033487881,3.665140301,1.959421698,5,12,regulation of cholesterol homeostasis
GO:0031293,0.033487881,3.665140301,1.959421698,5,12,membrane protein intracellular domain proteolysis
GO:0002115,0.033487881,3.665140301,1.959421698,5,12,store-operated calcium entry
GO:0006659,0.033487881,3.665140301,1.959421698,5,12,phosphatidylserine biosynthetic process
GO:0010763,0.033487881,3.665140301,1.959421698,5,12,positive regulation of fibroblast migration
GO:0070233,0.033487881,3.665140301,1.959421698,5,12,negative regulation of T cell apoptotic process
GO:0038128,0.033495784,2.763807994,3.265702831,7,20,ERBB2 signaling pathway
GO:1903912,0.033545714,7.693854749,0.816425708,3,5,negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation
GO:0015811,0.033545714,7.693854749,0.816425708,3,5,L-cystine transport
GO:0060736,0.033545714,7.693854749,0.816425708,3,5,prostate gland growth
GO:2000845,0.033545714,7.693854749,0.816425708,3,5,positive regulation of testosterone secretion
GO:1904781,0.033545714,7.693854749,0.816425708,3,5,positive regulation of protein localization to centrosome
GO:1904779,0.033545714,7.693854749,0.816425708,3,5,regulation of protein localization to centrosome
GO:0071569,0.033545714,7.693854749,0.816425708,3,5,protein ufmylation
GO:0090118,0.033545714,7.693854749,0.816425708,3,5,receptor-mediated endocytosis involved in cholesterol transport
GO:0019249,0.033545714,7.693854749,0.816425708,3,5,lactate biosynthetic process
