GOBPID,Pvalue,OddsRatio,ExpCount,Count,Size,Term
GO:1901606,0.023986153,2.595751634,2.846527736,7,97,alpha-amino acid catabolic process
GO:0009062,0.023986153,2.595751634,2.846527736,7,97,fatty acid catabolic process
GO:0031325,0.024337766,1.265726005,83.10687162,100,2832,positive regulation of cellular metabolic process
GO:0010634,0.025084753,2.38556391,3.521477611,8,120,positive regulation of epithelial cell migration
GO:0046578,0.025234811,1.918989596,7.042955222,13,240,regulation of Ras protein signal transduction
GO:0044728,0.025471559,2.817787227,2.2596148,6,77,DNA methylation or demethylation
GO:0001829,0.025555071,5.249013158,0.645604229,3,22,trophectodermal cell differentiation
GO:0009083,0.025555071,5.249013158,0.645604229,3,22,branched-chain amino acid catabolic process
GO:0006869,0.025816404,1.74582956,10.09490248,17,344,lipid transport
GO:0043200,0.026200014,2.36430368,3.550823258,8,121,response to amino acid
GO:0030865,0.026796266,3.80339994,1.144480224,4,39,cortical cytoskeleton organization
GO:0032527,0.026796266,3.80339994,1.144480224,4,39,protein exit from endoplasmic reticulum
GO:1903727,0.026796266,3.80339994,1.144480224,4,39,positive regulation of phospholipid metabolic process
GO:0006614,0.026796266,3.80339994,1.144480224,4,39,SRP-dependent cotranslational protein targeting to membrane
GO:1904251,0.026986124,9.485595486,0.264110821,2,9,regulation of bile acid metabolic process
GO:0070417,0.026986124,9.485595486,0.264110821,2,9,cellular response to cold
GO:1901072,0.026986124,9.485595486,0.264110821,2,9,glucosamine-containing compound catabolic process
GO:0070857,0.026986124,9.485595486,0.264110821,2,9,regulation of bile acid biosynthetic process
GO:1905562,0.026986124,9.485595486,0.264110821,2,9,regulation of vascular endothelial cell proliferation
GO:0043455,0.026986124,9.485595486,0.264110821,2,9,regulation of secondary metabolic process
GO:0001672,0.026986124,9.485595486,0.264110821,2,9,regulation of chromatin assembly or disassembly
GO:0071394,0.026986124,9.485595486,0.264110821,2,9,cellular response to testosterone stimulus
GO:0009437,0.026986124,9.485595486,0.264110821,2,9,carnitine metabolic process
GO:0002182,0.026986124,9.485595486,0.264110821,2,9,cytoplasmic translational elongation
GO:0071501,0.026986124,9.485595486,0.264110821,2,9,cellular response to sterol depletion
GO:0033327,0.026986124,9.485595486,0.264110821,2,9,Leydig cell differentiation
GO:0006991,0.026986124,9.485595486,0.264110821,2,9,response to sterol depletion
GO:1900247,0.026986124,9.485595486,0.264110821,2,9,regulation of cytoplasmic translational elongation
GO:0101023,0.026986124,9.485595486,0.264110821,2,9,vascular endothelial cell proliferation
GO:0051247,0.027289596,1.345394471,43.28482897,56,1475,positive regulation of protein metabolic process
GO:0006357,0.027452911,1.310935686,54.08402698,68,1843,regulation of transcription by RNA polymerase II
GO:0007163,0.027554526,1.89359852,7.130992162,13,243,establishment or maintenance of cell polarity
GO:0044257,0.028313325,1.494266346,20.77671791,30,708,cellular protein catabolic process
GO:0065003,0.028450208,1.315371628,51.47226441,65,1754,protein-containing complex assembly
GO:0034032,0.028533175,2.322892449,3.609514551,8,123,purine nucleoside bisphosphate metabolic process
GO:0033865,0.028533175,2.322892449,3.609514551,8,123,nucleoside bisphosphate metabolic process
GO:0033875,0.028533175,2.322892449,3.609514551,8,123,ribonucleoside bisphosphate metabolic process
GO:0015991,0.028763886,4.98625,0.674949875,3,23,ATP hydrolysis coupled proton transport
GO:0015988,0.028763886,4.98625,0.674949875,3,23,"energy coupled proton transmembrane transport, against electrochemical gradient"
GO:0006378,0.029105406,3.697517977,1.17382587,4,40,mRNA polyadenylation
GO:0006446,0.029168955,3.084224392,1.731393159,5,59,regulation of translational initiation
GO:1904750,0.029345647,Inf,0.029345647,1,1,negative regulation of protein localization to nucleolus
GO:0061431,0.029345647,Inf,0.029345647,1,1,cellular response to methionine
GO:0018272,0.029345647,Inf,0.029345647,1,1,protein-pyridoxal-5-phosphate linkage via peptidyl-N6-pyridoxal phosphate-L-lysine
GO:1904826,0.029345647,Inf,0.029345647,1,1,regulation of hydrogen sulfide biosynthetic process
GO:1904828,0.029345647,Inf,0.029345647,1,1,positive regulation of hydrogen sulfide biosynthetic process
GO:2000184,0.029345647,Inf,0.029345647,1,1,positive regulation of progesterone biosynthetic process
GO:1904693,0.029345647,Inf,0.029345647,1,1,midbrain morphogenesis
GO:1904633,0.029345647,Inf,0.029345647,1,1,regulation of glomerular visceral epithelial cell apoptotic process
GO:1904635,0.029345647,Inf,0.029345647,1,1,positive regulation of glomerular visceral epithelial cell apoptotic process
GO:1904638,0.029345647,Inf,0.029345647,1,1,response to resveratrol
GO:1904639,0.029345647,Inf,0.029345647,1,1,cellular response to resveratrol
GO:2000266,0.029345647,Inf,0.029345647,1,1,"regulation of blood coagulation, intrinsic pathway"
GO:2000255,0.029345647,Inf,0.029345647,1,1,negative regulation of male germ cell proliferation
GO:2000277,0.029345647,Inf,0.029345647,1,1,positive regulation of oxidative phosphorylation uncoupler activity
GO:2000752,0.029345647,Inf,0.029345647,1,1,regulation of glucosylceramide catabolic process
GO:2000753,0.029345647,Inf,0.029345647,1,1,positive regulation of glucosylceramide catabolic process
GO:2000754,0.029345647,Inf,0.029345647,1,1,regulation of sphingomyelin catabolic process
GO:2000755,0.029345647,Inf,0.029345647,1,1,positive regulation of sphingomyelin catabolic process
GO:0061646,0.029345647,Inf,0.029345647,1,1,positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization
GO:0034203,0.029345647,Inf,0.029345647,1,1,glycolipid translocation
GO:0140041,0.029345647,Inf,0.029345647,1,1,cellular detoxification of methylglyoxal
GO:0038016,0.029345647,Inf,0.029345647,1,1,insulin receptor internalization
GO:0070124,0.029345647,Inf,0.029345647,1,1,mitochondrial translational initiation
GO:0045643,0.029345647,Inf,0.029345647,1,1,regulation of eosinophil differentiation
GO:0045645,0.029345647,Inf,0.029345647,1,1,positive regulation of eosinophil differentiation
GO:0042413,0.029345647,Inf,0.029345647,1,1,carnitine catabolic process
GO:0042247,0.029345647,Inf,0.029345647,1,1,establishment of planar polarity of follicular epithelium
GO:0106044,0.029345647,Inf,0.029345647,1,1,guanine deglycation
GO:0106045,0.029345647,Inf,0.029345647,1,1,"guanine deglycation, methylglyoxal removal"
GO:1901337,0.029345647,Inf,0.029345647,1,1,thioester transport
GO:0106046,0.029345647,Inf,0.029345647,1,1,"guanine deglycation, glyoxal removal"
GO:0046086,0.029345647,Inf,0.029345647,1,1,adenosine biosynthetic process
GO:0042883,0.029345647,Inf,0.029345647,1,1,cysteine transport
GO:0046491,0.029345647,Inf,0.029345647,1,1,L-methylmalonyl-CoA metabolic process
GO:0051025,0.029345647,Inf,0.029345647,1,1,negative regulation of immunoglobulin secretion
GO:0031001,0.029345647,Inf,0.029345647,1,1,response to brefeldin A
GO:0015876,0.029345647,Inf,0.029345647,1,1,acetyl-CoA transport
GO:1905407,0.029345647,Inf,0.029345647,1,1,regulation of creatine transmembrane transporter activity
GO:1905408,0.029345647,Inf,0.029345647,1,1,negative regulation of creatine transmembrane transporter activity
GO:0015689,0.029345647,Inf,0.029345647,1,1,molybdate ion transport
GO:0110113,0.029345647,Inf,0.029345647,1,1,positive regulation of lipid transporter activity
GO:2001031,0.029345647,Inf,0.029345647,1,1,positive regulation of cellular glucuronidation
GO:0043095,0.029345647,Inf,0.029345647,1,1,regulation of GTP cyclohydrolase I activity
GO:0043000,0.029345647,Inf,0.029345647,1,1,Golgi to plasma membrane CFTR protein transport
GO:0019484,0.029345647,Inf,0.029345647,1,1,beta-alanine catabolic process
GO:1905767,0.029345647,Inf,0.029345647,1,1,regulation of double-stranded telomeric DNA binding
GO:1905768,0.029345647,Inf,0.029345647,1,1,negative regulation of double-stranded telomeric DNA binding
GO:0051228,0.029345647,Inf,0.029345647,1,1,mitotic spindle disassembly
GO:0051230,0.029345647,Inf,0.029345647,1,1,spindle disassembly
GO:0015916,0.029345647,Inf,0.029345647,1,1,fatty-acyl-CoA transport
GO:0043380,0.029345647,Inf,0.029345647,1,1,regulation of memory T cell differentiation
GO:0043379,0.029345647,Inf,0.029345647,1,1,memory T cell differentiation
GO:0035046,0.029345647,Inf,0.029345647,1,1,pronuclear migration
GO:0035037,0.029345647,Inf,0.029345647,1,1,sperm entry
GO:0043105,0.029345647,Inf,0.029345647,1,1,negative regulation of GTP cyclohydrolase I activity
GO:0019516,0.029345647,Inf,0.029345647,1,1,lactate oxidation
GO:1905937,0.029345647,Inf,0.029345647,1,1,negative regulation of germ cell proliferation
GO:0100057,0.029345647,Inf,0.029345647,1,1,regulation of phenotypic switching by transcription from RNA polymerase II promoter
GO:0060060,0.029345647,Inf,0.029345647,1,1,post-embryonic retina morphogenesis in camera-type eye
GO:0016333,0.029345647,Inf,0.029345647,1,1,morphogenesis of follicular epithelium
GO:0016334,0.029345647,Inf,0.029345647,1,1,establishment or maintenance of polarity of follicular epithelium
GO:0060034,0.029345647,Inf,0.029345647,1,1,notochord cell differentiation
GO:0060035,0.029345647,Inf,0.029345647,1,1,notochord cell development
GO:0060036,0.029345647,Inf,0.029345647,1,1,notochord cell vacuolation
GO:0090044,0.029345647,Inf,0.029345647,1,1,positive regulation of tubulin deacetylation
GO:0040010,0.029345647,Inf,0.029345647,1,1,positive regulation of growth rate
GO:0090119,0.029345647,Inf,0.029345647,1,1,vesicle-mediated cholesterol transport
GO:0090104,0.029345647,Inf,0.029345647,1,1,pancreatic epsilon cell differentiation
GO:0071449,0.029345647,Inf,0.029345647,1,1,cellular response to lipid hydroperoxide
GO:0002316,0.029345647,Inf,0.029345647,1,1,follicular B cell differentiation
GO:0090713,0.029345647,Inf,0.029345647,1,1,immunological memory process
GO:0090715,0.029345647,Inf,0.029345647,1,1,immunological memory formation process
GO:0005998,0.029345647,Inf,0.029345647,1,1,xylulose catabolic process
GO:0071266,0.029345647,Inf,0.029345647,1,1,'de novo' L-methionine biosynthetic process
GO:0071250,0.029345647,Inf,0.029345647,1,1,cellular response to nitrite
GO:0060697,0.029345647,Inf,0.029345647,1,1,positive regulation of phospholipid catabolic process
GO:0071877,0.029345647,Inf,0.029345647,1,1,regulation of adenylate cyclase-inhibiting adrenergic receptor signaling pathway
GO:0044337,0.029345647,Inf,0.029345647,1,1,canonical Wnt signaling pathway involved in positive regulation of apoptotic process
GO:0071602,0.029345647,Inf,0.029345647,1,1,phytosphingosine biosynthetic process
GO:0080058,0.029345647,Inf,0.029345647,1,1,protein deglutathionylation
GO:0036345,0.029345647,Inf,0.029345647,1,1,platelet maturation
GO:0080033,0.029345647,Inf,0.029345647,1,1,response to nitrite
GO:0006169,0.029345647,Inf,0.029345647,1,1,adenosine salvage
GO:0006175,0.029345647,Inf,0.029345647,1,1,dATP biosynthetic process
GO:0044524,0.029345647,Inf,0.029345647,1,1,protein sulfhydration
GO:1903210,0.029345647,Inf,0.029345647,1,1,glomerular visceral epithelial cell apoptotic process
GO:0048321,0.029345647,Inf,0.029345647,1,1,axial mesodermal cell differentiation
GO:0048322,0.029345647,Inf,0.029345647,1,1,axial mesodermal cell fate commitment
GO:0048327,0.029345647,Inf,0.029345647,1,1,axial mesodermal cell fate specification
GO:0048328,0.029345647,Inf,0.029345647,1,1,regulation of axial mesodermal cell fate specification
GO:0048329,0.029345647,Inf,0.029345647,1,1,negative regulation of axial mesodermal cell fate specification
GO:0048348,0.029345647,Inf,0.029345647,1,1,paraxial mesodermal cell fate specification
GO:1903712,0.029345647,Inf,0.029345647,1,1,cysteine transmembrane transport
GO:0080164,0.029345647,Inf,0.029345647,1,1,regulation of nitric oxide metabolic process
GO:0036525,0.029345647,Inf,0.029345647,1,1,protein deglycation
GO:0036530,0.029345647,Inf,0.029345647,1,1,"protein deglycation, methylglyoxal removal"
GO:0010260,0.029345647,Inf,0.029345647,1,1,animal organ senescence
GO:0006671,0.029345647,Inf,0.029345647,1,1,phytosphingosine metabolic process
GO:0072334,0.029345647,Inf,0.029345647,1,1,UDP-galactose transmembrane transport
GO:0010877,0.029345647,Inf,0.029345647,1,1,lipid transport involved in lipid storage
GO:0010879,0.029345647,Inf,0.029345647,1,1,cholesterol transport involved in cholesterol storage
GO:0003311,0.029345647,Inf,0.029345647,1,1,pancreatic D cell differentiation
GO:0033488,0.029345647,Inf,0.029345647,1,1,"cholesterol biosynthetic process via 24,25-dihydrolanosterol"
GO:1900161,0.029345647,Inf,0.029345647,1,1,regulation of phospholipid scramblase activity
GO:1900163,0.029345647,Inf,0.029345647,1,1,positive regulation of phospholipid scramblase activity
GO:0021566,0.029345647,Inf,0.029345647,1,1,hypoglossal nerve development
GO:0021618,0.029345647,Inf,0.029345647,1,1,hypoglossal nerve morphogenesis
GO:1904041,0.029345647,Inf,0.029345647,1,1,regulation of cystathionine beta-synthase activity
GO:1904042,0.029345647,Inf,0.029345647,1,1,negative regulation of cystathionine beta-synthase activity
GO:0098972,0.029345647,Inf,0.029345647,1,1,anterograde dendritic transport of mitochondrion
GO:0098939,0.029345647,Inf,0.029345647,1,1,dendritic transport of mitochondrion
GO:0033864,0.029345647,Inf,0.029345647,1,1,positive regulation of NAD(P)H oxidase activity
GO:0018352,0.029345647,Inf,0.029345647,1,1,protein-pyridoxal-5-phosphate linkage
GO:0010595,0.030032074,2.703042665,2.347651741,6,80,positive regulation of endothelial cell migration
GO:0042594,0.03018307,1.98924645,5.751746765,11,196,response to starvation
GO:0032879,0.030560234,1.260551017,76.44540981,92,2605,regulation of localization
GO:0008643,0.030583026,2.163327566,4.34315572,9,148,carbohydrate transport
GO:0046890,0.030583026,2.163327566,4.34315572,9,148,regulation of lipid biosynthetic process
GO:0015711,0.030897303,1.608718161,13.49899751,21,460,organic anion transport
GO:0043631,0.031528947,3.597359364,1.203171517,4,41,RNA polyadenylation
GO:0032205,0.031528947,3.597359364,1.203171517,4,41,negative regulation of telomere maintenance
GO:0035773,0.031663553,2.666834382,2.376997387,6,81,insulin secretion involved in cellular response to glucose stimulus
GO:0040029,0.031974684,1.804362801,8.040707212,14,274,"regulation of gene expression, epigenetic"
GO:0009100,0.03204123,1.669648904,11.15134577,18,380,glycoprotein metabolic process
GO:1903580,0.032175667,4.748511905,0.704295522,3,24,positive regulation of ATP metabolic process
GO:0044265,0.032365704,1.405031627,28.72938818,39,979,cellular macromolecule catabolic process
GO:1901137,0.03257713,1.484671743,20.18980497,29,688,carbohydrate derivative biosynthetic process
GO:0044271,0.033049413,1.20906732,132.5836321,151,4518,cellular nitrogen compound biosynthetic process
GO:2000756,0.033071986,2.97369994,1.790084452,5,61,regulation of peptidyl-lysine acetylation
GO:0061469,0.03308673,8.299376299,0.293456468,2,10,regulation of type B pancreatic cell proliferation
GO:2000542,0.03308673,8.299376299,0.293456468,2,10,negative regulation of gastrulation
GO:0070813,0.03308673,8.299376299,0.293456468,2,10,hydrogen sulfide metabolic process
GO:1901163,0.03308673,8.299376299,0.293456468,2,10,regulation of trophoblast cell migration
GO:0019471,0.03308673,8.299376299,0.293456468,2,10,4-hydroxyproline metabolic process
GO:1990440,0.03308673,8.299376299,0.293456468,2,10,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
GO:0043201,0.03308673,8.299376299,0.293456468,2,10,response to leucine
GO:0032482,0.03308673,8.299376299,0.293456468,2,10,Rab protein signal transduction
GO:0042592,0.033193141,1.315454608,47.39321952,60,1615,homeostatic process
GO:2000649,0.03406753,3.502472256,1.232517164,4,42,regulation of sodium ion transmembrane transporter activity
GO:0051125,0.03406753,3.502472256,1.232517164,4,42,regulation of actin nucleation
GO:0006040,0.03406753,3.502472256,1.232517164,4,42,amino sugar metabolic process
GO:0006613,0.03406753,3.502472256,1.232517164,4,42,cotranslational protein targeting to membrane
GO:0072348,0.03406753,3.502472256,1.232517164,4,42,sulfur compound transport
GO:0006665,0.034149358,2.117222321,4.431192661,9,151,sphingolipid metabolic process
GO:0032870,0.03418469,1.477654152,20.27784191,29,691,cellular response to hormone stimulus
GO:0008202,0.034386109,1.745904558,8.891730968,15,303,steroid metabolic process
GO:0034645,0.034853677,1.206560002,131.8499909,150,4493,cellular macromolecule biosynthetic process
GO:1990823,0.034928663,2.382653061,3.08129291,7,105,response to leukemia inhibitory factor
GO:1990830,0.034928663,2.382653061,3.08129291,7,105,cellular response to leukemia inhibitory factor
GO:0016042,0.035240105,1.739752462,8.921076615,15,304,lipid catabolic process
GO:0010498,0.035537081,1.623656445,12.09040646,19,412,proteasomal protein catabolic process
GO:0051603,0.035706811,1.481850018,19.51485509,28,665,proteolysis involved in cellular protein catabolic process
GO:0099131,0.035788908,4.532386364,0.733641169,3,25,ATP hydrolysis coupled ion transmembrane transport
GO:0015721,0.035788908,4.532386364,0.733641169,3,25,bile acid and bile salt transport
GO:0035066,0.035788908,4.532386364,0.733641169,3,25,positive regulation of histone acetylation
GO:0044550,0.035788908,4.532386364,0.733641169,3,25,secondary metabolite biosynthetic process
GO:0051246,0.036450237,1.253453318,73.33477125,88,2499,regulation of protein metabolic process
GO:0062013,0.03649504,2.358437314,3.110638556,7,106,positive regulation of small molecule metabolic process
GO:0010876,0.036503812,1.641795231,11.32741965,18,386,lipid localization
GO:0038096,0.036721622,3.412451154,1.261862811,4,43,Fc-gamma receptor signaling pathway involved in phagocytosis
GO:0002433,0.036721622,3.412451154,1.261862811,4,43,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis
GO:1903827,0.03697831,1.557355863,14.58478644,22,497,regulation of cellular protein localization
GO:1901983,0.037285218,2.870797865,1.848775746,5,63,regulation of protein acetylation
GO:0035556,0.03749078,1.250100173,74.36186889,89,2534,intracellular signal transduction
GO:0071333,0.037992714,2.07302488,4.519229601,9,154,cellular response to glucose stimulus
GO:0005996,0.038187698,1.850245091,6.720153108,12,229,monosaccharide metabolic process
GO:0033043,0.038443637,1.345521233,36.15383681,47,1232,regulation of organelle organization
GO:0030073,0.038651071,1.905824625,5.986511939,11,204,insulin secretion
GO:0051130,0.038996307,1.348223627,35.30281305,46,1203,positive regulation of cellular component organization
GO:0030520,0.03949152,3.326931106,1.291208457,4,44,intracellular estrogen receptor signaling pathway
GO:0006635,0.039509589,2.821962981,1.878121393,5,64,fatty acid beta-oxidation
GO:0030970,0.039601631,4.335054348,0.762986816,3,26,"retrograde protein transport, ER to cytosol"
GO:0031065,0.039601631,4.335054348,0.762986816,3,26,positive regulation of histone deacetylation
GO:0031639,0.039601631,4.335054348,0.762986816,3,26,plasminogen activation
GO:0009081,0.039601631,4.335054348,0.762986816,3,26,branched-chain amino acid metabolic process
GO:0010453,0.039601631,4.335054348,0.762986816,3,26,regulation of cell fate commitment
GO:1903513,0.039601631,4.335054348,0.762986816,3,26,endoplasmic reticulum to cytosol transport
GO:0061450,0.039666966,7.376761377,0.322802114,2,11,trophoblast cell migration
GO:2000381,0.039666966,7.376761377,0.322802114,2,11,negative regulation of mesoderm development
GO:0034975,0.039666966,7.376761377,0.322802114,2,11,protein folding in endoplasmic reticulum
GO:0070911,0.039666966,7.376761377,0.322802114,2,11,global genome nucleotide-excision repair
GO:0090045,0.039666966,7.376761377,0.322802114,2,11,positive regulation of deacetylase activity
GO:0032352,0.039666966,7.376761377,0.322802114,2,11,positive regulation of hormone metabolic process
GO:0006012,0.039666966,7.376761377,0.322802114,2,11,galactose metabolic process
GO:0009996,0.039666966,7.376761377,0.322802114,2,11,negative regulation of cell fate specification
GO:0010998,0.039666966,7.376761377,0.322802114,2,11,regulation of translational initiation by eIF2 alpha phosphorylation
GO:0061029,0.039666966,7.376761377,0.322802114,2,11,eyelid development in camera-type eye
GO:0007032,0.041813076,2.774755927,1.907467039,5,65,endosome organization
GO:0032270,0.04203718,1.317782318,40.84914029,52,1392,positive regulation of cellular protein metabolic process
GO:0071326,0.042121036,2.030619227,4.607266541,9,157,cellular response to monosaccharide stimulus
GO:0071331,0.042121036,2.030619227,4.607266541,9,157,cellular response to hexose stimulus
GO:0055114,0.042135215,1.368279061,30.19667051,40,1029,oxidation-reduction process
GO:0010565,0.042357925,2.135713684,3.902971019,8,133,regulation of cellular ketone metabolic process
GO:0038094,0.042377352,3.245582769,1.320554104,4,45,Fc-gamma receptor signaling pathway
GO:0090311,0.042377352,3.245582769,1.320554104,4,45,regulation of protein deacetylation
GO:0009409,0.042377352,3.245582769,1.320554104,4,45,response to cold
GO:0009743,0.042620655,1.768638644,7.60052251,13,259,response to carbohydrate
GO:0009057,0.042808098,1.338242602,35.53757822,46,1211,macromolecule catabolic process
GO:2000104,0.043611433,4.154166667,0.792332462,3,27,negative regulation of DNA-dependent DNA replication
GO:2000758,0.043611433,4.154166667,0.792332462,3,27,positive regulation of peptidyl-lysine acetylation
GO:0010574,0.043611433,4.154166667,0.792332462,3,27,regulation of vascular endothelial growth factor production
GO:0009101,0.04362976,1.686241611,9.185187435,15,313,glycoprotein biosynthetic process
GO:0009059,0.044085282,1.192386326,134.8139012,152,4594,macromolecule biosynthetic process
GO:0043297,0.044196044,2.729096646,1.936812686,5,66,apical junction assembly
GO:0051188,0.044358505,1.717019299,8.42220062,14,287,cofactor biosynthetic process
GO:0031331,0.044642425,1.680494812,9.214533082,15,314,positive regulation of cellular catabolic process
GO:0070887,0.044870275,1.229030329,81.55155234,96,2779,cellular response to chemical stimulus
GO:0032386,0.045368422,1.619245025,10.82854365,17,369,regulation of intracellular transport
GO:0097035,0.045379084,3.168108162,1.349899751,4,46,regulation of membrane lipid distribution
GO:0071398,0.045379084,3.168108162,1.349899751,4,46,cellular response to fatty acid
GO:0007264,0.045673486,1.504085603,15.75861231,23,537,small GTPase mediated signal transduction
GO:0009890,0.046285607,1.308185663,41.11325111,52,1401,negative regulation of biosynthetic process
GO:2000303,0.046693553,6.638669439,0.352147761,2,12,regulation of ceramide biosynthetic process
GO:0046348,0.046693553,6.638669439,0.352147761,2,12,amino sugar catabolic process
GO:1905038,0.046693553,6.638669439,0.352147761,2,12,regulation of membrane lipid metabolic process
GO:0150065,0.046693553,6.638669439,0.352147761,2,12,regulation of deacetylase activity
GO:0009048,0.046693553,6.638669439,0.352147761,2,12,dosage compensation by inactivation of X chromosome
GO:0090153,0.046693553,6.638669439,0.352147761,2,12,regulation of sphingolipid biosynthetic process
GO:0002829,0.046693553,6.638669439,0.352147761,2,12,negative regulation of type 2 immune response
GO:0006293,0.046693553,6.638669439,0.352147761,2,12,"nucleotide-excision repair, preincision complex stabilization"
GO:0061085,0.046693553,6.638669439,0.352147761,2,12,regulation of histone H3-K27 methylation
GO:1903533,0.046865128,2.222829132,3.286712437,7,112,regulation of protein targeting
GO:0045444,0.047448771,1.783552725,6.954918282,12,237,fat cell differentiation
GO:0019941,0.048067197,1.495067698,15.84664925,23,540,modification-dependent protein catabolic process
GO:0015718,0.048081002,1.976682212,4.724649128,9,161,monocarboxylic acid transport
GO:0008213,0.049453273,1.887101205,5.487635944,10,187,protein alkylation
GO:0006479,0.049453273,1.887101205,5.487635944,10,187,protein methylation
