Pm_gene_id,Nn_target_id,description,class,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Pm_1_heart,Pm_10_heart,Pm_3_heart,Pm_5_heart,Pm_8_heart,Pm_1_kidney,Pm_10_kidney,Pm_3_kidney,Pm_5_kidney,Pm_8_kidney,Pm_1_liver,Pm_10_liver,Pm_3_liver,Pm_5_liver,Pm_8_liver,sg_1,sg_2,sg_3,sg_4,hrt_1,hr2_2,kidn_1,kidn_2,kidn_3,livr_1,livr_2,livr_3,Naja_vg_1,Naja_vg_2,Naja_vg_3,Naja_vg_4,Naja_vg_5,Naja_vg_6,Naja_liv_1,Naja_liv_2,Naja_kid_1,Naja_kid_2,Naja_pan_1,Naja_pan_2,Naja_sg_1
107283827,Nana26931,"RAB21, member RAS oncogene family",NA,1240,1132,1235,1480,827,709,495,627,981,620,1103,702,739,714,523,594,847,793,1226,699,625,881,1034,1243,1283,1180,774,1279,1337,1414,2730,2499,2932,628,2128,1347,1021,1822,1706,1200,764,448,450,458,477,0.3,0.55,0.1,0.09,10.03,10.02,19.35,18.96,20.11,0.65,0.75,0.82,15.9601,108.785,28.4267,23.2033,60.1422,38.8807,15.8426,17.0904,18.8403,18.962,11.8698,3.72209,32.5923
107283830,Nana26925,"protein tyrosine phosphatase, receptor type R",NA,10,47,49,21,14,20,5,13,32,15,45,14,30,11,6,10,9,1,29,8,14,48,33,55,40,52,19,8,37,7,34,706,33,104,40,31,30,85,51,60,11,13,9,6,5,0.25,0.38,0.45,0.32,3.25,2.41,2.56,2.23,2.56,3.4,4.34,3.41,0.336508,0.209574,0.450413,0.406118,1.35619,1.43534,0.458715,0.174347,4.80157,2.88351,0.78774,0.137053,0.359097
107283836,Nana26915,chaperonin containing TCP1 subunit 2,NA,7415,3059,3844,3318,2544,2260,670,1243,2652,1013,2551,3476,2700,1472,1030,1529,1273,1250,3396,1031,1163,3077,5474,3407,5442,4405,2181,1486,4234,2788,1756,1871,1906,862,1952,3680,2716,3711,2743,3576,3214,3545,3491,2616,2783,2.53,2.36,3.58,2.17,52.22,50.07,179.34,174.41,181.8,49.02,45.96,44.13,33.6011,80.3869,75.5317,46.2963,156.12,39.9207,109.323,220.811,204.658,209.39,100.979,59.6249,74.7153
107283837,Nana26914,fibroblast growth factor receptor substrate 2,NA,129,175,214,104,84,77,19,42,87,45,112,86,92,66,52,42,102,68,140,67,49,125,235,97,131,96,133,24,79,71,114,87,177,81,102,113,92,115,94,72,38,83,41,60,57,0.15,0.11,0.31,0.19,0.95,0.85,1.24,0.96,1.04,75.65,71.11,73,0.811413,0.536923,1.31422,0.585261,5.56229,0.6686,1.3515,1.11668,1.93635,1.77445,0.819882,0.438908,2.98999
107283841,Nana26933,tryptophan hydroxylase 2,NA,0,3,2,0,0,1,2,2,1,1,3,2,0,0,0,0,0,0,1,0,0,2,3,1,1,6,0,0,3,0,0,2,1,4,0,0,1,4,0,1,1,0,0,2,3,2.69,2.29,2.44,2.77,23.19,19.01,47.05,41.76,46.94,33.57,34.57,31.85,0,0,0,0,0.018979,0,0.146363,0,0.035464,0.0451003,0,0,0.0358055
107283843,Nana26926,tetraspanin 8,NA,3,19,18.99,7,6,12,0,34,13,5,45,7,40,10,1,8,0,4,46,6,12,93,8,52,2,27,8,0,6,2,0,9,0,1,5,53,140,1774,619,1249,5,3,0,0,1,0.05,0.13,0.23,0.02,3.56,4.01,2.33,1.92,1.91,0.51,0.44,0.45,4.00028,0,0,1.92657,0,8.04708,0,0.0330833,3.83853,10.5677,221.741,38.7063,29.6411
107283844,Nana26923,potassium calcium-activated channel subfamily M regulatory beta subunit 4,NA,0,2,1,3,1,2,0,0,0,0,0,3,3,0,0,1,0,0,9,0,0,3,3,0,1,2,1,0,0,1,3,2,0,2,1,2,1,1,4,1,0,0,0,1,0,111.53,88.27,105.13,107.1,97.35,79.5,3955.98,3679.14,4000.23,6983.81,7183.23,6767.83,0,0.441029,0.315951,0,0.0500698,0,0,0,4.2102,1.3088,2.27937,0,0.283383
107283850,Nana26229,Rho guanine nucleotide exchange factor 7,NA,139,175,243,112,86,72,49,41,166,61,179,203,134,95,90,77,126,85,177,63,78,113,332,147,202,130,103,30,159,100,136,150,123,102,111,98,113,249,140,105,83,94,122,65,101,0.48,0.27,0.37,0.85,0.08,0.04,0.09,0.05,0,0.19,0.23,0.06,1.53784,3.65306,2.249,2.47283,4.53727,1.73687,3.21066,4.17661,2.97477,3.88447,3.35125,0.854031,6.22465
107283853,Nana26238,inhibitor of growth family member 1,NA,155,318,365,164,111,190,56,107,234,98,244,200,243,102,102,134,64,90,412,130,145,217,395,392,239,203,188,68,243,75,174,232,235,149,183,147,184,319,223,239,112,120,86,143,206,0.53,0.31,0.28,0.17,27.2,25.15,14.45,15.5,15.12,3.11,2.59,3.14,2.61269,9.55682,5.28699,4.35979,5.20188,6.80977,6.67051,3.26851,5.87941,8.27911,6.1616,1.68976,7.78962
107283858,Nana21679,thrombospondin type 1 domain containing 7A,NA,38,123,158,78,35,118,12,49,57,36,62,83,35,22,33,42,36,59,123,34,47,71,80,73,122,151,94,43,152,59,13,56,64,82,52,8,4,39,19,23,3,0,1,4,6,11.87,8.36,12.17,12.8,52.08,43.7,145.39,136.33,149.07,179.3,162.31,170.38,1.47787,0.131119,0.125244,1.7786,3.80085,1.03407,0.0382656,0.0727195,0.0185437,0.518813,0.780338,1.27667,12.3754
107283860,Nana21685,scinderin,NA,479,1614,1213,422,263,971,125,303,969,181,622,1162,667,288,670,248,257,272,1024,727,342,1404,5831,693,564,636,606,53,843,218,212,200,387,1537,389,955,844,5131,5287,4634,29,64,80,56,105,10.3,16.11,12.83,11.35,1173.08,908.16,1609.75,1449.89,1549.25,1604.48,1689.4,1652.05,17.6164,6.45449,22.4943,27.9764,10.0645,20.4453,0.839411,0.330435,8.10658,49.2556,3.49113,0.544884,31.8512
107283861,Nana21686,ADP ribosylation factor like GTPase 4A,NA,2145,1365,1343,1404,735,1355,512,864,854,661,198,6161,773,579,786,701,853,1294,1781,734,712,1086,5691,792,1481,1477,1236,205,1449,494,1308,799,2264,600,1106,473,255,1184,1304,585,1617,518,892,755,694,0.02,0,0.02,0,0.08,0.3,0.11,0.12,0.11,0,0.01,0,3.83337,1.93264,8.65334,8.19246,9.81868,5.7157,38.283,96.3869,29.7243,72.4738,11.9181,6.00339,43.1531
107283863,Nana26397,SLIT and NTRK like family member 6,NA,21,77,51,22,53,31,51,26,48,96,61,22,25,11,105,43,11,9,100,29,10,38,113,67,73,12,73,0,35,7,102,14,104,16,85,4,2,77,21,46,3,0,0,0,4,0.02,0,0.02,0,0.04,0.05,0.59,0.65,0.94,0.06,0,0.03,0.667957,0.117866,2.46279,1.02781,0.43489,0.77055,0,0,0.200032,0.238486,0.0415341,0.0642329,4.06441
107283866,Nana33403,repulsive guidance molecule family member a,NA,6,15,29,8,10,13,4,6,10,8,26,8,16,3,3,4,7,7,23,6,2,22,74,19,48,17,5,11,30,4,1,2,0,35,0,0,0,0,1,3,1,0,0,0,1,0,0,0.01,0,0.15,0.02,1.22,1.39,0.77,0.51,0.4,0.48,9.62789,6.53182,13.0589,15.8566,42.0954,1.72173,0.333941,0.666347,1.26429,2.62397,2.29611,2.44237,14.327
107283867,Nana33399,leucine rich repeat containing 28,NA,74,73,91,45,80,96,18,55,76,45,110,48,37,27,47,48,34,40,161,50,18,123,175,174,89,63,72,12,151,25,44,14,91,42,110,106,74,93,89,87,30,44,33,50,88,0.02,0,0.02,0.01,0,0,0.03,0.02,0.01,0.05,0,0,4.79852,6.76781,6.52865,5.67918,9.94584,2.11091,10.6187,7.20265,14.6335,12.4659,6.91722,2.49657,9.262
107283868,Nana33394,myocyte enhancer factor 2A,NA,248.79,941.14,535.73,199.36,221.86,393.13,143.97,262.66,233.13,228.22,842.77,251.06,239.53,237.85,144.44,217.59,163.96,146.96,336.1,234.63,128.43,547.11,579.81,274.58,868.58,364.51,257.68,141.76,577.44,128.25,506.79,240.6,703.89,411.61,400,159,131.39,258.02,155,105.64,67,76,82,63,73,0.23,0.14,0.31,0.26,0.43,0.22,0.67,0.42,0.46,0.38,0.29,0.41,3.26652,4.09548,6.51995,3.74771,10.849,1.69995,5.57771,3.93707,6.95051,7.1204,4.4899,1.38874,10.1363
107283871,Nana33379,leucine-rich repeat kinase 1,NA,43,166,229,42,37,53,17,27,81,20,100,46,70,23,19,23,10,17,129,34,25,92,256,101,75,90,39,12,100,29,30,36,22,90,26,33,29,35,46,23,7,10,7,10,14,30.86,27.28,32.66,28.65,51.47,47.83,139.23,135.44,139.06,132.26,123.56,121.76,1.64185,2.66717,2.67119,2.87774,3.21622,0.802392,2.39573,1.00101,3.02241,3.44931,4.8235,0.693377,7.881487
107283872,Nana33378,chondroitin sulfate synthase 1,NA,32,1003,1296,51,124,136,12,23,482,10,402,298,512,67,112,66,19,30,332,201,50,712,2048,673,92,66,28,8,801,47,68,337,59,156,100,34,25,57,85,22,21,13,11,16,10,5.97,16.62,36.53,29.65,32.77,26.6,181.39,136.72,165.19,366.3,396.3,300.06,0.585257,0.568,0.54255,0.550343,0.726919,0.771598,3.30023,1.78701,2.14701,4.42994,2.13498,0.900484,43.7076
107283874,Nana33374,small nuclear ribonucleoprotein polypeptide A',NA,1031,492,641,687,488,444,137,264,488,223,425,681,395,281,215,255,351,299,562,198,244,598,909,443,715,822,402,988,523,503,537,653,512,215,559,398,391,550,457,437,301,443,370,423,503,5.42,7.62,4.84,5.98,13.09,14.34,21.24,16.08,18.53,29.52,37.14,27.58,8.47957,17.7466,20.6076,10.9575,29.53,26.6485,21.1736,15.7189,21.9242,18.5876,14.1422,5.65107,28.5076
107283875,Nana33372,proprotein convertase subtilisin/kexin type 6,NA,28,151,91,19,26,34,15,23,79,27,31,90,38,26,32,27,29,44,217,27,18,38,229,42,108,42.99,51,3,59,10,23,20,4,14,9,8,30,11,16,2,14,178,109,110,139,4.93,3.29,4.32,3.71,7.43,8.01,165.95,157.8,168.08,108.31,105.29,109.17,0.895124,0.583203,0.301747,0.729886,0.4083,0.272336,19.0839,6.49324,2.95899,2.29452,2.39764,0.317826,1.63427
107283876,Nana21447,cilia and flagella associated protein 69,NA,17,188,112,210,23,205,8,313,86,87,180,121,214,34,31,152,26,33,259,130,321,947,363,245,59,583,56,2,231,9,0,0,1,10,0,17,32,228,112,167,18,1,3,2,7,16.71,6.79,9.45,8.83,36.36,35.54,302.51,300.68,298.5,725.16,675.21,736.38,0.00531208,0,0.0402909,0,0.0127701,1.54075,0.123101,0.0187151,0.226689,1.15314,0.251035,0.147118,0.782984
107283877,Nana21448,STEAP2 metalloreductase,NA,4,104,74,10,16,43,0,6,37,4,54,34,28,6,4,2,0,7,86,15,12,99,325,18,12,50,3,0,76,6,0,0,2,0,7,274,236,738,281,456,256,249,699,335,318,2.24,3.52,2.62,2.63,34.22,31.3,65.67,62.54,68.2,31.09,33.59,31.94,0,0,0,0,0,0,2.15802,0.953739,0.364809,0.402078,0.0538651,0.149945,0.66298
107283878,Nana21449,six transmembrane epithelial antigen of the prostate 1,NA,14,221,124,44,30,101,2,11,97,8,93,140,95,23,25,9,8,10,188,43,30,221,618,75,69,194,11,3,146,19,19,11,1,5,6,93,80,295,160,136,93,37,164,108,37,6.53,4.52,6.21,5.94,15.56,11.91,23.38,24.59,25.38,31.68,33.43,29.44,0.165891,0,1.44889,0.42544,0.561941,0.994134,9.08657,5.31323,1.96459,2.54149,0.562649,0.0348057,3.79602
107283879,Nana33386,ceramide synthase 3,NA,0,1,11,0,3,0,11,1,4,1,1,4,14,6,2,5,15,0,14,2,0,10,21,7,0,3,1,0,2,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,3.01,4.63,2.47,2.81,27.67,22.27,27.1,29.92,28.26,18.32,14.63,14.8,0.385074,0.926577,0.132759,1.03244,0.420775,0.346144,0.162247,0.0616665,0.0786256,0.39996,0.304744,0.0807926,0.476297
107283880,Nana33384,lines homolog 1,NA,49,42,39,23,15,13,16,33,36,12,46,14,29,13,33,17,25,20,36,26,14,40,55,39,42,43,28,20,50,32,12,46,13,45,21,26,49,36,36,28,15,30,14,27,46,0.87,0.86,1.06,0.81,13.8,12.09,28.16,28.17,25.62,13.37,13.42,13.33,2.182626,3.34076,3.930053,2.52878,2.87673,1.70742,8.0913,3.026484,10.65323,10.54334,5.83141,2.17864,6.26955
107283881,Nana33383,ankyrin repeat and SOCS box containing 7,NA,1,1,0,1,0,1,1,1,0,0,0,3,1,1,0,1,3,0,0,0,1,5,0,4,2,1,0,4,4,1,0,0,3,10,1,5,3,1,1,4,0,0,1,1,2,3.53,5.16,3.05,2.28,7.49,6.03,8.85,9.18,8.19,5.8,5.5,5.64,0.829586,0.991421,1.15968,1.08296,2.08187,0.812974,1.86205,2.75567,2.46988,3.39501,1.44197,0.63406,2.96304
107283883,Nana33375,VCP interacting membrane selenoprotein,NA,657,187,308,472,417,233,264,202,388,276,249,198,91,465,283,339,420,400,473,375,218,162,209,320,363,180,290,1193,178,1088,37,84,65,22,82,254,203,299,478,252,172,265,171,223,405,12.6,14.49,18.84,16.53,57.14,47.83,98.25,94.75,98.02,50.16,45.73,51.25,14.2473,14.6464,26.619,17.2181,33.8052,17.82,10.2431,14.2377,8.33268,10.8667,7.21983,3.25632,23.5727
107283884,Nana04309,dopamine receptor D4,NA,0,6,3,0,0,1,0,0,2,1,3,0,0,0,0,0,0,1,0,2,0,1,0,4,3,3,0,3,2,0,0,2,0,0,0,0,1,0,3,0,0,3,0,0,0,1.28,1.1,1.15,1.26,10.46,9.97,59.43,61.21,58.44,11.01,9.49,10.77,0,0,0,0,0,1.30094,0,0,0.387851,0.140925,0.122716,0,0.279704
107283888,Nana03422,"dynein, cytoplasmic 1, intermediate chain 2",NA,1297,801,989,558,494,499,419,279,612,318,585,826,493,484,498,319,532,526,802,538,379,610,1605,838,968,677,635,512,536,613,555,509,440,310,556,522,388,627,611,498,218,344,217,262,416,17.17,17.96,14.58,12.71,14.39,12.29,38.65,30.38,34,17.4,15.1,17.81,12.664,12.6897,24.1959,16.0919,23.8052,6.85851,13.8717,10.0198,17.4388,15.9849,10.5108,2.84552,31.0768
107283891,Nana03426,tousled like kinase 1,NA,502,468,416,505,211,228,251,249,498,192,343,291,206,281,376,237,333,296,416,282,283,289,447,290,468,329,419,322,272,468,186,425,213,273,267,527,453,563,453,405,209,262,158,247,325,101.77,57.37,88.68,80.56,37.03,28.95,110.31,104.52,112.91,54.11,52.79,52.67,8.33269,10.114,15.7269,13.332,17.5296,10.0259,7.17588,5.37651,10.9928,12.6423,11.0172,4.19646,16.9657
107283892,Nana03427,golgi reassembly stacking protein 2,NA,3159,569,632,1693,1800,833,990,723,1154,999,611,1043,341,1229,669,918,1382,1684,899,964,738,481,1262,645,1868,620,1437,2428,657,1598,320,445,295,414,288,610,493,639,686,499,343,448,268,302,489,12.79,8.75,11.93,9.53,354.71,314.01,353.41,351.79,347.69,306.38,299.62,307.41,108.029,49.343,120.662,120.068,196.435,42.7179,45.1505,38.4929,35.936,41.3263,37.9732,22.254,68.1374
107283895,Nana03413,distal-less homeobox 2,NA,0,3,1,0,0,1,0,0,5,0,0,8,4,0,0,1,0,1,3,0,0,1,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.43,37.71,38.13,0.0553959,0,0.233425,0.142067,0.13317,0.486889,0,0,0,0,0,0,0.62809
107283896,Nana03415,distal-less homeobox 1,NA,0,4,3,1,0,3,0,3,2,0,2,5,7,3,3,3,0,1,8,1,1,6,12,12,8,3,1,5,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0.03,0.04,0.57,0.48,2.71,2.66,2.67,1.14,0.88,0.97,0.145285,0.307638,0,0.149037,0.139704,0,0,0,0,0,0,0,0.131781
107283899,Nana33554,IQ motif containing H,NA,1,7,7,6,1,4,0,6,8,1,5,3,1,1,1,4,0,1,6,2,1,6,13,12,1,2.99,0,2,5,0,0,1,1,3,3,3,2,1,1,0,0,0,0,0,2,0,0,0,0,0.44,0.17,0.22,0.13,0.11,0.06,0.03,0.07,0.0717517,0,0.285068,0,0.19713,0.337846,0.902638,0.50558,1.93386,1.69811,0.407915,0.165597,0.627585
107283900,Nana33558,"chromosome unknown open reading frame, human C15orf61",NA,250,229,407,123,50,192,41,74,147,113,132,197,133,141,77,110,124,58,353,54,86,184,204,341,279,253,220,242,450,99,189,128,103,39,169,325,211,303,189,358,85,20,37,24,72,0.04,0.04,0.01,0.01,0.2,0.24,0.05,0.05,0.07,0.03,0.02,0.02,10.0877,28.1439,11.7182,9.78887,24.1685,6.73961,12.3203,10.3258,44.0894,33.486,17.9701,10.8542,10.6648
107283904,Nana33586,ADAM metallopeptidase with thrombospondin type 1 motif 7,NA,13,17,19,6,2,16,2,3,12,10,9,31,8,14,7,4,4,9,17,7,4,15,77,22,27,11,6,4,14,4,8,4,5,55,8,14,19,12,12,12,26,113,33,61,56,0.01,0,0,0,0.21,0.07,0.03,0.1,0.1,126.27,121.22,133.01,1.08809,2.29623,1.9396218,1.5288463,2.362809,0.363479,1.20964,1.2200395,7.49677,5.20103,3.8270451,2.452071,2.180782
107283905,Nana04311,transmembrane protein 80,NA,235,498,399,339,129,253,81,279,210,95,351,185,313,151,259,200,205,100,507,217,127,406,303,516,101,255,252,36,302,73,493,403,442,130,490,589,474,869,474,530,361,268,186,86,209,0.7,0.66,0.45,0.48,18.88,18.13,7.96,7.84,7.07,4.99,4.67,4.77,0.666412,0.742692,0.950109,0.912356,1.10215,1.45331,1.99717,1.3328,1.57555,1.91779,1.58274,0.416307,1.69298
107283906,Nana33588,family with sequence similarity 96 member A,NA,146,71,101,122,48,47,67,55,75,49,59,81,30,65,64,52,43,29,86,25,66,58,59,75,77,91,69,213,65,185,35,33,49,43,48,172,115,157,137,94,382,330,241,117,221,0.05,0,0.03,0.04,0.41,0.35,0.6,0.56,0.45,290.94,277.77,304.34,34.6777,39.631,58.0774,45.4176,96.5435,104.171,118.823,140.4,140.188,118.114,45.2776,40.5056,53.372
107283907,Nana33589,spastic paraplegia 11 (autosomal recessive),NA,78.24,80.33,111.37,70.31,70.11,50.19,34.12,38,108.11,45.13,87.14,114.23,65,62.12,65.27,54.17,52,44,134.65,40,48.06,98.38,210.44,109.29,207.44,71.23,61.06,97.44,110.38,102.23,45,79,46,106,28,87,38,36,66,34,37,67,37,54,65,0.68,0.92,0.94,0.88,10.22,8.8,20.88,19.14,19.51,18.74,18.68,17.44,2.06784,2.01184,3.99444,2.93187,3.32545,0.983264,5.2691,3.93473,11.7779,8.59524,5.23167,2.62087,6.22861
107283908,Nana33599,WD repeat domain 76,NA,7,36,45,18,10,14,2,8,34,2,45,13,21,5,3,14,8,7,39,5,14,27,41,55,11,23,17,5,34,5,13,29,20,16,16,8,28,45,56,16,1,0,1,3,6,0.38,0.26,0.22,0.64,0.87,0.65,3.46,3.27,2.49,4.74,4.59,4.77,1.16399,1.29488,3.43335,1.9252,2.60557,2.11285,9.46047,3.32826,7.7862,10.9378,7.06996,2.78373,13.5036
107283909,Nana33603,cathepsin H,NA,47,38,55,46,21,34,12,31,34,16,148,51,76,35,34,21,19,15,58,21,47,80,40,94,43,40,46,101,44,20,44,90,31,40,41,382,208,325,564,197,415,436,389,464,605,0,0.01,0,0,0.29,0.33,0.07,0.05,0.11,0.11,0.1,0.07,42.1744,16.9856,87.6991,65.0175,183.123,134.828,908.306,348.111,870.936,754.233,239.812,172.515,355.298
107283912,Nana33537,small nuclear RNA activating complex polypeptide 5,NA,565,297,414,379,242,266,172,206,454,147,281,345,176,214,220,243,203,186,483,144,235,289,420,482,436,403,368,784,350,312,953,1443,579,247,1097,342,318,486,410,358,203,230,146,262,277,3.15,2.3,2.69,3.26,2.63,2.11,25.24,26.5,24.51,16.42,22.69,18.64,6.97735,7.30577,11.8472,9.01141,24.6023,28.3223,17.9822,11.4216,17.337,34.8062,13.0811,12.2597,18.3035
107283913,Nana33538,ribosomal protein L4,NA,10860,5417,5838,6854,4389,4906,3643,2831,6486,2855,3245,9349,2398,4283,5586,3343,3168,2900,6242,3319,2975,3473,5825,4100,7325,3843,5492,13705,4221,7118,8308,15766,7762,4544,10523,17444,13715,17330,9782,12132,19079,20837,11568,10234,17183,6.72,6.9,7.63,7.74,41.71,36.71,44.58,43.97,43.71,41.21,38.97,40.15,774.101,707.387,1553.36,1025.6,2966.44,1531.71,2095.46,2891.69,2600.03,3195.22,1819.27,1316.48,1358.42
107283915,Nana04312,EPS8 like 2,NA,359,340,468,165,237,227,288,140,361,284,289,309,179,220,210,196,234,187,239,302,233,274,473,263,369,159,250,101,317,277,77,81,72,99,50,236,146,220,171,179,14,19,14,11,36,0.86,0.89,0.93,0.82,7.85,7.99,45.37,42.29,44.39,17.01,17.56,16.3,12.6997,8.65734,19.5647,22.7963,24.2245,12.7855,2.67638,1.71997,17.1281,19.2703,5.89311,3.31148,23.4806
107283921,Nana33590,eukaryotic translation initiation factor 3 subunit J,NA,410.76,257.67,259.76,322.69,233.89,140.81,99.88,139,340.89,119.87,224.86,254.76,169,184.88,165.73,164.83,144,143,323.35,102,140.57,174.62,316.56,326.71,311.56,330.77,164.94,520.11,253.62,389.77,217,412,191,197,263,665,507,562,626,484,609,533,480,365,673,7.35,3.59,3.82,5.17,5.69,5.52,58.51,57.16,57.75,263.96,264.12,276.21,41.5957,77.9379,73.753,57.0894,75.7079,48.2598,59.8267,59.8546,89.3851,87.6072,43.3388,22.3679,60.9618
107283922,Nana33593,cancer susceptibility candidate 4,NA,124,190,207,167,65,87,55,90,129,60,126,170,87,97,126,77,91,70,154,54,97,114,189,172,134,147,105,199,112,170,74,220,56,124,90,161,154,262,192,178,78,143,84,111,169,0.24,0.49,0.14,0.32,7.07,7.49,5.28,5.07,4.66,0.43,0.31,0.24,17.0067,17.3756,33.7257,26.9349,39.5249,16.116,33.448,34.4031,30.417,33.8263,25.378,13.4069,49.5237
107283923,Nana33614,"alanyl aminopeptidase, membrane",Other,182,130,293,199,476,141,521,309,334,563,155,353,60,338,224,309,429,446,220,360,132,104,297,408,833,110,222,466,158,534,18,143,21,58,15,388,361,251,148,149,76,110,96,55,170,0.05,0.16,0.01,0.06,0.29,0.25,0.22,3.61,0.19,0.22,0.09,2.61,113.942,11.7546,216.163,107.924,94.2384,31.845,935.811,336.976,717.148,227.552,56.1779,9.04636,100.622
107283924,Nana33619,zinc finger protein 710,NA,11,14,35,20,17,11,6,12,12,16,22,30,11,12,6,23,16,7,21,11,15,26,41,45,51,14,15,35,23,14,5,6,3,16,1,2,6,7,4,1,5,17,3,8,9,0.18,0.02,0.15,0.1,0.92,0.96,3.52,3.9,3.69,0.32,0.38,0.56,7.92416,0.420885,8.71057,8.29195,10.2319,3.87837,7.36986,2.70774,8.05959,10.2041,5.247,2.2631,20.2529
107283925,Nana33620,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",NA,421.23,348.52,240.02,182.9,226.13,443.31,143.09,130.55,243.62,135.86,203.94,348.24,146.03,149.84,163.6,117.29,93.41,66.64,201.87,152.49,83.56,220.79,272.8,188.11,292.54,172.19,104.77,1066.31,474.5,178.45,2583.02,3757.74,2655.4,272.99,2375.23,2556.89,1885.18,1309.48,1046.55,1064.54,4560.12,8061.49,3339.9,3638.51,6335.21,3.91,3.9,3.34,4.68,14.44,12.4,51.1,44.83,51.8,33.42,50.8,34.9,105.163,303.36,164.11,114.432,228.824,113.44,2188.4,3157.78,798.227,1252.23,130.548,52.7098,267.238
107283926,Nana04313,transaldolase 1,NA,1607.99,2181.4,3784.61,3404.26,1573.13,1320.51,569.6,1259.81,2321.44,804.71,1589.83,1985.12,2098.62,1197.65,697.04,1390.05,1395.08,984.17,2744.07,732.83,1118.69,2416.1,2601.59,2293.72,1627.21,3291.57,1823.19,800.41,2218.99,1998.55,374.55,659.68,287.5,374.77,428.38,659.05,697.2,1070.2,1209.7,896.23,470.91,487.75,394.59,572.04,556.43,0,0,0,0,0.01,0.03,0.76,0.53,0.81,0.07,0.03,0.02,15.0983,9.98668,30.5968,22.0749,30.7835,29.0717,31.939,26.7248,36.1728,35.9176,17.7278,7.65808,55.9473
107283928,Nana33623,calcium and integrin binding 1,NA,358,254,387,390,190,245,171,194,317,189,288,341,160,233,202,173,338,226,373,188,201,241,309,336,314,245,230,859,228,406,232,278,162,74,287,912,558,796,873,856,389,526,344,426,754,0,0,0,0,0,0.08,0.24,0.05,0.05,0,0,0,57.78525,24.26707,97.7723,78.32112,132.4711,191.4003,106.05391,86.5162225,136.029748,118.681946,54.91728308,23.50363,187.2065625
107283932,Nana33536,mitogen-activated protein kinase kinase 1,NA,63,48,60,19,36,30,35,36,42,27,41,93,48,39,18,47,47,39,61,38,25,42,131,65,93,26,52,28,59,26,24,27,27,108,20,74,37,58,53,42,7,22,11,16,32,0.25,0.19,0.11,0.07,5.9,5.53,1.71,1.91,1.91,0.48,0.92,0.67,14.826,34.1788,24.0623,18.5206,62.0273,12.2954,58.9617,29.9923,83.356,86.3346,27.9542,8.94063,62.6853
107283933,Nana04314,Parkinson disease 7 domain containing 1,NA,310,304,385,224,234,215,64,136,293,75,217,332,180,160,162,136,117,127,436,127,165,211,421,324,329,343,290,89,179,143,240,283,277,126,215,276,183,484,445,347,245,125,166,121,129,0,0.03,0.04,0.02,3.83,3.06,1.81,2.29,1.96,0.41,0.26,0.23,2.21608,1.57732,5.32033,3.39088,8.31566,4.84898,8.76055,6.15089,17.0025,16.2235,6.27616,2.19194,6.73558
107283934,Nana33540,zwilch kinetochore protein,NA,10,16,19,21,20,15,0,17,40,8,43,10,28,9,1,7,12,15,8,9,14,53,49,33,19,27,6,3,23,8,1,4,2,6,1,5,0,2,12,4,2,7,3,4,8,0.12,0.15,0.12,0.12,0.04,0.01,10.92,8.91,10.58,9.22,11.27,8.69,2.56653,0.592863,3.49218,2.77643,3.74678,1.78413,3.07113,2.30165,8.21697,4.90497,2.1588,0.280012,4.86761
107283935,Nana33544,SMAD family member 6,NA,0,0,2,0,1,4,2,1,15,2,1,0,4,0,0,2,1,0,4,1,0,2,3,3,1,4,0,0,3,10,3,21,4,17,5,8,6,4,5,2,2,2,1,6,0,0,0,0,0,0.03,0.01,0.56,0.48,0.6,0.11,0.12,0.26,2.02953,4.17812,5.70131,5.63862,6.70853,0.371627,9.92894,5.06479,13.9283,15.1365,6.45011,5.72488,3.19601
107283937,Nana33565,"ceroid-lipofuscinosis, neuronal 6, late infantile, variant",NA,1,4,6,0,4,9,1,3,1,0,6,0,1,4,0,2,6,6,1,5,1,1,10,0,1,2,1,2,6,5,1,0,2,6,1,8,6,4,14,6,6,2,1,6,13,0.03,0,0.12,0,0.14,0.29,284.03,290.69,282.68,373.8,356.42,381.41,4.56451,3.88904,6.60559,5.85007,12.7901,5.35036,9.41209,11.2176,24.2783,16.0542,7.92012,2.70864,13.3494
107283938,Nana33566,fem-1 homolog b (C. elegans),NA,27,20,23,22,20,20,12,13,28,9,17,23,15,14,14,9,10,20,33,2,13,17,37,22,32,26,16,43,25,27,11,22,10,14,9,11,18,24,23,15,18,10,2,10,14,0,0,0.09,0.02,0.06,0.02,1.48,0.75,1.22,244.18,253.13,246.38,2.94383,6.02425,4.6716,4.28557,6.41454,2.62558,5.10779,6.58372,5.66348,6.11603,3.4636,2.41215,5.83347
