gene,description,Pm_1,Pm_10,Pm_11,Pm_12,Pm_13,Pm_14,Pm_15,Pm_16,Pm_17,Pm_18,Pm_19,Pm_2,Pm_20,Pm_21,Pm_22,Pm_23,Pm_24,Pm_25,Pm_26,Pm_27,Pm_28,Pm_29,Pm_3,Pm_30,Pm_4,Pm_5,Pm_6,Pm_7,Pm_8,Pm_9,Mus_sg_1,Mus_sg_2,Mus_sg_3,Mus_sg_4,Homo_sg_1,Homo_sg_2,Canis_sg_1,Canis_sg_2
107287328,von Willebrand factor A domain containing 2,18,56,52,2,5,12,13,10,9,3,4,13,11,6,30,6,14,7,21,31,18,32,116,31,18,12,31,2,22,6,0.0267893,0.0818599,0.0285154,0.0520675,2.055836,2.702479,1.1535639,0.86877089
107287320,actin binding LIM protein 1,476,2500.34,1902.39,515,338,1233,112,249,1238,267,703.14,601,630,414,344,421,502,324,2035,578,327,795,1713,1161,1040,1570,784,146,1091.2,304,5.315590176,10.70733615,10.776747,9.411768009,44.4168986,30.0354288,17.329948,8.2645428
107286793,enolase family member 4,15,97,94.98,90,24,80,6,76,59.01,19,81,32.9,93.01,22,11,98.57,20,11,114.01,52.01,77,218.01,79,97.01,25.04,153,19,2,98.98,6.8,0,0,0,0,0.0753329,0.07552337,0.173098,0.215539
107285825,RAB11 family interacting protein 2 (class I),66,148,121.99,97,47,110,30,69,100,29,110,27,121,45,62,41,44,50,118,73,26,144,129,80,112,145,69,8,135,29,0.5354308,1.194467,0.5541,1.010687,3.95707,2.74428922,8.457589,8.563533
107290581,family with sequence similarity 204 member A,239,284,304,344,136,192,144,212,308,137,243,255,198,230,190,202,266,148,351,147,239,312,363,321,265,337,211,222,300,214,3.534364,3.009233,3.010934144,2.5027353,23.68698,26.28629,84.3403,95.0703
107290580,CDK2 associated cullin domain 1,14,21,20,12,12,5,3,14,12,11,18,8,22,6,12,10,8,10,15,8,11,23,33,23,29,22,19,11,14,8,2.57268,2.987754,2.93347,3.128974,7.024601,3.881834,27.3577,9.16059
107288612,regulator of G-protein signaling 10,16,176,152,41,11,32,6,18,119,9,88,96,100,20,18,13,12,11,205,43,26,76,297,82,37,42,32,5,63,25,3.15919,3.2626,6.43804,4.08942,11.220585,16.2670807,6.224,6.49308
107288599,SEC23 interacting protein,2233,701,969,770,1027,635,539,536,608,509,782,556,431,643,587,620,987,921,903,884,540,672,1593,776,1805,568,1167,284,768,638,2.9786315,3.254726,3.7693419,3.33994,9.884259,9.204845,30.45209,22.5955902
107288607,phospholipid phosphatase 4,0,3,3,2,1,2,1,2,4,1,5,5,5,2,2,0,1,2,4,2,0,2,13,3,0,2,5,2,2,0,0,0,0,0,0.4159468,0.4168315,0.0697102,0.180813
107288605,HtrA serine peptidase 1,64,572,524,189,83,83,28,69,286,29,426,206,345,67,64,79,51,39,525,196,100,240,511,344,132,416,109,35,236,110,5.71,6.176859,6.06628,7.47665,36.42858,26.92538,41.1565,20.9277
107301542,family with sequence similarity 175 member B,462,732,773,502,294,476,171,261,567,188,591,559,409,251,307,277,234,227,624,229,245,449,925,594,584,808,405,215,682,264,4.1362971,6.900693,5.731335002,6.1054348,5.68964,3.86153,8.92238,8.73783
107289004,testis expressed 36,1,10,12,23,1,20,0,37,21,15,4,3,53,8,7,52,3,3,60,21,77,68,7,65,6,34,13,0,3,0,0,0,0,0,0,0.0402939,0.430155,0.331877
107288925,BRCA2 and CDKN1A interacting protein,4645,3672,2508,2457,2134,1346,1005,1399,1874,2320,2098,5575,2195,2599,2141,1508,3322,1656,2478,1080,1382,3296,7132,2293,5515,2444,2027,1591,2324,2213,8.883735,11.629048,11.315225,11.848632,32.6264988,31.9177403,69.5639,118.774
107284029,glutaredoxin 3,1199,1464,1623,1129,815,1147,477,562,1009,550,799,1315,585,562,679,537,576,636,1413,607,543,749,1297,1019,1150,1131,803,740,1218,862,12.419141,13.855366,16.87021,13.474588,23.844466,21.59513,71.2605,40.685615
107289323,minichromosome maintenance complex component 4,113,411,676,340,261,528,52,221,391,145,1313,235,359,144,181,206,121,158,503,163,120,827,1337,1048,308,479,241,25,745,161,0.820152,0.990495,1.16434,1.5511,3.705380829,2.115656105,2.01722,1.70078
107284323,ribosomal protein S20,11893,7206,9089,10722,6728,7835,4391,3359,8843,3781,4413,8216,3626,5744,4693,3569,2663,1873,9608,3715,3388,5092,4627,4206,8757,7354,8058,28170,5193,6385,117.0685,90.53484,92.34092,89.8395,961.031822,782.746398,3299.007,6035.621
107284335,UBX domain protein 2B,3,22,9,7,3,8,3,2,20,2,18,10,4,1,2,4,3,6,22,1,6,8,18,8,10,10,5,1,7,6,0.595106,0.539945,0.547371,0.687081,8.691645,6.405657,20.3599246,6.931536
107295111,"alcohol dehydrogenase, iron containing 1",56,10,10,5,7,21,55,33,18,31,34,46,5,22,71,41,78,40,97,48,66,25,4,16,59,11,59,5,5,2,3.497904,4.173195,5.053196,4.097803,7.684997602,9.939703124,8.32574,4.34752
107297312,protein phosphatase 1 regulatory subunit 42,1,23,9,30,6,7,3,25,24,5,24,7,14,7,8,25,0,4,36,6,25,52,13,14,8,21,21,1,2,2,0,0,0,0,0.0669785,0.0469432,0,0
107297313,COP9 signalosome subunit 5,1154,1037,1360,898,792,589,252,458,764,326,980,1099,729,488,383,361,475,336,1155,381,460,984,1608,987,1011,1206,688,624,1025,622,9.166236,8.483554,7.91909118,6.727411261,27.4609319,25.6161296,54.8471,80.0943
107297314,centrosome and spindle pole associated protein 1,194,542,560,378,157,484,55,207,361,146,397,333,379,119,122,259,103,89,578,119,208,594,518,539,356,665,220,82,416,128,1.85842214,2.0425939,3.1707688,2.6683634,4.264783,3.0566832,1.59955,1.096878064
107297311,ADP ribosylation factor guanine nucleotide exchange factor 1,1744,1354,1501,1402,1037,898,411,715,1010,561,1209,891,857,615,642,679,680,842,1227,645,644,1418,1950,1159,1715,1398,1029,721,1208,1045,5.552595,8.3899301,9.3688323,5.7021449,12.1648512,9.5370718,20.31039311,10.7489676
107290508,"chromosome unknown open reading frame, human C8orf34",72.33,433.16,298.75,199.8,72,308,30,328.83,173.53,96.06,358.07,109.63,651.56,133.8,46.28,263.68,57.04,25.02,574.04,158,194.98,682.6,273.57,346.17,79.92,450.85,100.06,28.12,133,32,2.0264946,1.996069,3.0174,3.274846,0.4771961,0.2093596,10.1773,1.913175
107288532,ribosomal protein L7,13893,6579,8484,11437,7416,7105,3962,3582,10661,3893,4457,9967,3684,5628,5142,4579,3545,2785,9501,3054,4076,4175,4796,4696,10678,7373,8371,23816,6268,9859,184.456354,174.235437,184.588475,175.912482,1149.909828,838.909346,2912.61,1579.2
107302911,stathmin 2,1,4,6,0,0,2,0,0,3,0,2,5,2,2,0,0,0,0,4,1,0,0,4,4,1,1,3,7,1,5,0.543631,0.222209,0.739,0.677122,1.1571224,0.232938,0.105137,0.981156
107302895,tumor protein D52,3315,1800,2276,2369,1745,1565,1471,1589,1855,1399,1530,1826,899,1865,2455,1737,1880,1476,2695,1653,2117,1059,1269,2150,2473,1426,2546,1564,1107,1629,50.843637,59.345189,58.592558,58.829061,64.8414365,61.26705848,194.338823,146.075801
107302905,inositol(myo)-1(or 4)-monophosphatase 1,274.07,442.38,496,235,192,253,133.62,151.75,274.76,122,375.77,245.87,260.41,207.27,220,162.46,180,190.5,255,173,164,287.55,779.68,303,311.33,446,196,68,420,150,5.422952,8.521121,7.474262,8.022041,8.443942,6.407908,23.4284,25.0933
107285743,receptor interacting serine/threonine kinase 2,194,135,209,152,160,87,100,79,129,91,208,246,85,129,132,140,118,125,197,127,97,117,262,179,211,136,146,202,118,249,0.904385,1.21632,1.09521,1.08,6.1269225,4.9696692,11.539041,5.932167
107285754,transmembrane protein 55A,126,418,475,160,115,278,25,56,264,50,167,259,197,54,76,50,42,41,459,95,82,266,451,320,237,475,156,34,281,53,3.00808,2.14517,3.46195,3.20763,4.7361245,3.55512527,21.5965,16.6943
107292753,pyruvate dehyrogenase phosphatase catalytic subunit 1,228,540,533,255,172,383,90,211,263,128,298,259,347,197,230,154,111,145,378,140,150,313,674,369,444,443,221,108,465,154,3.54864771,4.303007831,3.789231,4.229249401,16.49846,5.092768,16.9818,17.9547
107289162,NADH:ubiquinone oxidoreductase complex assembly factor 6,128,24,23,72,58,23,25,27,179,18,14,102,23,49,31,39,39,135,39,20,38,21,33,36,86,21,56,160,31,281,1.60296,1.3874,1.72616453,1.982792,7.2818334,4.0293374,8.45103,3.430817
107290730,cytochrome b-c1 complex subunit 7,2782,1924,1837,2842,1449,1847,657,937,1662,869,1289,1534,1282,1111,824,729,1058,830,1868,671,906,1447,1479,1577,2538,2649,1860,2624,2848,1655,81.16305,79.4104,69.7859,79.8538,246.909898,181.286263,564.717,585.631
107285326,syndecan 2,261,516,430,208,122,163,57,57,343,90,262,261,214,158,232,112,89,123,582,96,122,207,341,314,398,482,197,92,376,265,1.57765,1.4501,1.74574,1.92466,20.60227,11.97639,12.6444,11.6294
107285316,carboxypeptidase Q,517,59,110,206,277,74,267,136,433,326,64,478,103,365,543,265,360,344,246,325,198,95,268,141,373,13,412,133,61,249,4.86509534,5.771884,6.055623,5.093364,14.588279,12.7756571,15.5082,5.7305904
107284022,par-3 family cell polarity regulator,199,226,313,241,123,158,125,187,220,160,268,236,147,158,193,154,164,239,187,140,168,321,547,130,250,179,181,97,278,134,4.480764605,5.651997537,4.357534408,4.344546403,9.903419784,9.343808464,24.7839857,11.64670721
107284026,enhancer of polycomb homolog 1,147.84,302.77,292.42,218.92,97.8,220.91,62.54,141.76,179.22,139.92,184.7,344.04,131.41,112.46,96.56,75.73,105.43,158.78,228.42,121.96,125.26,275.08,895.21,180.53,188.89,315.84,129.88,95.18,306.96,151.56,2.6524657,3.271612,4.54342,2.595505,10.507988,6.9504298,11.84509,10.80789
107283635,sperm associated antigen 6,66,354,297,358,79,397,28,342,188,185,322,250,370,75,50,353,47,72,552,178,491,1644,489,544,97,786,106,7,353,89,0.2284501,0,0,0.218288,0.0539332,0.064787843,0.16488,0.159134
107295848,heat shock protein family A (Hsp70) member 14,283,197,256,150,156,143,84,120,257,119,219,264,198,121,127,148,190,140,232,125,143,190,395,272,267,183,167,132,191,164,3.623856,2.787928,2.911764,3.701287,2.639616,1.947348,31.8854,14.79236
107297069,pre-mRNA processing factor 18,68,67,92,43,22,58,17,38,53,29,35,89,39,44,46,30,27,28,59,20,37,65,70,47,79,88,44,19,71,23,2.57135,3.550833,3.119309,3.052033,9.07665,7.083056,37.0574,22.268619
107297192,nudix hydrolase 5,132,88,105,108,102,88,50,94,143,55,112,150,106,105,83,94,71,39,277,41,93,164,139,124,126,98,87,129,93,96,4.073471,5.605621,5.669597,3.879322,11.29774,9.274204,32.756257,20.825564
107296592,Kin17 DNA and RNA binding protein,399,238,394,237,152,158,78,98,184,105,227,319,162,96,108,162,147,127,248,106,104,240,654,161,461,222,147,221,174,142,3.091935,2.386089,1.18438,1.780079,8.60746,3.994627,9.193358,7.027763
107289878,solute carrier family 23 member 1,2,40,10,0,4,64,2,7,1,12,12,12,4,2,1,14,6,0,35,22,12,42,60,29,9,11,0,5,5,1,0.437399,0.3184705,0.673682,0.5274346,1.001572,1.725538,0.279676,0.471587
107283666,NADH:ubiquinone oxidoreductase subunit A2,992,928,1118,1345,682,866,311,754,993,424,889,889,754,596,417,634,508,396,1349,346,697,1143,871,1127,1017,1399,801,2511,1078,801,35.8867,34.923,32.1514,33.1076,23.551684,27.55146,315.677,242.832
107299152,RELT like 2,2,8,7,1,1,0,1,0,2,4,10,0,1,2,2,1,0,1,0,4,2,2,4,1,4,1,5,0,0,0,1.460882,1.1814053,0.81403302,1.14797474,0.2309319,0.4125253,13.1723,15.589
107286831,ring finger protein 14,469.52,476.98,439.54,387.4,216.32,276.35,185.42,227.24,322.12,182.8,301.69,305.39,214.07,200.33,331.18,281.32,328.63,174.22,405.22,224.02,268.95,284.6,491.98,317.26,507.49,387.78,352.56,136.41,296.5,359.93,5.939160001,7.215395149,6.742119562,6.400089759,26.0037956,18.17719672,45.0319,43.5003
107286833,glucosamine-6-phosphate deaminase 1,477.48,581.02,760.46,543.6,265.68,598.65,260.58,449.76,506.88,409.2,682.31,479.61,321.93,436.67,476.82,356.68,375.37,333.78,976.78,253.98,627.05,498.4,625.02,1019.74,425.51,531.22,573.44,285.59,520.5,410.07,3.2754735,3.59775,3.3988409,2.370764,5.461999,3.9585199,28.341404,28.02561
107286830,Nedd4 family interacting protein 1,1268,1737,2164,3363,1210,967,606,947,2224,926,951,1140,762,961,748,1039,671,1382,1593,778,985,908,1543,1065,1483,1844,1926,2788,1763,1499,27.157354,26.319282,25.26435299,27.93725238,68.9946845,56.6278384,246.8856,126.03523
107301295,nuclear receptor subfamily 3 group C member 1,234,423,447,240,138,250,116,143,285,209,375,255,233,202,137,195,240,83,294,101,143,267,387,271,386,418,241,140,356,135,2.998706,3.4396902,2.742689167,4.01122808,14.0835399,11.1508714,23.74166,17.71083
107301307,Yip1 domain family member 5,7409.61,1060.04,1569.99,3010.07,2522.88,981.66,1456.81,1073,1522.39,1177.32,1151,2743.94,869,1495.4,1488,1166.17,2157.31,3164.44,1437.57,1189.08,1458,976.83,2438.46,1505,4232.29,1612.38,2677.92,1274,833.26,2562.8,8.74688,8.606158,9.642656,8.24655,17.36875602,16.2558093,100.48,60.3039
107289848,SH3 domain containing ring finger 2,121,285,407,96,150,212,74,102,153,117,396,193,231,124,94,165,57,73,303,140,79,397,668,214,274,155,149,36,286,59,0.59169,0.623784,0.60693,1.3538768,6.5738895,5.712173,6.267580172,5.17905
107291954,leucyl-tRNA synthetase,1560.59,353.24,481.89,684.5,944.86,431.23,355.91,320.24,553.5,542.57,467.53,464.96,320.19,577.86,411.18,464.04,745.83,996.16,501.43,670.94,349.93,430.17,944.02,384.69,1279.32,442.2,678.55,528.19,496.51,654.49,5.538333,8.484452,7.449796,7.358746,32.3050845,30.852483,16.937148,9.4133376
107283809,glutathione peroxidase 8 (putative),272.75,377.7,658.22,283.13,217,518.07,86.04,183.52,993.62,169,463.12,438.89,371.91,142.68,154.15,202.47,163.04,193,1377.12,111.99,178.52,412.42,574.14,575,327.38,411.87,283.68,233,668.64,324,3.64019,3.62677,3.1481,2.30082,3.6029594,1.2929689,12.3312,15.6938
107294973,DEAH-box helicase 29,65,92,93,61,27,35,30,42,72,26,69,38,41,35,52,56,22,38,69,35,24,33,92,66,66,51,47,29,51,46,1.24442,1.916583,1.88821,2.116826,8.474901,6.145779,11.3203,8.229047
107286728,polo like kinase 2,150,612.99,695,175,113,298,74,107,318,163,591,373,328,215,297,335,115,285,458,443,178,390,1315,384,399,254,212,76,643,342,0.906914,0.72401,0.840302,0.959052,29.2897226,33.0697276,23.01862,15.81618
107295766,NADH:ubiquinone oxidoreductase complex assembly factor 2,550,306,431,502,287,312,94,206,457,167,240,352,237,238,240,296,190,203,515,136,273,310,293,596,508,403,421,284,325,293,3.77862,3.10118,4.062801,3.53285,12.024907,11.2575356,7.55224,18.3159
107284584,peptidylprolyl isomerase domain and WD repeat containing 1,137,243,277,128,86,170,30,72,137,45,226,121,153,69,72,53,59,69,217,103,64,204,397,164,177,188,127,29,193,81,0.7293086,1.051317,0.8299324,0.9591985,17.628412,10.705721,12.3767,11.0601
107284588,neurolysin,187,227,377,191,114,251,47,102,211,89,230,135,120,109,98,61,146,162,235,132,86,180,513,258,190,350,182,80,321,143,3.048462,3.0978185,2.3368664,2.8090514,1.937075,0.924834,2.649696,1.5156886
107289748,RAD17 checkpoint clamp loader component,249,311,370,170,122,188,60,91,186,112,206,168,132,114,122,159,124,98,264.99,125,113,216,326,170,225,295,184,44,230,156,2.236922,3.142439,1.9008218,2.470333424,9.556708501,7.071187617,18.082,13.0148
107289740,methylcrotonoyl-CoA carboxylase 2,702,535,564,424,354,404,204,211,417,267,256,606,233,270,304,218,214,237,545,270,296,278,544,489,437,391,408,248,359,228,6.766554,7.151167,6.578193,7.883445,18.572958,14.193337,21.6537,11.8347
107289739,microtubule associated protein 1B,257,273,325,188,60,74,22,64,573,39,268,423,305,58,59,73,50,79,331,52,79,348,1566,142,197,243,207,132,254,220,0.143275,0.1601904,0.21891,0.1267515,5.6408554,2.031417,0.593797,0.324546
107290547,transportin 1,61.83,141.22,120.22,77.62,79.83,95.94,74.39,114.9,101.42,75.06,148.34,47.77,116.09,94.39,77.75,67.04,50.47,104.26,111.92,82.07,53.47,143.93,241.54,49.1,141.02,72.22,128.58,8.61,109.69,33,3.445404002,4.70350765,4.717356211,5.038464423,15.2521267,11.495784,15.3283,3.92829
107290540,FCH domain only 2,245,331,373,186,125,174,60,108,264,84,231,68,181,99,129,111,99,109,266,119,76,199,455,240,315,254,192,33,315,131,4.587508,4.689204,5.072831861,3.7694636,7.5134496,4.9650856,13.83165,5.7789
107290538,ankyrin repeat family A member 2,291,802,770,350,142,455,74,203,322,149,332,459,292,135,167,99,101,81,515,156,184,309,708,452,586,683,296,46,678,251,2.32559513,2.508239071,2.38600707,1.982217,15.6378544,9.956871,57.4435,45.7304
107290537,"UTP15, small subunit processome component",1040,522,642,622,518,360,218,243,362,248,357,702,254,269,208,209,355,467,408,251,284,357,950,446,952,805,457,261,442,537,1.1835091,1.3743443,2.037762,1.623966,4.08281,2.480548,6.70867,4.65272
107295249,polymerase (RNA) II subunit C,1610,902,832.91,562,421,526.88,302.85,403,756,563,513,861.81,594,352,361.33,439.69,516.88,507,1087.05,402,653,910,1457.83,698,881.16,477.52,509,589,969.27,331,6.2275391,6.8857882,5.27665,5.391437,17.44916,18.8897667,32.1233,24.728
107293769,family with sequence similarity 192 member A,515,192,242,346,284,244,166,242,305,263,257,346,200,191,246,333,296,246,392,166,310,320,392,300,388,291,298,355,328,175,5.567627,4.203003,5.885332,4.937135,23.07471,21.44784,28.7333,19.9525
107293777,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1",440,86,99,266,209,126,102,95,115,136,110,105,42,173,106,142,148,180,109,201,84,67,139,123,198,89,150,421,91,244,79.65576,86.71968,90.38802,83.88986,151.5288637,107.006544,414.337,301.81576
107295255,nucleoporin 93kDa,361,119,249,140,233,121,86,122,125,149,199,235,141,185,84,135,185,200,172,165,87,267,556,293,414,99,129,134,245,213,1.06254,1.91795,1.56781,1.661407,5.0245754,2.53885989,4.17512,1.96861
107296065,2-oxoglutarate and iron-dependent oxygenase domain containing 1,71.54,49.75,36.5,19.06,24,43.74,36,17.1,28.28,51.66,81.62,60.71,32.3,41.46,51.23,25.41,17.22,27.51,39.7,58.73,7.08,32.28,155.8,45.94,77.93,32.38,26.11,31.14,40.41,20.18,2.032691476,2.191946846,1.949617,1.840876002,8.539907,5.012681084,6.97735,6.31952
107289918,fat mass and obesity associated,19,12,39,15,16,21,10,12,15,7,33,25,24,12,8,16,11,17,30,12,6,50,55,31,24,18,19,13,52,6,5.674087,6.809948,7.4582278,7.3472,15.36689105,12.967995,23.13991,17.90107021
107290083,PAP associated domain containing 5,117,51,71,68,98,40,68,42,86,36,46,69,40,49,48,51,97,59,49,20,29,33,72,47,86,46,57,161,75,189,2.494309056,4.0581179,2.954331502,3.3978607,3.266459,2.1832638,8.6251,3.77553
107290056,HEAT repeat containing 3,513,223,254,294,215,150,112,109,212,122,163,223,110,214,62,71,184,175,164,131,108,170,359,268,229,230,147,435,331,460,3.452908,2.986693,3.299449,3.07709698,2.573881,2.0659617,6.032685,6.601771
107290113,"phosphorylase kinase, beta",27,75,92,27,75,76,17,38,24,70,62,17,26,20,15,27,39,38,105,38,14,51,55,58,74,29,52,19,69,9,8.673407,9.294181682,10.076298,8.492997,25.4152644,17.9212527,11.02784011,7.915244825
107290108,integrin alpha FG-GAP repeat containing 1,728,443,579,834,513,224,349,459,706,353,493,456,306,388,505,443,663,411,702,248,395,424,462,477,598,360,555,562,479,828,8.9106133,9.2418218,10.0795724,10.20126,26.0917558,14.9172144,43.7946001,22.36441
107290118,neuropilin and tolloid like 2,0,6,6,0,0,4,0,0,4,1,2,1,3,0,0,1,0,0,2,3,0,1,6,4,1,1,0,0,5,1,0.0691719,0.2832339,0.2955393,0.404852,0.6083099,0.4201342,0.321985,1.21505
107293047,zinc finger CCHC-type containing 17,321,304,405,290,181,168,79,141,295,100,238,343,147,119,148,153,173,131,365,109,183,216,395,279,399,323,189,298,239,297,1.881202,2.601924,1.6520399,2.41119,9.8713949,9.136940829,69.77324,97.7398
107302937,tRNA selenocysteine 1 associated protein 1,323,198,227,246,166,150,91,129,262,105,187,197,118,140,161,111,116,103,251,72,153,179,194,246,190,213,135,452,208,313,5.080573,4.483938,5.0280662,4.1831,4.19108,6.789092,24.5445,28.8892
107288036,ATPase inhibitory factor 1,999,844,944,1348,613,751,314,577,1252,477,758,764,603,633,516,477,515,363,1242,333,717,825,889,732,848,1168,620,2241,889,888,22.983819,24.1093,21.55591,24.4541,17.166853,23.141466,263.6945,398.1584
107288009,DnaJ heat shock protein family (Hsp40) member C8,268,271,308,232,148,214,55,102,246,75,192,238,124,124,102,128,116,105,323,97,141,233,332,277,275,398,115,216,252,155,11.217437,9.883783,12.467209,10.222682,12.628985,9.187972,123.101574,144.134845
107288017,syntaxin 12,673,949,1297,876,496,664,304,443,666,278,1016,894,595,354,496,419,686,447,769,413,644,759,1527,871,806,1043,585,143,803,364,4.80396,4.7845,4.87808,4.81896,21.39333,14.2947101,37.7463,28.1112
107294309,solute carrier family 9 member A1,4,12,12,18,6,18,7,9,17,23,24,13,13,10,10,14,8,8,27,22,7,25,89,14,30,5,24,25,13,38,4.948921,7.053921,7.474875,7.132794,21.154808,36.738106,19.8936,13.1343
107295677,"solute carrier family 30 (zinc transporter), member 2",10630,124,6,3663,8000,1391,2412,2486,2646,2002,482,2293,6,2460,1135,911,3833,4855,1014,2415,1912,1,17,378,6420,9,4073,2817,108,3580,0,0.036086203,0,0.034420801,0.2170897,0.340697,0.282749,0
107295591,mannosidase alpha class 1C member 1,77,115,73,77,36,27,21,31,73,35,59,64,29,40,34,34,29,24,113,32,52,45,90,83,56,121,57,47,47,47,3.157389,4.13251,4.489892,4.038062,2.57348028,2.48287408,6.33598,2.8542
107293116,SYF2 pre-mRNA-splicing factor,127,130,220,101,59,117,39,79,131,55,65,88,102,72,74,111,58,58,192,71,76,119,183,129,133,200,77,64,129,65,11.012803,9.42098,9.370312,9.514539,30.1737995,26.1150774,29.8936,19.6116
107288027,lysine demethylase 1A,85,204,193,74,64,56,45,82,134,45,171,147,102,58,52,76,44,46,208,51,53,139,264,136,149,142,88,95,108,79,6.01074079,6.744557,7.075773,7.0991903,13.477975,11.939593,15.46267,7.43817
107297523,heterochromatin protein 1 binding protein 3,29.25,21.01,20,14.01,12,15,8,6,17.99,8,10.94,9,18,10,3.02,12,7,5,14.97,2,7,12,20,18,22,8.35,9,21,4,14,12.965981,16.48641117,15.2850812,15.32749643,39.0890006,39.146669,35.267617,20.558749
107297006,succinate dehydrogenase complex iron sulfur subunit B,307,234,201,345,228,234,91,101,238,126,180,199,148,148,130,147,113,74,272,82,131,211,155,257,327,287,195,854,307,301,51.294451,53.60092,57.260777,53.810957,31.1692303,28.7834877,160.256,180.331
107297002,F-box protein 42,31,29,44,35,27,24,12,25,39,15,37,27,23,21,20,31,16,13,52,15,20,38,45,66,35,43,18,121,20,89,1.10128,1.37776,2.390826,1.26223,3.943665,4.9486216,7.791784,7.3803
107284648,vacuolar protein sorting 13 homolog D (S. cerevisiae),147,99,167,77,81,75,64,52,108,65,78,115,60,64,79,47,45,33,71,30,32,100,99,84,185,60,84,99,99,109,5.491397243,4.091652,4.7911032,3.73214,8.3749712,5.861527946,10.98908065,8.34585848
107299963,KIAA2013 ortholog,11,4,4,2,4,10,0,3,2,6,14,11,2,4,4,1,2,5,6,4,4,10,12,8,24,4,3,3,16,4,5.66811,5.74133,6.77352,6.69675,7.278008,13.615887,64.406202,61.661977
107294606,exosome component 10,56.16,32.57,66.5,33.59,40.2,33.62,18.45,19.88,18.55,33.19,18.62,48.38,15.72,47.23,14.41,17.31,38.56,22.33,36.42,29.97,25.92,12.6,89.2,34.55,69.16,31.91,35.65,32.5,38.72,45.89,2.531173,4.527468,3.986395003,5.762918381,9.812081,10.0044,15.562537,7.620954
107296445,ER membrane protein complex subunit 7,469,196,237,430,253,190,167,159,313,154,185,176,88,226,234,193,231,171,269,182,156,168,163,207,279,269,206,816,184,585,3.12758,3.33227,3.65871,3.23363,25.5574579,27.370949,122.189,114.731
107296410,apoptosis and caspase activation inhibitor,45,50,42,49,17,35,11,20,42,17,37,55,41,10,17,24,11,26,91,18,16,38,41,50,80,55,63,17,40,36,2.4807059,2.586873,2.684122,1.287861,2.77627,3.44032,18.7907,18.5376
107287259,secretogranin V,15,18,77,9,24,16,6,2,90,1,5,58,3,41,2,6,6,7,65,22,8,9,21,20,95,16,30,22,6,6,0.19789,0,0,0,0,0.2252902,24.49917,4.568068
107285395,aquarius intron-binding spliceosomal factor,688,854,932,343,402,413,206,381,496,253,972,345,467,370,374,302,312,324,714,376,290,640,1663,777,779,606,411,189,559,283,3.204598,3.8437895,3.0415449,3.2392214,6.3527644,3.734256,14.2679,6.3382786
107287227,family with sequence similarity 98 member B,22.42,18.64,15.79,3.95,4.95,3.95,2,7.9,11.83,2,17.11,5,9,1,2,0,1.18,5,15.79,3.95,3.95,11.62,14.2,14.47,11.85,16.43,7.9,2.63,14.48,3.76,2.99447,4.24987,4.56625,4.46775,4.895565,2.811892,14.556,14.3178
107287220,RAS guanyl releasing protein 1,54,20,36,87,47,22,42,35,32,64,30,25,15,45,49,40,85,61,17,34,74,22,24,19,57,32,85,26,24,61,1.875833,2.464269,2.116384,2.116706,0.97717,0.4692219,15.5053,6.889364
107296486,fibrous sheath interacting protein 1,5,35,48,38,16,20,2,38,58,7,36,28,30,10,3,47,4,5,139,14,27,123,34,58,8,75,15,0,22,4,0,0.0702919,0,0,0.4788362,0.05435007,0,0.0175207
107286207,DnaJ heat shock protein family (Hsp40) member C17,190,93,146,148,116,76,81,89,154,68,97,113,82,113,103,84,165,97,155,68,77,126,151,119,142,119,110,123,103,184,0.854673,2.094583,1.44081,2.03434,6.376437,10.6487188,4.539823,3.17888
107296088,calcineurin like EF-hand protein 1,1737,581,702,1383,1238,486,259,354,509,330,529,511,511,513,306,398,429,535,579,351,438,778,1299,608,1056,1112,758,309,607,984,12.048943,16.01365422,15.228873,14.2268,25.9743,19.30991,82.066534,48.659624
107283922,cancer susceptibility candidate 4,124,190,207,167,65,87,55,90,129,60,126,170,87,97,126,77,91,70,154,54,97,114,189,172,134,147,105,199,112,170,2.206975,2.534834646,2.711453,3.153143108,35.03843,22.93879,240.5203,123.6855
107294061,"chromosome unknown open reading frame, human C15orf43",1,1,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,2,3,1,2,1,0,0,0,0,0,0,0,0,0.113452
107287689,"solute carrier family 12 (sodium/potassium/chloride transporter), member 1",2,1,2,1,2,2,0,2,2,0,6,1,8,0,0,2,0,0,0,0,1,2,1,1,2,4,1,0,1,1,0,0,0.0494708,0,0.01217234,0.00672614,0.0751308,0.0194913
107293588,transient receptor potential cation channel subfamily M member 7,71,99,136,42,31,44,28,27,178,18,76,127,75,26,31,25,23,21,67,22,27,69,404,77,84,88,34,51,76,47,3.914844,4.4864253,5.528415,4.160748,9.707136,5.6183453,13.00858634,9.359312
107288672,adaptor related protein complex 4 epsilon 1 subunit,159.05,128.05,164.93,155.6,118.31,105,56.99,150.06,152.85,108.07,168.95,100.51,96.41,61.52,82.55,90.51,178.86,131.91,241.02,60.02,76.98,179.94,231.82,167.11,194.34,121.27,113.82,152.36,169.18,167.03,1.0457944,0.6441119,0.7416428,0.9244623,1.93274,0.891705307,4.33634,3.0429
